dataset,sequence,condition,backend,recording,rule,frames,ospa,gospa,loc2,miss2,false2,countError,outputCount
v2v_development,0000,reliable,GCE,testoutput_CAV_data_2022-03-15-09-54-40,original,147,2.0540325088014852,2.4366771750925214,0.19032083902876012,13.714285714285714,5.387755102040816,0.23809523809523808,2.2448979591836733
v2v_development,0000,reliable,GCE,testoutput_CAV_data_2022-03-15-09-54-40,peer_conditional,147,2.0540325088014852,2.4366771750925214,0.19032083902876012,13.714285714285714,5.387755102040816,0.23809523809523808,2.2448979591836733
v2v_development,0000,reliable,GCE,testoutput_CAV_data_2022-03-15-09-54-40,peer_joint,147,2.0540325088014852,2.4366771750925214,0.19032083902876012,13.714285714285714,5.387755102040816,0.23809523809523808,2.2448979591836733
v2v_development,0000,reliable,GCE,testoutput_CAV_data_2022-03-15-09-54-40,no_negative,147,2.0540325088014852,2.4366771750925214,0.19032083902876012,13.714285714285714,5.387755102040816,0.23809523809523808,2.2448979591836733
v2v_development,0000,reliable,Guarded Scalar,testoutput_CAV_data_2022-03-15-09-54-40,original,147,2.035972427106574,2.463565344850831,0.20281919471732632,14.693877551020408,4.8979591836734695,0.23129251700680273,2.2244897959183674
v2v_development,0000,reliable,Guarded Scalar,testoutput_CAV_data_2022-03-15-09-54-40,peer_conditional,147,2.035972427106574,2.463565344850831,0.20281919471732632,14.693877551020408,4.8979591836734695,0.23129251700680273,2.2244897959183674
v2v_development,0000,reliable,Guarded Scalar,testoutput_CAV_data_2022-03-15-09-54-40,peer_joint,147,2.035972427106574,2.463565344850831,0.20281919471732632,14.693877551020408,4.8979591836734695,0.23129251700680273,2.2244897959183674
v2v_development,0000,reliable,Guarded Scalar,testoutput_CAV_data_2022-03-15-09-54-40,no_negative,147,2.035972427106574,2.463565344850831,0.20281919471732632,14.693877551020408,4.8979591836734695,0.23129251700680273,2.2244897959183674
v2v_development,0000,intermittent,GCE,testoutput_CAV_data_2022-03-15-09-54-40,original,147,2.298442285887365,2.848733695505098,1.2760828103021666,13.959183673469388,6.122448979591836,0.25170068027210885,2.251700680272109
v2v_development,0000,intermittent,GCE,testoutput_CAV_data_2022-03-15-09-54-40,peer_conditional,147,2.298442285887365,2.848733695505098,1.2760828103021666,13.959183673469388,6.122448979591836,0.25170068027210885,2.251700680272109
v2v_development,0000,intermittent,GCE,testoutput_CAV_data_2022-03-15-09-54-40,peer_joint,147,2.298442285887365,2.848733695505098,1.2760828103021666,13.959183673469388,6.122448979591836,0.25170068027210885,2.251700680272109
v2v_development,0000,intermittent,GCE,testoutput_CAV_data_2022-03-15-09-54-40,no_negative,147,2.298442285887365,2.848733695505098,1.2760828103021666,13.959183673469388,6.122448979591836,0.25170068027210885,2.251700680272109
v2v_development,0000,intermittent,Guarded Scalar,testoutput_CAV_data_2022-03-15-09-54-40,original,147,2.4132518976183985,2.9868809486308465,1.2732659723583635,15.183673469387756,6.122448979591836,0.2687074829931973,2.2346938775510203
v2v_development,0000,intermittent,Guarded Scalar,testoutput_CAV_data_2022-03-15-09-54-40,peer_conditional,147,2.4132518976183985,2.9868809486308465,1.2732659723583635,15.183673469387756,6.122448979591836,0.2687074829931973,2.2346938775510203
v2v_development,0000,intermittent,Guarded Scalar,testoutput_CAV_data_2022-03-15-09-54-40,peer_joint,147,2.4132518976183985,2.9868809486308465,1.2732659723583635,15.183673469387756,6.122448979591836,0.2687074829931973,2.2346938775510203
v2v_development,0000,intermittent,Guarded Scalar,testoutput_CAV_data_2022-03-15-09-54-40,no_negative,147,2.4132518976183985,2.9868809486308465,1.2732659723583635,15.183673469387756,6.122448979591836,0.2687074829931973,2.2346938775510203
v2v_development,0001,reliable,GCE,testoutput_CAV_data_2022-03-15-10-29-43,original,114,4.037052225727778,3.9220392071945795,0.8615224587847625,18.94736842105263,16.42105263157895,0.45614035087719296,0.7719298245614035
v2v_development,0001,reliable,GCE,testoutput_CAV_data_2022-03-15-10-29-43,peer_conditional,114,4.037044151647675,3.9220277887209947,0.8614948395447599,18.94736842105263,16.42105263157895,0.45614035087719296,0.7719298245614035
v2v_development,0001,reliable,GCE,testoutput_CAV_data_2022-03-15-10-29-43,peer_joint,114,4.037044465282907,3.9220282322681936,0.8614959118509552,18.94736842105263,16.42105263157895,0.45614035087719296,0.7719298245614035
v2v_development,0001,reliable,GCE,testoutput_CAV_data_2022-03-15-10-29-43,no_negative,114,4.037044151318076,3.922027788254871,0.8614948384178978,18.94736842105263,16.42105263157895,0.45614035087719296,0.7719298245614035
v2v_development,0001,reliable,Guarded Scalar,testoutput_CAV_data_2022-03-15-10-29-43,original,114,4.048104147664298,3.9357250824380894,0.8950411671475578,18.94736842105263,16.42105263157895,0.45614035087719296,0.7719298245614035
v2v_development,0001,reliable,Guarded Scalar,testoutput_CAV_data_2022-03-15-10-29-43,peer_conditional,114,4.048104147664298,3.9357250824380894,0.8950411671475578,18.94736842105263,16.42105263157895,0.45614035087719296,0.7719298245614035
v2v_development,0001,reliable,Guarded Scalar,testoutput_CAV_data_2022-03-15-10-29-43,peer_joint,114,4.048104147664298,3.9357250824380894,0.8950411671475578,18.94736842105263,16.42105263157895,0.45614035087719296,0.7719298245614035
v2v_development,0001,reliable,Guarded Scalar,testoutput_CAV_data_2022-03-15-10-29-43,no_negative,114,4.048104147664298,3.9357250824380894,0.8950411671475578,18.94736842105263,16.42105263157895,0.45614035087719296,0.7719298245614035
v2v_development,0001,intermittent,GCE,testoutput_CAV_data_2022-03-15-10-29-43,original,114,4.491388169980095,4.352179450052706,0.862286002902925,18.94736842105263,22.105263157894736,0.5350877192982456,0.8508771929824561
v2v_development,0001,intermittent,GCE,testoutput_CAV_data_2022-03-15-10-29-43,peer_conditional,114,4.491380063514998,4.352167985779823,0.8622581611601391,18.94736842105263,22.105263157894736,0.5350877192982456,0.8508771929824561
v2v_development,0001,intermittent,GCE,testoutput_CAV_data_2022-03-15-10-29-43,peer_joint,114,4.491380378342144,4.352168431012642,0.8622592418781175,18.94736842105263,22.105263157894736,0.5350877192982456,0.8508771929824561
v2v_development,0001,intermittent,GCE,testoutput_CAV_data_2022-03-15-10-29-43,no_negative,114,4.491380063184149,4.352167985311933,0.8622581600244478,18.94736842105263,22.105263157894736,0.5350877192982456,0.8508771929824561
v2v_development,0001,intermittent,Guarded Scalar,testoutput_CAV_data_2022-03-15-10-29-43,original,114,4.487199868596875,4.329729410357748,0.8846721147567078,18.94736842105263,21.473684210526315,0.5263157894736842,0.8421052631578947
v2v_development,0001,intermittent,Guarded Scalar,testoutput_CAV_data_2022-03-15-10-29-43,peer_conditional,114,4.487199868596875,4.329729410357748,0.8846721147567078,18.94736842105263,21.473684210526315,0.5263157894736842,0.8421052631578947
v2v_development,0001,intermittent,Guarded Scalar,testoutput_CAV_data_2022-03-15-10-29-43,peer_joint,114,4.487199868596875,4.329729410357748,0.8846721147567078,18.94736842105263,21.473684210526315,0.5263157894736842,0.8421052631578947
v2v_development,0001,intermittent,Guarded Scalar,testoutput_CAV_data_2022-03-15-10-29-43,no_negative,114,4.492956898899243,4.345144388920367,0.8846721147567078,18.94736842105263,21.789473684210527,0.5307017543859649,0.8464912280701754
v2v_development,0002,reliable,GCE,testoutput_CAV_data_2022-03-15-10-29-43,original,144,3.898063466473439,3.4631169682768452,0.08438529492901009,22.5,10.5,0.2916666666666667,0.5694444444444444
v2v_development,0002,reliable,GCE,testoutput_CAV_data_2022-03-15-10-29-43,peer_conditional,144,3.898063466473439,3.4818457075594775,0.08438529492901009,22.5,11.0,0.2986111111111111,0.5763888888888888
