sequence,condition,arm,frames,ospa,gospa,loc2,miss2,false2,countError,raw_bytes,delivered_raw_bytes,wire_bytes,runtime_s
v2x_0000,reliable,marked_gaussian_evidence_assoc_split,104,9.740904935709999,17.648265488785857,0.13394818308298637,322.61538461538464,33.92307692307692,4.009615384615385,1136928,1136928,3434496,3.2289643333333333
v2x_0000,reliable,marked_gaussian_evidence_guarded_scalar_assoc_split,104,9.766513077589225,17.690535733366655,0.14385932416834077,324.0,33.92307692307692,4.028846153846154,1146496,1146496,3434496,1.926568
v2x_0000,intermittent,marked_gaussian_evidence_assoc_split,104,9.739305774485873,17.6462129574126,0.15794841345814614,322.61538461538464,33.92307692307692,4.009615384615385,1066208,858016,3434496,1.262705375
v2x_0000,intermittent,marked_gaussian_evidence_guarded_scalar_assoc_split,104,9.75113324072328,17.684230128272922,0.17106753915830414,323.65384615384613,34.61538461538461,4.014423076923077,1050816,842624,3434496,1.1833886666666666
v2x_0001,reliable,marked_gaussian_evidence_assoc_split,131,9.9873209850388,27.421463127952922,6.603758054843298,738.1374045801526,12.091603053435115,10.083969465648854,3153344,3153344,5030656,6.57417525
v2x_0001,reliable,marked_gaussian_evidence_guarded_scalar_assoc_split,131,10.002815269282834,27.462046182899346,6.738437076548313,739.7862595419847,12.091603053435115,10.106870229007633,3202848,3202848,5079808,5.55310375
v2x_0001,intermittent,marked_gaussian_evidence_assoc_split,131,9.741793423745936,26.752205391287944,7.60684574321997,700.2137404580153,12.091603053435115,9.557251908396946,2417024,1764928,4326144,2.901231166666667
v2x_0001,intermittent,marked_gaussian_evidence_guarded_scalar_assoc_split,131,9.727988752390974,26.749338541666887,7.982684065859134,698.0152671755725,13.740458015267176,9.50381679389313,2459040,1783232,4326144,2.9843193333333335
v2x_0002,reliable,marked_gaussian_evidence_assoc_split,140,9.142436414266495,23.79499789461049,116.64422847978692,208.28571428571428,252.5142857142857,2.4571428571428573,3727584,3727584,5835776,8.260808125
v2x_0002,reliable,marked_gaussian_evidence_guarded_scalar_assoc_split,140,9.40619860194689,24.48314254409799,121.00458404397224,231.68571428571428,257.4,2.357142857142857,3951808,3951808,6212608,6.950719416666667
v2x_0002,intermittent,marked_gaussian_evidence_assoc_split,140,8.95536211150645,23.12002815884928,92.74862127053126,217.8,233.22857142857143,2.0,3893984,2726688,6196224,5.375118375
v2x_0002,intermittent,marked_gaussian_evidence_guarded_scalar_assoc_split,140,9.033174872527344,23.259501198554272,81.15889767411363,227.31428571428572,241.2,2.1714285714285713,3596960,2486656,5835776,5.159085166666666
v2x_0003,reliable,marked_gaussian_evidence_assoc_split,128,7.771028817956946,17.503629115057407,1.504149863595957,339.1875,31.5,4.6484375,3844544,3844544,5963776,6.5000275
v2x_0003,reliable,marked_gaussian_evidence_guarded_scalar_assoc_split,128,7.688492554339857,17.58037706676848,2.821905192294742,344.8125,29.8125,4.734375,3728064,3728064,5570560,5.298033958333333
v2x_0003,intermittent,marked_gaussian_evidence_assoc_split,128,7.886619566433642,17.497680602779532,3.6951141573848103,323.4375,36.84375,4.57421875,3988064,2810208,6373376,4.27953025
v2x_0003,intermittent,marked_gaussian_evidence_guarded_scalar_assoc_split,128,7.84675689712303,17.431300414253,3.752309502153148,326.8125,34.875,4.609375,3906112,2749888,6160384,4.15018525
v2x_0004,reliable,marked_gaussian_evidence_assoc_split,116,5.399006743259987,4.782882490200941,0.8046140370968606,48.41379310344828,0.0,0.6724137931034483,259520,259520,3830784,1.9653974166666666
v2x_0004,reliable,marked_gaussian_evidence_guarded_scalar_assoc_split,116,5.43396360817438,4.818001616898063,0.818432743514169,49.03448275862069,0.0,0.6810344827586207,266592,266592,3830784,1.410109625
v2x_0004,intermittent,marked_gaussian_evidence_assoc_split,116,5.408607824781972,4.789067133154587,2.4788578778733963,45.62068965517241,0.0,0.6336206896551724,222912,184224,3830784,0.7701905416666667
v2x_0004,intermittent,marked_gaussian_evidence_guarded_scalar_assoc_split,116,5.40868713350319,4.7892316400658155,2.481415726232164,45.62068965517241,0.0,0.6336206896551724,215840,175904,3830784,0.6390184583333334
