sequence,condition,arm,frames,ospa,gospa,loc2,miss2,false2,countError,raw_bytes,delivered_raw_bytes,wire_bytes,runtime_s
0001,reliable,marked_gaussian_evidence_assoc_direct,114,4.133409768666775,3.966740217774595,0.7888316075069748,18.94736842105263,16.42105263157895,0.45614035087719296,627968,627968,3764736,3.6979763333333335
0001,reliable,marked_gaussian_evidence_assoc_temporal,114,4.200579089945116,4.028900842921097,0.707954703449771,19.57894736842105,16.42105263157895,0.4649122807017544,627136,627136,3764736,2.2353695
0001,intermittent,marked_gaussian_evidence_assoc_direct,114,4.645576198051663,4.488528280058682,0.78906484161263,18.94736842105263,23.68421052631579,0.5394736842105263,650016,475424,3764736,1.2479032083333332
0001,intermittent,marked_gaussian_evidence_assoc_temporal,114,4.712708555772553,4.550629157111476,0.7078746194357554,19.57894736842105,23.68421052631579,0.5482456140350878,649184,474592,3764736,1.142590125
0002,reliable,marked_gaussian_evidence_assoc_direct,144,3.9866345084078514,3.5272802471608276,0.09021867862849994,22.5,11.0,0.2986111111111111,470560,470560,4755456,3.7068209166666666
0002,reliable,marked_gaussian_evidence_assoc_temporal,144,3.9866345084078514,3.5272802471608276,0.09021867862849994,22.5,11.0,0.2986111111111111,470560,470560,4755456,2.764334375
0002,intermittent,marked_gaussian_evidence_assoc_direct,144,4.24393748627575,3.704991625919225,0.09833390700661696,22.0,12.5,0.3194444444444444,546272,426816,4755456,1.7005659166666667
0002,intermittent,marked_gaussian_evidence_assoc_temporal,144,4.24393748627575,3.704991625919225,0.09833390700661696,22.0,12.5,0.3194444444444444,546272,426816,4755456,1.4816614166666666
0003,reliable,marked_gaussian_evidence_assoc_direct,198,6.162967081580933,15.393866207041153,17.187826222034058,233.27272727272728,60.54545454545455,3.0353535353535355,7869248,7869248,11060736,14.286628791666667
0003,reliable,marked_gaussian_evidence_assoc_temporal,198,6.11825594772299,15.276513571350936,13.228275429444441,235.8181818181818,59.45454545454545,3.0353535353535355,8788192,8788192,11535872,13.918206416666667
0003,intermittent,marked_gaussian_evidence_assoc_direct,198,6.549029805453,16.0550169422868,12.115195283364617,256.3636363636364,62.36363636363637,3.25,6962368,4931648,10896896,9.737154291666666
0003,intermittent,marked_gaussian_evidence_assoc_temporal,198,6.5479406577078825,16.050615957847516,12.062801487808414,256.0,62.18181818181818,3.2474747474747474,6912864,4842624,10847744,9.196353416666666
0004,reliable,marked_gaussian_evidence_assoc_direct,180,5.354718355752593,22.42692217145854,79.17546260650876,367.2,70.4,4.122222222222222,13527360,13527360,16479232,63.729386125
0004,reliable,marked_gaussian_evidence_assoc_temporal,180,5.352923084291456,22.441782886228623,79.62375139487582,367.2,70.8,4.116666666666666,13507808,13507808,16348160,85.15827245833333
0004,intermittent,marked_gaussian_evidence_assoc_direct,180,5.196529079806854,21.775928484627062,65.57021599075749,355.4,68.8,3.9805555555555556,12991552,9574528,16020480,46.14193904166667
0004,intermittent,marked_gaussian_evidence_assoc_temporal,180,5.19986449429585,21.7820636222738,64.65801577381596,357.2,68.8,4.0055555555555555,12954528,9521696,16004096,47.796279958333336
0005,reliable,marked_gaussian_evidence_assoc_direct,310,4.680520295492692,14.47962280589953,14.213186925034329,138.0774193548387,84.19354838709677,1.6870967741935483,17867488,17867488,23328256,39.188203125
0005,reliable,marked_gaussian_evidence_assoc_temporal,310,4.681782335137114,14.481667735128342,13.813749847695673,138.54193548387096,84.30967741935484,1.6951612903225806,17788032,17788032,23279104,37.977862583333334
0005,intermittent,marked_gaussian_evidence_assoc_direct,310,5.068881897696717,15.70068478539002,18.214916556693787,173.03225806451613,87.79354838709678,1.8225806451612903,17656160,13477664,23393792,33.27994279166667
0005,intermittent,marked_gaussian_evidence_assoc_temporal,310,5.0575556877448875,15.640933990265395,18.050493272593567,171.98709677419356,87.21290322580646,1.8290322580645162,17621632,13444384,23344640,33.263577625
0006,reliable,marked_gaussian_evidence_assoc_direct,304,5.1879247706844485,10.784127245595883,4.69069627351311,65.96052631578948,89.28947368421052,1.169407894736842,9754272,9754272,14348288,19.49620825
0006,reliable,marked_gaussian_evidence_assoc_temporal,304,5.236934791918555,10.901583321256808,4.316639156670511,68.44736842105263,90.47368421052632,1.2171052631578947,9295424,9295424,13905920,19.210178208333332
0006,intermittent,marked_gaussian_evidence_assoc_direct,304,5.544135970084485,11.126635867082463,2.588847436800255,62.88157894736842,94.61842105263158,1.332236842105263,9739712,7632192,14200832,16.560535416666667
0006,intermittent,marked_gaussian_evidence_assoc_temporal,304,5.544135970084485,11.126635867082463,2.588847436800255,62.88157894736842,94.61842105263158,1.332236842105263,9739712,7632192,14200832,16.798210958333332
0007,reliable,marked_gaussian_evidence_assoc_direct,221,2.8033533905285175,8.892578722965089,11.221346763102265,57.339366515837106,51.14932126696833,0.8371040723981901,8611200,8611200,11312384,16.50814945833333
0007,reliable,marked_gaussian_evidence_assoc_temporal,221,2.805712325351007,8.888670842294458,11.1605239560779,57.665158371040725,50.8235294117647,0.8416289592760181,8607456,8607456,11312384,14.753417583333333
0007,intermittent,marked_gaussian_evidence_assoc_direct,221,3.6129549703163026,11.941452696497008,28.412082446595196,138.13574660633483,71.18552036199095,1.33710407239819,8908224,5347968,11967744,12.512661125
0007,intermittent,marked_gaussian_evidence_assoc_temporal,221,3.5889951432520957,11.869161901501228,28.482791931918733,136.34389140271495,70.69683257918552,1.3190045248868778,8807968,5328832,11803904,13.534771458333333
0008,reliable,marked_gaussian_evidence_assoc_direct,375,2.2163426014834275,6.395195840959441,2.7949606492437766,16.128,37.632,0.704,10662368,10662368,12465920,22.866606916666665
0008,reliable,marked_gaussian_evidence_assoc_temporal,375,2.2163426014834275,6.395195840959441,2.7949606492437766,16.128,37.632,0.704,10662368,10662368,12465920,20.286925958333335
0008,intermittent,marked_gaussian_evidence_assoc_direct,375,1.2736264341605372,3.9575187619557486,2.932383013530447,15.072,14.016,0.3586666666666667,10443968,7506944,12465920,16.020548916666666
0008,intermittent,marked_gaussian_evidence_assoc_temporal,375,1.2736264341605372,3.9575187619557486,2.932383013530447,15.072,14.016,0.3586666666666667,10443968,7506944,12465920,16.004182125
