sequence,condition,arm,frames,ospa,gospa,loc2,miss2,false2,countError,raw_bytes,delivered_raw_bytes,wire_bytes,runtime_s
0001,reliable,marked_gaussian_evidence,114,4.037052225727778,3.9220392071945795,0.8615224587847625,18.94736842105263,16.42105263157895,0.45614035087719296,700032,700032,3764736,3.1416344583333333
0001,reliable,marked_gaussian_evidence_assoc_direct,114,4.033357798946984,3.9159600598958906,0.788757072679198,18.94736842105263,16.42105263157895,0.45614035087719296,825984,825984,3764736,1.858485
0001,reliable,marked_gaussian_evidence_assoc_temporal,114,4.1005271136146835,3.9781206532798334,0.7078801687892973,19.57894736842105,16.42105263157895,0.4649122807017544,824320,824320,3764736,1.3646046666666667
0001,reliable,marked_gaussian_evidence_assoc_reopen,114,4.175879072426593,4.037725268610535,0.580389011786492,20.842105263157894,16.42105263157895,0.4824561403508772,822656,822656,3764736,1.5767553333333333
0001,reliable,marked_gaussian_evidence_assoc_split,114,3.4787776201622225,3.3616601685641543,0.6864921457555748,13.894736842105264,16.42105263157895,0.38596491228070173,835552,835552,3764736,1.3699532916666666
0001,intermittent,marked_gaussian_evidence,114,4.491388169980095,4.352179450052706,0.862286002902925,18.94736842105263,22.105263157894736,0.5350877192982456,786976,573472,3764736,1.1077395416666667
0001,intermittent,marked_gaussian_evidence_assoc_direct,114,4.487679800118569,4.346073186512753,0.7889948792851065,18.94736842105263,22.105263157894736,0.5350877192982456,928736,676768,3764736,1.168338
0001,intermittent,marked_gaussian_evidence_assoc_temporal,114,4.554812151494339,4.408175469430536,0.7078046572745839,19.57894736842105,22.105263157894736,0.543859649122807,927072,675104,3764736,1.14448475
0001,intermittent,marked_gaussian_evidence_assoc_reopen,114,4.630158910062105,4.467770870823719,0.5801639273531531,20.842105263157894,22.105263157894736,0.5614035087719298,922912,670944,3764736,1.19885325
0001,intermittent,marked_gaussian_evidence_assoc_split,114,3.9328045742203943,3.7913499522331344,0.6858666440904524,13.894736842105264,22.105263157894736,0.4649122807017544,937472,685088,3764736,1.14526225
0008,reliable,marked_gaussian_evidence,375,0.8301047827587411,2.7159118729812035,2.8174220302493196,5.952,9.6,0.20533333333333334,12009952,12009952,16709376,30.476931958333335
0008,reliable,marked_gaussian_evidence_assoc_direct,375,0.8301047827587411,2.7159118729812035,2.8174220302493196,5.952,9.6,0.20533333333333334,14189216,14189216,24573696,30.325045125
0008,reliable,marked_gaussian_evidence_assoc_temporal,375,0.8301047827587411,2.7159118729812035,2.8174220302493196,5.952,9.6,0.20533333333333334,14189216,14189216,24573696,29.543443791666668
0008,reliable,marked_gaussian_evidence_assoc_reopen,375,0.8301047827587411,2.7159118729812035,2.8174220302493196,5.952,9.6,0.20533333333333334,14189216,14189216,24573696,29.34787925
0008,reliable,marked_gaussian_evidence_assoc_split,375,0.8301047827587411,2.7159118729812035,2.8174220302493196,5.952,9.6,0.20533333333333334,14189216,14189216,24573696,29.146118791666666
0008,intermittent,marked_gaussian_evidence,375,0.9903393894133941,3.141434803827554,2.9417421509378885,9.888,9.888,0.264,13814656,9744448,19887872,26.193240916666667
0008,intermittent,marked_gaussian_evidence_assoc_direct,375,0.9903365466985031,3.141424167362385,2.9417103128545388,9.888,9.888,0.264,16322880,11513440,24622848,28.41888275
0008,intermittent,marked_gaussian_evidence_assoc_temporal,375,0.9903365466985031,3.141424167362385,2.9417103128545388,9.888,9.888,0.264,16322880,11513440,24622848,28.434678791666666
0008,intermittent,marked_gaussian_evidence_assoc_reopen,375,0.9903393894133941,3.141434803827554,2.9417421509378885,9.888,9.888,0.264,16322048,11513024,24622848,28.23272025
0008,intermittent,marked_gaussian_evidence_assoc_split,375,0.9903393894133941,3.141434803827554,2.9417421509378885,9.888,9.888,0.264,16322048,11513024,24622848,28.272707958333335
