sequence,recording,frame,source,target_id,range_m,matched_2m,matched_12m
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,146,26.20367736306614,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,147,28.18958571983214,0,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,21,29.167556775481366,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,149,30.08414990177454,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,156,18.089884974917847,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,31,11.227153176922545,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,32,28.24174396245602,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,34,17.74939483022899,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,36,16.40633949443242,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,39,39.142062656959766,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,47,23.803297713175542,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,49,17.28555765537531,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,59,17.278641126351634,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,60,34.69656679526445,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,66,33.126449812683354,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,70,39.45420344388532,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,71,29.30986905073771,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,106,21.069034209244165,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,1,126,25.525654129049173,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,1,10.274446294317196,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,3,4.135331032912832,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,5,19.059056275558206,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,6,13.345090324725277,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,134,21.70348839599629,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,137,14.971474237046195,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,11,8.194793612685828,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,12,11.426195914898042,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,15,19.849121789599966,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,16,21.148645225417408,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,18,12.238027046387703,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,146,36.378864805446774,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,147,37.898497878250964,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,21,18.273431889254272,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,149,39.352520476449094,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,156,29.61245393063454,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,31,22.255792540687445,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,32,19.75108306492571,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,34,5.663365437253605,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,36,27.86715926029886,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,47,30.756470009641305,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,49,29.373419533857035,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,59,29.23895560410107,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,71,35.52755159223421,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,106,15.865183277616183,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,159,2,126,17.943236946401278,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,1,4.325394322335248,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,3,15.325041984917116,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,5,8.374771305898905,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,6,6.576723385500573,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,134,31.483928663056297,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,137,27.436522281409076,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,11,12.398748031147418,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,12,22.881751785666694,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,15,9.07325693654931,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,16,9.130602895325698,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,18,24.436302549280615,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,146,25.813972830680772,0,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,147,27.84965926782992,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,21,29.498900348706456,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,149,29.76988317679893,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,156,18.46758170633982,0,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,31,10.92086617386249,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,32,28.634577724083517,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,34,18.203741326704357,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,36,16.043263120180914,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,39,38.71361607024434,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,47,23.618813475370285,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,49,17.28875683399308,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,59,16.955295502621475,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,60,34.43358940329703,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,66,32.72407174984893,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,70,39.25864324928829,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,71,29.216613918485525,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,106,21.34041006972762,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,1,126,25.985454722801908,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,1,10.155956947560346,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,3,4.13738894622189,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,5,19.034603964208117,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,6,13.272345162861562,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,134,21.689505800640674,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,137,14.960932276770764,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,11,9.460496564724984,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,12,11.395465878697642,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,15,20.15668549808951,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,16,21.27175156084678,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,18,12.216330880285229,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,146,36.2678214163526,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,147,37.82503202824589,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,21,18.258587693794652,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,149,39.2992897557755,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,156,30.375341541890393,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,31,22.262484960425333,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,32,19.810330698893203,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,34,5.72711755325842,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,36,27.88633206202999,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,47,30.720976875199423,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,49,29.766914026380032,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,59,29.297995224644705,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,71,35.511457495527104,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,106,15.86070624255357,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,160,2,126,18.06403256810918,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,1,4.655874186462642,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,3,15.658400105088123,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,5,8.05273335801094,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,6,6.667687611137238,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,134,31.894614149778864,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,137,28.148518653782062,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,11,12.651805675469609,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,12,23.327290857461634,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,15,9.015254449510346,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,16,8.87416686991888,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,18,24.808681579603213,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,146,25.383030355350105,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,147,27.423644447519536,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,21,29.84889934183872,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,149,29.43700586775401,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,156,18.217205131972783,0,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,31,10.50139794955951,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,32,29.023472890333057,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,34,18.690569654614848,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,36,15.680193834881806,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,39,38.34399167707323,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,47,23.370665897740547,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,49,17.2278725872476,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,57,24.79834760145952,0,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,59,16.86606371854747,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,60,34.181533620426684,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,66,32.50838474801361,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,70,39.066591609209475,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,71,29.063524433366865,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,76,36.40444507168063,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,106,21.713696942765896,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,1,126,26.335420145484257,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,1,10.134423418774917,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,3,4.07724104539543,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,5,19.017579810581,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,6,13.27289584518467,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,134,21.727754207068486,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,137,15.252248214064824,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,11,9.749961619463875,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,12,11.419186028659594,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,15,20.49903098409364,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,16,21.41889425419767,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,18,12.17345197005879,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,146,36.1379570211279,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,147,37.74885552052987,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,21,18.22002468475836,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,149,39.22520161872465,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,156,30.513592498675756,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,31,22.198747713340456,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,32,19.83435123523438,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,34,5.7931276286837745,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,36,27.937610824127262,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,47,30.577273225825106,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,49,30.12688739666392,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,57,36.1790599429334,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,59,29.627489369672553,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,71,35.47346319381701,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,83,39.64362744180711,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,106,15.897604828396728,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,161,2,126,18.077542828214003,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,1,4.88917592965822,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,3,16.015350752486253,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,5,7.801998367844516,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,6,6.750247910485662,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,134,32.337090005473605,0,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,137,28.589826213926795,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,11,12.85893687791063,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,12,23.816320139063045,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,15,8.952406145559207,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,16,8.61584375685826,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,18,25.22038233802573,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,146,25.15779664474713,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,147,27.155840907659716,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,21,30.12305665658902,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,149,29.117358885523153,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,156,18.24480743425811,0,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,31,10.145674133745883,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,32,29.415319643275748,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,34,19.17739992073789,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,36,15.272220425914814,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,39,37.916550064593075,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,47,23.176228778494096,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,49,17.23107596182171,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,57,24.324385967793,0,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,59,16.617209070340788,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,60,34.02168443252062,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,66,32.02024453964248,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,70,38.79046604936178,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,71,28.95211912254248,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,76,36.111167734850625,0,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,106,22.072936908805612,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,1,126,26.851389768056958,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,1,10.2099495516816,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,3,4.061031740943884,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,5,19.00877678818416,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,6,13.165318680794222,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,134,21.774280522663066,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,137,15.253590237730158,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,11,9.974209704596253,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,12,11.488603595978944,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,15,20.832168862471207,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,16,21.57830446898483,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,18,12.149580249290231,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,146,36.26249809568451,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,147,37.71355995609516,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,21,18.10096449693346,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,149,39.178154500259055,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,156,30.954491113353797,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,31,22.188398632594907,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,32,19.83956054140565,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,34,5.83962170364268,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,36,27.938267603911097,0,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,47,30.526448468319877,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,49,30.57021124869324,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,57,36.029896145350065,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,59,29.816874527674617,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,71,35.492930819680936,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,83,38.919403730895944,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,106,15.911505322432856,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,162,2,126,18.195093170590514,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,1,5.170054751094615,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,3,16.392628960998568,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,5,7.536534905208911,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,6,6.91145762581637,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,134,32.73516438081257,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,137,28.805922074170027,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,11,13.064024580155841,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,12,24.240343774399182,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,15,8.898947959321745,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,16,8.358461942908546,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,18,25.62625817073697,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,146,24.83257935059556,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,147,26.856971481358816,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,21,30.42432738617717,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,149,28.786837907065824,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,156,18.333681834585125,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,31,9.756532550347913,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,32,29.81000006244408,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,34,19.664233984379745,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,36,14.81942184397826,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,39,37.45849956113844,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,46,26.850098644694025,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,47,23.05482541552143,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,49,17.090090922072477,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,57,23.80588914608694,0,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,59,16.394703055841976,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,60,33.98146204054499,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,66,31.543523269481042,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,70,38.49973999686922,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,71,28.787694374090623,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,76,35.85086916846781,0,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,1,106,22.375733202797445,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,1,10.30304831992849,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,3,4.039402686463939,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,5,18.942091373986315,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,6,13.115969941280085,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,134,21.814057942490287,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,137,15.06900093282951,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,11,10.229170890244392,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,12,11.513016332772358,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,15,21.14366566765076,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,16,21.70002844827567,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,18,12.15622745104404,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,146,36.187384501065395,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,147,37.72798337405274,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,21,18.05646023453423,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,149,39.12072728925818,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,156,31.40922002801079,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,31,22.07135550320759,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,32,19.874428766901275,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,34,5.9255357666589985,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,36,27.808386000500338,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,46,17.848555214473773,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,47,30.578738000421087,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,49,30.83015528916356,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,57,35.80950187356393,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,59,29.98806394289945,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,71,35.40103102563167,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,83,38.168798290502195,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,163,2,106,15.892370822527164,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,1,5.527094582380181,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,3,16.771544139238703,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,5,7.190978399151649,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,6,7.491011788266902,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,134,33.22040912079441,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,137,29.45190632702946,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,11,13.266327286368936,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,12,24.714678084778544,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,15,8.850783960878601,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,16,8.048865291316675,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,18,26.056721782688907,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,146,24.287319855170516,0,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,147,26.3908621492639,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,21,30.7030583692832,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,149,28.488553259158756,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,156,18.372876040042968,0,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,31,9.458051415039463,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,32,30.207403967914388,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,34,20.15106671838023,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,36,14.330573546719524,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,39,36.994478629580996,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,46,27.11967376177125,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,47,22.924170942276977,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,49,17.077277229677314,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,57,23.327246903871984,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,59,16.17284962447575,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,60,33.68453359313131,0,0
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,66,31.316039991534208,1,1
0004,testoutput_CAV_data_2022-03-17-10-50-46,164,1,70,38.42370085327796,1,1
