arm,frame,robot,detected,output_count,active_components,near_active_components,near_total_r,near_max_r,association_has_column,association_effective_labels,association_largest_share,association_nearest_distance_m,association_joint_mass
marked_gaussian_evidence_range,24,1,True,7,77,1,0.9946973998411219,0.9946973998411219,True,1.1018201687020936,0.9898211409043968,0.04687810512051207,0.9910763824911015
marked_gaussian_evidence_range,24,2,True,7,77,1,0.9946973998411219,0.9946973998411219,False,,,,
marked_gaussian_evidence_range,25,1,True,7,76,1,0.996635187479933,0.996635187479933,True,1.0598690512296804,0.9942439415871643,0.11109578156562097,0.9913233802208445
marked_gaussian_evidence_range,25,2,True,7,76,1,0.996635187479933,0.996635187479933,False,,,,
marked_gaussian_evidence_range,26,1,True,7,78,1,0.9974659113195177,0.9974659113195177,True,1.0499650058778434,0.9952654978023808,0.1446768418821758,0.9943757415984363
marked_gaussian_evidence_range,26,2,True,7,78,1,0.9974659113195177,0.9974659113195177,False,,,,
marked_gaussian_evidence_range,27,1,True,7,80,1,0.9976691640655164,0.9976691640655164,True,1.0438526180507632,0.9959032240305326,0.09425574860562583,0.9953683389198648
marked_gaussian_evidence_range,27,2,True,7,80,1,0.9976691640655164,0.9976691640655164,False,,,,
marked_gaussian_evidence_range,28,1,True,7,82,1,0.9971807755071755,0.9971807755071755,True,1.042516483008429,0.9960589463002111,0.14609414399609785,0.9913177387687805
marked_gaussian_evidence_range,28,2,True,7,82,1,0.9971807755071755,0.9971807755071755,False,,,,
marked_gaussian_evidence_range,29,1,True,6,85,1,0.9974416353219556,0.9974416353219556,True,1.0447524554952463,0.9958481746797848,0.06595437955072765,0.993640771974074
marked_gaussian_evidence_range,29,2,True,6,85,1,0.9974416353219556,0.9974416353219556,False,,,,
marked_gaussian_evidence_range,30,1,True,7,88,1,0.997544567779193,0.997544567779193,True,1.0460940182140195,0.9957414604333964,0.10946912424036814,0.9946027480735246
marked_gaussian_evidence_range,30,2,True,7,88,1,0.997544567779193,0.997544567779193,False,,,,
marked_gaussian_evidence_range,31,1,True,7,94,1,0.997494796932571,0.997494796932571,True,1.046822495475949,0.9956924705209577,0.08829915880796961,0.994342743535131
marked_gaussian_evidence_range,31,2,True,7,42,1,0.987569122101401,0.987569122101401,False,,,,
marked_gaussian_evidence_range,32,1,True,7,98,1,0.9958579683021355,0.9958579683021355,True,1.0475008223192683,0.9956512381096358,0.1276275268101563,0.9927329286036988
marked_gaussian_evidence_range,32,2,True,7,98,1,0.9958579683021355,0.9958579683021355,False,,,,
marked_gaussian_evidence_range,33,1,True,7,102,1,0.9970286947308352,0.9970286947308352,True,1.0500357350410183,0.9954130851102104,0.13037048703411427,0.9944765838464378
marked_gaussian_evidence_range,33,2,True,7,102,1,0.9970286947308352,0.9970286947308352,False,,,,
marked_gaussian_evidence_range,34,1,True,7,104,1,0.9976004379702992,0.9976004379702992,True,1.0522418942586929,0.9952049002451597,0.06686490791099757,0.9960480659251949
marked_gaussian_evidence_range,34,2,True,7,104,1,0.9976004379702992,0.9976004379702992,False,,,,
marked_gaussian_evidence_range,35,1,True,7,109,1,0.9971318709079829,0.9971318709079829,True,1.048643599468769,0.9955710242606851,0.07119023561182705,0.9916798275572327
marked_gaussian_evidence_range,35,2,True,7,109,1,0.9971318709079829,0.9971318709079829,False,,,,
marked_gaussian_evidence_range,36,1,True,7,112,1,0.9973617763702438,0.9973617763702438,True,1.0483792923214983,0.9956069050026756,0.06371735568738825,0.9944284603162334
marked_gaussian_evidence_range,36,2,True,7,112,1,0.9973617763702438,0.9973617763702438,False,,,,
marked_gaussian_evidence_range,37,1,True,8,113,1,0.9978073281007335,0.9978073281007335,True,1.051313194451672,0.995327110541757,0.09117330618167116,0.9969848146918245
marked_gaussian_evidence_range,37,2,True,8,113,1,0.9978073281007335,0.9978073281007335,False,,,,
marked_gaussian_evidence_range,38,1,True,8,114,1,0.9974931576587157,0.9974931576587157,True,1.0458017132508033,0.9958780156076895,0.11920467821727368,0.9949214541618139
marked_gaussian_evidence_range,38,2,True,8,114,1,0.9974931576587157,0.9974931576587157,False,,,,
marked_gaussian_evidence_range,39,1,True,8,116,1,0.9974734230624014,0.9974734230624014,True,1.0462394667509307,0.9958379791079356,0.13080897192112637,0.9949646181139188
marked_gaussian_evidence_range,39,2,True,8,116,1,0.9974734230624014,0.9974734230624014,False,,,,
marked_gaussian_evidence_range,40,1,True,8,118,1,0.9976768606867662,0.9976768606867662,True,1.0439145712698723,0.9960718724396749,0.08858551246905268,0.9965715806279583
marked_gaussian_evidence_range,40,2,True,8,118,1,0.9976768606867662,0.9976768606867662,False,,,,
marked_gaussian_evidence_range,41,1,True,8,117,1,0.9972868048107789,0.9972868048107789,True,1.0439388888091787,0.9960687093320153,0.07037480290136493,0.9931224953932064
marked_gaussian_evidence_range,41,2,True,8,117,1,0.9972868048107789,0.9972868048107789,False,,,,
marked_gaussian_evidence_range,42,1,True,8,122,1,0.9973093989225236,0.9973093989225236,True,1.0431089594095388,0.9961572918166968,0.1352366596943447,0.9943545360609585
marked_gaussian_evidence_range,42,2,True,8,122,1,0.9973093989225236,0.9973093989225236,False,,,,
marked_gaussian_evidence_range,43,1,True,8,120,1,0.9975497612693586,0.9975497612693586,True,1.0449634794675056,0.9959822007993446,0.0833394835762643,0.9953538615140582
marked_gaussian_evidence_range,43,2,True,8,120,1,0.9975497612693586,0.9975497612693586,True,1.012845414801597,0.9982648174210562,54.83688755796934,2.1432259073167838e-38
marked_gaussian_evidence_range,44,1,True,8,126,1,0.997726179468456,0.997726179468456,True,1.042944467806708,0.9961888820434427,0.07579585839954701,0.997003646892171
marked_gaussian_evidence_range,44,2,True,8,69,1,0.987574263656665,0.987574263656665,False,,,,
marked_gaussian_evidence_range,45,1,True,8,130,1,0.9938455595986752,0.9938455595986752,True,1.0451930233700524,0.9959858664441041,0.07599994338219847,0.997419553147502
marked_gaussian_evidence_range,45,2,True,8,130,1,0.9938455595986752,0.9938455595986752,False,,,,
marked_gaussian_evidence_range,46,1,True,8,129,1,0.9937290059222572,0.9937290059222572,True,1.0471355630906503,0.9958064371569191,0.05281856519235835,0.9955272507952868
marked_gaussian_evidence_range,46,2,True,8,129,1,0.9937290059222572,0.9937290059222572,False,,,,
marked_gaussian_evidence_range,47,1,True,8,134,1,0.9936158966779618,0.9936158966779618,True,1.0504404846205626,0.9954883390588544,0.03337188178640938,0.9942053269050618
marked_gaussian_evidence_range,47,2,True,8,134,1,0.9936158966779618,0.9936158966779618,False,,,,
marked_gaussian_evidence_range,48,1,True,8,137,1,0.9932288900378533,0.9932288900378533,True,1.045704762252278,0.9959684001462055,0.054656727329486246,0.995008822627938
marked_gaussian_evidence_range,48,2,True,8,80,1,0.9606695357729614,0.9606695357729614,False,,,,
marked_gaussian_evidence_range,49,1,True,8,140,1,0.9892779210727847,0.9892779210727847,True,1.0512824481315615,0.9954373697637965,0.0581685833824595,0.9975242990767591
marked_gaussian_evidence_range,49,2,True,8,140,1,0.9892779210727847,0.9892779210727847,False,,,,
marked_gaussian_evidence_range,50,1,True,8,142,1,0.9906710802146591,0.9906710802146591,True,1.0520813988872895,0.9953765396692109,0.13003677900754507,0.9932097231126774
marked_gaussian_evidence_range,50,2,True,8,142,1,0.9906710802146591,0.9906710802146591,True,1.0000000010835357,0.9999999999564078,66.29367577706189,1.5845801410041137e-68
marked_gaussian_evidence_range,51,1,True,8,147,1,0.9927023562287992,0.9927023562287992,True,1.0529208830863732,0.9952976098040757,0.08924475283613055,0.9958426265219119
marked_gaussian_evidence_range,51,2,True,8,20,1,0.9536335973580383,0.9536335973580383,False,,,,
marked_gaussian_evidence_range,52,1,True,8,147,1,0.9857562275360058,0.9857562275360058,True,1.0473553625294292,0.9958426381468986,0.04546557902497019,0.9957833082227232
marked_gaussian_evidence_range,52,2,True,8,147,1,0.9857562275360058,0.9857562275360058,False,,,,
marked_gaussian_evidence_range,53,1,True,9,149,1,0.9990105970418304,0.9990105970418304,True,1.050006547192005,0.9955928653901659,0.06837284706978408,0.994917945872697
marked_gaussian_evidence_range,53,2,True,9,144,1,0.9897637550722226,0.9897637550722226,False,,,,
marked_gaussian_evidence_range,54,1,True,9,148,2,0.9943544304584715,0.9931655153867619,True,1.0409364654935847,0.996493375076363,0.04155659970176547,0.9988055530602725
marked_gaussian_evidence_range,54,2,True,9,148,2,0.9943544304584715,0.9931655153867619,False,,,,
marked_gaussian_evidence_range,55,1,True,9,151,1,0.9941946627381472,0.9941946627381472,True,1.0376065675439012,0.9967463637150676,0.07864627236752818,0.9974134897466908
marked_gaussian_evidence_range,55,2,True,9,151,1,0.9941946627381472,0.9941946627381472,False,,,,
marked_gaussian_evidence_range,56,1,True,9,151,1,0.9947930480350893,0.9947930480350893,True,1.0462209010514243,0.9959342493367451,0.08208080467486802,0.9975904827045203
marked_gaussian_evidence_range,56,2,True,9,151,1,0.9947930480350893,0.9947930480350893,False,,,,
marked_gaussian_evidence_range,57,1,True,10,154,1,0.9994855826718366,0.9994855826718366,True,1.0426834649375953,0.9962799512705512,0.09887432377805208,0.996586316165139
marked_gaussian_evidence_range,57,2,True,9,152,1,0.9941844123311108,0.9941844123311108,False,,,,
marked_gaussian_evidence_range,58,1,True,10,152,2,1.000973540712864,0.9995350265191546,True,1.041859557880589,0.9964127080635626,0.039719495252907425,0.9990820380068323
marked_gaussian_evidence_range,58,2,True,9,151,2,0.9953560441478045,0.9941566395248939,True,1.0390130407054086,0.9936866093010871,32.641485575489284,2.3467832709758288e-36
marked_gaussian_evidence_range,59,1,True,9,152,2,0.9946469051206562,0.9934992985566118,True,1.0389274556469719,0.9966762588231556,0.0830707168783325,0.9983227857462492
marked_gaussian_evidence_range,59,2,True,9,152,2,0.9946469051206562,0.9934992985566118,True,1.0,1.0,32.593402563315735,0.06020001182558284
marked_gaussian_evidence_range,60,1,True,8,154,1,0.9951356094371488,0.9951356094371488,True,1.0358686940964976,0.9969134229808674,0.07681619984072663,0.9984945573786097
marked_gaussian_evidence_range,60,2,True,8,154,1,0.9951356094371488,0.9951356094371488,True,1.7921757915550227,0.7298274288957673,32.43225471951759,0.12689008499381435
marked_gaussian_evidence_range,61,1,True,8,150,1,0.9939014994137263,0.9939014994137263,True,1.0356457175431188,0.9969267713126854,0.04629540010971166,0.9953221215881254
marked_gaussian_evidence_range,61,2,True,8,150,1,0.9939014994137263,0.9939014994137263,True,2.667044501428759,0.5494025772410626,32.3352049730279,0.2774579916816347
marked_gaussian_evidence_range,62,1,True,8,142,1,0.9938535519141787,0.9938535519141787,True,1.0385257367889575,0.996665976774224,0.0820008669988391,0.9967053051246731
marked_gaussian_evidence_range,62,2,True,8,142,1,0.9938535519141787,0.9938535519141787,True,3.312739251318726,0.5087365605061533,32.270453544530376,0.525919939148162
marked_gaussian_evidence_range,63,1,True,8,146,1,0.9942201469323493,0.9942201469323493,True,1.0374909744938283,0.9967580221810048,0.060304704569526225,0.9972408956862789
marked_gaussian_evidence_range,63,2,True,8,146,1,0.9942201469323493,0.9942201469323493,True,3.498913123800573,0.5536231441730558,32.26200262235368,0.6209917477924646
marked_gaussian_evidence_range,64,1,True,8,149,1,0.993266731227316,0.993266731227316,True,1.039227787478494,0.9966057319723443,0.0795192752049788,0.994734345717691
marked_gaussian_evidence_range,64,2,True,8,149,1,0.993266731227316,0.993266731227316,True,3.2101631308238443,0.6345215314576752,32.24008665436323,0.5234466108858128
marked_gaussian_evidence_range,65,1,True,8,153,1,0.9925729087481046,0.9925729087481046,True,1.0420094016557873,0.9963517746998733,0.08209555183358459,0.9939082605962812
marked_gaussian_evidence_range,65,2,True,9,25,1,0.9584459966389653,0.9584459966389653,True,2.783313956823867,0.7091063817857036,32.10116601583492,0.6731788097944018
marked_gaussian_evidence_range,66,1,True,8,155,1,0.986411041012324,0.986411041012324,True,1.0446330587278516,0.9961234801832038,0.06599980548507882,0.9961279292949026
marked_gaussian_evidence_range,66,2,True,8,155,1,0.986411041012324,0.986411041012324,True,2.0643572358035756,0.8105545178534683,31.943306649089752,0.9707750037983518
marked_gaussian_evidence_range,67,1,True,9,157,1,0.998696254214493,0.998696254214493,True,1.0504282049688356,0.995582510756293,0.04927572298403228,0.9912519745550281
marked_gaussian_evidence_range,67,2,True,8,155,1,0.9881397213399518,0.9881397213399518,True,1.5660931099586017,0.9005675300674715,32.058025496969925,0.8317488442345737
marked_gaussian_evidence_range,68,1,True,9,152,2,1.0007431904972093,0.9993478236251315,True,1.0461932447325912,0.99603871907627,0.0349348153204243,0.9978578776404609
marked_gaussian_evidence_range,68,2,True,8,154,2,0.9928157239396055,0.9916344480315025,True,1.3128363185104852,0.946760330304006,31.767677130348332,0.9620587201305738
marked_gaussian_evidence_range,69,1,True,8,154,2,0.9934604924700369,0.9923031621303903,True,1.0428012424841742,0.9963404362982486,0.048842939611930904,0.9976826758228382
marked_gaussian_evidence_range,69,2,True,8,154,2,0.9934604924700369,0.9923031621303903,True,1.1912639722117873,0.9709914384515452,31.773103596231277,0.954073182174883
marked_gaussian_evidence_range,70,1,True,9,156,1,0.9926298928851768,0.9926298928851768,True,1.0387129054789586,0.9966728958090392,0.040988381890688735,0.9957082924734022
marked_gaussian_evidence_range,70,2,True,9,156,1,0.9926298928851768,0.9926298928851768,True,1.2330475376546925,0.9654101552427059,31.716923557479213,0.9094483518377086
marked_gaussian_evidence_range,71,1,True,9,159,1,0.9926500721984856,0.9926500721984856,True,1.0428327906860577,0.9962938460972571,0.07970625736675815,0.9957125348209953
marked_gaussian_evidence_range,71,2,True,9,159,1,0.9926500721984856,0.9926500721984856,True,1.1549218665130367,0.9779263384978452,31.722093907388395,0.9872114357233576
marked_gaussian_evidence_range,72,1,True,9,159,1,0.9934442700677353,0.9934442700677353,True,1.0429989900333845,0.9962767874002534,0.09955328073333283,0.9971791529712617
marked_gaussian_evidence_range,72,2,True,9,159,1,0.9934442700677353,0.9934442700677353,True,1.0526945842212654,0.9934052334836275,31.690189526503122,0.9979766217954514
marked_gaussian_evidence_range,73,1,True,9,159,1,0.9905856908343326,0.9905856908343326,True,1.042129759741393,0.9963556364978193,0.042233186738611615,0.988653590515005
marked_gaussian_evidence_range,73,2,True,9,159,1,0.9905856908343326,0.9905856908343326,True,1.0242570735193561,0.9972372335758574,31.607370832779715,0.9969783513540809
marked_gaussian_evidence_range,74,1,True,9,163,1,0.990762946973643,0.990762946973643,True,1.046059883693391,0.9960003176501133,0.047087991380743204,0.993102943782629
marked_gaussian_evidence_range,74,2,True,9,163,1,0.990762946973643,0.990762946973643,True,1.0098429522573151,0.9988987061055624,31.508568426791683,0.9970271291502125
marked_gaussian_evidence_range,75,1,True,10,167,1,0.9898758638448535,0.9898758638448535,True,1.0455922247726215,0.9960494511230482,0.05412117733474206,0.9908658249679454
marked_gaussian_evidence_range,75,2,True,10,167,1,0.9898758638448535,0.9898758638448535,True,1.0040255985597797,0.9995370246235136,31.472848442884164,0.9965612921032158
marked_gaussian_evidence_range,76,1,True,10,168,1,0.9900478852630173,0.9900478852630173,True,1.0438553837836066,0.9962126075587284,0.06050622674186132,0.9925292184347263
marked_gaussian_evidence_range,76,2,True,10,168,1,0.9900478852630173,0.9900478852630173,True,1.004080813263451,0.9995298545839374,31.400538804888537,0.9978391392854695
marked_gaussian_evidence_range,77,1,True,10,170,1,0.9894285547510367,0.9894285547510367,True,1.0418034533941944,0.9963922471956729,0.05918060669807441,0.9902551322113552
marked_gaussian_evidence_range,77,2,True,10,170,1,0.9894285547510367,0.9894285547510367,True,3.215442841560254,0.5643746146479537,40.117099119661724,0.5366102311566692
marked_gaussian_evidence_range,78,1,True,10,172,1,0.9895714960765399,0.9895714960765399,True,1.040154935659968,0.9965514227924991,0.06272869970874015,0.9924520001246282
marked_gaussian_evidence_range,78,2,True,10,172,1,0.9895714960765399,0.9895714960765399,True,1.0,1.0,31.115789584391614,0.9546901788675656
marked_gaussian_evidence_range,79,1,True,10,170,1,0.9906044291423559,0.9906044291423559,True,1.038035646217346,0.9967384200308458,0.07063913026894945,0.9937818648616779
marked_gaussian_evidence_range,79,2,True,10,170,1,0.9906044291423559,0.9906044291423559,False,,,,
marked_gaussian_evidence_range,80,1,True,9,172,1,0.987925358164927,0.987925358164927,True,1.0364192205110472,0.9968820628035548,0.089886470798468,0.9856740224575764
marked_gaussian_evidence_range,80,2,True,9,172,1,0.987925358164927,0.987925358164927,False,,,,
marked_gaussian_evidence_range,81,1,True,9,173,1,0.9884449494383607,0.9884449494383607,True,1.040906802250769,0.9964812892934442,0.09683389666624291,0.9909645885932555
marked_gaussian_evidence_range,81,2,True,9,173,1,0.9884449494383607,0.9884449494383607,True,1.0,1.0,30.75079573750311,0.70476479223707
marked_gaussian_evidence_range,82,1,True,9,164,1,0.9884252512010634,0.9884252512010634,True,1.0415905161063648,0.9964220891423974,0.05456438340554461,0.9903209373620416
marked_gaussian_evidence_range,82,2,True,9,164,1,0.9884252512010634,0.9884252512010634,False,,,,
marked_gaussian_evidence_range,83,1,True,9,161,1,0.9908416834587744,0.9908416834587744,True,1.0406361241887565,0.9965181158543344,0.10988162286020166,0.9958776046800998
marked_gaussian_evidence_range,83,2,True,9,161,1,0.9908416834587744,0.9908416834587744,True,2.1479765552763315,0.7251363405320137,39.147150548792176,7.869979904131443e-06
marked_gaussian_evidence_range,84,1,True,9,166,1,0.9905707954556616,0.9905707954556616,True,1.0394877675332546,0.9966178120042978,0.09778786706145108,0.9926823344320556
marked_gaussian_evidence_range,84,2,True,9,15,1,0.9522107073528996,0.9522107073528996,False,,,,
marked_gaussian_evidence_range,85,1,True,9,161,1,0.9885526179986673,0.9885526179986673,True,1.0407113464203355,0.9965043154073165,0.06426381982018775,0.9983406344012901
marked_gaussian_evidence_range,85,2,True,9,161,1,0.9885526179986673,0.9885526179986673,False,,,,
marked_gaussian_evidence_range,86,1,True,9,163,1,0.999017656355265,0.999017656355265,True,1.0439977090379422,0.9962161585529955,0.08472257983545375,0.9947123127083963
marked_gaussian_evidence_range,86,2,True,9,163,1,0.9901383286962865,0.9901383286962865,False,,,,
marked_gaussian_evidence_range,87,1,True,9,161,2,0.9925772928439611,0.9914025886699771,True,1.0377040434913456,0.996839640658729,0.08195296594854169,0.9965154015027474
marked_gaussian_evidence_range,87,2,True,9,161,2,0.9925772928439611,0.9914025886699771,False,,,,
marked_gaussian_evidence_range,88,1,True,9,157,1,0.9904736354959784,0.9904736354959784,True,1.0332201537187806,0.9971957589160695,0.08739144764921328,0.9925997226366506
marked_gaussian_evidence_range,88,2,True,9,157,1,0.9904736354959784,0.9904736354959784,True,1.000939009320079,0.9999103179496898,30.441956274636272,1.528208163676019e-19
marked_gaussian_evidence_range,89,1,True,9,14,1,0.9869182431955573,0.9869182431955573,True,1.0134891514863242,0.9989344444457118,0.07896311212900294,0.9942131248862812
marked_gaussian_evidence_range,89,2,True,9,14,1,0.9869182431955573,0.9869182431955573,False,,,,
marked_gaussian_evidence_range,90,1,True,9,14,1,0.9852623928238853,0.9852623928238853,True,1.00136844511899,0.999870207308902,0.07416026837806886,0.9935988501265259
marked_gaussian_evidence_range,90,2,True,9,14,1,0.9852623928238853,0.9852623928238853,True,1.990008130361904,0.5500004453870835,32.05388853703006,0.0018484258131906818
marked_gaussian_evidence_range,91,1,True,9,15,1,0.9894537064711875,0.9894537064711875,True,1.0014068688688154,0.9998662195363587,0.0642205263939614,0.9971958070074906
marked_gaussian_evidence_range,91,2,True,9,15,1,0.9894537064711875,0.9894537064711875,True,1.6248684189344742,0.8649571289713499,31.88531971379977,0.03147339961437866
marked_gaussian_evidence_range,92,1,True,9,16,1,0.9933712665798399,0.9933712665798399,True,1.0137488601495583,0.9982838536828309,0.054113951884488136,0.9792620497356636
marked_gaussian_evidence_range,92,2,True,9,16,1,0.9933712665798399,0.9933712665798399,True,2.072699030034273,0.6264692913208744,31.636080327321533,0.08456575683425441
marked_gaussian_evidence_range,93,1,True,9,22,1,0.9935819603593425,0.9935819603593425,True,1.0329541198521592,0.9959684937533174,0.05445279724919179,0.9698054698157844
marked_gaussian_evidence_range,93,2,True,9,22,1,0.9935819603593425,0.9935819603593425,True,2.7821724520863618,0.5553482906341694,31.347511980690964,0.2919482063892299
marked_gaussian_evidence_range,94,1,True,9,16,1,0.998773895962349,0.998773895962349,True,1.0039970452080778,0.9996358089366819,0.07796268354325396,0.9954410309251914
marked_gaussian_evidence_range,94,2,True,9,23,1,0.9903192358582658,0.9903192358582658,True,1.0002452351486122,0.9999807162645931,30.7831349125223,0.00010038267124972834
marked_gaussian_evidence_range,95,1,True,9,17,1,0.9956057313725928,0.9956057313725928,True,1.0066665500244163,0.9992425510446404,0.08441973851349295,0.9920307725298759
marked_gaussian_evidence_range,95,2,True,9,17,1,0.9956057313725928,0.9956057313725928,True,3.783054712689595,0.4988667537379094,30.602051906893415,0.23025364214539845
marked_gaussian_evidence_range,96,1,True,9,22,1,0.9945958759825005,0.9945958759825005,True,1.0179235112853968,0.9979552687062626,0.040618386094781356,0.9832825812652712
marked_gaussian_evidence_range,96,2,True,9,22,1,0.9945958759825005,0.9945958759825005,True,3.0135429187130036,0.5014505301995422,30.258975680107575,0.14696269390533703
marked_gaussian_evidence_range,97,1,True,9,19,1,0.9990622648179849,0.9990622648179849,True,1.0034709230188448,0.9996855259923866,0.041476966417009195,0.9963619051763302
