mode,condition,frame,robot,phase,left_count,right_count,common_labels,same_labels,exact,maximum_existence_difference,maximum_mean_difference,maximum_covariance_difference,equal
nominal,intermittent,65,1,target_local,127,171,126,False,False,0.002423729284670082,1.4783795986071164,2.3793148462221296,False
nominal,intermittent,65,1,target_posterior,127,171,126,False,False,0.00034470332153367167,1.4783795986071269,2.379314846222101,False
nominal,intermittent,65,2,predicted,171,199,168,False,False,0.00036216310179404496,1.3716056092583955,0.0,False
nominal,intermittent,65,2,local,26,25,24,False,False,0.0006127718774255886,0.20451552901889833,1.5385269540904059,False
nominal,intermittent,65,2,posterior,26,25,24,False,False,0.0006127718774255886,0.20451552901889833,1.5385269540904059,False
nominal,intermittent,65,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,65,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,66,1,predicted,181,211,180,False,False,0.00035886017161061105,1.4783795986071269,0.0,False
nominal,intermittent,66,1,local,173,202,172,False,False,0.0026472877998327086,1.486993300938613,3.7385970316143613,False
nominal,intermittent,66,1,posterior,173,204,172,False,False,0.00037735409742123806,1.4869933009386038,3.738597031614347,False
nominal,intermittent,66,1,fused,179,208,178,False,False,0.0007388066282951562,1.4869933009386038,29.300656577017605,False
nominal,intermittent,66,1,target_local,128,174,127,False,False,0.002510088929895713,1.486993300938613,3.7385970316143613,False
nominal,intermittent,66,1,target_posterior,128,174,127,False,False,0.0003525682977511815,1.4869933009386038,3.738597031614347,False
nominal,intermittent,66,2,predicted,28,27,26,False,False,0.0006066441586514149,0.20451552901889833,0.0,False
nominal,intermittent,66,2,local,26,25,24,False,False,0.0016326507990054862,0.20451552901889833,1.5385269540904059,False
nominal,intermittent,66,2,posterior,173,204,172,False,False,0.00037735409742123806,1.4869933009386038,3.738597031614347,False
nominal,intermittent,66,2,fused,179,208,176,False,False,0.00037735409742123806,1.4869933009386038,3.738597031614347,False
nominal,intermittent,66,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,66,2,target_posterior,128,174,127,False,False,0.0003525682977511815,1.4869933009386038,3.738597031614347,False
nominal,intermittent,67,1,predicted,182,213,181,False,False,0.0003735805564470257,1.4869933009386038,0.0,False
nominal,intermittent,67,1,local,175,204,174,False,False,0.0024777839348513707,1.4133069713878157,3.416319577233537,False
nominal,intermittent,67,1,posterior,175,204,174,False,False,0.0024777839348513707,1.4133069713878157,3.416319577233537,False
nominal,intermittent,67,1,target_local,126,177,125,False,False,0.0023045245409753917,0.6228430382158265,3.416319577233537,False
nominal,intermittent,67,1,target_posterior,126,177,125,False,False,0.0023045245409753917,0.6228430382158265,3.416319577233537,False
nominal,intermittent,67,2,predicted,174,205,173,False,False,0.0003735805564470257,1.4869933009386038,0.0,False
nominal,intermittent,67,2,local,20,22,20,False,False,0.0015332197578956652,0.20880856355561206,1.6694552737333055,False
nominal,intermittent,67,2,posterior,179,206,176,False,False,0.00035898916255499864,1.4133069713878044,3.416319577233537,False
nominal,intermittent,67,2,fused,180,209,177,False,False,0.00035898916255499864,1.4133069713878044,3.416319577233537,False
nominal,intermittent,67,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,67,2,target_posterior,126,177,125,False,False,0.000330967888647944,0.6228430382158407,3.416319577233537,False
nominal,intermittent,68,1,predicted,185,214,184,False,False,0.0024530060955028563,1.4133069713878157,0.0,False
nominal,intermittent,68,1,local,175,204,174,False,False,0.0029504497232915074,1.3044012403548992,2.5548060286384384,False
nominal,intermittent,68,1,posterior,175,204,174,False,False,0.0029504497232915074,1.3044012403548992,2.5548060286384384,False
nominal,intermittent,68,1,target_local,137,179,136,False,False,0.0028182713669922116,0.6870702142417568,2.5548060286384384,False
nominal,intermittent,68,1,target_posterior,137,179,136,False,False,0.0028182713669922116,0.6870702142417568,2.5548060286384384,False
nominal,intermittent,68,2,predicted,180,207,177,False,False,0.00035539927092944875,1.4133069713878044,0.0,False
nominal,intermittent,68,2,local,24,22,22,False,False,0.0006261377310038396,0.20880856355561273,1.6342604881166825,False
nominal,intermittent,68,2,posterior,181,212,180,False,False,0.00039971104565027834,1.304401240354892,2.554806028638403,False
nominal,intermittent,68,2,fused,184,213,181,False,False,0.00039971104565027834,1.304401240354892,2.554806028638403,False
nominal,intermittent,68,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,68,2,target_posterior,137,179,136,False,False,0.0003870419433515131,0.6870702142417606,2.554806028638403,False
nominal,intermittent,69,1,predicted,186,215,185,False,False,0.0029209452260585914,1.3044012403548992,0.0,False
nominal,intermittent,69,1,local,181,210,180,False,False,0.003070854218813996,1.1585930155197766,1.884291113585462,False
nominal,intermittent,69,1,posterior,190,217,187,False,False,0.00041207237394332626,1.1585930155197772,1.8842911135854763,False
nominal,intermittent,69,1,fused,191,220,190,False,False,0.00041207237394332626,1.1585930155197772,10.910184137606047,False
nominal,intermittent,69,1,target_local,138,181,137,False,False,0.0029003527929079825,0.7473324262240775,1.884291113585462,False
nominal,intermittent,69,1,target_posterior,138,181,137,False,False,0.00039793825325899106,0.7473324262240801,1.8842911135854763,False
nominal,intermittent,69,2,predicted,182,213,181,False,False,0.0003957139351937755,1.304401240354892,0.0,False
nominal,intermittent,69,2,local,26,28,26,False,False,0.00036370573453159416,0.20880856355561206,1.4179667284808115,False
nominal,intermittent,69,2,posterior,190,217,187,False,False,0.00041207237394332626,1.1585930155197772,1.8842911135854763,False
nominal,intermittent,69,2,fused,191,220,188,False,False,0.00041207237394332626,1.1585930155197772,1.8842911135854763,False
nominal,intermittent,69,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,69,2,target_posterior,138,181,137,False,False,0.00039793825325899106,0.7473324262240801,1.8842911135854763,False
nominal,intermittent,70,1,predicted,200,227,197,False,False,0.00040795165020389304,1.1585930155197772,0.0,False
nominal,intermittent,70,1,local,189,218,188,False,False,0.002424733958176939,0.9961558745353877,1.5910847229173584,False
nominal,intermittent,70,1,posterior,193,223,192,False,False,0.000348148711779316,0.996155874535372,11.480632646698869,False
nominal,intermittent,70,1,fused,195,224,194,False,False,0.0006616300216814894,0.996155874535372,11.480632646698869,False
nominal,intermittent,70,1,target_local,143,183,142,False,False,0.002372553161740381,0.7570153863797285,1.5910847229173584,False
nominal,intermittent,70,1,target_posterior,143,183,142,False,False,0.0003402815911056072,0.7570153863797202,1.5910847229173726,False
nominal,intermittent,70,2,predicted,191,218,188,False,False,0.00040795165020389304,1.1585930155197772,0.0,False
nominal,intermittent,70,2,local,32,30,30,False,False,0.0002310369883783414,0.20880856355561317,1.4067582517077284,False
nominal,intermittent,70,2,posterior,193,223,191,False,False,0.000348148711779316,0.996155874535372,1.607027470427477,False
nominal,intermittent,70,2,fused,195,224,192,False,False,0.000348148711779316,0.996155874535372,1.607027470427477,False
nominal,intermittent,70,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,70,2,target_posterior,143,183,142,False,False,0.0003402815911056072,0.7570153863797202,1.5910847229173726,False
nominal,intermittent,71,1,predicted,204,234,203,False,False,0.0003446672246615228,0.996155874535372,0.0,False
nominal,intermittent,71,1,local,190,219,189,False,False,0.002266871670138405,0.8363536423039584,1.8683187847279612,False
nominal,intermittent,71,1,posterior,201,229,199,False,False,0.0003288218539561432,0.8363536423039726,12.806352689598725,False
nominal,intermittent,71,1,fused,202,231,201,False,False,0.0006244244305834665,0.8363536423039726,12.806352689598725,False
nominal,intermittent,71,1,target_local,149,185,148,False,False,0.002241210968478317,0.7254209467776452,1.7064641421554256,False
nominal,intermittent,71,1,target_posterior,149,185,148,False,False,0.0003254021282921549,0.7254209467776462,1.7064641421553972,False
nominal,intermittent,71,2,predicted,194,224,192,False,False,0.0003446672246615228,0.996155874535372,0.0,False
nominal,intermittent,71,2,local,33,34,32,False,False,0.00035705891274073753,0.2088085635556114,1.607027470427477,False
nominal,intermittent,71,2,posterior,201,229,198,False,False,0.0003288218539561432,0.8363536423039726,1.8683187847279328,False
nominal,intermittent,71,2,fused,202,231,199,False,False,0.0003288218539561432,0.8363536423039726,1.8683187847279328,False
nominal,intermittent,71,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,71,2,target_posterior,149,185,148,False,False,0.0003254021282921549,0.7254209467776462,1.7064641421553972,False
nominal,intermittent,72,1,predicted,211,239,209,False,False,0.0003255336354165816,0.8363536423039726,0.0,False
nominal,intermittent,72,1,local,196,225,195,False,False,0.002194323763879383,0.6934455709446586,2.9358497849899265,False
nominal,intermittent,72,1,posterior,202,232,201,False,False,0.0003177277702731897,0.6934455709446468,10.621578722428637,False
nominal,intermittent,72,1,fused,205,234,204,False,False,0.0006683007622842022,0.6934455709446468,10.621578722428637,False
nominal,intermittent,72,1,target_local,151,187,150,False,False,0.002176581760682021,0.6738974780094473,1.783113891253123,False
nominal,intermittent,72,1,target_posterior,151,187,150,False,False,0.0003153197835212584,0.6738974780094509,1.783113891253123,False
nominal,intermittent,72,2,predicted,203,231,200,False,False,0.0003255336354165816,0.8363536423039726,0.0,False
nominal,intermittent,72,2,local,38,37,36,False,False,0.00045035025181561217,0.2088085635556054,1.620743321656681,False
nominal,intermittent,72,2,posterior,202,232,200,False,False,0.0003177277702731897,0.6934455709446468,2.9358497849899265,False
nominal,intermittent,72,2,fused,205,234,202,False,False,0.0003177277702731897,0.6934455709446468,2.9358497849899265,False
nominal,intermittent,72,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,72,2,target_posterior,151,187,150,False,False,0.0003153197835212584,0.6738974780094509,1.783113891253123,False
nominal,intermittent,73,1,predicted,212,242,211,False,False,0.00031455049257045776,0.6934455709446468,0.0,False
nominal,intermittent,73,1,local,200,229,199,False,False,0.0019456765324186616,0.6082354360887179,3.158514326912268,False
nominal,intermittent,73,1,posterior,207,236,205,False,False,0.0003854184928246112,0.6082354360887123,3.158514326912268,False
nominal,intermittent,73,1,fused,210,239,209,False,False,0.000618673335617284,0.6082354360887123,10.826058261095058,False
nominal,intermittent,73,1,target_local,150,191,149,False,False,0.001928092503647295,0.3103605703354818,3.158514326912268,False
nominal,intermittent,73,1,target_posterior,150,191,149,False,False,0.0002902814491216035,0.3103605703354866,3.158514326912268,False
nominal,intermittent,73,2,predicted,203,233,201,False,False,0.00031455049257045776,0.6934455709446468,0.0,False
nominal,intermittent,73,2,local,39,40,38,False,False,0.006740239672122089,0.2088085635556045,1.583322846978998,False
nominal,intermittent,73,2,posterior,207,236,205,False,False,0.0003854184928246112,0.6082354360887123,3.158514326912268,False
nominal,intermittent,73,2,fused,210,239,207,False,False,0.0003854184928246112,0.6082354360887123,3.158514326912268,False
nominal,intermittent,73,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,73,2,target_posterior,150,191,149,False,False,0.0002902814491216035,0.3103605703354866,3.158514326912268,False
nominal,intermittent,74,1,predicted,219,248,217,False,False,0.00038156430789636556,0.6082354360887123,0.0,False
nominal,intermittent,74,1,local,203,232,202,False,False,0.0019120964463783547,0.5289780152095259,3.2328830329834943,False
nominal,intermittent,74,1,posterior,215,245,214,False,False,0.0005102000982535344,0.5289780152095283,40.02869080013488,False
nominal,intermittent,74,1,fused,217,246,216,False,False,0.0006686385130159463,0.5289780152095283,40.02869080013488,False
nominal,intermittent,74,1,target_local,163,195,162,False,False,0.0019120964463783547,0.3419740231926872,3.2328830329834943,False
nominal,intermittent,74,1,target_posterior,163,195,162,False,False,0.0002864487488903867,0.3419740231926838,3.232883032983466,False
nominal,intermittent,74,2,predicted,208,237,206,False,False,0.00038156430789636556,0.6082354360887123,0.0,False
nominal,intermittent,74,2,local,40,40,39,False,False,0.007613367823068901,0.20880856355560518,1.5551750827830944,False
nominal,intermittent,74,2,posterior,215,245,213,False,False,0.0005102000982535344,0.5289780152095283,3.232883032983466,False
nominal,intermittent,74,2,fused,217,246,214,False,False,0.0005102000982535344,0.5289780152095283,3.232883032983466,False
nominal,intermittent,74,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,74,2,target_posterior,163,195,162,False,False,0.0002864487488903867,0.3419740231926838,3.232883032983466,False
nominal,intermittent,75,1,predicted,227,257,226,False,False,0.0005050980972709992,0.5289780152095283,0.0,False
nominal,intermittent,75,1,local,211,240,210,False,False,0.0017754121827295733,0.45269215421375436,3.117150455546863,False
nominal,intermittent,75,1,posterior,222,250,220,False,False,0.0037581675811142468,0.452692154213743,37.398951982801094,False
nominal,intermittent,75,1,fused,224,253,223,False,False,0.0037581675811142468,0.452692154213743,37.398951982801094,False
nominal,intermittent,75,1,target_local,165,198,164,False,False,0.0017754121827295733,0.21055743228974536,3.117150455546863,False
nominal,intermittent,75,1,target_posterior,165,198,164,False,False,0.00027113419970694946,0.21055743228975388,3.117150455546863,False
nominal,intermittent,75,2,predicted,217,247,215,False,False,0.0005050980972709992,0.5289780152095283,0.0,False
nominal,intermittent,75,2,local,45,46,44,False,False,0.005796267065798791,0.21428469296814256,1.5509066360654629,False
nominal,intermittent,75,2,posterior,222,250,219,False,False,0.0037581675811142468,0.452692154213743,3.117150455546863,False
nominal,intermittent,75,2,fused,224,253,221,False,False,0.0037581675811142468,0.452692154213743,3.117150455546863,False
nominal,intermittent,75,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,75,2,target_posterior,165,198,164,False,False,0.00027113419970694946,0.21055743228975388,3.117150455546863,False
nominal,intermittent,76,1,predicted,234,262,232,False,False,0.0037205859053031087,0.452692154213743,0.0,False
nominal,intermittent,76,1,local,211,240,210,False,False,0.001658733727246571,0.37289107754697853,3.100749841343969,False
nominal,intermittent,76,1,posterior,224,255,223,False,False,0.015061734806547156,2.099377299108167,12.756491097224881,False
nominal,intermittent,76,1,fused,229,258,228,False,False,0.015061734806547156,14.395436596858097,55.80767874627506,False
nominal,intermittent,76,1,target_local,171,202,170,False,False,0.001658733727246571,0.3320935499803092,3.100749841343969,False
nominal,intermittent,76,1,target_posterior,171,202,170,False,False,0.0002570764523923963,0.3320935499803106,3.1007498413439976,False
nominal,intermittent,76,2,predicted,224,252,221,False,False,0.0037205859053031087,0.452692154213743,0.0,False
nominal,intermittent,76,2,local,48,46,46,False,False,0.021353218793416562,0.22493883497496725,2.5116012564198087,False
nominal,intermittent,76,2,posterior,224,255,222,False,False,0.015061734806547156,0.3728910775469778,3.1007498413439976,False
nominal,intermittent,76,2,fused,229,258,226,False,False,0.015061734806547156,13.263825163920878,8.484357477591004,False
nominal,intermittent,76,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,76,2,target_posterior,171,202,170,False,False,0.0002570764523923963,0.3320935499803106,3.1007498413439976,False
nominal,intermittent,77,1,predicted,237,268,236,False,False,0.014911117458481726,1.962022913767922,0.0,False
nominal,intermittent,77,1,local,218,248,216,False,False,0.03775262403283558,0.428664325357877,6.895295889828702,False
nominal,intermittent,77,1,posterior,211,240,209,False,False,0.028143329814759782,0.297514509742971,31.53889009254067,False
nominal,intermittent,77,1,fused,218,248,216,False,False,0.028143329814759782,1.3412322226613753,31.53889009254067,False
nominal,intermittent,77,1,target_local,175,206,174,False,False,0.0015693638025179313,0.2632423175930345,2.812592405482661,False
nominal,intermittent,77,1,target_posterior,175,206,174,False,False,0.00024692180788374535,0.26324231759303984,2.812592405482661,False
nominal,intermittent,77,2,predicted,226,257,224,False,False,0.014911117458481726,0.3728910775469778,0.0,False
nominal,intermittent,77,2,local,32,32,30,False,False,0.03804202729443873,0.21270423832763186,1.9619704206781705,False
nominal,intermittent,77,2,posterior,211,240,208,False,False,0.028143329814759782,0.297514509742971,2.812592405482661,False
nominal,intermittent,77,2,fused,218,248,214,False,False,0.028143329814759782,3.7165363399334677,6.132394231197843,False
nominal,intermittent,77,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,77,2,target_posterior,175,206,174,False,False,0.00024692180788374535,0.26324231759303984,2.812592405482661,False
nominal,intermittent,78,1,predicted,222,251,220,False,False,0.027861896516612195,0.297514509742971,0.0,False
nominal,intermittent,78,1,local,218,247,216,False,False,0.004536747093833029,0.927922293399666,2.823907280472014,False
nominal,intermittent,78,1,posterior,211,242,209,False,False,0.03018434841491574,0.7843267148824762,21.120230973578728,False
nominal,intermittent,78,1,fused,218,247,216,False,False,0.03018434841491574,1.4565654436289233,31.42613020499033,False
nominal,intermittent,78,1,target_local,181,210,180,False,False,0.0014827749478101022,0.2298644356834356,2.6796108774742606,False
nominal,intermittent,78,1,target_posterior,181,210,180,False,False,0.00023663996227564705,0.22986443568343518,2.679610877474275,False
nominal,intermittent,78,2,predicted,212,241,209,False,False,0.027861896516612195,0.297514509742971,0.0,False
nominal,intermittent,78,2,local,29,28,27,False,False,0.005915350504097638,0.20880856355558142,3.594462921227091,False
nominal,intermittent,78,2,posterior,211,242,209,False,False,0.03018434841491574,0.7843267148824762,21.120230973578728,False
nominal,intermittent,78,2,fused,218,247,214,False,False,0.03018434841491574,1.4565654436289233,21.120230973578728,False
nominal,intermittent,78,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,78,2,target_posterior,181,210,180,False,False,0.00023663996227564705,0.22986443568343518,2.679610877474275,False
nominal,intermittent,79,1,predicted,222,253,220,False,False,0.029882504930766607,0.7843267148824762,0.0,False
nominal,intermittent,79,1,local,218,247,216,False,False,0.05178113346228558,1.1353659265525633,17.175355959905062,False
nominal,intermittent,79,1,posterior,209,237,205,False,False,0.12841744842558234,1.1004981648651446,24.758794913789586,False
nominal,intermittent,79,1,fused,218,247,216,False,False,0.12841744842558234,4.421829136423174,24.758794913789586,False
nominal,intermittent,79,1,target_local,184,214,183,False,False,0.001421734165379912,0.16213084844193035,2.0449447575226998,False
nominal,intermittent,79,1,target_posterior,184,214,183,False,False,0.0002290179117853141,0.1621308484419437,2.0449447575226998,False
nominal,intermittent,79,2,predicted,213,244,211,False,False,0.029882504930766607,0.7843267148824762,0.0,False
nominal,intermittent,79,2,local,27,29,27,False,False,0.005366590870014884,0.7843267148824762,21.120230973578728,False
nominal,intermittent,79,2,posterior,209,237,204,False,False,0.12841744842558234,1.1004981648651446,24.758794913789586,False
nominal,intermittent,79,2,fused,218,247,213,False,False,0.12841744842558234,1.1004981648651446,24.758794913789586,False
nominal,intermittent,79,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,79,2,target_posterior,184,214,183,False,False,0.0002290179117853141,0.1621308484419437,2.0449447575226998,False
nominal,intermittent,80,1,predicted,220,248,216,False,False,0.1271332739413265,1.1004981648651446,0.0,False
nominal,intermittent,80,1,local,216,245,213,False,False,0.0701737584328721,6.033664449915195,28.99269366217362,False
nominal,intermittent,80,1,posterior,214,244,211,False,False,0.10297632359778641,3.242209228976221,24.920461654984052,False
nominal,intermittent,80,1,fused,216,245,213,False,False,0.10297632359778641,3.242209228976221,24.920461654984052,False
nominal,intermittent,80,1,target_local,187,216,185,False,False,0.001270400363205807,0.14600333429011508,2.4469016069012497,False
nominal,intermittent,80,1,target_posterior,187,216,185,False,False,0.00021174097971365068,0.14600333429012835,2.4469016069012213,False
nominal,intermittent,80,2,predicted,209,237,204,False,False,0.1271332739413265,1.1004981648651446,0.0,False
nominal,intermittent,80,2,local,18,17,16,False,False,0.03269307814686236,0.9814409657834835,24.758794913789586,False
nominal,intermittent,80,2,posterior,214,244,210,False,False,0.10297632359778641,3.242209228976221,24.514920195501475,False
nominal,intermittent,80,2,fused,216,245,211,False,False,0.10297632359778641,3.242209228976221,24.514920195501475,False
nominal,intermittent,80,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,80,2,target_posterior,187,216,185,False,False,0.00021174097971365068,0.14600333429012835,2.4469016069012213,False
nominal,intermittent,81,1,predicted,225,255,222,False,False,0.10194656036180855,3.242209228976221,0.0,False
nominal,intermittent,81,1,local,221,250,218,False,False,0.10800641634344321,6.34131062901357,118.05869121531805,False
nominal,intermittent,81,1,posterior,216,246,213,False,False,0.3950292462324701,6.34131062901359,118.05869121531802,False
nominal,intermittent,81,1,fused,221,250,218,False,False,0.3950292462324701,6.34131062901359,118.05869121531802,False
nominal,intermittent,81,1,target_local,189,218,187,False,False,0.0013394824189041504,0.13485881544528677,1.858281912938324,False
nominal,intermittent,81,1,target_posterior,189,218,187,False,False,0.00021898062845870144,0.1348588154452912,1.8582819129382813,False
nominal,intermittent,81,2,predicted,214,244,210,False,False,0.10194656036180855,3.242209228976221,0.0,False
nominal,intermittent,81,2,local,20,19,17,False,False,0.01522999892214388,2.2143497105110788,24.514920195501475,False
nominal,intermittent,81,2,posterior,216,246,212,False,False,0.39502924623243396,6.34131062901359,118.05869121531802,False
nominal,intermittent,81,2,fused,221,250,216,False,False,0.39502924623243396,6.34131062901359,118.05869121531802,False
nominal,intermittent,81,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,81,2,target_posterior,189,218,187,False,False,0.00021898062845870144,0.1348588154452912,1.8582819129382813,False
nominal,intermittent,82,1,predicted,226,256,223,False,False,0.39107895377014545,6.34131062901359,0.0,False
nominal,intermittent,82,1,local,220,253,218,False,False,0.09251597197566841,1.473686227101715,28.64082258929723,False
nominal,intermittent,82,1,posterior,217,250,214,False,False,0.48912798742014596,1.4736862271016236,28.640822589297187,False
nominal,intermittent,82,1,fused,220,253,218,False,False,0.48912798742014596,1.4736862271016236,28.640822589297187,False
nominal,intermittent,82,1,target_local,192,221,190,False,False,0.0012792167004739858,0.11765007701472974,2.3057043644257362,False
nominal,intermittent,82,1,target_posterior,192,221,190,False,False,0.00021153809610554306,0.11765007701473351,2.3057043644257362,False
nominal,intermittent,82,2,predicted,217,247,213,False,False,0.3910789537701097,6.34131062901359,0.0,False
nominal,intermittent,82,2,local,18,17,16,False,False,0.10069778740545579,0.47766727251853736,11.845390527748968,False
nominal,intermittent,82,2,posterior,217,250,214,False,False,0.48912798742020247,1.4736862271016236,28.640822589297187,False
nominal,intermittent,82,2,fused,220,253,216,False,False,0.48912798742020247,1.4736862271016236,28.640822589297187,False
nominal,intermittent,82,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,82,2,target_posterior,192,221,190,False,False,0.00021153809610554306,0.11765007701473351,2.3057043644257362,False
nominal,intermittent,83,1,predicted,227,260,224,False,False,0.48423670754594456,1.4736862271016236,0.0,False
nominal,intermittent,83,1,local,222,258,220,False,False,0.02939431619387478,9.502576654019553,37.07385090654381,False
nominal,intermittent,83,1,posterior,220,257,218,False,False,0.2345340753979167,9.502576654019506,37.07385090654381,False
nominal,intermittent,83,1,fused,222,258,220,False,False,0.2345340753979167,9.502576654019506,39.09848421181184,False
nominal,intermittent,83,1,target_local,196,224,193,False,False,0.0012576985624200756,0.1254610413989382,2.212663953734193,False
nominal,intermittent,83,1,target_posterior,196,224,193,False,False,0.00020875436526997075,0.12546104139892478,2.2126639537341646,False
nominal,intermittent,83,2,predicted,217,250,214,False,False,0.48423670754600046,1.4736862271016236,0.0,False
nominal,intermittent,83,2,local,17,17,16,False,False,0.5526783706725524,0.7772089989839435,10.086785529814751,False
nominal,intermittent,83,2,posterior,220,257,217,False,False,0.2345340753979167,9.502576654019506,37.07385090654381,False
nominal,intermittent,83,2,fused,222,258,218,False,False,0.2345340753979167,9.502576654019506,37.07385090654381,False
nominal,intermittent,83,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,83,2,target_posterior,196,224,193,False,False,0.00020875436526997075,0.12546104139892478,2.2126639537341646,False
nominal,intermittent,84,1,predicted,232,269,230,False,False,0.23218873464393752,9.502576654019506,0.0,False
nominal,intermittent,84,1,local,225,257,223,False,False,0.005011940626088007,0.6683405260691515,4.481498784725311,False
nominal,intermittent,84,1,posterior,220,252,218,False,False,0.04903696390499257,0.8368205887825166,10.804248920089439,False
nominal,intermittent,84,1,fused,225,257,223,False,False,0.04903696390499257,1.4614315229252914,13.178596614520757,False
nominal,intermittent,84,1,target_local,198,227,196,False,False,0.001216292807192586,0.12406193854585426,2.11827791668685,False
nominal,intermittent,84,1,target_posterior,198,227,196,False,False,0.00020314970463648557,0.12406193854585723,2.118277916686793,False
nominal,intermittent,84,2,predicted,221,258,218,False,False,0.23218873464393752,9.502576654019506,0.0,False
nominal,intermittent,84,2,local,20,21,19,False,False,0.6551852492963155,0.8739583945987017,8.22518979610047,False
nominal,intermittent,84,2,posterior,20,21,19,False,False,0.6551852492963155,0.8739583945987017,8.22518979610047,False
nominal,intermittent,84,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,84,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,85,1,predicted,230,262,228,False,False,0.048546594265942655,0.8368205887825166,0.0,False
nominal,intermittent,85,1,local,226,255,224,False,False,0.0016936193346775985,0.4717643997515085,2.174518592290168,False
nominal,intermittent,85,1,posterior,221,250,219,False,False,0.4157565133703237,0.4900666278353243,29.485669333585605,False
nominal,intermittent,85,1,fused,226,255,224,False,False,0.4157565133703237,2.273267316092073,29.485669333585605,False
nominal,intermittent,85,1,target_local,201,230,199,False,False,0.0012980397425806003,0.12181828881895351,1.9946645767067537,False
nominal,intermittent,85,1,target_posterior,201,230,199,False,False,0.00021199561243066085,0.1218182888189574,1.9946645767068105,False
nominal,intermittent,85,2,predicted,20,21,19,False,False,0.6486333968033524,0.8739583945987017,0.0,False
nominal,intermittent,85,2,local,19,20,18,False,False,0.39954056810117716,0.8739583945987017,8.22518979610047,False
nominal,intermittent,85,2,posterior,221,250,218,False,False,0.4157565133703237,0.4900666278353243,2.655740687498298,False
nominal,intermittent,85,2,fused,226,255,222,False,False,0.4157565133703237,0.4900666278353243,2.655740687498298,False
nominal,intermittent,85,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,85,2,target_posterior,201,230,199,False,False,0.00021199561243066085,0.1218182888189574,1.9946645767068105,False
nominal,intermittent,86,1,predicted,231,260,229,False,False,0.41159894823662047,0.4900666278353243,0.0,False
nominal,intermittent,86,1,local,229,258,227,False,False,0.01309587556569336,0.3372070225967845,6.453591989002798,False
nominal,intermittent,86,1,posterior,229,258,227,False,False,0.01309587556569336,0.3372070225967845,6.453591989002798,False
nominal,intermittent,86,1,target_local,204,233,202,False,False,0.0011885129284338793,0.113931339253113,2.2885340762004773,False
nominal,intermittent,86,1,target_posterior,204,233,202,False,False,0.0011885129284338793,0.113931339253113,2.2885340762004773,False
nominal,intermittent,86,2,predicted,221,250,218,False,False,0.41159894823662047,0.4900666278353243,0.0,False
nominal,intermittent,86,2,local,15,15,14,False,False,0.5075958042140272,0.4900666278353243,2.655740687498298,False
nominal,intermittent,86,2,posterior,229,258,226,False,False,0.4471713580840292,0.3592036702712871,6.453591989002798,False
nominal,intermittent,86,2,fused,229,258,226,False,False,0.4471713580840292,0.3592036702712871,6.453591989002798,False
nominal,intermittent,86,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
nominal,intermittent,86,2,target_posterior,204,233,202,False,False,0.00019913265693820683,0.1139313392531136,2.2885340762004773,False
nominal,intermittent,87,1,predicted,239,268,237,False,False,0.01296491681003642,0.3372070225967845,0.0,False
nominal,intermittent,87,1,local,232,261,230,False,False,0.0014148152377519308,0.27327962169883757,2.1636295826673404,False
nominal,intermittent,87,1,posterior,226,255,224,False,False,0.041053319452410975,0.33031339331270704,2.163629582667369,False
nominal,intermittent,87,1,fused,232,261,230,False,False,0.041053319452410975,0.33031339331270704,25.710130607601144,False
nominal,intermittent,87,1,target_local,207,236,205,False,False,0.0014148152377519308,0.10186457742920409,2.1636295826673404,False
