mode,condition,frame,robot,phase,left_count,right_count,common_labels,same_labels,exact,maximum_existence_difference,maximum_mean_difference,maximum_covariance_difference,equal
range,reliable,57,1,local,154,155,153,False,False,0.02499059006264067,1.451105829754436,12.372420249063893,False
range,reliable,57,1,posterior,154,154,153,False,False,0.02499059006263696,1.4511058297545638,12.372420249063921,False
range,reliable,57,1,fused,155,155,154,False,False,0.02499059006263696,1.4511058297545638,12.372420249063921,False
range,reliable,57,1,target_local,1,1,1,True,False,1.6170907413126656e-06,0.0014357871979195963,0.002156605935697442,False
range,reliable,57,1,target_posterior,1,1,1,True,False,2.3975072709347955e-06,0.0010733959154696781,0.0017502254099923675,False
range,reliable,57,2,predicted,152,152,150,False,False,0.0008317693158290222,0.5060560074334921,0.0,False
range,reliable,57,2,local,21,51,20,False,False,0.0003006566339032674,0.5060560074334921,7.603858984480738,False
range,reliable,57,2,posterior,154,154,152,False,False,0.0007188602638672939,0.4932566413474606,9.883689411603967,False
range,reliable,57,2,fused,155,155,153,False,False,0.0007188602638672939,0.4932566413474606,9.883689411603967,False
range,reliable,57,2,target_local,1,1,1,True,False,9.656042973993362e-05,0.0002846683760575324,0.002181409914873811,False
range,reliable,57,2,target_posterior,1,1,1,True,False,2.3975072709347955e-06,0.0010733959154696781,0.0017502254099923675,False
range,reliable,58,1,predicted,164,164,163,False,False,0.024740684162010595,1.4511058297545638,0.0,False
range,reliable,58,1,local,155,155,154,False,False,0.024740684162010595,1.4511058297545638,12.372420249063921,False
range,reliable,58,1,posterior,156,156,155,False,False,0.024740684162035016,1.4511058297544377,12.372420249063609,False
range,reliable,58,1,fused,157,157,156,False,False,0.024740684162035016,1.4511058297544377,12.372420249063609,False
range,reliable,58,1,target_local,1,1,1,True,False,7.1525414574447055e-06,0.00034454876025247216,0.0038611450300845007,False
range,reliable,58,1,target_posterior,1,1,1,True,False,4.5085822105050966e-05,0.00016600096525642982,0.0031835804126032485,False
range,reliable,58,2,predicted,154,154,152,False,False,0.000711671661228621,0.4932566413474606,0.0,False
range,reliable,58,2,local,23,27,21,False,False,0.0002106413746104296,0.4932566413474606,9.883689411603967,False
range,reliable,58,2,posterior,156,156,154,False,False,0.0008748554784512447,0.49325664134743175,9.88368941160411,False
range,reliable,58,2,fused,157,157,155,False,False,0.0008748554784512447,0.7393280804881499,9.88368941160411,False
range,reliable,58,2,target_local,1,1,1,True,False,5.2241192424196115e-06,0.0010733959154696781,0.0017502254099923675,False
range,reliable,58,2,target_posterior,1,1,1,True,False,4.5085822105050966e-05,0.00016600096525642982,0.0031835804126032485,False
range,reliable,59,1,predicted,166,166,165,False,False,0.02449327732041466,1.4511058297544377,0.0,False
range,reliable,59,1,local,158,158,157,False,False,0.02449327732041466,1.4511058297544377,12.372420249063609,False
range,reliable,59,1,posterior,158,158,157,False,False,0.024493277320431342,1.451105829753918,12.372420249063552,False
range,reliable,59,1,fused,160,160,159,False,False,0.024493277320431342,1.451105829753918,12.372420249063552,False
range,reliable,59,1,target_local,1,1,1,True,False,9.672456507958671e-07,0.0003289068601941558,0.0030551368899569553,False
range,reliable,59,1,target_posterior,1,1,1,True,False,4.957668771843338e-06,0.0002717696510501355,0.0034155514615772375,False
range,reliable,59,2,predicted,157,157,155,False,False,0.0008661069236667322,0.49325664134743175,0.0,False
range,reliable,59,2,local,24,38,23,False,False,0.00035858588204840114,0.49325664134743175,9.88368941160411,False
range,reliable,59,2,posterior,158,158,156,False,False,0.0006682856268744992,0.4932566413475441,9.883689411604024,False
range,reliable,59,2,fused,160,160,158,False,False,0.0006682856268744992,0.5832306509317853,9.883689411604024,False
range,reliable,59,2,target_local,1,1,1,True,False,0.00010700837989152667,0.0001540696499051045,0.0031835804126032485,False
range,reliable,59,2,target_posterior,1,1,1,True,False,4.957668771843338e-06,0.0002717696510501355,0.0034155514615772375,False
range,reliable,60,1,predicted,168,168,167,False,False,0.024248344547227026,1.451105829753918,0.0,False
range,reliable,60,1,local,162,162,161,False,False,0.024248344547227026,1.451105829753918,12.372420249063552,False
range,reliable,60,1,posterior,163,163,162,False,False,0.024248344547254656,1.4511058297538355,12.372420249063524,False
range,reliable,60,1,fused,163,163,162,False,False,0.024248344547254656,1.4511058297538355,12.372420249063524,False
range,reliable,60,1,target_local,1,1,1,True,False,5.915825694868815e-07,0.0003931107923502708,0.0027965788511217227,False
range,reliable,60,1,target_posterior,1,1,1,True,False,7.1165440963527615e-06,0.0004343954354948977,0.060574996099486356,False
range,reliable,60,2,predicted,159,159,157,False,False,0.000661602770605754,0.4932566413475441,0.0,False
range,reliable,60,2,local,23,24,22,False,False,0.00019922806058902953,0.15569167806066098,2.3664894503528195,False
range,reliable,60,2,posterior,163,163,161,False,False,0.0004248569526050512,0.1981224399726189,1.9800850110719352,False
range,reliable,60,2,fused,163,163,161,False,False,0.0004248569526050512,0.1981224399726189,1.9800850110719352,False
range,reliable,60,2,target_local,1,1,1,True,False,1.1192074960253429e-05,0.0002842047074573806,0.0034155514615772375,False
range,reliable,60,2,target_posterior,1,1,1,True,False,7.1165440963527615e-06,0.0004343954354948977,0.060574996099486356,False
range,reliable,61,1,predicted,173,173,172,False,False,0.024005861101782107,1.4511058297538355,0.0,False
range,reliable,61,1,local,164,165,163,False,False,0.024005861101782107,1.4511058297538355,12.372420249063524,False
range,reliable,61,1,posterior,164,165,163,False,False,0.02400586110174727,1.4511058297536135,12.37242024906378,False
range,reliable,61,1,fused,166,167,165,False,False,0.02400586110174727,1.4511058297536135,12.37242024906378,False
range,reliable,61,1,target_local,1,1,1,True,False,7.277118618143064e-06,0.0006104313524484713,0.009819033329714344,False
range,reliable,61,1,target_posterior,1,1,1,True,False,4.6883468108438464e-05,0.0005462183768538114,0.020690682544000083,False
range,reliable,61,2,predicted,166,166,164,False,False,0.00042060838307900065,0.1981224399726189,0.0,False
range,reliable,61,2,local,26,27,25,False,False,0.00012577767646789698,0.1981224399726189,1.9800850110719352,False
range,reliable,61,2,posterior,164,165,162,False,False,0.0002660544035885059,0.13866364267876374,1.7477723234740754,False
range,reliable,61,2,fused,166,167,164,False,False,0.0002660544035885059,0.13866364267876374,1.7477723234740754,False
range,reliable,61,2,target_local,1,1,1,True,False,1.7397803906415987e-05,0.0004610198633039353,0.060574996099486356,False
range,reliable,61,2,target_posterior,1,1,1,True,False,4.6883468108438464e-05,0.0005462183768538114,0.020690682544000083,False
range,reliable,62,1,predicted,173,174,172,False,False,0.023765802490729796,1.4511058297536135,0.0,False
range,reliable,62,1,local,155,156,154,False,False,0.023765802490729796,1.4511058297536135,12.37242024906378,False
range,reliable,62,1,posterior,156,157,155,False,False,0.02376580249072397,1.4511058297535993,12.372420249063666,False
range,reliable,62,1,fused,157,158,156,False,False,0.02376580249072397,1.4511058297535993,12.372420249063666,False
range,reliable,62,1,target_local,1,1,1,True,False,7.233255310157283e-06,0.00040691704592887845,0.0023497741856541854,False
range,reliable,62,1,target_posterior,1,1,1,True,False,5.447958752757831e-05,0.0004501707408794964,0.0049297546952988824,False
range,reliable,62,2,predicted,167,168,165,False,False,0.0002633938595526207,0.13866364267876374,0.0,False
range,reliable,62,2,local,21,22,20,False,False,0.00020874089329869783,0.13866364267876374,1.7477723234740754,False
range,reliable,62,2,posterior,156,157,154,False,False,0.000149946372020563,0.10862392956236722,1.6587261837518756,False
range,reliable,62,2,fused,157,158,155,False,False,0.000149946372020563,0.10862392956236722,1.6587261837518756,False
range,reliable,62,2,target_local,1,1,1,True,False,0.0001127189339561463,0.0005577808289385366,0.020690682544000083,False
range,reliable,62,2,target_posterior,1,1,1,True,False,5.447958752757831e-05,0.0004501707408794964,0.0049297546952988824,False
range,reliable,63,1,predicted,165,166,164,False,False,0.023528144465816733,1.4511058297535993,0.0,False
range,reliable,63,1,local,157,158,156,False,False,0.023528144465816737,1.4511058297535993,13.60769361417978,False
range,reliable,63,1,posterior,157,157,155,False,False,0.023528144465815814,1.451105829753601,13.607693614179738,False
range,reliable,63,1,fused,158,159,157,False,False,0.023528144465815814,27.37639884275962,13.742205896821105,False
range,reliable,63,1,target_local,1,1,1,True,False,4.198373326325111e-06,0.00028902962764343343,0.0022692734437281814,False
range,reliable,63,1,target_posterior,1,1,1,True,False,3.7858466452211914e-05,0.00034568146991187376,0.002112901558345759,False
range,reliable,63,2,predicted,157,158,155,False,False,0.00014844690830035766,0.10862392956236722,0.0,False
range,reliable,63,2,local,21,22,20,False,False,0.00013151911430087093,0.10862392956236722,1.6587261837518756,False
range,reliable,63,2,posterior,157,157,154,False,False,0.00014665944017278054,0.08650741286896313,1.6578395543143012,False
range,reliable,63,2,fused,158,159,156,False,False,0.0010197856976297249,18.86733654285394,8.705145874522003,False
range,reliable,63,2,target_local,1,1,1,True,False,0.00013151911430087093,0.0004811586093138587,0.0050392591309584844,False
range,reliable,63,2,target_posterior,1,1,1,True,False,3.7858466452211914e-05,0.00034568146991187376,0.002112901558345759,False
range,reliable,64,1,predicted,166,166,164,False,False,0.023292863021157656,1.451105829753601,0.0,False
range,reliable,64,1,local,159,160,158,False,False,0.023292863021157656,1.451105829753601,16.264589123597503,False
range,reliable,64,1,posterior,160,159,157,False,False,0.02329286302116407,1.4511058297536699,16.264589123597474,False
range,reliable,64,1,fused,161,161,159,False,False,0.02329286302116407,24.92434161739295,44.22222749513122,False
range,reliable,64,1,target_local,1,1,1,True,False,3.081640614022163e-06,0.0002669342319248499,0.004136756987911383,False
range,reliable,64,1,target_posterior,1,1,1,True,False,2.5096885327480223e-05,0.000262684353402598,0.002723615182171457,False
range,reliable,64,2,predicted,160,160,157,False,False,0.0001451928457710805,0.08650741286896313,0.0,False
range,reliable,64,2,local,23,23,21,False,False,0.00014519284577119151,0.08650741286896313,1.657839554314302,False
range,reliable,64,2,posterior,160,159,156,False,False,9.311929271188513e-05,0.10550916795957122,1.6568587316957855,False
range,reliable,64,2,fused,161,161,158,False,False,0.0040422777333366695,10.724877247088859,1.823111663136162,False
range,reliable,64,2,target_local,1,1,1,True,False,9.166589672249259e-05,0.00034870465902026027,0.0022166222320001427,False
range,reliable,64,2,target_posterior,1,1,1,True,False,2.5096885327480223e-05,0.000262684353402598,0.002723615182171457,False
range,reliable,65,1,predicted,169,168,166,False,False,0.02305993439095243,1.4576953744489245,0.0,False
range,reliable,65,1,local,162,162,160,False,False,0.02305993439095243,1.4576953744489245,19.168933037996496,False
range,reliable,65,1,posterior,163,161,159,False,False,0.02305993439095233,1.4576953744488392,19.16893303799604,False
range,reliable,65,1,fused,164,163,161,False,False,0.02305993439095233,25.98716757480992,46.628760995725486,False
range,reliable,65,1,target_local,1,1,1,True,False,2.0141462380163233e-06,0.0003855135129539923,0.005288291508778187,False
range,reliable,65,1,target_posterior,1,1,1,True,False,1.6062600146637962e-05,0.000318508627248199,0.00427668239191803,False
range,reliable,65,2,predicted,163,162,159,False,False,9.218809978476616e-05,0.10550916795957122,0.0,False
range,reliable,65,2,local,25,24,22,False,False,0.0047330965610676845,0.10550916795957122,1.6568587316957863,False
range,reliable,65,2,posterior,163,161,158,False,False,0.0008743361968713975,0.12005824601802306,1.6564587849152472,False
range,reliable,65,2,fused,164,163,160,False,False,0.0039740971256163144,9.113120421483465,2.1790836500717248,False
range,reliable,65,2,target_local,1,1,1,True,False,6.082439556942543e-05,0.0002454186110223411,0.002723615182171457,False
range,reliable,65,2,target_posterior,1,1,1,True,False,1.6062600146637962e-05,0.000318508627248199,0.00427668239191803,False
range,reliable,66,1,predicted,174,172,170,False,False,0.022829335047042806,1.6028059574242022,0.0,False
range,reliable,66,1,local,166,165,163,False,False,0.022829335047042806,1.6028059574242022,22.32072535737626,False
range,reliable,66,1,posterior,162,162,159,False,False,0.022829335047048926,1.60280595742406,22.320725357376006,False
range,reliable,66,1,fused,166,165,163,False,False,0.022829335047048926,24.16101136071297,61.47975546624198,False
range,reliable,66,1,target_local,1,1,1,True,False,1.125738499307971e-06,0.000462735890981239,0.005286358020423876,False
range,reliable,66,1,target_posterior,1,1,1,True,False,9.615233953153002e-06,0.00041710726183173154,0.004900680510216304,False
range,reliable,66,2,predicted,165,163,160,False,False,0.000865592834902687,0.12005824601802306,0.0,False
range,reliable,66,2,local,25,23,21,False,False,0.009940932788858103,0.12005824601802306,1.6564587849152481,False
range,reliable,66,2,posterior,162,162,158,False,False,0.003891335638033011,0.1008823262870342,1.6556693833627838,False
range,reliable,66,2,fused,166,165,161,False,False,0.003891335638033011,1.126899689045537,1.6556693833627838,False
range,reliable,66,2,target_local,1,1,1,True,False,3.891103885700353e-05,0.000318508627248199,0.00427668239191803,False
range,reliable,66,2,target_posterior,1,1,1,True,False,9.615233953153002e-06,0.00041710726183173154,0.004900680510216304,False
range,reliable,67,1,predicted,171,171,168,False,False,0.022601041696578436,1.7479165403994301,0.0,False
range,reliable,67,1,local,161,163,160,False,False,0.022601041696578443,1.7479165403994301,25.719966081737425,False
range,reliable,67,1,posterior,162,162,159,False,False,0.022601041696574908,1.7479165403993733,25.719966081737766,False
range,reliable,67,1,fused,164,164,161,False,False,0.022601041696574908,1.7479165403993733,25.719966081737766,False
range,reliable,67,1,target_local,1,1,1,True,False,6.456910710106456e-06,0.0003172246818596361,0.005112135976878207,False
range,reliable,67,1,target_posterior,1,1,1,True,False,3.18249560696815e-05,0.00034898532555995357,0.00516012884874506,False
range,reliable,67,2,predicted,163,163,159,False,False,0.0038524222816526676,0.1008823262870342,0.0,False
range,reliable,67,2,local,21,20,18,False,False,0.008240020895872502,0.1008823262870342,1.655669383362783,False
range,reliable,67,2,posterior,162,162,158,False,False,0.0059076382625180834,0.17357498609527688,1.6533810115900192,False
range,reliable,67,2,fused,164,164,160,False,False,0.0059076382625180834,0.7819533492449171,1.6533810115900192,False
range,reliable,67,2,target_local,1,1,1,True,False,2.3347418706021195e-05,0.00041710726183173154,0.004900680510216304,False
range,reliable,67,2,target_posterior,1,1,1,True,False,3.18249560696815e-05,0.00034898532555995357,0.00516012884874506,False
range,reliable,68,1,predicted,172,172,169,False,False,0.02237503127960916,1.8930271233747362,0.0,False
range,reliable,68,1,local,163,164,162,False,False,0.02237503127960916,1.8930271233747362,29.366655211080513,False
range,reliable,68,1,posterior,164,164,161,False,False,0.022375031279612698,1.893027123374928,29.366655211081024,False
range,reliable,68,1,fused,166,165,163,False,False,0.022375031279612698,1.893027123374928,29.366655211081024,False
range,reliable,68,1,target_local,1,1,1,True,False,4.487489409843448e-06,0.0003268977395535252,0.003810902542536354,False
range,reliable,68,1,target_posterior,1,1,1,True,False,3.031128700770047e-05,0.0003338083404571552,0.004225309727241111,False
range,reliable,68,2,predicted,163,163,159,False,False,0.005848561879892911,0.17357498609527688,0.0,False
range,reliable,68,2,local,19,18,16,False,False,0.006734806065465282,0.17357498609527688,1.6533810115900192,False
range,reliable,68,2,posterior,164,164,160,False,False,0.01167570845758148,0.18481128432070193,1.6531174193242455,False
range,reliable,68,2,fused,166,165,162,False,False,0.01167570845758148,0.6609126418700892,1.6531174193242455,False
range,reliable,68,2,target_local,1,1,1,True,False,7.675451527811017e-05,0.00034898532555995357,0.00516012884874506,False
range,reliable,68,2,target_posterior,1,1,1,True,False,3.031128700770047e-05,0.0003338083404571552,0.004225309727241111,False
range,reliable,69,1,predicted,175,175,172,False,False,0.02215128096681657,2.0381377063503123,0.0,False
range,reliable,69,1,local,166,167,165,False,False,0.022151280966816574,2.0381377063503123,33.260792745405126,False
range,reliable,69,1,posterior,169,167,165,False,False,0.02215128096681558,2.038137706350298,33.2607927454053,False
range,reliable,69,1,fused,170,169,167,False,False,0.02215128096681558,2.038137706350298,50.29798013725343,False
range,reliable,69,1,target_local,1,1,1,True,False,1.4745214531597384e-06,0.000345293839470363,0.0024505813420550027,False
range,reliable,69,1,target_posterior,1,1,1,True,False,1.4380432430627366e-05,0.00034131580816074494,0.0029191983259977405,False
range,reliable,69,2,predicted,165,165,161,False,False,0.011558951373005666,0.18481128432070193,0.0,False
range,reliable,69,2,local,20,20,17,False,False,0.004975128735402512,0.18481128432070193,1.6531174193242446,False
range,reliable,69,2,posterior,169,167,164,False,False,0.016885542696400857,0.1986271303859093,1.654139749333547,False
range,reliable,69,2,fused,170,169,165,False,False,0.016885542696400857,0.7027297708968039,1.654139749333547,False
range,reliable,69,2,target_local,1,1,1,True,False,7.325479280129166e-05,0.0003338083404571552,0.004225309727241111,False
range,reliable,69,2,target_posterior,1,1,1,True,False,1.4380432430627366e-05,0.00034131580816074494,0.0029191983259977405,False
range,reliable,70,1,predicted,179,177,175,False,False,0.021929768157147426,2.1832482893256753,0.0,False
range,reliable,70,1,local,166,167,165,False,False,0.021929768157147422,2.1832482893256753,37.4023786847107,False
range,reliable,70,1,posterior,169,168,166,False,False,0.021929768157147318,2.1832482893256397,37.402378684710584,False
range,reliable,70,1,fused,170,169,167,False,False,0.021929768157147318,2.1832482893256397,37.402378684710584,False
range,reliable,70,1,target_local,1,1,1,True,False,6.434614466810373e-07,0.0003274207245151465,0.001498377565463116,False
range,reliable,70,1,target_posterior,1,1,1,True,False,6.634608592959168e-06,0.0003320449985904309,0.0018598912642797671,False
range,reliable,70,2,predicted,170,168,165,False,False,0.01671668726943687,0.1986271303859093,0.0,False
range,reliable,70,2,local,23,21,19,False,False,0.002986050002671492,0.1986271303859093,1.654139749333547,False
range,reliable,70,2,posterior,169,168,164,False,False,0.016425390746950486,0.145362961751208,1.6530534377209651,False
range,reliable,70,2,fused,170,169,165,False,False,0.016425390746950486,0.5826639974947305,1.6530534377209651,False
range,reliable,70,2,target_local,1,1,1,True,False,3.4723494700128477e-05,0.00034131580816074494,0.0029191983259977405,False
range,reliable,70,2,target_posterior,1,1,1,True,False,6.634608592959168e-06,0.0003320449985904309,0.0018598912642797671,False
range,reliable,71,1,predicted,180,179,177,False,False,0.021710470475575845,2.328358872301017,0.0,False
range,reliable,71,1,local,169,170,168,False,False,0.022536343598681174,2.328358872301017,41.79141302899717,False
range,reliable,71,1,posterior,172,172,170,False,False,0.02171047047557871,2.3283588723008464,41.79141302899632,False
range,reliable,71,1,fused,173,173,171,False,False,0.02171047047557871,2.3283588723008464,41.79141302899632,False
range,reliable,71,1,target_local,1,1,1,True,False,2.524943102377719e-07,0.0002857429916449765,0.0008744827931206345,False
range,reliable,71,1,target_posterior,1,1,1,True,False,2.876287750863682e-06,0.000299853070270536,0.0011180619423072358,False
range,reliable,71,2,predicted,170,169,165,False,False,0.01626113683948094,0.145362961751208,0.0,False
range,reliable,71,2,local,24,24,21,False,False,0.000963606340209866,0.145362961751208,1.6530534377209651,False
range,reliable,71,2,posterior,172,172,168,False,False,0.005885212848526944,0.13147092487673362,1.6541778209512854,False
range,reliable,71,2,fused,173,173,169,False,False,0.005885212848526944,0.4731424575514609,1.6541778209512854,False
range,reliable,71,2,target_local,1,1,1,True,False,1.6002234172640684e-05,0.0003320449985904309,0.0018598912642797671,False
range,reliable,71,2,target_posterior,1,1,1,True,False,2.876287750863682e-06,0.000299853070270536,0.0011180619423072358,False
range,reliable,72,1,predicted,182,182,180,False,False,0.021493365770822923,2.4734694552762164,0.0,False
range,reliable,72,1,local,170,171,169,False,False,0.021493365770822923,2.4734694552762164,46.42789577826409,False
range,reliable,72,1,posterior,167,169,166,False,False,0.02149336577082045,2.4734694552762377,46.42789577826363,False
range,reliable,72,1,fused,171,172,170,False,False,0.02149336577082045,2.4734694552762377,46.42789577826363,False
range,reliable,72,1,target_local,1,1,1,True,False,5.252026014090916e-08,0.00023935467239028993,0.00049003980284823,False
range,reliable,72,1,target_posterior,1,1,1,True,False,9.432037535450633e-07,0.0002578713544125425,0.0007677173407820703,False
range,reliable,72,2,predicted,174,174,170,False,False,0.005826360720041612,0.13147092487673362,0.0,False
range,reliable,72,2,local,24,25,22,False,False,8.22906191837447e-05,0.13147092487673362,1.6541778209512863,False
range,reliable,72,2,posterior,167,169,165,False,False,0.00032016262604950274,0.14899278557996354,1.6547293164030679,False
range,reliable,72,2,fused,171,172,168,False,False,0.00032016262604950274,0.6220896049302667,1.6547293164030679,False
range,reliable,72,2,target_local,1,1,1,True,False,6.88624157163531e-06,0.000299853070270536,0.0011180619423072358,False
range,reliable,72,2,target_posterior,1,1,1,True,False,9.432037535450633e-07,0.0002578713544125425,0.0007677173407820703,False
range,reliable,73,1,predicted,177,179,176,False,False,0.021278432113112245,2.618580038251608,0.0,False
range,reliable,73,1,local,172,173,171,False,False,0.02127843211311225,2.618580038251608,51.31182693251259,False
range,reliable,73,1,posterior,171,171,169,False,False,0.021278432113112027,2.61858003825175,51.311826932512645,False
range,reliable,73,1,fused,172,173,171,False,False,0.021278432113112027,2.61858003825175,51.311826932512645,False
range,reliable,73,1,target_local,1,1,1,True,False,8.761445347005292e-08,0.00018450322862147584,0.0003072984198677631,False
range,reliable,73,1,target_posterior,1,1,1,True,False,6.785672819198396e-07,0.00020799935135752505,0.00041547055619162165,False
range,reliable,73,2,predicted,168,170,166,False,False,0.0003169609997889511,0.14899278557996354,0.0,False
range,reliable,73,2,local,21,23,20,False,False,7.147325302003012e-05,0.14899278557996354,1.6547293164030688,False
range,reliable,73,2,posterior,171,171,168,False,False,0.00012554443713097552,0.14919467822313948,2.3612148110704254,False
range,reliable,73,2,fused,172,173,169,False,False,0.00012554443713097552,0.6809836093122819,2.3612148110704254,False
range,reliable,73,2,target_local,1,1,1,True,False,2.198087892146816e-06,0.0002578713544125425,0.0007677173407820703,False
range,reliable,73,2,target_posterior,1,1,1,True,False,6.785672819198396e-07,0.00020799935135752505,0.00041547055619162165,False
range,reliable,74,1,predicted,183,183,181,False,False,0.021065647791980904,2.763690621227127,0.0,False
range,reliable,74,1,local,177,178,176,False,False,0.021065647791980904,2.763690621227127,56.4432064917429,False
range,reliable,74,1,posterior,176,177,175,False,False,0.02106564779197959,2.763690621227056,56.44320649174301,False
range,reliable,74,1,fused,177,178,176,False,False,0.02106564779197959,2.763690621227056,56.44320649174301,False
range,reliable,74,1,target_local,1,1,1,True,False,1.8714867766611576e-08,0.00013804861684006166,0.00016387941364648384,False
range,reliable,74,1,target_posterior,1,1,1,True,False,2.874218164583553e-07,0.00015994374191884804,0.00021647290458481905,False
range,reliable,74,2,predicted,172,172,169,False,False,0.0001242889927597357,0.14919467822313948,0.0,False
range,reliable,74,2,local,24,24,22,False,False,9.625454664601713e-05,0.14919467822313948,2.3612148110704254,False
range,reliable,74,2,posterior,176,177,173,False,False,0.00013906582847578175,0.20682270989202856,3.9229169439766025,False
range,reliable,74,2,fused,177,178,174,False,False,0.00013906582847578175,0.4254136998496243,3.9229169439766025,False
range,reliable,74,2,target_local,1,1,1,True,False,1.5210630582851437e-06,0.00020799935135752505,0.00041547055619162165,False
range,reliable,74,2,target_posterior,1,1,1,True,False,2.874218164583553e-07,0.00015994374191884804,0.00021647290458481905,False
range,reliable,75,1,predicted,188,189,187,False,False,0.020854991314059792,2.908801204202426,0.0,False
range,reliable,75,1,local,181,182,180,False,False,0.020854991314059795,2.908801204202426,61.822034455954565,False
range,reliable,75,1,posterior,179,181,178,False,False,0.02085499131405943,2.9088012042023976,61.822034455954736,False
range,reliable,75,1,fused,181,182,180,False,False,0.02085499131405943,2.9088012042023976,61.822034455954736,False
range,reliable,75,1,target_local,1,1,1,True,False,8.345993562919318e-09,9.803080361280199e-05,9.78460546292581e-05,False
range,reliable,75,1,target_posterior,1,1,1,True,False,1.2545738614644364e-07,0.00011763838059807496,0.00011988631841042263,False
range,reliable,75,2,predicted,178,179,175,False,False,0.0001376751701910317,0.20682270989202856,0.0,False
range,reliable,75,2,local,29,30,27,False,False,0.00036360325473527855,0.20682270989202856,3.9229169439766025,False
range,reliable,75,2,posterior,179,181,177,False,False,0.0009601957383593707,0.21812560522420732,5.814018149905152,False
range,reliable,75,2,fused,181,182,178,False,False,0.0009601957383593707,0.26440829826808354,5.814018149905152,False
range,reliable,75,2,target_local,1,1,1,True,False,5.873535724454371e-07,0.00015994374191884804,0.00021647290458481905,False
range,reliable,75,2,target_posterior,1,1,1,True,False,1.2545738614644364e-07,0.00011763838059807496,0.00011988631841042263,False
range,reliable,76,1,predicted,191,193,190,False,False,0.020646441400918834,3.0539117871777606,0.0,False
range,reliable,76,1,local,182,183,181,False,False,0.020646441400918834,3.0539117871777606,67.44831082514759,False
range,reliable,76,1,posterior,180,180,178,False,False,0.02064644140091961,3.053911787177718,67.44831082514725,False
range,reliable,76,1,fused,182,183,181,False,False,0.02064644140091961,3.053911787177718,67.44831082514725,False
range,reliable,76,1,target_local,1,1,1,True,False,6.2446922077796785e-09,6.465269103789716e-05,6.659907751682681e-05,False
range,reliable,76,1,target_posterior,1,1,1,True,False,2.6419114673714716e-09,8.134196551601476e-05,7.464898190079339e-05,False
range,reliable,76,2,predicted,181,183,179,False,False,0.0009505937809758391,0.21812560522420732,0.0,False
range,reliable,76,2,local,30,32,29,False,False,0.003010604936006578,0.21812560522420732,5.814018149905152,False
range,reliable,76,2,posterior,180,180,177,False,False,0.0019227317527842347,0.20643952667538912,4.036341324505514,False
range,reliable,76,2,fused,182,183,179,False,False,0.0019227317527842347,0.2589725266230225,5.722613435052324,False
range,reliable,76,2,target_local,1,1,1,True,False,2.0375245313175583e-07,0.00011763838059807496,0.00011988631841042263,False
range,reliable,76,2,target_posterior,1,1,1,True,False,2.6419114673714716e-09,8.134196551601476e-05,7.464898190079339e-05,False
range,reliable,77,1,predicted,193,193,191,False,False,0.020439976986910413,3.199022370153081,0.0,False
range,reliable,77,1,local,185,186,184,False,False,0.020439976986910413,3.199022370153081,73.32203559932134,False
range,reliable,77,1,posterior,183,184,182,False,False,0.02043997698691019,3.1990223701529743,73.32203559932123,False
range,reliable,77,1,fused,185,186,184,False,False,0.02043997698691019,3.1990223701529743,73.32203559932123,False
range,reliable,77,1,target_local,1,1,1,True,False,3.023260808365791e-08,6.897426402785109e-05,5.9961455340096226e-05,False
range,reliable,77,1,target_posterior,1,1,1,True,False,1.7641215632746565e-07,7.331645307426249e-05,4.797730862615701e-05,False
range,reliable,77,2,predicted,182,182,179,False,False,0.0019035044352563313,0.20643952667538912,0.0,False
range,reliable,77,2,local,32,32,30,False,False,0.005781590369692391,0.20643952667538912,4.036341324505514,False
range,reliable,77,2,posterior,183,184,180,False,False,0.01231771383836322,0.34361925961339823,6.489828602961609,False
range,reliable,77,2,fused,185,186,182,False,False,0.01231771383836322,0.34361925961339823,6.489828602961609,False
range,reliable,77,2,target_local,1,1,1,True,False,7.529399970174211e-08,8.134196551601476e-05,7.464898190079339e-05,False
range,reliable,77,2,target_posterior,1,1,1,True,False,1.7641215632746565e-07,7.331645307426249e-05,4.797730862615701e-05,False
range,reliable,78,1,predicted,194,195,193,False,False,0.020235577217041088,3.34413295312833,0.0,False
range,reliable,78,1,local,185,186,184,False,False,0.020235577217041088,3.34413295312833,79.44320877847656,False
range,reliable,78,1,posterior,183,185,182,False,False,0.03971282782922825,3.344132953128252,79.44320877847736,False
range,reliable,78,1,fused,185,186,184,False,False,0.03971282782922825,3.344132953128252,79.44320877847736,False
range,reliable,78,1,target_local,1,1,1,True,False,8.459992328901933e-08,4.8097068353916694e-05,5.7848419093023407e-05,False
range,reliable,78,1,target_posterior,1,1,1,True,False,3.2039569775044185e-07,5.597234852243102e-05,6.770730137972691e-05,False
range,reliable,78,2,predicted,184,185,181,False,False,0.012194536699979608,0.34361925961339823,0.0,False
range,reliable,78,2,local,33,34,31,False,False,0.01665235007575233,0.17494211877146348,6.489828602961609,False
range,reliable,78,2,posterior,183,185,181,False,False,0.03971282782925151,1.4267950085509762,19.937877632377663,False
range,reliable,78,2,fused,185,186,182,False,False,0.03971282782925151,1.4267950085509762,19.937877632377663,False
range,reliable,78,2,target_local,1,1,1,True,False,3.249050478659754e-07,7.331645307426249e-05,4.797730862615701e-05,False
