condition,robot,frame,fused_record,near_target,actual_r,noage_r,actual_extracted,noage_extracted,reference_r,base_r,base_direction,actual_direction,extra_scalar,integral_change,negative_reversal,positive_reversal
reliable,1,36,True,True,0.9973918785905362,0.9973860584125079,True,True,0.9872134891937348,0.9973918785905166,1.6000180096316425,1.6000180096392453,7.538899451228633e-12,6.394884621840902e-14,False,False
reliable,1,37,True,True,0.9978393981446194,0.9978327432232141,True,True,0.9874179598046309,0.9978393981446068,1.772382521188864,1.7723825211947184,5.779778969430491e-12,7.460698725481052e-14,False,False
reliable,1,38,True,True,0.9975103993123313,0.9975045495988473,True,True,0.9878610041631731,0.9975103993123174,1.594021306012933,1.594021306018599,5.597680601636809e-12,6.838973831690964e-14,False,False
reliable,1,39,True,True,0.9974737889450377,0.9974701323531814,True,True,0.987535295319208,0.9974737889450247,1.6061940847845193,1.606194084789664,5.116287573069755e-12,2.842170943040401e-14,False,False
reliable,1,40,True,True,0.9976942914130486,0.9976882675125034,True,True,0.9874990510555874,0.9976942914130338,1.7006878871100515,1.7006878871164528,6.317792903488952e-12,8.348877145181177e-14,False,False
reliable,1,41,True,True,0.9972718322276465,0.9972663913849519,True,True,0.9877173484989181,0.997271832227633,1.5141843921455136,1.5141843921504816,4.9219509592725196e-12,4.618527782440651e-14,False,False
reliable,1,42,True,True,0.9972996221416118,0.9972961528718993,True,True,0.9872991139053701,0.9972996221415973,1.5583582528884374,1.5583582528938522,5.352650052490286e-12,6.217248937900877e-14,False,False
reliable,1,43,True,True,0.997541712660661,0.9975363301481188,True,True,0.9873266259201958,0.9975417126606434,1.6503314119735082,1.650331411980695,7.115859393016779e-12,7.105427357601002e-14,False,False
reliable,1,44,True,True,0.9977357808490572,0.9977297780204325,True,True,0.9875662955340544,0.997735780849044,1.7134257969336053,1.7134257969394373,5.812541477854841e-12,1.9539925233402755e-14,False,False
reliable,1,45,True,True,0.9827572357561368,0.9931860676638484,True,True,0.9877584230405667,0.9932062560061387,0.5943361132165226,-0.34763051573227277,-0.9419666289488167,2.1316282072803006e-14,True,False
reliable,1,46,True,True,0.9577436130725089,0.9895610212297214,True,True,0.9729296633985751,0.9830899288831748,0.48091797841217865,-0.4610486505346564,-0.9419666289469203,8.526512829121202e-14,True,False
reliable,1,47,True,True,0.9169979419645273,0.9867613828170859,True,True,0.9481661769417841,0.9659146055770447,0.4377195657368351,-0.5042470632076557,-0.9419666289446249,1.341149413747189e-13,True,False
reliable,1,48,True,True,0.8495927401752679,0.984172077025518,True,True,0.9078279625448832,0.9354372865991238,0.3859789650262151,-0.5559876639236816,-0.9419666289499402,4.3520742565306136e-14,True,False
reliable,1,49,True,True,0.7893177199098065,0.9857437803365199,True,True,0.8410968127735153,0.9057475956158239,0.5963727002833441,-0.3455939286641052,-0.9419666289475124,6.306066779870889e-14,True,False
reliable,1,50,True,True,0.6587348997038929,0.9825745843616744,True,True,0.7814245427107096,0.8319664159973994,0.3256409168532435,-0.6163257120930983,-0.9419666289464386,9.681144774731365e-14,True,False
reliable,1,51,True,True,0.5384382352847037,0.9830227320754552,True,True,0.6521475507068539,0.7495142958480969,0.46753109405478044,-0.4744355348896613,-0.9419666289445456,1.0391687510491465e-13,True,False
reliable,1,52,True,True,0.3953932697434879,0.9821298710851247,True,True,0.5330538529318531,0.6265090169073594,0.3848607819050853,-0.5571058470384106,-0.941966628943606,1.1013412404281553e-13,True,False
reliable,1,53,True,True,0.261401544575907,0.981249028424232,False,True,0.39143933704605294,0.47583632004652693,0.34453597449834605,-0.5974306544439396,-0.9419666289424118,1.2612133559741778e-13,True,False
reliable,1,54,True,True,0.16962237842944403,0.9830490419779248,False,True,0.25878752913014785,0.34381494769919535,0.40594067414331514,-0.5360259547990374,-0.9419666289425053,1.5276668818842154e-13,True,False
reliable,1,55,True,True,0.095391517392623,0.9840524143846792,False,True,0.1679261546451496,0.21289778573941875,0.29285091927207674,-0.6491157096781434,-0.941966628950276,5.595524044110789e-14,True,False
reliable,1,56,True,True,0.04385664506162759,0.9851686320558634,False,True,0.09443760221869676,0.1052679788192812,0.12060188461950672,-0.8213647443181897,-0.9419666289379132,2.1671553440683056e-13,True,False
reliable,1,57,True,True,0.01443409714159892,0.9842502930586331,False,True,0.04341807861101099,0.036205882215883826,-0.18916558323470056,-1.1311322121650977,-0.9419666289307373,3.4017233474514796e-13,False,False
reliable,1,58,True,True,0.003707577251425674,0.9852471553701918,False,True,0.014289756170183032,0.009455150255607492,-0.41787603914560467,-1.3598426680589304,-0.9419666289139323,6.066258606551855e-13,False,False
reliable,1,59,True,True,0.0035951315461021714,0.9828201794013695,False,True,0.0019166608379689383,0.0035951315461021714,0.6306791664117064,0.6306791664117064,0.0,0.0,False,False
reliable,1,60,True,True,0.0037030182638852784,0.9848986600297652,False,True,0.0018873222627672976,0.003703018263885278,0.6758099877289245,0.6758099877289245,0.0,0.0,False,False
reliable,1,61,True,True,0.003688233814061367,0.982405265514312,False,True,0.0019154800011296107,0.0036882338140613673,0.6569571929752698,0.6569571929752698,0.0,0.0,False,False
reliable,1,62,True,True,0.003690545202483688,0.9821715081958743,False,True,0.0019116456637742164,0.0036905452024836886,0.6595936202036308,0.6595936202036308,0.0,0.0,False,False
reliable,1,63,True,True,0.0037647896038037064,0.98345590398892,False,True,0.0019122456233670166,0.003764789603803707,0.6792715250463335,0.6792715250463335,0.0,0.0,False,False
reliable,1,64,True,True,0.003700272748973731,0.9813160028028493,False,True,0.001931418751147575,0.003700272748973731,0.6519255451383605,0.6519255451383605,0.0,0.0,False,False
reliable,1,65,True,True,0.0037045225724031505,0.979084332504446,False,True,0.001914768529010927,0.003704522572403151,0.66175244461503,0.66175244461503,0.0,0.0,False,False
reliable,1,66,True,True,0.003755152488186084,0.9794707551850668,False,True,0.0019158697162605211,0.0037551524881860843,0.6748017277333638,0.6748017277333638,0.0,0.0,False,False
reliable,1,67,True,False,0.003674416903046864,0.9757940338086583,False,True,0.0019289406955580873,0.003674416903046865,0.6461738450644274,0.6461738450644274,0.0,0.0,False,False
reliable,1,68,True,False,0.003644109968601278,0.9759021921344812,False,True,0.0019080553536010047,0.003644109968601278,0.6487684609095528,0.6487684609095528,0.0,0.0,False,False
reliable,1,69,True,False,0.0036068964708584486,0.9739059270989072,False,True,0.0019001565787413162,0.003606896470858449,0.6426228594233709,0.6426228594233709,0.0,0.0,False,False
reliable,1,70,True,False,0.003587441595196452,0.974010860025856,False,True,0.0018904130285147345,0.0035874415951964514,0.6423456518471768,0.6423456518471768,0.0,0.0,False,False
reliable,1,71,True,False,0.0035639099611903375,0.9742065214369628,False,True,0.0018852993193959474,0.0035639099611903375,0.638454844534893,0.638454844534893,0.0,0.0,False,False
reliable,1,72,True,False,0.0035709433365711672,0.9773562204844526,False,True,0.00187909559914319,0.0035709433365711672,0.643735675074308,0.643735675074308,0.0,0.0,False,False
reliable,1,73,True,False,0.0034377137825935384,0.969709304563845,False,True,0.0018809519560539967,0.003437713782593538,0.6045895572007591,0.6045895572007591,0.0,0.0,False,False
reliable,1,74,True,False,0.0034484337269397895,0.9686114032413771,False,True,0.0018454733459790035,0.00344843372693979,0.6267915500417711,0.6267915500417711,0.0,0.0,False,False
reliable,1,75,True,False,0.003378043426721683,0.9645418814385457,False,True,0.0018483530177537662,0.0033780434267216834,0.6045353907204154,0.6045353907204154,0.0,0.0,False,False
reliable,1,76,True,False,0.0033166500459102808,0.9633284111732624,False,True,0.0018293620794734417,0.003316650045910281,0.5964790604920802,0.5964790604920802,0.0,0.0,False,False
reliable,1,77,True,False,0.0032623192006826685,0.9596847176642058,False,True,0.0018126373219472759,0.0032623192006826685,0.5891088550169652,0.5891088550169652,0.0,0.0,False,False
reliable,1,78,True,True,0.0032123787987864538,0.9582720775316674,False,True,0.0017977077747009362,0.0032123787987864533,0.5819175506137313,0.5819175506137313,0.0,0.0,False,False
reliable,1,79,True,True,0.003173443428521347,0.9609504136617179,False,True,0.0017838753061707579,0.003173443428521347,0.5774221384963392,0.5774221384963392,0.0,0.0,False,False
reliable,1,80,True,True,0.0030669583996152092,0.9505082626429274,False,True,0.001773016699527746,0.003066958399615209,0.5493009561273912,0.5493009561273912,0.0,0.0,False,False
reliable,1,81,True,True,0.003127433286855075,0.9492796543746009,False,True,0.0017429763529327549,0.0031274332868550746,0.5860062692445238,0.5860062692445238,0.0,0.0,False,False
reliable,1,82,True,True,0.003088615272836834,0.946929884448999,False,True,0.001760099302130434,0.003088615272836834,0.5636843743693998,0.5636843743693998,0.0,0.0,False,False
reliable,1,83,True,True,0.0030736743227827443,0.9560454117596193,False,True,0.001749127442667085,0.0030736743227827443,0.5650843831682657,0.5650843831682657,0.0,0.0,False,False
reliable,1,84,True,True,0.003053405491890396,0.9566223289830914,False,True,0.0017448861452513116,0.0030534054918903964,0.5608798816156719,0.5608798816156719,0.0,0.0,False,False
reliable,1,85,True,True,0.00312414681264466,0.9705107114837003,False,True,0.0017391160001204598,0.0031241468126446594,0.5871726948677125,0.5871726948677125,0.0,0.0,False,False
reliable,1,86,True,True,0.0030424896326099894,0.9713539444745503,False,True,0.0017591730174424513,0.0030424896326099894,0.5491187214140671,0.5491187214140671,0.0,0.0,False,False
reliable,1,87,True,True,0.002911088324866938,0.9675995035408416,False,True,0.0017360005747437694,0.0029110883248669385,0.5181208833665245,0.5181208833665245,0.0,0.0,False,False
reliable,1,88,True,True,0.0028851166291911645,0.9638933391195955,False,True,0.0016980527584715354,0.002885116629191164,0.5312729573666948,0.5312729573666948,0.0,0.0,False,False
reliable,1,89,True,True,0.002019237524172032,0.9494036418575617,False,True,0.0016904521515575092,0.002019237524172032,0.17805333477803842,0.17805333477803842,0.0,0.0,False,False
reliable,1,90,True,True,0.0020298803840441363,0.9369700813421986,False,True,0.0014139972120285926,0.002029880384044136,0.3621732169542131,0.3621732169542131,0.0,0.0,False,False
reliable,1,91,True,True,0.002139880098044024,0.9484342881307118,False,True,0.0014177209121072503,0.0021398800980440237,0.4124226538356073,0.4124226538356073,0.0,0.0,False,False
reliable,1,92,True,True,0.002311443263233142,0.9669074209493881,False,True,0.00145565159739225,0.002311443263233142,0.46327589176163464,0.46327589176163464,0.0,0.0,False,False
reliable,1,93,True,True,0.002434177241569043,0.9726599402511013,False,True,0.0015129215003287621,0.002434177241569043,0.47648933850777464,0.47648933850777464,0.0,0.0,False,False
reliable,1,94,True,True,0.002063646447677788,0.9642407397920892,False,True,0.0015526017177636272,0.002063646447677788,0.28505445729654877,0.28505445729654877,0.0,0.0,False,False
reliable,1,95,True,True,0.0023676256556356733,0.9765811018966752,False,True,0.0014294709454818466,0.0023676256556356737,0.505523151588954,0.505523151588954,0.0,0.0,False,False
reliable,1,96,True,True,0.002515554557676758,0.9786871984763176,False,True,0.001531212425622433,0.0025155545576767586,0.49741976062639637,0.49741976062639637,0.0,0.0,False,False
reliable,1,97,True,True,0.002057130267869259,0.9724568607946596,False,True,0.0015783639937226373,0.002057130267869259,0.26540271228403345,0.26540271228403345,0.0,0.0,False,False
reliable,1,98,True,True,0.0024047108684540222,0.9718164084369567,False,True,0.0014272109262301927,0.0024047108684540222,0.5226869132560124,0.5226869132560124,0.0,0.0,False,False
reliable,1,99,True,True,0.0026129074546049867,0.9764727579579183,False,True,0.0015431677916051074,0.0026129074546049867,0.5276982247508712,0.5276982247508712,0.0,0.0,False,False
reliable,1,100,True,True,0.00272390702656691,0.9816870840589843,False,True,0.0016086446490639222,0.00272390702656691,0.5277929486167992,0.5277929486167992,0.0,0.0,False,False
reliable,1,101,True,True,0.0027870527761972214,0.9814354139759058,False,True,0.001642492693030309,0.0027870527761972214,0.5299167629793811,0.5299167629793811,0.0,0.0,False,False
reliable,1,102,True,True,0.0019728583673158063,0.9720366106196654,False,True,0.0016614423298655118,0.0019728583673158063,0.1721093234486739,0.1721093234486739,0.0,0.0,False,False
reliable,1,103,True,True,0.0025737752888606376,0.9863412730796328,False,True,0.0013976547999855016,0.002573775288860638,0.6117565765771928,0.6117565765771928,0.0,0.0,False,False
reliable,1,104,True,True,0.0025763476031642964,0.9773835119530361,False,True,0.0015965416352747188,0.0025763476031642964,0.4795147809597706,0.4795147809597706,0.0,0.0,False,False
reliable,1,105,True,True,0.00204815270329918,0.9791840312464687,False,True,0.001597340015477545,0.0020481527032991794,0.24905014702003747,0.24905014702003747,0.0,0.0,False,False
reliable,1,106,True,True,0.001967279859446211,0.9708777139992048,False,True,0.0014240913682238793,0.001967279859446211,0.32366194372107593,0.32366194372107593,0.0,0.0,False,False
reliable,1,107,True,True,0.002270956115984124,0.9756200660443833,False,True,0.001395676281552955,0.0022709561159841235,0.4876987393418455,0.4876987393418455,0.0,0.0,False,False
reliable,1,108,True,True,0.002342469212100476,0.9673541453334981,False,True,0.0014996027091668718,0.002342469212100476,0.446849868239382,0.446849868239382,0.0,0.0,False,False
reliable,1,109,True,True,0.0026127131431721074,0.9657423256748301,False,True,0.001523049441392343,0.002612713143172108,0.5407665850949499,0.5407665850949499,0.0,0.0,False,False
reliable,1,110,True,True,0.0027078050620483636,0.9666183376329253,False,True,0.0016085847750769995,0.0027078050620483636,0.5218851936313591,0.5218851936313591,0.0,0.0,False,False
reliable,1,111,True,True,0.002703417749168106,0.9696337074385083,False,True,0.0016376257192552912,0.002703417749168106,0.5023374553346605,0.5023374553346605,0.0,0.0,False,False
reliable,1,112,True,True,0.0025855452221113296,0.9619275583198504,False,True,0.0016362971168272895,0.00258554522211133,0.45845182612497126,0.45845182612497126,0.0,0.0,False,False
reliable,1,113,True,True,0.0026231467109090042,0.9642808746510971,False,True,0.0016001914789964702,0.002623146710909004,0.4952764553835678,0.4952764553835678,0.0,0.0,False,False
reliable,1,114,True,True,0.0026182479310493095,0.9677059938982713,False,True,0.001611796584353643,0.0026182479310493095,0.48616450232228736,0.48616450232228736,0.0,0.0,False,False
reliable,1,115,True,True,0.002596614995037794,0.9595474040552934,False,True,0.0016102893656005843,0.0025966149950377936,0.4787831835397016,0.4787831835397016,0.0,0.0,False,False
reliable,1,116,True,True,0.0025118305439059277,0.9398452019448866,False,True,0.00160361666443916,0.002511830543905928,0.44966038071833747,0.44966038071833747,0.0,0.0,False,False
reliable,1,117,True,True,0.0025722200127779645,0.9383064643382508,False,True,0.0015771941934127531,0.002572220012777964,0.49011899737843656,0.49011899737843656,0.0,0.0,False,False
reliable,1,118,True,True,0.0018071550028604987,0.9185077048629754,False,True,0.0015960587248975853,0.0018071550028604987,0.12442794974068594,0.12442794974068594,0.0,0.0,False,False
reliable,1,119,True,True,0.0018027844404428812,0.8980862017459763,False,True,0.001337642559497366,0.001802784440442881,0.2988894737862644,0.2988894737862644,0.0,0.0,False,False
reliable,1,120,True,True,0.00221236453640923,0.9224198810694909,False,True,0.0013360233222565261,0.00221236453640923,0.5052422366361196,0.5052422366361196,0.0,0.0,False,False
reliable,1,121,True,True,0.002308826929499453,0.9169672125256173,False,True,0.0014801169798109312,0.002308826929499453,0.445448730700325,0.445448730700325,0.0,0.0,False,False
reliable,1,122,True,False,0.0016597645857297893,0.6932274976562702,False,True,0.0015120643516245036,0.001659764585729789,0.09334787388271515,0.09334787388271515,0.0,0.0,False,False
reliable,1,123,True,False,0.0035907062666853994,0.9505559051543534,False,True,0.0016431669398725153,0.003590706266684958,0.7836761240920795,0.783676124092203,1.0532933939915676e-87,1.234568003383174e-13,False,False
reliable,1,124,True,False,0.004372353457258569,0.9954454077774666,False,True,0.0035547992040184453,0.0040701613997115565,0.1359014101871603,0.20782364138210005,0.035646075136066414,0.036276156058873354,False,False
reliable,1,125,True,False,0.0038946779337115075,0.9985254247351402,False,True,0.004328629922685982,0.003877778856256336,-0.1104412555008798,-0.10607583168811724,-0.007765016327586476,0.01213044014034903,False,False
reliable,1,126,True,False,0.003821757584775912,0.998710052600953,False,True,0.0038557311543743916,0.0038215893997475374,-0.008928516943612408,-0.00888433989845036,2.9054641445235157e-05,1.512240371681628e-05,False,False
reliable,1,127,False,False,,0.9069710137977326,False,True,,,,,,,False,False
reliable,1,128,False,False,,0.8721117267617412,False,True,,,,,,,False,False
reliable,1,129,False,False,,0.4800351954509108,False,True,,,,,,,False,False
reliable,1,130,False,False,,0.45555824925479727,False,True,,,,,,,False,False
reliable,1,131,False,False,,0.4188952044763807,False,True,,,,,,,False,False
reliable,1,132,False,False,,0.3934975115301825,False,True,,,,,,,False,False
reliable,1,133,False,False,,0.3465423948674887,False,True,,,,,,,False,False
reliable,1,134,False,False,,0.30913237431038454,False,False,,,,,,,False,False
reliable,1,135,False,False,,0.13802244361236937,False,False,,,,,,,False,False
reliable,1,136,False,False,,0.10785389331672747,False,False,,,,,,,False,False
reliable,1,137,False,False,,0.06319703454724339,False,False,,,,,,,False,False
reliable,1,138,False,False,,0.05274783957246868,False,False,,,,,,,False,False
reliable,1,139,False,False,,0.04740044520288249,False,False,,,,,,,False,False
reliable,1,140,False,False,,0.05569069407880331,False,False,,,,,,,False,False
reliable,1,141,False,False,,0.07660966752422992,False,False,,,,,,,False,False
reliable,1,142,False,False,,0.05507799389730102,False,False,,,,,,,False,False
reliable,1,143,False,False,,0.04448028574407824,False,False,,,,,,,False,False
reliable,1,144,False,False,,0.039359497691349096,False,False,,,,,,,False,False
reliable,1,145,False,False,,0.031090340132258223,False,False,,,,,,,False,False
reliable,1,146,False,False,,0.02270562351714461,False,False,,,,,,,False,False
reliable,1,147,False,False,,0.01963044167265528,False,False,,,,,,,False,False
reliable,1,148,False,False,,0.030772866419427714,False,False,,,,,,,False,False
reliable,1,149,False,False,,0.04750602731290256,False,False,,,,,,,False,False
reliable,1,150,False,False,,0.024651669519128377,False,False,,,,,,,False,False
reliable,1,151,False,False,,0.015333393156899857,False,False,,,,,,,False,False
reliable,1,152,False,False,,0.009329502744582954,False,False,,,,,,,False,False
reliable,1,153,False,False,,0.006521667007255785,False,False,,,,,,,False,False
reliable,1,154,False,False,,0.004651992676231528,False,False,,,,,,,False,False
reliable,1,155,False,False,,0.003330613191764317,False,False,,,,,,,False,False
reliable,1,156,False,False,,0.004034920066162884,False,False,,,,,,,False,False
reliable,1,157,False,False,,0.003552189991464286,False,False,,,,,,,False,False
reliable,1,158,False,False,,0.003913724515887655,False,False,,,,,,,False,False
reliable,1,159,False,False,,0.003701053349394626,False,False,,,,,,,False,False
reliable,1,160,False,False,,0.003580626672978916,False,False,,,,,,,False,False
reliable,1,161,False,False,,0.003732013462098456,False,False,,,,,,,False,False
reliable,1,162,False,False,,0.003740566591232681,False,False,,,,,,,False,False
reliable,1,163,False,False,,0.0034015712870067256,False,False,,,,,,,False,False
reliable,1,164,False,False,,0.0035563049768428437,False,False,,,,,,,False,False
reliable,1,165,False,False,,0.0037664296466107246,False,False,,,,,,,False,False
reliable,1,166,False,False,,0.0033405243870740535,False,False,,,,,,,False,False
reliable,1,167,False,False,,0.0033530913413422295,False,False,,,,,,,False,False
reliable,1,168,False,False,,0.0032488451951074027,False,False,,,,,,,False,False
reliable,1,169,False,False,,0.0032933490821268,False,False,,,,,,,False,False
reliable,1,170,False,False,,0.0031837269385544833,False,False,,,,,,,False,False
reliable,1,171,False,False,,0.0031639931616578862,False,False,,,,,,,False,False
reliable,1,172,False,False,,0.0032335516272808994,False,False,,,,,,,False,False
reliable,1,173,False,False,,0.0033056157176066473,False,False,,,,,,,False,False
reliable,1,174,False,False,,0.00306313809407419,False,False,,,,,,,False,False
reliable,1,175,False,False,,0.0030151932902631267,False,False,,,,,,,False,False
reliable,1,176,False,False,,0.0029627238781950345,False,False,,,,,,,False,False
reliable,1,177,False,False,,0.003009625709531185,False,False,,,,,,,False,False
reliable,1,178,False,False,,0.00303786114441318,False,False,,,,,,,False,False
reliable,1,179,False,False,,0.0028975616007352405,False,False,,,,,,,False,False
reliable,1,180,False,False,,0.0030378980560193526,False,False,,,,,,,False,False
reliable,1,181,False,False,,0.0030959997646048875,False,False,,,,,,,False,False
reliable,1,182,False,False,,0.003052943890625326,False,False,,,,,,,False,False
reliable,1,183,False,False,,0.003212882920585352,False,False,,,,,,,False,False
reliable,1,184,False,False,,0.003006811330577082,False,False,,,,,,,False,False
reliable,1,185,False,False,,0.0029906606580866095,False,False,,,,,,,False,False
reliable,1,186,False,False,,0.003056278811503194,False,False,,,,,,,False,False
reliable,1,187,False,False,,0.0034335534309300354,False,False,,,,,,,False,False
reliable,1,188,False,False,,0.008114659984257285,False,False,,,,,,,False,False
reliable,1,189,False,False,,0.0033335319920997585,False,False,,,,,,,False,False
reliable,1,190,False,False,,0.0019891681708637935,False,False,,,,,,,False,False
reliable,1,191,False,False,,0.002836427193754046,False,False,,,,,,,False,False
reliable,1,192,False,False,,0.0030017001377060904,False,False,,,,,,,False,False
reliable,1,193,False,False,,0.00249460800165971,False,False,,,,,,,False,False
reliable,1,194,False,False,,0.003308614385318171,False,False,,,,,,,False,False
reliable,1,195,False,False,,0.0028999172925513435,False,False,,,,,,,False,False
reliable,1,196,False,False,,0.002928283049891858,False,False,,,,,,,False,False
reliable,1,197,False,False,,0.0030509427690253504,False,False,,,,,,,False,False
reliable,1,198,False,False,,0.0030073901978340655,False,False,,,,,,,False,False
reliable,1,199,False,False,,0.003120162121481864,False,False,,,,,,,False,False
reliable,1,200,False,False,,0.0028998934516700583,False,False,,,,,,,False,False
