condition,robot,frame,fused_record,near_target,actual_r,noage_r,actual_extracted,noage_extracted,reference_r,base_r,base_direction,actual_direction,extra_scalar,integral_change,negative_reversal,positive_reversal
reliable,1,201,False,False,,0.0032107679105652263,False,False,,,,,,,False,False
reliable,1,202,False,False,,0.002920264549239709,False,False,,,,,,,False,False
reliable,1,203,False,False,,0.003027217022750881,False,False,,,,,,,False,False
reliable,1,204,False,False,,0.0028782642760566313,False,False,,,,,,,False,False
reliable,1,205,False,False,,0.0029503109410827866,False,False,,,,,,,False,False
reliable,1,206,False,False,,0.002926926203681213,False,False,,,,,,,False,False
reliable,1,207,False,False,,0.00287604617487113,False,False,,,,,,,False,False
reliable,1,208,False,False,,0.0029452855653139226,False,False,,,,,,,False,False
reliable,1,209,False,False,,0.002908432800033418,False,False,,,,,,,False,False
reliable,1,210,False,False,,0.0028298928615109738,False,False,,,,,,,False,False
reliable,1,211,False,False,,0.002857747067675083,False,False,,,,,,,False,False
reliable,1,212,False,False,,0.0029110960587492764,False,False,,,,,,,False,False
reliable,1,213,False,False,,0.003010442364489072,False,False,,,,,,,False,False
reliable,1,214,False,False,,0.0028970787978458245,False,False,,,,,,,False,False
reliable,1,215,False,False,,0.002878987758947153,False,False,,,,,,,False,False
reliable,1,216,False,False,,0.002864814988470854,False,False,,,,,,,False,False
reliable,1,217,False,False,,0.002892824043108524,False,False,,,,,,,False,False
reliable,1,218,False,False,,0.002836970654578366,False,False,,,,,,,False,False
reliable,1,219,False,False,,0.0028386458173596334,False,False,,,,,,,False,False
reliable,1,220,False,False,,0.002900922576859692,False,False,,,,,,,False,False
reliable,1,221,False,False,,0.0028939055702327803,False,False,,,,,,,False,False
reliable,1,222,False,False,,0.0028649468361251675,False,False,,,,,,,False,False
reliable,1,223,False,False,,0.0028465204075905914,False,False,,,,,,,False,False
reliable,1,224,False,False,,0.0027645833633515,False,False,,,,,,,False,False
reliable,1,225,False,False,,0.0028238250977532255,False,False,,,,,,,False,False
reliable,1,226,False,False,,0.0028225500692128764,False,False,,,,,,,False,False
reliable,1,227,False,False,,0.002882093538538446,False,False,,,,,,,False,False
reliable,1,228,False,False,,0.0028192192840043773,False,False,,,,,,,False,False
reliable,1,229,False,False,,0.0028218512523763605,False,False,,,,,,,False,False
reliable,1,230,False,False,,0.00282848451813926,False,False,,,,,,,False,False
reliable,1,231,False,False,,0.0027462346333619065,False,False,,,,,,,False,False
reliable,1,232,False,False,,0.002785776981084243,False,False,,,,,,,False,False
reliable,1,233,False,False,,0.0028234827110094262,False,False,,,,,,,False,False
reliable,1,234,False,False,,0.002725307880832818,False,False,,,,,,,False,False
reliable,1,235,False,False,,0.002769437262631319,False,False,,,,,,,False,False
reliable,1,236,False,False,,0.0027957488692716696,False,False,,,,,,,False,False
reliable,1,237,False,False,,0.002679678410255067,False,False,,,,,,,False,False
reliable,1,238,False,False,,0.002773251116749125,False,False,,,,,,,False,False
reliable,1,239,False,False,,0.002743469556739715,False,False,,,,,,,False,False
reliable,1,240,False,False,,0.002764655251431155,False,False,,,,,,,False,False
reliable,2,1,False,False,,,False,False,,,,,,,False,False
reliable,2,2,False,False,,,False,False,,,,,,,False,False
reliable,2,3,True,False,0.01103786738763042,0.010723883201276882,False,False,0.003169719856155823,0.011037867387630419,1.2556131228423562,1.2556131228423562,0.0,0.0,False,False
reliable,2,4,True,False,0.0075715592092868425,0.01222632368639497,False,False,0.010927488713754192,0.012472278816203145,0.13379005020353674,-0.37026975980655286,-0.5291091625421297,0.025049352532040103,True,False
reliable,2,5,True,False,0.009674220161564074,0.010987571810385387,False,False,0.002742008978556744,0.009674220161564074,1.267749320891216,1.267749320891216,0.0,0.0,False,False
reliable,2,6,True,False,0.010343591361802549,0.009072435109342936,False,False,0.003101583580152413,0.010343591361802549,1.2117453770842976,1.2117453770842976,0.0,0.0,False,False
reliable,2,7,True,False,0.0029330616297750032,0.008072409995017004,False,False,0.010240155448184811,0.0074889876771550914,-0.3156589437753201,-1.2576255727274332,-0.9419666289521096,-3.552713678800501e-15,False,False
reliable,2,8,True,False,0.004702775726549109,0.008235233869171877,False,False,0.0017044569399834947,0.004702775726549114,1.01791432217101,1.01791432217101,0.0,0.0,False,False
reliable,2,9,True,False,0.00570564602281919,0.007822315487083795,False,False,0.0021591688288021124,0.005705646022819188,0.9752933509549893,0.9752933509549893,0.0,0.0,False,False
reliable,2,10,True,True,0.007429875547247513,0.008419114156488664,False,False,0.002378936930844037,0.007429875547247514,1.1439312318295185,1.1439312318295185,0.0,0.0,False,False
reliable,2,11,True,True,0.007313970959514737,0.007807922659846929,False,False,0.0027161113619655103,0.007313970959514739,0.9952061806308308,0.9952061806308308,0.0,0.0,False,False
reliable,2,12,True,True,0.0081980353328458,0.00808517392631185,False,False,0.0026947446799354706,0.008198035332845802,1.1181245125411898,1.1181245125411898,0.0,0.0,False,False
reliable,2,13,True,True,0.007890377777603515,0.007764104046376623,False,False,0.002853764752792652,0.007890377777603515,1.0220687528318226,1.0220687528318226,0.0,0.0,False,False
reliable,2,14,True,True,0.020472751625394362,0.019626318072761294,False,False,0.007811473999827476,0.02047275161687992,0.9763442140879541,0.9763442145125381,4.1844481606159894e-10,6.139089236967266e-12,False,False
reliable,2,15,True,True,0.04366502182099214,0.041946492670685454,False,False,0.020268024109140133,0.04366502176693098,0.7916736801844326,0.7916736814790509,1.258085795851094e-09,3.653255475910555e-11,False,False
reliable,2,16,True,True,0.08928556789934146,0.08627855525241668,False,False,0.043228371602782215,0.08928556783227537,0.7746781790316257,0.774678179856408,7.969130348292334e-10,2.786926245335053e-11,False,False
reliable,2,17,True,True,0.17509097792041328,0.1702568214449347,False,False,0.0883927122203486,0.17509097785526237,0.7834523747626645,0.7834523752137417,4.359604046694331e-10,1.511679670329613e-11,False,False
reliable,2,18,True,True,0.3244741417232502,0.31701611643165317,False,False,0.17334006814120909,0.3244741417073234,0.828852436202562,0.8288524362752238,7.029649998633009e-11,2.3652191316614335e-12,False,False
reliable,2,19,True,True,0.5315362874280165,0.5220908564019009,True,False,0.32122940030601616,0.5315362874010725,0.8744405344237476,0.8744405345319537,1.0517301350829746e-10,3.0331293032759277e-12,False,False
reliable,2,20,True,True,0.7784091729364798,0.7641256191933384,True,True,0.5262209245537347,0.7739038661280827,1.125507376235557,1.151439749522662,0.02528661151418795,0.0006457617729171972,False,False
reliable,2,21,True,True,0.9190862115974582,0.9109122026816672,True,True,0.7706250812071151,0.9190862115964792,1.218151566493529,1.2181515665066929,1.2892178067488114e-11,2.717825964282383e-13,False,False
reliable,2,22,True,True,0.9797937037892,0.9771607411048086,True,True,0.9098953494814834,0.9797937037891885,1.5689899797542877,1.5689899797548665,5.709784584138981e-13,7.993605777301127e-15,False,False
reliable,2,23,True,True,0.9936098682738692,0.9929489852647643,True,True,0.969995766751308,0.9936098682738557,1.5706365330535208,1.5706365330556349,2.1194888280857246e-12,-5.329070518200751e-15,False,False
reliable,2,24,True,True,0.9968985719366519,0.9967468677919806,True,True,0.9836737695911305,0.9968985719366447,1.6742650953252252,1.6742650953275753,2.3235657717519036e-12,2.6645352591003757e-14,False,False
reliable,2,25,True,True,0.9973238301860681,0.997276692382006,True,True,0.9869295862172852,0.9973238301860583,1.5964414138800471,1.5964414138836729,3.5723719365669204e-12,5.3290705182007514e-14,False,False
reliable,2,26,True,True,0.9977261123327027,0.9977014967518651,True,True,0.9873505918842075,0.9977261123326945,1.7265730455634243,1.7265730455670347,3.6016217534679082e-12,8.881784197001252e-15,False,False
reliable,2,27,True,True,0.997805720905605,0.9977879039384208,True,True,0.9877488512093754,0.9978057209055997,1.7298962723123452,1.7298962723147309,2.3580262214149435e-12,2.7533531010703882e-14,False,False
reliable,2,28,True,True,0.9972417236172133,0.9972240270596996,True,True,0.987827663696549,0.9972417236172005,1.494044813727566,1.4940448137322024,4.563681230165684e-12,7.283063041541027e-14,False,False
reliable,2,29,True,True,0.9974934563366791,0.997477934466898,True,True,0.9872693063810412,0.9974934563366676,1.635413853418167,1.635413853422733,4.548994518354889e-12,1.687538997430238e-14,False,False
reliable,2,30,True,True,0.997590960241634,0.9975780464858102,True,True,0.9875185217733122,0.9975909602416212,1.6551656559741108,1.6551656559793793,5.195717744657823e-12,7.283063041541027e-14,False,False
reliable,2,31,True,True,0.9975354741907847,0.9975249856760053,True,True,0.9876150506392176,0.9975354741907726,1.6244772689364266,1.624477268941322,4.827833989000898e-12,6.750155989720952e-14,False,False
reliable,2,32,True,True,0.9972525379412945,0.997243797608878,True,True,0.987560119448877,0.9972525379412762,1.519996547792017,1.5199965477987065,6.607735661394148e-12,8.171241461241152e-14,False,False
reliable,2,33,True,True,0.9974494598474307,0.997441842489129,True,True,0.9872800125618815,0.9974494598474091,1.6171171898502097,1.617117189858668,8.344715164279446e-12,1.1368683772161603e-13,False,False
reliable,2,34,True,True,0.9977434288994498,0.997736808186336,True,True,0.9874749652489564,0.997743428899446,1.7242279856743803,1.7242279856761253,1.7406568619589802e-12,4.440892098500626e-15,False,False
reliable,2,35,True,True,0.9971853426199342,0.9971797921342311,True,True,0.9877659946104553,0.9971853426199067,1.4788696902676248,1.4788696902774456,9.701757556899227e-12,1.1901590823981678e-13,False,False
reliable,2,36,True,True,0.9973918785905362,0.9973860584125079,True,True,0.9872134891937348,0.9973918785905166,1.6000180096316425,1.6000180096392453,7.538899451228633e-12,6.394884621840902e-14,False,False
reliable,2,37,True,True,0.9978393981446194,0.9978327432232141,True,True,0.9874179598046309,0.9978393981446068,1.772382521188864,1.7723825211947184,5.779778969430491e-12,7.460698725481052e-14,False,False
reliable,2,38,True,True,0.9975103993123313,0.9975045495988473,True,True,0.9878610041631731,0.9975103993123174,1.59402130601294,1.594021306018599,5.597680601636809e-12,6.128431095930864e-14,False,False
reliable,2,39,True,True,0.9974737889450377,0.9974701323531814,True,True,0.987535295319208,0.9974737889450247,1.6061940847845122,1.606194084789664,5.116287573069755e-12,3.552713678800501e-14,False,False
reliable,2,40,True,True,0.9976942914130486,0.9976882675125034,True,True,0.9874990510555874,0.9976942914130338,1.7006878871100515,1.7006878871164528,6.317792903488952e-12,8.348877145181177e-14,False,False
reliable,2,41,True,True,0.9972718322276465,0.9972663913849519,True,True,0.9877173484989181,0.997271832227633,1.5141843921455136,1.5141843921504816,4.9219509592725196e-12,4.618527782440651e-14,False,False
reliable,2,42,True,True,0.9972996221416118,0.9972961528718993,True,True,0.9872991139053701,0.9972996221415973,1.5583582528884303,1.5583582528938522,5.352650052490286e-12,6.927791673660977e-14,False,False
reliable,2,43,True,True,0.997541712660661,0.9975363301481188,True,True,0.9873266259201958,0.9975417126606434,1.6503314119735082,1.650331411980695,7.115859393016779e-12,7.105427357601002e-14,False,False
reliable,2,44,True,True,0.9977357808490572,0.9977297780204325,True,True,0.9875662955340544,0.997735780849044,1.7134257969336053,1.7134257969394373,5.812541477854841e-12,1.9539925233402755e-14,False,False
reliable,2,45,True,True,0.9827572357561368,0.9931860676638484,True,True,0.9877584230405667,0.9932062560061387,0.5943361132165226,-0.34763051573227277,-0.9419666289488167,2.1316282072803006e-14,True,False
reliable,2,46,True,True,0.9577436130725089,0.9895610212297214,True,True,0.9729296633985751,0.9830899288831748,0.48091797841218575,-0.4610486505346564,-0.9419666289469203,7.815970093361102e-14,True,False
reliable,2,47,True,True,0.9169979419645273,0.9867613828170859,True,True,0.9481661769417841,0.9659146055770447,0.4377195657368351,-0.5042470632076557,-0.9419666289446249,1.341149413747189e-13,True,False
reliable,2,48,True,True,0.8495927401752679,0.984172077025518,True,True,0.9078279625448832,0.9354372865991244,0.3859789650262222,-0.5559876639236816,-0.9419666289499402,3.6415315207705135e-14,True,False
reliable,2,49,True,True,0.7893177199098065,0.9857437803365197,True,True,0.8410968127735153,0.9057475956158239,0.5963727002833441,-0.3455939286641052,-0.9419666289475124,6.306066779870889e-14,True,False
reliable,2,50,True,True,0.6587348997038929,0.9825745843616744,True,True,0.7814245427107096,0.8319664159974003,0.3256409168532506,-0.6163257120930983,-0.9419666289464386,8.970602038971265e-14,True,False
reliable,2,51,True,True,0.5384382352847037,0.9830227320754554,True,True,0.6521475507068539,0.7495142958480969,0.46753109405478044,-0.4744355348896613,-0.9419666289445456,1.0391687510491465e-13,True,False
reliable,2,52,True,True,0.3953932697434879,0.9821298710851247,True,True,0.5330538529318531,0.6265090169073594,0.3848607819050853,-0.5571058470384106,-0.941966628943606,1.1013412404281553e-13,True,False
reliable,2,53,True,True,0.261401544575907,0.981249028424232,False,True,0.39143933704605294,0.47583632004652693,0.34453597449834605,-0.5974306544439396,-0.9419666289424118,1.2612133559741778e-13,True,False
reliable,2,54,True,True,0.16962237842944403,0.983049041977925,False,True,0.25878752913014785,0.343814947699197,0.40594067414332224,-0.5360259547990374,-0.9419666289425053,1.4566126083082054e-13,True,False
reliable,2,55,True,True,0.095391517392623,0.9840524143846792,False,True,0.1679261546451496,0.21289778573941875,0.29285091927207674,-0.6491157096781434,-0.941966628950276,5.595524044110789e-14,True,False
reliable,2,56,True,True,0.04385664506162759,0.9851686320558634,False,True,0.09443760221869676,0.10526797881928188,0.12060188461951382,-0.8213647443181897,-0.9419666289379132,2.0961010704922955e-13,True,False
reliable,2,57,True,True,0.01443409714159892,0.9842502930586331,False,True,0.04341807861101099,0.036205882215883826,-0.18916558323470056,-1.1311322121650977,-0.9419666289307373,3.4017233474514796e-13,False,False
reliable,2,58,True,True,0.003707577251425674,0.9852471553701918,False,True,0.014289756170183032,0.009455150255607492,-0.41787603914560467,-1.3598426680589304,-0.9419666289139323,6.066258606551855e-13,False,False
reliable,2,59,True,True,0.0035951315461021714,0.9828201794013695,False,True,0.0019166608379689383,0.0035951315461021714,0.6306791664117064,0.6306791664117064,0.0,0.0,False,False
reliable,2,60,True,True,0.0037030182638852784,0.9848986600297652,False,True,0.0018873222627672976,0.003703018263885278,0.6758099877289245,0.6758099877289245,0.0,0.0,False,False
reliable,2,61,True,True,0.003688233814061367,0.982405265514312,False,True,0.0019154800011296107,0.0036882338140613673,0.6569571929752698,0.6569571929752698,0.0,0.0,False,False
reliable,2,62,True,True,0.003690545202483688,0.9821715081958743,False,True,0.0019116456637742164,0.0036905452024836886,0.6595936202036308,0.6595936202036308,0.0,0.0,False,False
reliable,2,63,True,True,0.0037647896038037064,0.98345590398892,False,True,0.0019122456233670166,0.003764789603803707,0.6792715250463335,0.6792715250463335,0.0,0.0,False,False
reliable,2,64,True,True,0.003700272748973731,0.9813160028028493,False,True,0.001931418751147575,0.003700272748973731,0.6519255451383605,0.6519255451383605,0.0,0.0,False,False
reliable,2,65,True,True,0.0037045225724031505,0.979084332504446,False,True,0.001914768529010927,0.003704522572403151,0.66175244461503,0.66175244461503,0.0,0.0,False,False
reliable,2,66,True,True,0.003755152488186084,0.9794707551850668,False,True,0.0019158697162605211,0.0037551524881860843,0.6748017277333638,0.6748017277333638,0.0,0.0,False,False
reliable,2,67,True,False,0.003674416903046864,0.9757940338086583,False,True,0.0019289406955580873,0.003674416903046865,0.6461738450644274,0.6461738450644274,0.0,0.0,False,False
reliable,2,68,True,False,0.003644109968601278,0.9759021921344812,False,True,0.0019080553536010047,0.003644109968601278,0.6487684609095528,0.6487684609095528,0.0,0.0,False,False
reliable,2,69,True,False,0.0036068964708584486,0.9739059270989074,False,True,0.0019001565787413162,0.003606896470858449,0.6426228594233709,0.6426228594233709,0.0,0.0,False,False
reliable,2,70,True,False,0.003587441595196452,0.974010860025856,False,True,0.0018904130285147345,0.0035874415951964514,0.6423456518471768,0.6423456518471768,0.0,0.0,False,False
reliable,2,71,True,False,0.0035639099611903375,0.9742065214369631,False,True,0.0018852993193959474,0.0035639099611903375,0.638454844534893,0.638454844534893,0.0,0.0,False,False
reliable,2,72,True,False,0.0035709433365711672,0.9773562204844526,False,True,0.00187909559914319,0.0035709433365711672,0.643735675074308,0.643735675074308,0.0,0.0,False,False
reliable,2,73,True,False,0.0034377137825935384,0.969709304563845,False,True,0.0018809519560539967,0.003437713782593538,0.6045895572007591,0.6045895572007591,0.0,0.0,False,False
reliable,2,74,True,False,0.0034484337269397895,0.9686114032413771,False,True,0.0018454733459790035,0.00344843372693979,0.6267915500417711,0.6267915500417711,0.0,0.0,False,False
reliable,2,75,True,False,0.003378043426721683,0.9645418814385459,False,True,0.0018483530177537662,0.0033780434267216834,0.6045353907204154,0.6045353907204154,0.0,0.0,False,False
reliable,2,76,True,False,0.0033166500459102808,0.9633284111732626,False,True,0.0018293620794734417,0.003316650045910281,0.5964790604920802,0.5964790604920802,0.0,0.0,False,False
reliable,2,77,True,False,0.0032623192006826685,0.9596847176642062,False,True,0.0018126373219472759,0.0032623192006826685,0.5891088550169652,0.5891088550169652,0.0,0.0,False,False
reliable,2,78,True,True,0.0032123787987864538,0.9582720775316674,False,True,0.0017977077747009362,0.0032123787987864533,0.5819175506137313,0.5819175506137313,0.0,0.0,False,False
reliable,2,79,True,True,0.003173443428521347,0.9609504136617179,False,True,0.0017838753061707579,0.003173443428521347,0.5774221384963392,0.5774221384963392,0.0,0.0,False,False
reliable,2,80,True,True,0.0030669583996152092,0.9505082626429274,False,True,0.001773016699527746,0.003066958399615209,0.5493009561273912,0.5493009561273912,0.0,0.0,False,False
reliable,2,81,True,True,0.003127433286855075,0.9492796543746009,False,True,0.0017429763529327549,0.0031274332868550746,0.5860062692445238,0.5860062692445238,0.0,0.0,False,False
reliable,2,82,True,True,0.003088615272836834,0.9469298844489987,False,True,0.001760099302130434,0.003088615272836834,0.5636843743693998,0.5636843743693998,0.0,0.0,False,False
reliable,2,83,True,True,0.0030736743227827443,0.9560454117596193,False,True,0.001749127442667085,0.0030736743227827443,0.5650843831682657,0.5650843831682657,0.0,0.0,False,False
reliable,2,84,True,True,0.003053405491890396,0.9566223289830914,False,True,0.0017448861452513116,0.0030534054918903964,0.5608798816156719,0.5608798816156719,0.0,0.0,False,False
reliable,2,85,True,True,0.00312414681264466,0.9705107114837003,False,True,0.0017391160001204598,0.0031241468126446594,0.5871726948677125,0.5871726948677125,0.0,0.0,False,False
reliable,2,86,True,True,0.0030424896326099894,0.9713539444745503,False,True,0.0017591730174424513,0.0030424896326099894,0.5491187214140671,0.5491187214140671,0.0,0.0,False,False
reliable,2,87,True,True,0.002911088324866938,0.9675995035408412,False,True,0.0017360005747437694,0.0029110883248669385,0.5181208833665245,0.5181208833665245,0.0,0.0,False,False
reliable,2,88,True,True,0.0028851166291911645,0.9638933391195955,False,True,0.0016980527584715354,0.002885116629191164,0.5312729573666948,0.5312729573666948,0.0,0.0,False,False
reliable,2,89,True,True,0.002019237524172032,0.9494036418575617,False,True,0.0016904521515575092,0.002019237524172032,0.17805333477803842,0.17805333477803842,0.0,0.0,False,False
reliable,2,90,True,True,0.0020298803840441363,0.9369700813421986,False,True,0.0014139972120285926,0.002029880384044136,0.3621732169542131,0.3621732169542131,0.0,0.0,False,False
reliable,2,91,True,True,0.002139880098044024,0.9484342881307118,False,True,0.0014177209121072503,0.0021398800980440237,0.4124226538356073,0.4124226538356073,0.0,0.0,False,False
reliable,2,92,True,True,0.002311443263233142,0.9669074209493883,False,True,0.00145565159739225,0.002311443263233142,0.46327589176163464,0.46327589176163464,0.0,0.0,False,False
reliable,2,93,True,True,0.002434177241569043,0.972659940251101,False,True,0.0015129215003287621,0.002434177241569043,0.47648933850777464,0.47648933850777464,0.0,0.0,False,False
reliable,2,94,True,True,0.002063646447677788,0.9642407397920892,False,True,0.0015526017177636272,0.002063646447677788,0.28505445729654877,0.28505445729654877,0.0,0.0,False,False
reliable,2,95,True,True,0.0023676256556356733,0.9765811018966755,False,True,0.0014294709454818466,0.0023676256556356737,0.505523151588954,0.505523151588954,0.0,0.0,False,False
reliable,2,96,True,True,0.002515554557676758,0.9786871984763176,False,True,0.001531212425622433,0.0025155545576767586,0.49741976062639637,0.49741976062639637,0.0,0.0,False,False
reliable,2,97,True,True,0.002057130267869259,0.9724568607946599,False,True,0.0015783639937226373,0.002057130267869259,0.26540271228403345,0.26540271228403345,0.0,0.0,False,False
reliable,2,98,True,True,0.0024047108684540222,0.9718164084369567,False,True,0.0014272109262301927,0.0024047108684540222,0.5226869132560124,0.5226869132560124,0.0,0.0,False,False
reliable,2,99,True,True,0.0026129074546049867,0.9764727579579183,False,True,0.0015431677916051074,0.0026129074546049867,0.5276982247508712,0.5276982247508712,0.0,0.0,False,False
reliable,2,100,True,True,0.00272390702656691,0.9816870840589843,False,True,0.0016086446490639222,0.00272390702656691,0.5277929486167992,0.5277929486167992,0.0,0.0,False,False
reliable,2,101,True,True,0.0027870527761972214,0.9814354139759058,False,True,0.001642492693030309,0.0027870527761972214,0.5299167629793811,0.5299167629793811,0.0,0.0,False,False
reliable,2,102,True,True,0.0019728583673158063,0.9720366106196654,False,True,0.0016614423298655118,0.0019728583673158063,0.1721093234486739,0.1721093234486739,0.0,0.0,False,False
reliable,2,103,True,True,0.0025737752888606376,0.9863412730796328,False,True,0.0013976547999855016,0.002573775288860638,0.6117565765771928,0.6117565765771928,0.0,0.0,False,False
reliable,2,104,True,True,0.0025763476031642964,0.9773835119530361,False,True,0.0015965416352747188,0.0025763476031642964,0.4795147809597706,0.4795147809597706,0.0,0.0,False,False
reliable,2,105,True,True,0.00204815270329918,0.9791840312464687,False,True,0.001597340015477545,0.0020481527032991794,0.24905014702003747,0.24905014702003747,0.0,0.0,False,False
reliable,2,106,True,True,0.001967279859446211,0.9708777139992045,False,True,0.0014240913682238793,0.001967279859446211,0.32366194372107593,0.32366194372107593,0.0,0.0,False,False
reliable,2,107,True,True,0.002270956115984124,0.9756200660443832,False,True,0.001395676281552955,0.0022709561159841235,0.4876987393418455,0.4876987393418455,0.0,0.0,False,False
reliable,2,108,True,True,0.002342469212100476,0.9673541453334981,False,True,0.0014996027091668718,0.002342469212100476,0.446849868239382,0.446849868239382,0.0,0.0,False,False
reliable,2,109,True,True,0.0026127131431721074,0.9657423256748301,False,True,0.001523049441392343,0.002612713143172108,0.5407665850949499,0.5407665850949499,0.0,0.0,False,False
reliable,2,110,True,True,0.0027078050620483636,0.966618337632925,False,True,0.0016085847750769995,0.0027078050620483636,0.5218851936313591,0.5218851936313591,0.0,0.0,False,False
reliable,2,111,True,True,0.002703417749168106,0.9696337074385085,False,True,0.0016376257192552912,0.002703417749168106,0.5023374553346605,0.5023374553346605,0.0,0.0,False,False
reliable,2,112,True,True,0.0025855452221113296,0.9619275583198509,False,True,0.0016362971168272895,0.00258554522211133,0.45845182612497126,0.45845182612497126,0.0,0.0,False,False
reliable,2,113,True,True,0.0026231467109090042,0.9642808746510971,False,True,0.0016001914789964702,0.002623146710909004,0.4952764553835678,0.4952764553835678,0.0,0.0,False,False
reliable,2,114,True,True,0.0026182479310493095,0.9677059938982713,False,True,0.001611796584353643,0.0026182479310493095,0.48616450232228736,0.48616450232228736,0.0,0.0,False,False
reliable,2,115,True,True,0.002596614995037794,0.9595474040552929,False,True,0.0016102893656005843,0.0025966149950377936,0.4787831835397016,0.4787831835397016,0.0,0.0,False,False
reliable,2,116,True,True,0.0025118305439059277,0.9398452019448866,False,True,0.00160361666443916,0.002511830543905928,0.44966038071833747,0.44966038071833747,0.0,0.0,False,False
reliable,2,117,True,True,0.0025722200127779645,0.9383064643382504,False,True,0.0015771941934127531,0.002572220012777964,0.49011899737843656,0.49011899737843656,0.0,0.0,False,False
reliable,2,118,True,True,0.0018071550028604987,0.9185077048629754,False,True,0.0015960587248975853,0.0018071550028604987,0.12442794974068594,0.12442794974068594,0.0,0.0,False,False
reliable,2,119,True,True,0.0018027844404428812,0.8980862017459763,False,True,0.001337642559497366,0.001802784440442881,0.2988894737862644,0.2988894737862644,0.0,0.0,False,False
reliable,2,120,True,True,0.00221236453640923,0.9224198810694909,False,True,0.0013360233222565261,0.00221236453640923,0.5052422366361196,0.5052422366361196,0.0,0.0,False,False
reliable,2,121,True,True,0.002308826929499453,0.9169672125256173,False,True,0.0014801169798109312,0.002308826929499453,0.445448730700325,0.445448730700325,0.0,0.0,False,False
reliable,2,122,True,False,0.0016597645857297893,0.6932274976562702,False,True,0.0015120643516245036,0.001659764585729789,0.09334787388271515,0.09334787388271515,0.0,0.0,False,False
reliable,2,123,True,False,0.0035907062666853994,0.9505559051543534,False,True,0.0016431669398725153,0.003590706266684958,0.7836761240920795,0.783676124092203,1.0532933939915676e-87,1.234568003383174e-13,False,False
reliable,2,124,True,False,0.004372353457258569,0.9954454077774666,False,True,0.0035547992040184453,0.0040701613997115565,0.1359014101871603,0.20782364138210005,0.035646075136066414,0.036276156058873354,False,False
reliable,2,125,True,False,0.0038946779337115075,0.9985254247351402,False,True,0.004328629922685982,0.0038777788562562813,-0.11044125550089401,-0.10607583168811724,-0.007765016327586476,0.012130440140363241,False,False
reliable,2,126,True,False,0.003821757584775912,0.998710052600953,False,True,0.0038557311543743916,0.0038215893997475374,-0.008928516943612408,-0.00888433989845036,2.9054641445235157e-05,1.512240371681628e-05,False,False
reliable,2,127,False,False,,0.9069710137977314,False,True,,,,,,,False,False
reliable,2,128,False,False,,0.8721117267617398,False,True,,,,,,,False,False
reliable,2,129,False,False,,0.4800351954509108,False,True,,,,,,,False,False
reliable,2,130,False,False,,0.45555824925479727,False,True,,,,,,,False,False
reliable,2,131,False,False,,0.4188952044763807,False,True,,,,,,,False,False
reliable,2,132,False,False,,0.3934975115301825,False,True,,,,,,,False,False
reliable,2,133,False,False,,0.3465423948674887,False,True,,,,,,,False,False
reliable,2,134,False,False,,0.3091323743103876,False,False,,,,,,,False,False
reliable,2,135,False,False,,0.13802244361236937,False,False,,,,,,,False,False
reliable,2,136,False,False,,0.10785389331672747,False,False,,,,,,,False,False
reliable,2,137,False,False,,0.06319703454724299,False,False,,,,,,,False,False
reliable,2,138,False,False,,0.05274783957246868,False,False,,,,,,,False,False
reliable,2,139,False,False,,0.04740044520288185,False,False,,,,,,,False,False
reliable,2,140,False,False,,0.055690694078802574,False,False,,,,,,,False,False
reliable,2,141,False,False,,0.07660966752423093,False,False,,,,,,,False,False
reliable,2,142,False,False,,0.05507799389730102,False,False,,,,,,,False,False
reliable,2,143,False,False,,0.04448028574407824,False,False,,,,,,,False,False
reliable,2,144,False,False,,0.039359497691348555,False,False,,,,,,,False,False
reliable,2,145,False,False,,0.031090340132257793,False,False,,,,,,,False,False
reliable,2,146,False,False,,0.02270562351714461,False,False,,,,,,,False,False
reliable,2,147,False,False,,0.019630441672655007,False,False,,,,,,,False,False
reliable,2,148,False,False,,0.030772866419427714,False,False,,,,,,,False,False
reliable,2,149,False,False,,0.04750602731290256,False,False,,,,,,,False,False
reliable,2,150,False,False,,0.024651669519128377,False,False,,,,,,,False,False
reliable,2,151,False,False,,0.015333393156899642,False,False,,,,,,,False,False
reliable,2,152,False,False,,0.009329502744582954,False,False,,,,,,,False,False
reliable,2,153,False,False,,0.006521667007255785,False,False,,,,,,,False,False
reliable,2,154,False,False,,0.004651992676231462,False,False,,,,,,,False,False
reliable,2,155,False,False,,0.003330613191764317,False,False,,,,,,,False,False
reliable,2,156,False,False,,0.004034920066162884,False,False,,,,,,,False,False
reliable,2,157,False,False,,0.003552189991464286,False,False,,,,,,,False,False
reliable,2,158,False,False,,0.003913724515887655,False,False,,,,,,,False,False
reliable,2,159,False,False,,0.003701053349394626,False,False,,,,,,,False,False
reliable,2,160,False,False,,0.003580626672978916,False,False,,,,,,,False,False
reliable,2,161,False,False,,0.003732013462098456,False,False,,,,,,,False,False
reliable,2,162,False,False,,0.003740566591232681,False,False,,,,,,,False,False
reliable,2,163,False,False,,0.0034015712870067256,False,False,,,,,,,False,False
reliable,2,164,False,False,,0.0035563049768428437,False,False,,,,,,,False,False
reliable,2,165,False,False,,0.0037664296466107246,False,False,,,,,,,False,False
