dataset,cohort,split,sequence,scene,recording,geometry,condition,arm,frames,ospa,gospa,loc2,miss2,false2,countError
v2v,seen_transfer,train,0008,testoutput_CAV_data_2022-03-17-10-43-13,testoutput_CAV_data_2022-03-17-10-43-13,all,reliable,marked_gaussian_evidence_fixed_025,410,5.972900818837832,16.204445541267216,19.053594569016983,81.30731707317074,186.49756097560976,2.368292682926829
v2v,seen_transfer,train,0008,testoutput_CAV_data_2022-03-17-10-43-13,testoutput_CAV_data_2022-03-17-10-43-13,all,reliable,marked_gaussian_evidence_fixedx_000,410,5.986283907617476,16.132502358735874,21.36016099754561,95.70731707317073,169.6390243902439,2.3829268292682926
v2v,seen_transfer,train,0008,testoutput_CAV_data_2022-03-17-10-43-13,testoutput_CAV_data_2022-03-17-10-43-13,all,reliable,marked_gaussian_evidence_guarded_scalar,410,5.354878066483733,14.422576579410846,20.435828593326747,83.41463414634147,134.69268292682926,1.8146341463414635
v2v,seen_transfer,train,0008,testoutput_CAV_data_2022-03-17-10-43-13,testoutput_CAV_data_2022-03-17-10-43-13,all,reliable,marked_gaussian_evidence_no_curvature,410,5.211671055266406,14.05394652776156,16.295359916020075,83.06341463414634,128.1951219512195,1.6951219512195121
v2v,seen_transfer,train,0008,testoutput_CAV_data_2022-03-17-10-43-13,testoutput_CAV_data_2022-03-17-10-43-13,all,reliable,marked_gaussian_evidence_projected_space,410,5.133273491939859,13.898123322322396,18.144775454485536,79.90243902439025,126.79024390243903,1.6317073170731706
v2v,seen_transfer,train,0008,testoutput_CAV_data_2022-03-17-10-43-13,testoutput_CAV_data_2022-03-17-10-43-13,all,reliable,marked_lineage,410,6.020302837267825,16.249171988672995,21.182981836010136,96.05853658536586,174.02926829268293,2.419512195121951
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_asymmetric,198,6.700680570668571,16.31404133910915,11.832249439633204,270.72727272727275,60.72727272727273,3.477272727272727
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_er,198,6.705566631599712,16.461443399140787,12.923606215916962,255.63636363636363,70.54545454545455,3.313131313131313
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence,198,6.629738284342926,16.1817846794556,10.327580337150478,262.90909090909093,60.36363636363637,3.3333333333333335
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence_fixed_025,198,6.765001500438266,16.57476545125237,13.464649995520482,260.0,69.27272727272727,3.351010101010101
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence_fixedx_000,198,6.870742186404286,16.775442318895923,12.817013267732309,274.72727272727275,66.36363636363636,3.515151515151515
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence_guarded_scalar,198,6.712785816591965,16.40317397601031,10.771406567340245,268.1818181818182,62.54545454545455,3.4065656565656566
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence_no_curvature,198,6.573380283646044,16.017474879209832,10.327618725414343,265.09090909090907,57.81818181818182,3.3585858585858586
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence_projected_space,198,6.6297122703259435,16.178113654957134,10.30779566896099,262.90909090909093,60.18181818181818,3.335858585858586
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_lineage,198,6.889729521033739,16.738350711820754,13.273366641957713,268.90909090909093,66.18181818181819,3.4823232323232323
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_asymmetric,198,6.2273227914264915,15.56610600714813,16.077241740683927,254.54545454545453,56.36363636363637,3.2676767676767677
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_er,198,6.3867776624809665,15.9818794752686,12.197885488990838,247.63636363636363,69.0909090909091,3.217171717171717
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence,198,6.122249479331334,15.250273261067981,11.934718309063507,241.8181818181818,55.63636363636363,3.121212121212121
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence_fixed_025,198,6.317054702505234,15.848552430951552,14.169458192979336,244.0,66.18181818181819,3.106060606060606
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence_fixedx_000,198,6.441638637062408,16.001737535329905,12.334203728057698,267.27272727272725,56.72727272727273,3.409090909090909
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence_guarded_scalar,198,6.280622916377265,15.70235311463642,12.363729592584807,256.3636363636364,60.0,3.2626262626262625
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence_no_curvature,198,6.074512900461867,15.172477466382077,15.013479126871314,245.0909090909091,53.45454545454545,3.1464646464646466
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence_projected_space,198,6.136200056990344,15.31376501292131,11.41118360760445,242.9090909090909,57.45454545454545,3.121212121212121
v2v,development,test,0003,testoutput_CAV_data_2022-03-17-10-50-46_0,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_lineage,198,6.4276549784294845,15.795180802434816,12.030246211614955,251.27272727272728,58.54545454545455,3.272727272727273
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_asymmetric,180,5.226589387384028,21.423333123777773,56.40607808441449,367.8,52.8,4.375
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_er,180,5.179138928084923,21.653094617692346,57.736030624383964,358.6,69.4,4.016666666666667
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence,180,5.157977066480075,21.18528848483337,57.55235961007309,354.8,53.2,4.188888888888889
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence_fixed_025,180,5.022675684934023,22.074315738233565,59.29649126411814,332.8,107.4,3.1305555555555555
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence_fixedx_000,180,5.189354182465449,21.501797245413325,56.59655024432902,361.4,61.4,4.166666666666667
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence_guarded_scalar,180,5.154998800864758,21.177913489040694,57.341295484783224,355.6,53.2,4.2
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence_no_curvature,180,5.233483479484172,21.408302948529126,56.00109009570774,368.2,51.6,4.397222222222222
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence_projected_space,180,5.147817357911435,21.145035141052425,56.55935433365551,352.8,53.6,4.155555555555556
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_lineage,180,5.196199370650485,21.68809697083468,58.2769063489444,361.2,67.8,4.075
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_asymmetric,180,5.2169768477216865,21.213215028754995,58.75442330297585,366.4,44.0,4.477777777777778
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_er,180,5.112904317200598,22.473488765532725,59.79748842292349,350.8,107.6,3.3777777777777778
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence,180,5.001597884237048,20.589116185493626,61.14520940674198,331.2,48.8,3.922222222222222
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence_fixed_025,180,4.896036070579665,22.29539857414641,59.98699105138274,314.4,132.8,2.533333333333333
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence_fixedx_000,180,5.12505494998869,22.404095234450708,59.298556788092554,353.2,103.2,3.4722222222222223
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence_guarded_scalar,180,5.004198076160943,20.65008873163957,59.200873973188216,333.6,51.2,3.922222222222222
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence_no_curvature,180,5.19076158853357,21.057319318212215,59.7882008728571,362.0,41.2,4.455555555555556
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence_projected_space,180,5.001443923789744,20.587839009765286,61.10491577174952,331.2,48.8,3.922222222222222
v2v,development,test,0004,testoutput_CAV_data_2022-03-17-10-50-46_1,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_lineage,180,5.116871531476196,22.42015663073348,61.49916915327948,350.8,104.0,3.4277777777777776
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_asymmetric,315,7.058866410825272,20.681404953684343,31.111603481624837,390.4,37.48571428571429,4.901587301587302
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_er,315,6.899817486534744,20.60948197447282,37.00288609244344,372.9142857142857,48.8,4.514285714285714
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence,315,6.995959839588148,20.554005703597923,31.268251811470645,383.8857142857143,39.2,4.787301587301587
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence_fixed_025,315,6.986074910523228,20.833921627199004,34.76276290830223,379.77142857142854,49.371428571428574,4.617460317460317
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence_fixedx_000,315,7.0682154069501095,20.77835708269665,30.875144618641876,392.0,39.65714285714286,4.893650793650794
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence_guarded_scalar,315,7.0107517755466295,20.561749919658816,32.83828133682074,384.0,36.91428571428571,4.82063492063492
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence_no_curvature,315,7.01370953064697,20.58618161032537,31.250349344551807,386.2857142857143,38.05714285714286,4.836507936507936
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_gaussian_evidence_projected_space,315,7.001844591863433,20.56379186950373,30.332881292795737,385.25714285714287,39.2,4.806349206349206
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,intermittent,marked_lineage,315,7.035318151061923,20.90217084005054,34.35410935759104,385.7142857142857,48.34285714285714,4.698412698412699
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_asymmetric,315,6.855312126867352,19.995111256283632,32.01654008688972,371.2,28.34285714285714,4.761904761904762
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_er,315,6.5927315793885315,19.768351817196187,37.23103775470027,342.4,44.114285714285714,4.161904761904762
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence,315,6.777437073779751,19.771252496731897,31.328286208341037,360.9142857142857,28.114285714285714,4.622222222222222
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence_fixed_025,315,6.699842981399354,19.945386035031692,35.67402624557702,353.37142857142857,40.22857142857143,4.368253968253968
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence_fixedx_000,315,6.834291650170245,20.04867892529906,34.55522574144694,365.7142857142857,31.542857142857144,4.641269841269842
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence_guarded_scalar,315,6.804104212423584,19.897269235282565,33.486703105157325,362.2857142857143,29.942857142857143,4.6158730158730155
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence_no_curvature,315,6.818533151576695,19.92216212500345,30.57455170169874,368.45714285714286,29.714285714285715,4.704761904761905
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_gaussian_evidence_projected_space,315,6.778048509581986,19.796503138504278,31.877363409291657,361.37142857142857,28.34285714285714,4.625396825396826
v2v,seen_transfer,train,0009,testoutput_CAV_data_2022-03-17-10-50-46_3,testoutput_CAV_data_2022-03-17-10-50-46,all,reliable,marked_lineage,315,6.814574479885028,20.27869058566972,37.02990294769797,363.42857142857144,42.51428571428571,4.476190476190476
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_asymmetric,310,5.032249934750007,15.34861589404967,16.76404060053116,175.3548387096774,75.36774193548388,1.9080645161290322
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_er,310,4.975879793912573,15.139858869905032,16.038598072598283,158.7483870967742,85.58709677419355,1.7225806451612904
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_gaussian_evidence,310,5.011448071101461,15.427610468183165,17.89637976548887,163.74193548387098,88.02580645161291,1.7903225806451613
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_gaussian_evidence_fixed_025,310,4.986674184858402,15.398202366398433,20.556198880322423,158.7483870967742,88.95483870967742,1.7338709677419355
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_gaussian_evidence_fixedx_000,310,5.046591590346599,15.408098018879645,14.286278260457337,173.4967741935484,82.8,1.8629032258064515
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_gaussian_evidence_guarded_scalar,310,5.024268753990188,15.441398637151126,17.684100337156096,166.8774193548387,85.35483870967742,1.8290322580645162
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_gaussian_evidence_no_curvature,310,5.005076054896477,15.23035104531178,16.594109590209538,171.63870967741934,74.90322580645162,1.8725806451612903
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_gaussian_evidence_projected_space,310,5.004723780846727,15.407121502543886,17.525272776583236,164.09032258064516,88.14193548387097,1.7870967741935484
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_lineage,310,5.025026208561458,15.31360181388053,15.660450665677375,168.8516129032258,81.29032258064517,1.8225806451612903
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_asymmetric,310,4.76664846080268,14.494970343702487,13.516733481401943,150.03870967741935,70.3741935483871,1.8741935483870968
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_er,310,4.5987112713477485,14.142873237122231,18.57152141874515,128.20645161290324,77.10967741935484,1.5935483870967742
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_gaussian_evidence,310,4.586088315855473,14.251478335838836,15.330175384587886,132.38709677419354,82.68387096774194,1.6516129032258065
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_gaussian_evidence_fixed_025,310,4.602838595421207,14.357148518912958,19.10800068741757,125.65161290322581,87.79354838709678,1.5838709677419356
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_gaussian_evidence_fixedx_000,310,4.756579519817625,14.454431869434877,16.410813544522757,148.41290322580645,69.6774193548387,1.8870967741935485
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_gaussian_evidence_guarded_scalar,310,4.617581671968873,14.45132137899513,14.644181703456463,137.4967741935484,85.00645161290322,1.6516129032258065
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_gaussian_evidence_no_curvature,310,4.694694679802807,14.217593289830681,14.085662824837751,142.14193548387098,69.21290322580646,1.8064516129032258
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_gaussian_evidence_projected_space,310,4.616048430523369,14.303941158571572,15.375056387473219,133.5483870967742,82.45161290322581,1.664516129032258
v2v,development,test,0005,testoutput_CAV_data_2022-03-17-11-02-23_1,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_lineage,310,4.69068954888509,14.240416458362985,17.180222627856253,137.03225806451613,72.23225806451613,1.732258064516129
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_asymmetric,304,5.493182804098003,10.76696987015027,2.7264821323378747,67.61842105263158,81.35526315789474,1.1842105263157894
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_er,304,5.647541517762509,11.097720026546046,2.544149703439215,64.53947368421052,92.01315789473684,1.256578947368421
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_gaussian_evidence,304,5.547432849060025,10.922876787450804,2.32710535462426,66.07894736842105,87.51315789473684,1.2351973684210527
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_gaussian_evidence_fixed_025,304,5.849235671625639,11.674837741685492,2.475133243408202,62.526315789473685,107.52631578947368,1.4210526315789473
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_gaussian_evidence_fixedx_000,304,5.658402392699125,11.161520468726193,2.3537188212593927,68.6842105263158,90.11842105263158,1.2417763157894737
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_gaussian_evidence_guarded_scalar,304,5.519530165479254,10.83168338710257,2.700882878056794,65.36842105263158,85.73684210526316,1.2401315789473684
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_gaussian_evidence_no_curvature,304,5.467687729548836,10.67717802828288,2.31389359974698,65.96052631578948,80.28947368421052,1.169407894736842
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_gaussian_evidence_projected_space,304,5.550574134015328,10.934627592273188,2.339913170123847,65.96052631578948,88.10526315789474,1.238486842105263
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,intermittent,marked_lineage,304,5.631264060964536,11.128587631569753,2.3966195186032224,67.5,90.23684210526316,1.2105263157894737
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_asymmetric,304,5.390085124002655,10.540627950312949,4.102441179889945,66.07894736842105,75.07894736842105,1.105263157894737
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_er,304,5.85709614469049,11.50762819631515,2.8662666653689675,66.78947368421052,98.28947368421052,1.3519736842105263
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_gaussian_evidence,304,5.4765182937340855,10.770003801373571,4.905353438209171,64.65789473684211,80.52631578947368,1.1151315789473684
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_gaussian_evidence_fixed_025,304,5.883786637480419,11.467200261719308,2.874464091632731,55.421052631578945,105.39473684210526,1.3914473684210527
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_gaussian_evidence_fixedx_000,304,5.801557989788516,11.359277406927689,2.677330631081976,68.21052631578948,92.36842105263158,1.269736842105263
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_gaussian_evidence_guarded_scalar,304,5.529563380703039,10.900735448280079,4.340236685247061,67.73684210526316,82.1842105263158,1.1611842105263157
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_gaussian_evidence_no_curvature,304,5.3998843290857135,10.565371516813345,3.888077094056049,64.42105263157895,77.44736842105263,1.1151315789473684
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_gaussian_evidence_projected_space,304,5.502397878890683,10.881917312804141,4.195524786471125,65.84210526315789,84.55263157894737,1.1546052631578947
v2v,development,test,0006,testoutput_CAV_data_2022-03-17-11-02-23_2,testoutput_CAV_data_2022-03-17-11-02-23,all,reliable,marked_lineage,304,5.849564381847548,11.43724774412391,2.686107317219919,69.15789473684211,92.60526315789474,1.299342105263158
v2v,development,test,0007,testoutput_CAV_data_2022-03-17-11-51-42_0,testoutput_CAV_data_2022-03-17-11-51-42,all,intermittent,marked_asymmetric,221,3.6837244482738805,12.017584059125294,33.31792637074069,140.9049773755656,63.69230769230769,1.4434389140271493
v2v,development,test,0007,testoutput_CAV_data_2022-03-17-11-51-42_0,testoutput_CAV_data_2022-03-17-11-51-42,all,intermittent,marked_er,221,3.9323992004626063,12.468685585257019,33.38296932738028,137.3212669683258,64.99547511312217,1.6018099547511313
v2v,development,test,0007,testoutput_CAV_data_2022-03-17-11-51-42_0,testoutput_CAV_data_2022-03-17-11-51-42,all,intermittent,marked_gaussian_evidence,221,3.6677597469572776,12.074982670543115,29.543906028110236,144.81447963800906,68.90497737556561,1.4298642533936652
v2v,development,test,0007,testoutput_CAV_data_2022-03-17-11-51-42_0,testoutput_CAV_data_2022-03-17-11-51-42,all,intermittent,marked_gaussian_evidence_fixed_025,221,3.6402112806968328,12.013332915858042,32.921940912794014,133.24886877828055,71.34841628959276,1.2850678733031675
v2v,development,test,0007,testoutput_CAV_data_2022-03-17-11-51-42_0,testoutput_CAV_data_2022-03-17-11-51-42,all,intermittent,marked_gaussian_evidence_fixedx_000,221,3.730635705462675,11.893581910633019,34.28306251815486,144.48868778280544,52.77828054298642,1.6176470588235294
v2v,development,test,0007,testoutput_CAV_data_2022-03-17-11-51-42_0,testoutput_CAV_data_2022-03-17-11-51-42,all,intermittent,marked_gaussian_evidence_guarded_scalar,221,3.6309403577162063,11.898613971592292,33.18062223703642,140.579185520362,61.90045248868778,1.4502262443438914
v2v,development,test,0007,testoutput_CAV_data_2022-03-17-11-51-42_0,testoutput_CAV_data_2022-03-17-11-51-42,all,intermittent,marked_gaussian_evidence_no_curvature,221,3.52685815435193,11.73784747733025,30.1099562851968,141.06787330316743,65.15837104072398,1.3529411764705883
v2v,development,test,0007,testoutput_CAV_data_2022-03-17-11-51-42_0,testoutput_CAV_data_2022-03-17-11-51-42,all,intermittent,marked_gaussian_evidence_projected_space,221,3.5228212523505937,11.625037916408186,28.981195185745722,140.25339366515837,60.76018099547511,1.4253393665158371
v2v,development,test,0007,testoutput_CAV_data_2022-03-17-11-51-42_0,testoutput_CAV_data_2022-03-17-11-51-42,all,intermittent,marked_lineage,221,3.9074112277399946,12.278713486332537,34.37415722564026,145.6289592760181,58.31674208144796,1.7194570135746607
v2v,development,test,0007,testoutput_CAV_data_2022-03-17-11-51-42_0,testoutput_CAV_data_2022-03-17-11-51-42,all,reliable,marked_asymmetric,221,2.9723198672525553,9.439394061155149,15.26475761863361,75.58371040723982,40.39819004524887,0.8959276018099548
