sequence,dataset,recording,condition,arm,frames,ospa,gospa,loc2,miss2,false2,countError,raw_bytes,delivered_raw_bytes,wire_bytes,runtime_s,reused
v2x_0001,v2x_val,2023-03-17,intermittent,marked_gaussian_evidence_miss_history,131,9.65259965040445,26.559111952103862,7.924061402013385,687.2977099236641,14.564885496183207,9.34351145038168,2105248,1545728,4326144,3.073338625,False
v2x_0001,v2x_val,2023-03-17,intermittent,marked_gaussian_evidence_miss_half,131,9.690997184688298,26.63116272660196,7.055614598810902,693.3435114503817,13.19083969465649,9.446564885496183,2029920,1492576,4326144,5.468753875,False
v2x_0002,v2x_val,2023-04-04,reliable,marked_gaussian_evidence,140,9.143681433383385,23.79752746403247,116.77018146860557,208.28571428571428,252.5142857142857,2.4571428571428573,3151264,3151264,5016576,5.480845416666667,True
v2x_0002,v2x_val,2023-04-04,reliable,marked_gaussian_evidence_miss_history,140,9.187778819592605,24.515601967440457,89.07918604702637,191.31428571428572,333.77142857142854,3.807142857142857,2413120,2413120,4623360,7.041832666666667,False
v2x_0002,v2x_val,2023-04-04,reliable,marked_gaussian_evidence_miss_half,140,9.245461782563105,24.572501700113662,124.2756386817169,193.37142857142857,299.3142857142857,3.2857142857142856,2814752,2814752,5065728,5.524540083333333,False
v2x_0002,v2x_val,2023-04-04,intermittent,marked_gaussian_evidence,140,8.91465556433913,23.01200610594203,101.79952363083325,209.82857142857142,226.8,1.9928571428571429,3316000,2329312,5590016,4.78409525,True
v2x_0002,v2x_val,2023-04-04,intermittent,marked_gaussian_evidence_miss_history,140,9.029332821655236,23.665068150922963,77.57993132401876,207.5142857142857,286.7142857142857,2.9,2288160,1655584,4623360,3.331410791666667,False
v2x_0002,v2x_val,2023-04-04,intermittent,marked_gaussian_evidence_miss_half,140,9.02716266268397,23.5028615418375,82.2167533091531,206.4857142857143,276.42857142857144,2.8714285714285714,2371936,1735840,4623360,3.590704125,False
v2x_0003,v2x_val,2023-04-04,reliable,marked_gaussian_evidence,128,7.771028817956946,17.503629115057407,1.504149863595957,339.1875,31.5,4.6484375,3254336,3254336,4800512,4.237563708333333,True
v2x_0003,v2x_val,2023-04-04,reliable,marked_gaussian_evidence_miss_history,128,7.796037895208523,17.498991089672373,1.880378818784826,336.375,31.5,4.640625,3165632,3165632,4521984,7.338745875,False
v2x_0003,v2x_val,2023-04-04,reliable,marked_gaussian_evidence_miss_half,128,7.769560518578996,17.436076104130223,2.065348258153361,329.625,32.625,4.546875,3185344,3185344,4521984,5.049521791666667,False
v2x_0003,v2x_val,2023-04-04,intermittent,marked_gaussian_evidence,128,7.886619566433642,17.497680602779532,3.6951141573848103,323.4375,36.84375,4.57421875,3375776,2378784,5062656,3.61679575,True
v2x_0003,v2x_val,2023-04-04,intermittent,marked_gaussian_evidence_miss_history,128,7.990232855505009,17.497852664919584,3.701021594575627,317.53125,38.8125,4.51953125,3341984,2341472,4931584,4.155540541666666,False
v2x_0003,v2x_val,2023-04-04,intermittent,marked_gaussian_evidence_miss_half,128,7.905828413825278,17.394220287533592,3.6992573848000347,316.40625,37.6875,4.48828125,3419072,2408000,5160960,4.262585291666666,False
v2x_0004,v2x_val,2023-04-05,reliable,marked_gaussian_evidence,116,5.399006743259987,4.782882490200941,0.8046140370968606,48.41379310344828,0.0,0.6724137931034483,220736,220736,3830784,0.5795947916666667,True
v2x_0004,v2x_val,2023-04-05,reliable,marked_gaussian_evidence_miss_history,116,5.3990053563521005,4.782879903672959,0.8045628550577578,48.41379310344828,0.0,0.6724137931034483,223200,223200,3830784,1.8086519166666666,False
v2x_0004,v2x_val,2023-04-05,reliable,marked_gaussian_evidence_miss_half,116,5.398942918725999,4.782763314338318,0.8022616149557759,48.41379310344828,0.0,0.6724137931034483,223904,223904,3830784,1.5848974166666667,False
v2x_0004,v2x_val,2023-04-05,intermittent,marked_gaussian_evidence,116,5.408607824781972,4.789067133154587,2.4788578778733963,45.62068965517241,0.0,0.6336206896551724,189760,156704,3830784,0.4836008333333333,True
v2x_0004,v2x_val,2023-04-05,intermittent,marked_gaussian_evidence_miss_history,116,5.408606733821322,4.789065097791837,2.4788176850362325,45.62068965517241,0.0,0.6336206896551724,190816,157056,3830784,0.8296854583333333,False
v2x_0004,v2x_val,2023-04-05,intermittent,marked_gaussian_evidence_miss_half,116,5.386811718995782,4.774966101203642,2.784307036326987,45.0,0.0,0.625,193280,158464,3830784,0.6678122083333333,False
