cohort,sequence,condition,frame,receiver,source,source_birth_time,source_birth_location,delta,raw_kappa,discarded_log_odds,smallest_precision_eigenvalue,curvature_tolerance
new_recording_diagnostic,0000,reliable,48,1,2,48,200006,-2.302566811187724,0.1636333720954017,-0.37677677178960345,-1.7209051717772274e-05,1e-10
new_recording_diagnostic,0000,reliable,48,1,2,46,200006,-2.302582260428414,0.16363590012628026,-0.37678512080000864,-5.81597794921919e-06,1e-10
new_recording_diagnostic,0000,reliable,48,2,2,46,200006,-2.302582260428414,0.16363590012628026,-0.37678512080000864,-5.81597794921919e-06,1e-10
new_recording_diagnostic,0000,reliable,48,2,2,48,200006,-2.302566811187724,0.1636333720954017,-0.37677677178960345,-1.7209051717772274e-05,1e-10
new_recording_diagnostic,0000,reliable,53,1,2,53,200002,-2.0014694145795366,0.30272406818515574,-0.6058929635296794,-0.04132761256422655,1e-10
new_recording_diagnostic,0000,reliable,53,2,2,53,200002,-2.0014694145795366,0.30272406818515574,-0.6058929635296794,-0.04132761256422655,1e-10
new_recording_diagnostic,0000,reliable,54,1,2,54,200002,-2.302543691505084,0.4090739724687546,-0.9419106946668553,-3.6825803593463054e-05,1e-10
new_recording_diagnostic,0000,reliable,54,2,2,54,200002,-2.302543691505084,0.4090739724687546,-0.9419106946668553,-3.6825803593463054e-05,1e-10
new_recording_diagnostic,0000,reliable,61,1,1,60,100003,-2.296036517691082,0.40642069904514677,-0.933156766553194,-0.007775970549525274,1.0188022460734103e-10
new_recording_diagnostic,0000,reliable,61,1,2,60,200001,-2.3025836453697197,0.40909031688138603,-0.9419646731301956,-5.276997491292351e-06,1.0188024720750574e-10
new_recording_diagnostic,0000,reliable,61,1,2,61,200003,-2.3005321693263077,0.4082519381476856,-0.9391967168985648,-0.0007998716954860077,1e-10
new_recording_diagnostic,0000,reliable,61,2,2,60,200001,-2.3025836453697197,0.40909031688138603,-0.9419646731301956,-5.276997491292351e-06,1.0188024720750574e-10
new_recording_diagnostic,0000,reliable,61,2,1,60,100003,-2.296036517691082,0.40642069904514677,-0.933156766553194,-0.007775970549525274,1.0188022460734103e-10
new_recording_diagnostic,0000,reliable,61,2,2,61,200003,-2.3005321693263077,0.4082519381476856,-0.9391967168985648,-0.0007998716954860077,1e-10
new_recording_diagnostic,0000,reliable,62,1,1,60,100003,-2.277769070636694,0.3990638306265731,-0.9089752506110084,-0.006256846205803997,1e-10
new_recording_diagnostic,0000,reliable,62,1,2,60,200001,-2.302053300958298,0.4088734156393263,-0.9412483961466053,-0.0003951809277372282,1e-10
new_recording_diagnostic,0000,reliable,62,2,2,60,200001,-2.302053300958298,0.4088734156393263,-0.9412483961466053,-0.0003951809277372282,1e-10
new_recording_diagnostic,0000,reliable,62,2,1,60,100003,-2.277769070636694,0.3990638306265731,-0.9089752506110084,-0.006256846205803997,1e-10
new_recording_diagnostic,0000,reliable,66,1,1,60,100002,-2.2851415351512196,0.40201678646274325,-0.9186652565740332,-1.6484779890920504e-05,1e-10
new_recording_diagnostic,0000,reliable,66,1,2,60,200002,-2.2755620596410573,0.3981840635493307,-0.9060925477665607,-8.440746283936042e-05,1e-10
new_recording_diagnostic,0000,reliable,66,1,1,66,100003,-0.7600959307153786,0.08748332822878373,-0.06649572179213632,-0.015720563445477558,1e-10
new_recording_diagnostic,0000,reliable,66,2,2,60,200002,-2.2755620596410573,0.3981840635493307,-0.9060925477665607,-8.440746283936042e-05,1e-10
new_recording_diagnostic,0000,reliable,66,2,1,60,100002,-2.2851415351512196,0.40201678646274325,-0.9186652565740332,-1.6484779890920504e-05,1e-10
new_recording_diagnostic,0000,reliable,66,2,1,66,100003,-0.7600959307153786,0.08748332822878373,-0.06649572179213632,-0.015720563445477558,1e-10
new_recording_diagnostic,0000,reliable,67,1,2,60,200002,-2.2751006296124747,0.3980003718491984,-0.9054908965801103,-0.00020788170080035905,1e-10
new_recording_diagnostic,0000,reliable,67,2,2,60,200002,-2.2751006296124747,0.3980003718491984,-0.9054908965801103,-0.00020788170080035905,1e-10
new_recording_diagnostic,0000,reliable,68,1,1,68,100003,-2.16196422834876,0.3554258110071998,-0.7684178892294129,-0.012093158546852133,1e-10
new_recording_diagnostic,0000,reliable,68,2,1,68,100003,-2.16196422834876,0.3554258110071998,-0.7684178892294129,-0.012093158546852133,1e-10
new_recording_diagnostic,0000,reliable,81,1,1,80,100002,-2.295273924364289,0.16244435339153618,-0.37285428849981067,-0.0034661103114375647,1e-10
new_recording_diagnostic,0000,reliable,81,2,1,80,100002,-2.295273924364289,0.16244435339153618,-0.37285428849981067,-0.0034661103114375647,1e-10
new_recording_diagnostic,0000,reliable,82,1,1,82,100003,-1.4123564407507117,0.16795712705209495,-0.23721533016201188,-0.03425345912208264,1e-10
new_recording_diagnostic,0000,reliable,82,2,1,82,100003,-1.4123564407507117,0.16795712705209495,-0.23721533016201188,-0.03425345912208264,1e-10
new_recording_diagnostic,0000,reliable,83,1,1,83,100004,-2.1815739405348977,0.14498575824934437,-0.31629715194546226,-0.0006336837254559799,1e-10
new_recording_diagnostic,0000,reliable,83,1,1,83,100005,-2.2994146070464114,0.16311837841126914,-0.3750767819965963,-0.00113310719267597,1e-10
new_recording_diagnostic,0000,reliable,83,2,1,83,100005,-2.2994146070464114,0.16311837841126914,-0.3750767819965963,-0.00113310719267597,1e-10
new_recording_diagnostic,0000,reliable,83,2,1,83,100004,-2.1815739405348977,0.14498575824934437,-0.31629715194546226,-0.0006336837254559799,1e-10
new_recording_diagnostic,0000,reliable,84,1,1,84,100002,-1.949870132803013,0.2874998799778608,-0.5605874291532817,-0.031784548777581495,1e-10
new_recording_diagnostic,0000,reliable,84,2,1,84,100002,-1.949870132803013,0.2874998799778608,-0.5605874291532817,-0.031784548777581495,1e-10
new_recording_diagnostic,0000,reliable,85,1,1,85,100001,-1.9351460170005803,0.28329771098210593,-0.5482224370324038,-0.030939186628278787,1e-10
new_recording_diagnostic,0000,reliable,85,1,1,85,100004,-2.1810473932402297,0.36227359121461294,-0.7901358717584082,-0.0015528454489389864,1e-10
new_recording_diagnostic,0000,reliable,85,2,1,85,100004,-2.1810473932402297,0.36227359121461294,-0.7901358717584082,-0.0015528454489389864,1e-10
new_recording_diagnostic,0000,reliable,85,2,1,85,100001,-1.9351460170005803,0.28329771098210593,-0.5482224370324038,-0.030939186628278787,1e-10
new_recording_diagnostic,0000,reliable,86,1,1,85,100005,-2.3025789615137975,0.16363536030630793,-0.3767833380010346,-2.947663145962277e-05,1e-10
new_recording_diagnostic,0000,reliable,86,1,1,86,100005,-2.197981008194158,0.14738417105261215,-0.3239476088820807,-0.02835246280054078,1e-10
new_recording_diagnostic,0000,reliable,86,2,1,86,100005,-2.197981008194158,0.14738417105261215,-0.3239476088820807,-0.02835246280054078,1e-10
new_recording_diagnostic,0000,reliable,86,2,1,85,100005,-2.3025789615137975,0.16363536030630793,-0.3767833380010346,-2.947663145962277e-05,1e-10
new_recording_diagnostic,0000,reliable,89,1,1,89,100005,-2.2670135703318306,0.3947946989527484,-0.8950049400209503,-0.0024421471310167903,1e-10
new_recording_diagnostic,0000,reliable,89,2,1,89,100005,-2.2670135703318306,0.3947946989527484,-0.8950049400209503,-0.0024421471310167903,1e-10
new_recording_diagnostic,0000,reliable,91,1,1,77,100004,-2.3025827900486737,0.16363598679119118,-0.37678540701802893,-1.4004497069843289e-05,1.1909402484555583e-10
new_recording_diagnostic,0000,reliable,91,2,1,77,100004,-2.3025827900486737,0.16363598679119118,-0.37678540701802893,-1.4004497069843289e-05,1.1909402484555583e-10
new_recording_diagnostic,0000,reliable,92,1,1,92,100002,-1.1861478773931993,0.13395449963939482,-0.15888984541453624,-0.01360894676118891,1e-10
new_recording_diagnostic,0000,reliable,92,1,1,92,100003,-2.056322281251298,0.31979321737534383,-0.6575979182819592,-0.027422963637341213,1e-10
new_recording_diagnostic,0000,reliable,92,2,1,92,100003,-2.056322281251298,0.31979321737534383,-0.6575979182819592,-0.027422963637341213,1e-10
new_recording_diagnostic,0000,reliable,92,2,1,92,100002,-1.1861478773931993,0.13395449963939482,-0.15888984541453624,-0.01360894676118891,1e-10
new_recording_diagnostic,0000,reliable,93,1,2,77,100004,-2.3025537419547746,0.4090780838667958,-0.9419242727591798,-0.0001981822502832403,1.1293953155253785e-10
new_recording_diagnostic,0000,reliable,93,1,1,93,100002,-1.7165855360130273,0.2276792513068523,-0.3908309096436178,-0.017286613935373955,1e-10
new_recording_diagnostic,0000,reliable,93,1,1,93,100003,-1.6937689223545098,0.22254319827683203,-0.37693675312267577,-0.037401319378447914,1e-10
new_recording_diagnostic,0000,reliable,93,2,2,77,100004,-2.3025537419547746,0.4090780838667958,-0.9419242727591798,-0.0001981822502832403,1.1293953155253785e-10
new_recording_diagnostic,0000,reliable,93,2,1,93,100003,-1.6937689223545098,0.22254319827683203,-0.37693675312267577,-0.037401319378447914,1e-10
new_recording_diagnostic,0000,reliable,93,2,1,93,100002,-1.7165855360130273,0.2276792513068523,-0.3908309096436178,-0.017286613935373955,1e-10
new_recording_diagnostic,0000,reliable,94,1,1,94,100002,-1.7805312835224651,0.24271395098041032,-0.4321597826679587,-0.019793665462926064,1e-10
new_recording_diagnostic,0000,reliable,94,1,2,94,200001,-1.741640615023073,0.23345583715688645,-0.4065961678066461,-0.04434272149728037,1e-10
new_recording_diagnostic,0000,reliable,94,2,2,94,200001,-1.741640615023073,0.23345583715688645,-0.4065961678066461,-0.04434272149728037,1e-10
new_recording_diagnostic,0000,reliable,94,2,1,94,100002,-1.7805312835224651,0.24271395098041032,-0.4321597826679587,-0.019793665462926064,1e-10
new_recording_diagnostic,0000,reliable,95,1,1,95,100001,-1.1590590277686543,0.13037453383377115,-0.15111178043116233,-0.0492940899399365,1e-10
new_recording_diagnostic,0000,reliable,95,1,1,95,100002,-1.9638186997253906,0.29153819013856824,-0.5725281494782167,-0.021531580745623197,1e-10
new_recording_diagnostic,0000,reliable,95,1,2,95,200003,-2.098460212941857,0.3335565855936004,-0.6999552236329054,-0.013764623137202931,1e-10
new_recording_diagnostic,0000,reliable,95,2,1,95,100001,-1.1590590277686543,0.13037453383377115,-0.15111178043116233,-0.0492940899399365,1e-10
new_recording_diagnostic,0000,reliable,95,2,2,95,200003,-2.098460212941857,0.3335565855936004,-0.6999552236329054,-0.013764623137202931,1e-10
new_recording_diagnostic,0000,reliable,95,2,1,95,100002,-1.9638186997253906,0.29153819013856824,-0.5725281494782167,-0.021531580745623197,1e-10
new_recording_diagnostic,0000,reliable,96,1,1,96,100002,-2.15348645379911,0.35242532779350466,-0.7589431693790232,-0.021029162835740696,1e-10
new_recording_diagnostic,0000,reliable,96,1,1,96,100003,-2.174605101536994,0.35994722068836427,-0.7827430623929792,-0.0010846605035902714,1e-10
new_recording_diagnostic,0000,reliable,96,2,1,96,100003,-2.174605101536994,0.35994722068836427,-0.7827430623929792,-0.0010846605035902714,1e-10
new_recording_diagnostic,0000,reliable,96,2,1,96,100002,-2.15348645379911,0.35242532779350466,-0.7589431693790232,-0.021029162835740696,1e-10
new_recording_diagnostic,0000,reliable,97,1,1,97,100001,-2.102673213985024,0.3349648242090937,-0.7043215634916636,-0.016271592041146813,1e-10
new_recording_diagnostic,0000,reliable,97,1,1,97,100002,-2.175546722880663,0.36028631429779384,-0.783819710369318,-0.0038502187415420854,1e-10
new_recording_diagnostic,0000,reliable,97,2,1,97,100001,-2.102673213985024,0.3349648242090937,-0.7043215634916636,-0.016271592041146813,1e-10
new_recording_diagnostic,0000,reliable,97,2,1,97,100002,-2.175546722880663,0.36028631429779384,-0.783819710369318,-0.0038502187415420854,1e-10
new_recording_diagnostic,0000,reliable,98,1,1,98,100001,-2.0244369722082554,0.3097573602631786,-0.6270842525304111,-0.017886439296740213,1e-10
new_recording_diagnostic,0000,reliable,98,2,1,98,100001,-2.0244369722082554,0.3097573602631786,-0.6270842525304111,-0.017886439296740213,1e-10
new_recording_diagnostic,0000,reliable,99,1,1,77,100004,-1.166287932063513,0.13132041357934876,-0.15315741359118396,-0.4616579677028711,3.827909483591109e-10
new_recording_diagnostic,0000,reliable,99,1,1,99,100001,-1.9650751653118192,0.2919047280645307,-0.5736147317567093,-0.03278781334692259,1e-10
new_recording_diagnostic,0000,reliable,99,1,1,99,100002,-1.08806840481034,0.12144004871311725,-0.13213508008337146,-0.007905362814360195,1e-10
new_recording_diagnostic,0000,reliable,99,1,2,99,200001,-1.4188339234401506,0.1690485976096598,-0.23985188499856885,-0.043169302151764344,1e-10
new_recording_diagnostic,0000,reliable,99,1,2,99,200004,-1.7216522390551054,0.22883576183566373,-0.3939756017402513,-0.04669291022733622,1e-10
new_recording_diagnostic,0000,reliable,99,2,1,77,100004,-1.166287932063513,0.13132041357934876,-0.15315741359118396,-0.4616579677028711,3.827909483591109e-10
new_recording_diagnostic,0000,reliable,99,2,1,99,100001,-1.9650751653118192,0.2919047280645307,-0.5736147317567093,-0.03278781334692259,1e-10
new_recording_diagnostic,0000,reliable,99,2,2,99,200001,-1.4188339234401506,0.1690485976096598,-0.23985188499856885,-0.043169302151764344,1e-10
new_recording_diagnostic,0000,reliable,99,2,1,99,100002,-1.08806840481034,0.12144004871311725,-0.13213508008337146,-0.007905362814360195,1e-10
new_recording_diagnostic,0000,reliable,99,2,2,99,200004,-1.7216522390551054,0.22883576183566373,-0.3939756017402513,-0.04669291022733622,1e-10
new_recording_diagnostic,0000,reliable,100,1,2,100,200002,-2.1449605205446347,0.34943334581516616,-0.7495207313353521,-0.022541027991170814,1e-10
new_recording_diagnostic,0000,reliable,100,1,1,100,100005,-2.2834988944118426,0.4013569593891673,-0.9164981730296624,-0.0026803614101979676,1e-10
new_recording_diagnostic,0000,reliable,100,1,2,100,200006,-2.142819488978876,0.34868599832441916,-0.747171152743621,-0.00995335196216408,1e-10
new_recording_diagnostic,0000,reliable,100,1,1,100,100006,-2.301438544484222,0.4086221353060033,-0.9404187323226829,-0.0005472717150702006,1e-10
new_recording_diagnostic,0000,reliable,100,1,2,100,200007,-0.7644680204537678,0.08786665053957794,-0.06717124440189413,-0.0014672474754450849,1e-10
new_recording_diagnostic,0000,reliable,100,2,2,100,200002,-2.1449605205446347,0.34943334581516616,-0.7495207313353521,-0.022541027991170814,1e-10
new_recording_diagnostic,0000,reliable,100,2,2,100,200006,-2.142819488978876,0.34868599832441916,-0.747171152743621,-0.00995335196216408,1e-10
new_recording_diagnostic,0000,reliable,100,2,1,100,100005,-2.2834988944118426,0.4013569593891673,-0.9164981730296624,-0.0026803614101979676,1e-10
new_recording_diagnostic,0000,reliable,100,2,2,100,200007,-0.7644680204537678,0.08786665053957794,-0.06717124440189413,-0.0014672474754450849,1e-10
new_recording_diagnostic,0000,reliable,100,2,1,100,100006,-2.301438544484222,0.4086221353060033,-0.9404187323226829,-0.0005472717150702006,1e-10
new_recording_diagnostic,0000,reliable,102,1,1,77,100004,-2.3023091093705537,0.408978022277653,-0.9415938262221938,-0.0019010454210490705,2.3328008748089236e-10
new_recording_diagnostic,0000,reliable,102,2,1,77,100004,-2.3023091093705537,0.408978022277653,-0.9415938262221938,-0.0019010454210490705,2.3328008748089236e-10
new_recording_diagnostic,0000,reliable,103,1,1,77,100004,-2.3020056430929126,0.40885393006944787,-0.941184054220584,-0.003551182502929049,2.150072538395322e-10
new_recording_diagnostic,0000,reliable,103,2,1,77,100004,-2.3020056430929126,0.40885393006944787,-0.941184054220584,-0.003551182502929049,2.150072538395322e-10
new_recording_diagnostic,0000,reliable,104,1,1,77,100004,-2.3025742808527045,0.40908648596609015,-0.94195202122993,-0.00010489066173673543,2.0478790278831493e-10
new_recording_diagnostic,0000,reliable,104,1,2,77,100004,-2.3025132426047334,0.4090615168057628,-0.9418695594852475,-0.0005744699119914123,2.0478790278831493e-10
new_recording_diagnostic,0000,reliable,104,1,2,104,200004,-2.258725403072439,0.39153609702736986,-0.8843725285755556,-0.0017314844812314017,1e-10
new_recording_diagnostic,0000,reliable,104,2,2,77,100004,-2.3025132426047334,0.4090615168057628,-0.9418695594852475,-0.0005744699119914123,2.0478790278831493e-10
new_recording_diagnostic,0000,reliable,104,2,1,77,100004,-2.3025742808527045,0.40908648596609015,-0.94195202122993,-0.00010489066173673543,2.0478790278831493e-10
new_recording_diagnostic,0000,reliable,104,2,2,104,200004,-2.258725403072439,0.39153609702736986,-0.8843725285755556,-0.0017314844812314017,1e-10
new_recording_diagnostic,0000,reliable,107,1,1,107,100005,-2.2897122062839714,0.40385847866195834,-0.9247196882035609,-0.002183399337921374,1e-10
new_recording_diagnostic,0000,reliable,107,2,1,107,100005,-2.2897122062839714,0.40385847866195834,-0.9247196882035609,-0.002183399337921374,1e-10
new_recording_diagnostic,0000,reliable,108,1,2,108,200002,-2.1405707571800296,0.3479027779884606,-0.7447105129037949,-0.025137286552933458,1e-10
new_recording_diagnostic,0000,reliable,108,2,2,108,200002,-2.1405707571800296,0.3479027779884606,-0.7447105129037949,-0.025137286552933458,1e-10
new_recording_diagnostic,0000,reliable,109,1,2,109,200003,-2.16833734313845,0.35769821395093804,-0.7756103948837457,-0.010869265884357623,1e-10
new_recording_diagnostic,0000,reliable,109,2,2,109,200003,-2.16833734313845,0.35769821395093804,-0.7756103948837457,-0.010869265884357623,1e-10
new_recording_diagnostic,0000,reliable,110,1,2,110,200003,-1.9163179365997725,0.27801365927484306,-0.5327625618881194,-0.03559809996716158,1e-10
new_recording_diagnostic,0000,reliable,110,2,2,110,200003,-1.9163179365997725,0.27801365927484306,-0.5327625618881194,-0.03559809996716158,1e-10
new_recording_diagnostic,0000,reliable,111,1,2,111,200004,-2.3016022144276476,0.40868901994112433,-0.9406395533087568,-0.0004908575039600422,1e-10
new_recording_diagnostic,0000,reliable,111,2,2,111,200004,-2.3016022144276476,0.40868901994112433,-0.9406395533087568,-0.0004908575039600422,1e-10
new_recording_diagnostic,0000,reliable,112,1,2,112,200003,-1.2012851440098402,0.1359976293012732,-0.16337193170017686,-0.015261222367757173,1e-10
new_recording_diagnostic,0000,reliable,112,2,2,112,200003,-1.2012851440098402,0.1359976293012732,-0.16337193170017686,-0.015261222367757173,1e-10
new_recording_diagnostic,0000,reliable,113,1,2,113,200003,-1.893152969488581,0.2716475025855359,-0.5142702761739643,-0.009368239014565767,1e-10
new_recording_diagnostic,0000,reliable,113,2,2,113,200003,-1.893152969488581,0.2716475025855359,-0.5142702761739643,-0.009368239014565767,1e-10
new_recording_diagnostic,0000,reliable,116,1,2,77,100004,-2.291970376042368,0.3695670099425526,-0.8470366387508859,-0.034880536281453246,1.9232756876152255e-10
new_recording_diagnostic,0000,reliable,116,2,2,77,100004,-2.291970376042368,0.3695670099425526,-0.8470366387508859,-0.034880536281453246,1.9232756876152255e-10
new_recording_diagnostic,0000,reliable,122,1,1,122,100005,-2.297369900941724,0.16278519001939779,-0.37397779586964364,-0.0015330678077887714,1e-10
new_recording_diagnostic,0000,reliable,122,2,1,122,100005,-2.297369900941724,0.16278519001939779,-0.37397779586964364,-0.0015330678077887714,1e-10
new_recording_diagnostic,0000,reliable,123,1,1,112,100005,-2.302344632906559,0.1635970203524818,-0.37665672176804155,-0.0012010255869265298,1.5183812678322248e-10
new_recording_diagnostic,0000,reliable,123,2,1,112,100005,-2.302344632906559,0.1635970203524818,-0.37665672176804155,-0.0012010255869265298,1.5183812678322248e-10
new_recording_diagnostic,0000,reliable,124,1,1,112,100005,-2.298750807851509,0.1630101364924298,-0.3747196829499577,-0.008151630557675003,1.1596485948324209e-10
new_recording_diagnostic,0000,reliable,124,2,1,112,100005,-2.298750807851509,0.1630101364924298,-0.3747196829499577,-0.008151630557675003,1.1596485948324209e-10
