sequence,condition,truth_id,frame,robot,arm,preprune_components,retained_components,sum_r,max_r,probability_effective_count,born_in_last_ten_frames,total_retained_components,matched
v2xt_0001,reliable,5,101,1,marked_gaussian_evidence,226,226,0.6242303368568747,0.00279942508001328,225.39091901144337,9,262,False
v2xt_0001,reliable,5,101,2,marked_gaussian_evidence,226,226,0.6242303368568747,0.00279942508001328,225.39091901144337,9,262,False
v2xt_0001,reliable,5,102,1,marked_gaussian_evidence,243,243,0.4663500468274223,0.0020530056751518876,241.0716228206552,20,266,False
v2xt_0001,reliable,5,102,2,marked_gaussian_evidence,243,243,0.4663500468274223,0.0020530056751518876,241.0716228206552,20,266,False
v2xt_0001,reliable,5,103,1,marked_gaussian_evidence,242,242,0.6081788642604173,0.0025897563839661487,240.34238933131104,17,264,False
v2xt_0001,reliable,5,103,2,marked_gaussian_evidence,242,242,0.6081788642604173,0.0025897563839661487,240.34238933131104,17,264,False
v2xt_0001,reliable,5,104,1,marked_gaussian_evidence,239,239,0.6076505412944594,0.0026006001621782866,238.2902932296654,14,272,False
v2xt_0001,reliable,5,104,2,marked_gaussian_evidence,239,239,0.6076505412944594,0.0026006001621782866,238.2902932296654,14,272,False
v2xt_0001,reliable,5,105,1,marked_gaussian_evidence,248,248,0.49602170473043594,0.0022443214776299357,246.08751217821145,21,274,False
v2xt_0001,reliable,5,105,2,marked_gaussian_evidence,248,248,0.49602170473043594,0.0022443214776299357,246.08751217821145,21,274,False
v2xt_0001,reliable,5,106,1,marked_gaussian_evidence,244,244,0.472279664130939,0.0021236249108378077,242.77617124102076,15,271,False
v2xt_0001,reliable,5,106,2,marked_gaussian_evidence,244,244,0.472279664130939,0.0021236249108378077,242.77617124102076,15,271,False
v2xt_0001,reliable,5,107,1,marked_gaussian_evidence,243,243,0.543988488479709,0.0022834175641966957,242.26826035969324,11,262,False
v2xt_0001,reliable,5,107,2,marked_gaussian_evidence,243,243,0.543988488479709,0.0022834175641966957,242.26826035969324,11,262,False
v2xt_0001,reliable,5,108,1,marked_gaussian_evidence,242,242,0.5609204360918004,0.0023506422972693008,241.72350061339216,8,264,False
v2xt_0001,reliable,5,108,2,marked_gaussian_evidence,242,242,0.5609204360918004,0.0023506422972693008,241.72350061339216,8,264,False
v2xt_0001,reliable,5,109,1,marked_gaussian_evidence,240,240,0.621964680559054,0.0027016211860883686,239.8302424004605,3,265,False
v2xt_0001,reliable,5,109,2,marked_gaussian_evidence,240,240,0.621964680559054,0.0027016211860883686,239.8302424004605,3,265,False
v2xt_0001,reliable,5,110,1,marked_gaussian_evidence,240,240,0.6455513792457036,0.0027124513943108473,239.83998813651974,2,270,False
v2xt_0001,reliable,5,110,2,marked_gaussian_evidence,240,240,0.6455513792457036,0.0027124513943108473,239.83998813651974,2,270,False
v2xt_0001,reliable,5,111,1,marked_gaussian_evidence,250,250,0.6641136995468712,0.0027049945566837946,248.62168694528478,12,270,False
v2xt_0001,reliable,5,111,2,marked_gaussian_evidence,250,250,0.6641136995468712,0.0027049945566837946,248.62168694528478,12,270,False
v2xt_0001,reliable,5,112,1,marked_gaussian_evidence,254,254,0.6438938172441709,0.00263310813538362,252.18925755059593,15,277,False
v2xt_0001,reliable,5,112,2,marked_gaussian_evidence,254,254,0.6438938172441709,0.00263310813538362,252.18925755059593,15,277,False
v2xt_0001,reliable,5,113,1,marked_gaussian_evidence,259,259,0.6657320718058897,0.0027362513696669965,257.1442664037686,18,279,False
v2xt_0001,reliable,5,113,2,marked_gaussian_evidence,259,259,0.6657320718058897,0.0027362513696669965,257.1442664037686,18,279,False
v2xt_0001,reliable,5,114,1,marked_gaussian_evidence,263,263,0.6736081948601884,0.002743680613833123,260.98878676482894,21,286,False
v2xt_0001,reliable,5,114,2,marked_gaussian_evidence,263,263,0.6736081948601884,0.002743680613833123,260.98878676482894,21,286,False
v2xt_0001,reliable,5,115,1,marked_gaussian_evidence,265,265,0.6724306611211079,0.002672938458388742,262.9516339199225,23,288,False
v2xt_0001,reliable,5,115,2,marked_gaussian_evidence,265,265,0.6724306611211079,0.002672938458388742,262.9516339199225,23,288,False
v2xt_0001,reliable,5,116,1,marked_gaussian_evidence,268,268,0.6567880311538481,0.0025527078618732594,265.8444805519197,24,294,False
v2xt_0001,reliable,5,116,2,marked_gaussian_evidence,268,268,0.6567880311538481,0.0025527078618732594,265.8444805519197,24,294,False
v2xt_0001,reliable,5,117,1,marked_gaussian_evidence,271,271,0.6807168739025872,0.0026341612639662437,268.9519732074566,25,290,False
v2xt_0001,reliable,5,117,2,marked_gaussian_evidence,271,271,0.6807168739025872,0.0026341612639662437,268.9519732074566,25,290,False
v2xt_0001,reliable,5,118,1,marked_gaussian_evidence,275,275,0.4901052401060022,0.0020608669560497755,273.311378210124,25,297,False
v2xt_0001,reliable,5,118,2,marked_gaussian_evidence,275,275,0.4901052401060022,0.0020608669560497755,273.311378210124,25,297,False
v2xt_0001,reliable,5,119,1,marked_gaussian_evidence,271,271,0.4827308256345366,0.002008524811978818,269.5834517471011,18,289,False
v2xt_0001,reliable,5,119,2,marked_gaussian_evidence,271,271,0.4827308256345366,0.002008524811978818,269.5834517471011,18,289,False
v2xt_0001,reliable,5,120,1,marked_gaussian_evidence,270,270,0.5899129420309854,0.0023017565367346882,269.20661988133173,14,292,False
v2xt_0001,reliable,5,120,2,marked_gaussian_evidence,270,270,0.5899129420309854,0.0023017565367346882,269.20661988133173,14,292,False
v2xt_0001,reliable,5,121,1,marked_gaussian_evidence,269,269,0.6151797768526615,0.0023763340978115713,268.6883580911721,11,293,False
v2xt_0001,reliable,5,121,2,marked_gaussian_evidence,269,269,0.6151797768526615,0.0023763340978115713,268.6883580911721,11,293,False
v2xt_0001,reliable,5,122,1,marked_gaussian_evidence,0,0,0.0,0.0,0.0,0,295,False
v2xt_0001,reliable,5,122,2,marked_gaussian_evidence,0,0,0.0,0.0,0.0,0,295,False
v2xt_0001,reliable,5,123,1,marked_gaussian_evidence,0,0,0.0,0.0,0.0,0,292,False
v2xt_0001,reliable,5,123,2,marked_gaussian_evidence,0,0,0.0,0.0,0.0,0,292,False
v2xt_0001,reliable,5,124,1,marked_gaussian_evidence,2,2,0.005525892554885459,0.0037013092709390423,1.7931679524022457,2,291,False
v2xt_0001,reliable,5,124,2,marked_gaussian_evidence,2,2,0.005525892554885459,0.0037013092709390423,1.7931679524022457,2,291,False
v2xt_0001,reliable,5,125,1,marked_gaussian_evidence,1,1,0.0013304031961011405,0.0013304031961011405,1.0,1,284,False
v2xt_0001,reliable,5,125,2,marked_gaussian_evidence,1,1,0.0013304031961011405,0.0013304031961011405,1.0,1,284,False
v2xt_0001,reliable,5,126,1,marked_gaussian_evidence,3,3,0.006241108541748235,0.0034367008870892115,2.47045827704519,3,291,False
v2xt_0001,reliable,5,126,2,marked_gaussian_evidence,3,3,0.006241108541748235,0.0034367008870892115,2.47045827704519,3,291,False
v2xt_0001,reliable,5,127,1,marked_gaussian_evidence,8,8,0.018971529087244317,0.0033821328557139124,7.530141576079098,8,27,False
v2xt_0001,reliable,5,127,2,marked_gaussian_evidence,8,8,0.018971529087244317,0.0033821328557139124,7.530141576079098,8,27,False
v2xt_0001,reliable,5,128,1,marked_gaussian_evidence,8,8,0.03022503313391974,0.004706482309236929,7.829759267056161,8,31,False
v2xt_0001,reliable,5,128,2,marked_gaussian_evidence,8,8,0.03022503313391974,0.004706482309236929,7.829759267056161,8,31,False
v2xt_0001,reliable,5,129,1,marked_gaussian_evidence,13,13,0.04931581221742898,0.006774654374669876,12.061664533682452,13,37,False
v2xt_0001,reliable,5,129,2,marked_gaussian_evidence,13,13,0.04931581221742898,0.006774654374669876,12.061664533682452,13,37,False
v2xt_0001,reliable,5,130,1,marked_gaussian_evidence,14,14,0.07407942346650966,0.008752981180939083,13.207355595783833,13,37,False
v2xt_0001,reliable,5,130,2,marked_gaussian_evidence,14,14,0.07407942346650966,0.008752981180939083,13.207355595783833,13,37,False
v2xt_0001,reliable,5,131,1,marked_gaussian_evidence,17,17,0.1099419255797792,0.011001427702515004,15.857863401473484,16,47,False
v2xt_0001,reliable,5,131,2,marked_gaussian_evidence,17,17,0.1099419255797792,0.011001427702515004,15.857863401473484,16,47,False
v2xt_0001,reliable,5,132,1,marked_gaussian_evidence,18,18,0.11645648284691394,0.009121315281280294,17.045411400305778,17,50,False
v2xt_0001,reliable,5,132,2,marked_gaussian_evidence,18,18,0.11645648284691394,0.009121315281280294,17.045411400305778,17,50,False
v2xt_0001,reliable,5,133,1,marked_gaussian_evidence,22,22,0.1377958187226091,0.009494129151759147,20.559134210373593,21,57,False
v2xt_0001,reliable,5,133,2,marked_gaussian_evidence,22,22,0.1377958187226091,0.009494129151759147,20.559134210373593,21,57,False
v2xt_0001,reliable,5,134,1,marked_gaussian_evidence,20,20,0.12147474722756735,0.00810920169041132,19.001735403042098,19,50,False
v2xt_0001,reliable,5,134,2,marked_gaussian_evidence,20,20,0.12147474722756735,0.00810920169041132,19.001735403042098,19,50,False
v2xt_0001,reliable,5,135,1,marked_gaussian_evidence,30,29,0.1186443948876752,0.007359059630054182,26.175254469520738,26,57,False
v2xt_0001,reliable,5,135,2,marked_gaussian_evidence,30,29,0.1186443948876752,0.007359059630054182,26.175254469520738,26,57,False
v2xt_0001,reliable,5,136,1,marked_gaussian_evidence,29,29,0.1317003708572524,0.006751511923200106,27.280183156361073,24,58,False
v2xt_0001,reliable,5,136,2,marked_gaussian_evidence,29,29,0.1317003708572524,0.006751511923200106,27.280183156361073,24,58,False
v2xt_0001,reliable,5,137,1,marked_gaussian_evidence,32,32,0.1279711634205798,0.006485206938304912,29.065726945089658,24,54,False
v2xt_0001,reliable,5,137,2,marked_gaussian_evidence,32,32,0.1279711634205798,0.006485206938304912,29.065726945089658,24,54,False
v2xt_0001,reliable,5,138,1,marked_gaussian_evidence,33,33,0.16794896856600375,0.007298496849618652,30.90153887551792,23,54,False
v2xt_0001,reliable,5,138,2,marked_gaussian_evidence,33,33,0.16794896856600375,0.007298496849618652,30.90153887551792,23,54,False
v2xt_0001,reliable,5,139,1,marked_gaussian_evidence,32,32,0.15920958983328837,0.007475897713630168,29.011986715400454,19,59,False
v2xt_0001,reliable,5,139,2,marked_gaussian_evidence,32,32,0.15920958983328837,0.007475897713630168,29.011986715400454,19,59,False
v2xt_0001,reliable,5,140,1,marked_gaussian_evidence,22,22,0.21471757109532716,0.013036309280482912,20.662704127990228,7,62,False
v2xt_0001,reliable,5,140,2,marked_gaussian_evidence,22,22,0.21471757109532733,0.013036309280482912,20.66270412799022,7,62,False
v2xt_0001,reliable,5,141,1,marked_gaussian_evidence,2,2,0.012779936545573993,0.009258078671106205,1.6646378214339226,1,67,False
v2xt_0001,reliable,5,141,2,marked_gaussian_evidence,2,2,0.012779936545573993,0.009258078671106205,1.6646378214339226,1,67,False
v2xt_0001,reliable,5,142,1,marked_gaussian_evidence,5,5,0.014410747982621307,0.005494805966609434,4.041921820341812,4,72,False
v2xt_0001,reliable,5,142,2,marked_gaussian_evidence,5,5,0.014410747982621307,0.005494805966609434,4.041921820341812,4,72,False
v2xt_0001,reliable,5,143,1,marked_gaussian_evidence,28,28,0.09070183485416179,0.004668157295511441,26.34876418148619,14,78,False
v2xt_0001,reliable,5,143,2,marked_gaussian_evidence,28,28,0.09070183485416179,0.004668157295511441,26.34876418148619,14,78,False
v2xt_0001,reliable,5,144,1,marked_gaussian_evidence,30,30,0.13957455518864903,0.006513197104291948,28.759448333216007,16,81,False
v2xt_0001,reliable,5,144,2,marked_gaussian_evidence,30,30,0.13957455518864903,0.006513197104291948,28.759448333216007,16,81,False
v2xt_0001,reliable,5,145,1,marked_gaussian_evidence,39,39,0.2051624110267832,0.007062304245453111,37.853578861335755,17,87,False
v2xt_0001,reliable,5,145,2,marked_gaussian_evidence,39,39,0.2051624110267832,0.007062304245453111,37.853578861335755,17,87,False
v2xt_0001,reliable,5,146,1,marked_gaussian_evidence,44,44,0.22346156080164484,0.006803108812422036,41.87141263442745,22,93,False
v2xt_0001,reliable,5,146,2,marked_gaussian_evidence,44,44,0.22346156080164484,0.006803108812422036,41.87141263442745,22,93,False
v2xt_0001,reliable,5,147,1,marked_gaussian_evidence,42,42,0.1893395462726766,0.006388330032584798,38.865208988752116,19,98,False
v2xt_0001,reliable,5,147,2,marked_gaussian_evidence,42,42,0.1893395462726766,0.006388330032584798,38.865208988752116,19,98,False
v2xt_0001,reliable,5,148,1,marked_gaussian_evidence,15,15,0.09302329912787237,0.011626537948600184,12.377806381161403,9,104,False
v2xt_0001,reliable,5,148,2,marked_gaussian_evidence,15,15,0.09302329912787237,0.011626537948600184,12.377806381161403,9,104,False
v2xt_0001,reliable,5,149,1,marked_gaussian_evidence,9,9,0.036769740620283056,0.005665034826476128,8.288545483420565,5,110,False
v2xt_0001,reliable,5,149,2,marked_gaussian_evidence,9,9,0.036769740620283056,0.005665034826476128,8.288545483420565,5,110,False
v2xt_0001,reliable,5,150,1,marked_gaussian_evidence,20,20,0.07249694435529191,0.006406420732201695,16.679885807862252,13,116,False
v2xt_0001,reliable,5,150,2,marked_gaussian_evidence,20,20,0.07249694435529191,0.006406420732201695,16.679885807862252,13,116,False
v2xt_0001,reliable,5,151,1,marked_gaussian_evidence,30,30,0.13411308591241008,0.008290284687546268,26.0704050890901,20,124,False
v2xt_0001,reliable,5,151,2,marked_gaussian_evidence,30,30,0.13411308591241008,0.008290284687546268,26.0704050890901,20,124,False
v2xt_0001,reliable,5,152,1,marked_gaussian_evidence,39,39,0.16296330779579224,0.007002139717477163,35.98831968167432,23,129,False
v2xt_0001,reliable,5,152,2,marked_gaussian_evidence,39,39,0.16296330779579224,0.007002139717477163,35.98831968167432,23,129,False
v2xt_0001,reliable,5,153,1,marked_gaussian_evidence,49,49,0.21580258271321023,0.006888248693450675,46.16497900729135,25,129,False
v2xt_0001,reliable,5,153,2,marked_gaussian_evidence,49,49,0.21580258271321023,0.006888248693450675,46.16497900729135,25,129,False
v2xt_0001,reliable,5,154,1,marked_gaussian_evidence,55,55,0.18644640925763867,0.005840057975132028,49.73039284160911,25,129,False
v2xt_0001,reliable,5,154,2,marked_gaussian_evidence,55,55,0.1864464092576387,0.005840057975132028,49.7303928416091,25,129,False
v2xt_0001,reliable,5,155,1,marked_gaussian_evidence,77,77,0.23383053083018512,0.0055905957939712154,69.50897499854773,25,133,False
v2xt_0001,reliable,5,155,2,marked_gaussian_evidence,77,77,0.23383053083018512,0.0055905957939712154,69.50897499854773,25,133,False
v2xt_0001,reliable,5,156,1,marked_gaussian_evidence,78,78,0.2856461592046158,0.0051314378687217065,75.0502511856013,23,138,False
v2xt_0001,reliable,5,156,2,marked_gaussian_evidence,78,78,0.2856461592046158,0.0051314378687217065,75.0502511856013,23,138,False
v2xt_0001,reliable,5,157,1,marked_gaussian_evidence,82,82,0.26499077547904554,0.004325082582138558,77.64160924510963,24,144,False
v2xt_0001,reliable,5,157,2,marked_gaussian_evidence,82,82,0.26499077547904554,0.004325082582138558,77.64160924510963,24,144,False
v2xt_0001,reliable,5,158,1,marked_gaussian_evidence,81,81,0.2909950533407716,0.004380700501050113,79.02364522488945,21,119,False
v2xt_0001,reliable,5,158,2,marked_gaussian_evidence,81,81,0.2909950533407716,0.004380700501050113,79.02364522488945,21,119,False
v2xt_0001,reliable,5,159,1,marked_gaussian_evidence,86,86,0.2843826545649422,0.00397642262615728,82.01322049263193,23,124,False
v2xt_0001,reliable,5,159,2,marked_gaussian_evidence,86,86,0.2843826545649422,0.00397642262615728,82.01322049263193,23,124,False
v2xt_0001,reliable,5,160,1,marked_gaussian_evidence,87,87,0.27908736703076087,0.0037675890887575907,83.12553763410128,22,123,False
v2xt_0001,reliable,5,160,2,marked_gaussian_evidence,87,87,0.27908736703076087,0.0037675890887575907,83.12553763410128,22,123,False
v2xt_0001,reliable,5,161,1,marked_gaussian_evidence,88,88,0.3015732206819711,0.0038986021317086155,85.60353999933587,20,130,False
v2xt_0001,reliable,5,161,2,marked_gaussian_evidence,88,88,0.3015732206819711,0.0038986021317086155,85.60353999933587,20,130,False
v2xt_0001,reliable,5,162,1,marked_gaussian_evidence,84,84,0.30167734665843854,0.003961322334081861,83.3944278207499,13,122,False
v2xt_0001,reliable,5,162,2,marked_gaussian_evidence,84,84,0.30167734665843854,0.003961322334081861,83.3944278207499,13,122,False
v2xt_0001,reliable,5,163,1,marked_gaussian_evidence,95,95,0.2868080113764972,0.0034077666753211107,90.65144957489294,21,129,False
v2xt_0001,reliable,5,163,2,marked_gaussian_evidence,95,95,0.2868080113764972,0.0034077666753211107,90.65144957489294,21,129,False
v2xt_0001,reliable,5,164,1,marked_gaussian_evidence,92,92,0.3042089241791564,0.0035787131707826947,90.0322284363144,16,129,False
v2xt_0001,reliable,5,164,2,marked_gaussian_evidence,92,92,0.3042089241791564,0.0035787131707826947,90.0322284363144,16,129,False
v2xt_0001,reliable,5,165,1,marked_gaussian_evidence,84,84,0.312417769993345,0.0038601233050687437,83.94589614959878,6,136,False
v2xt_0001,reliable,5,165,2,marked_gaussian_evidence,84,84,0.312417769993345,0.0038601233050687437,83.94589614959878,6,136,False
v2xt_0001,reliable,5,166,1,marked_gaussian_evidence,103,103,0.2999449322324671,0.0034220285079978505,97.81204441067521,23,138,False
v2xt_0001,reliable,5,166,2,marked_gaussian_evidence,103,103,0.2999449322324671,0.0034220285079978505,97.81204441067521,23,138,False
v2xt_0001,reliable,5,167,1,marked_gaussian_evidence,104,104,0.30501562691638623,0.0034278555225380654,98.66441343976352,21,143,False
v2xt_0001,reliable,5,167,2,marked_gaussian_evidence,104,104,0.30501562691638623,0.0034278555225380654,98.66441343976352,21,143,False
v2xt_0001,reliable,5,168,1,marked_gaussian_evidence,105,105,0.3039354331648193,0.0032877633181430366,100.55976718411371,21,141,False
v2xt_0001,reliable,5,168,2,marked_gaussian_evidence,105,105,0.3039354331648193,0.0032877633181430366,100.55976718411371,21,141,False
v2xt_0001,reliable,5,169,1,marked_gaussian_evidence,106,106,0.3158230652704904,0.0033052990130682377,102.26956165023005,20,148,False
v2xt_0001,reliable,5,169,2,marked_gaussian_evidence,106,106,0.3158230652704904,0.0033052990130682377,102.26956165023005,20,148,False
v2xt_0001,reliable,5,170,1,marked_gaussian_evidence,107,107,0.31223827232337303,0.003181939490163267,103.91265307916746,19,147,False
v2xt_0001,reliable,5,170,2,marked_gaussian_evidence,107,107,0.31223827232337303,0.003181939490163267,103.91265307916746,19,147,False
v2xt_0001,reliable,5,171,1,marked_gaussian_evidence,108,108,0.3164074604737828,0.0031559825033821054,105.40473972752417,18,154,False
v2xt_0001,reliable,5,171,2,marked_gaussian_evidence,108,108,0.3164074604737828,0.0031559825033821054,105.40473972752417,18,154,False
v2xt_0001,reliable,5,172,1,marked_gaussian_evidence,105,105,0.2838128562895066,0.003179652052185698,104.19658352355545,12,146,False
v2xt_0001,reliable,5,172,2,marked_gaussian_evidence,105,105,0.2838128562895066,0.003179652052185698,104.19658352355545,12,146,False
v2xt_0001,reliable,5,173,1,marked_gaussian_evidence,103,103,0.38620248313560424,0.004053579207837196,102.07402452237548,7,154,False
v2xt_0001,reliable,5,173,2,marked_gaussian_evidence,103,103,0.38620248313560424,0.004053579207837196,102.07402452237548,7,154,False
v2xt_0001,reliable,5,174,1,marked_gaussian_evidence,106,105,0.3021287231454248,0.003904238703983306,101.62524783981472,7,122,False
v2xt_0001,reliable,5,174,2,marked_gaussian_evidence,106,105,0.3021287231454248,0.003904238703983306,101.62524783981472,7,122,False
v2xt_0001,reliable,5,175,1,marked_gaussian_evidence,104,101,0.2302185145590886,0.0037539984159805683,90.21021855635904,2,119,False
v2xt_0001,reliable,5,175,2,marked_gaussian_evidence,104,101,0.23021851455908854,0.0037539984159805683,90.21021855635904,2,119,False
v2xt_0001,reliable,5,176,1,marked_gaussian_evidence,100,100,0.23575628826545172,0.004176909155502994,84.81670714243103,0,119,False
v2xt_0001,reliable,5,176,2,marked_gaussian_evidence,100,100,0.23575628826545172,0.004176909155502994,84.81670714243103,0,119,False
v2xt_0001,reliable,5,177,1,marked_gaussian_evidence,101,100,0.244136767716046,0.004702296701196805,79.85471621276554,1,122,False
v2xt_0001,reliable,5,177,2,marked_gaussian_evidence,101,100,0.244136767716046,0.004702296701196805,79.85471621276554,1,122,False
v2xt_0001,reliable,5,178,1,marked_gaussian_evidence,25,25,0.12253332373229868,0.0051669345069737475,24.235540592067238,2,121,False
v2xt_0001,reliable,5,178,2,marked_gaussian_evidence,25,25,0.12253332373229868,0.0051669345069737475,24.235540592067238,2,121,False
v2xt_0001,reliable,5,179,1,marked_gaussian_evidence,25,23,0.11124890529456401,0.005006318243409637,22.449855896141194,1,120,False
v2xt_0001,reliable,5,179,2,marked_gaussian_evidence,25,23,0.11124890529456401,0.005006318243409637,22.449855896141194,1,120,False
v2xt_0001,reliable,5,180,1,marked_gaussian_evidence,23,22,0.12598880687605526,0.00573217586934301,21.999962575131104,0,118,False
v2xt_0001,reliable,5,180,2,marked_gaussian_evidence,23,22,0.12598880687605526,0.00573217586934301,21.999962575131104,0,118,False
v2xt_0001,reliable,5,181,1,marked_gaussian_evidence,22,0,0.0,0.0,0.0,0,73,False
v2xt_0001,reliable,5,181,2,marked_gaussian_evidence,22,0,0.0,0.0,0.0,0,73,False
v2xt_0001,reliable,5,182,1,marked_gaussian_evidence,2,2,0.007889647948030145,0.005705169551647625,1.66787337948437,2,74,False
v2xt_0001,reliable,5,182,2,marked_gaussian_evidence,2,2,0.007889647948030145,0.005705169551647625,1.66787337948437,2,74,False
v2xt_0001,reliable,5,183,1,marked_gaussian_evidence,57,57,0.19924122872961175,0.008023952107067583,54.82659517397779,4,81,False
v2xt_0001,reliable,5,183,2,marked_gaussian_evidence,57,57,0.19924122872961175,0.008023952107067583,54.82659517397779,4,81,False
v2xt_0001,reliable,5,184,1,marked_gaussian_evidence,60,60,0.20794891458533696,0.005008365821325365,59.4445700675526,7,84,False
v2xt_0001,reliable,5,184,2,marked_gaussian_evidence,60,60,0.20794891458533696,0.005008365821325365,59.4445700675526,7,84,False
v2xt_0001,reliable,5,185,1,marked_gaussian_evidence,61,61,0.22299710420523824,0.003852796034307663,59.61419418219981,8,80,False
v2xt_0001,reliable,5,185,2,marked_gaussian_evidence,61,61,0.22299710420523824,0.003852796034307663,59.61419418219981,8,80,False
v2xt_0001,reliable,5,186,1,marked_gaussian_evidence,62,61,0.22911485904742435,0.004046345202804307,58.55482907668664,8,78,False
v2xt_0001,reliable,5,186,2,marked_gaussian_evidence,62,61,0.22911485904742435,0.004046345202804307,58.55482907668664,8,78,False
v2xt_0001,reliable,5,187,1,marked_gaussian_evidence,55,55,0.2305146452438982,0.012272687855668553,51.11735215047845,2,79,False
v2xt_0001,reliable,5,187,2,marked_gaussian_evidence,55,55,0.2305146452438982,0.012272687855668553,51.11735215047845,2,79,False
v2xt_0001,reliable,5,188,1,marked_gaussian_evidence,56,56,0.7016472889837229,0.0181972889352554,55.53403094480769,3,80,False
v2xt_0001,reliable,5,188,2,marked_gaussian_evidence,56,56,0.7016472889837231,0.0181972889352554,55.53403094480769,3,80,False
v2xt_0001,reliable,5,189,1,marked_gaussian_evidence,53,53,0.26622454064952783,0.005031450429340039,52.99995370668494,0,79,False
v2xt_0001,reliable,5,189,2,marked_gaussian_evidence,53,53,0.26622454064952783,0.005031450429340039,52.99995370668494,0,79,False
v2xt_0001,reliable,5,190,1,marked_gaussian_evidence,53,53,0.17110537122784258,0.0032350844234065672,52.99993088102209,0,86,False
v2xt_0001,reliable,5,190,2,marked_gaussian_evidence,53,53,0.17110537122784258,0.0032350844234065672,52.99993088102209,0,86,False
v2xt_0001,reliable,5,191,1,marked_gaussian_evidence,53,53,0.14599827734112197,0.0027610465908191524,52.99991550978332,0,84,False
v2xt_0001,reliable,5,191,2,marked_gaussian_evidence,53,53,0.14599827734112197,0.0027610465908191524,52.99991550978332,0,84,False
v2xt_0001,reliable,5,192,1,marked_gaussian_evidence,53,53,0.15477319166618983,0.0029277742171660375,52.99989642880393,0,83,False
v2xt_0001,reliable,5,192,2,marked_gaussian_evidence,53,53,0.15477319166618994,0.0029277742171660375,52.99989642880392,0,83,False
v2xt_0001,reliable,5,193,1,marked_gaussian_evidence,54,54,0.20406469221959042,0.0047814325196751705,53.928281573588166,1,85,False
v2xt_0001,reliable,5,193,2,marked_gaussian_evidence,54,54,0.20406469221959042,0.0047814325196751705,53.928281573588166,1,85,False
v2xt_0001,reliable,5,194,1,marked_gaussian_evidence,57,56,0.24998331639406896,0.004530200620296694,55.69820846419576,3,90,False
v2xt_0001,reliable,5,194,2,marked_gaussian_evidence,57,56,0.24998331639406896,0.004530200620296694,55.69820846419576,3,90,False
v2xt_0001,reliable,5,195,1,marked_gaussian_evidence,65,65,0.21698589339820779,0.0036349294643307118,62.506996988188696,9,83,False
v2xt_0001,reliable,5,195,2,marked_gaussian_evidence,65,65,0.21698589339820779,0.0036349294643307118,62.506996988188696,9,83,False
v2xt_0001,reliable,5,196,1,marked_gaussian_evidence,67,67,0.22899073003566353,0.003741005675066383,64.45626190706909,9,91,False
v2xt_0001,reliable,5,196,2,marked_gaussian_evidence,67,67,0.22899073003566353,0.003741005675066383,64.45626190706909,9,91,False
v2xt_0001,reliable,5,197,1,marked_gaussian_evidence,68,68,0.24672571968041707,0.003934734559999215,65.98825533262585,8,82,False
v2xt_0001,reliable,5,197,2,marked_gaussian_evidence,68,68,0.24672571968041707,0.003934734559999215,65.98825533262585,8,82,False
v2xt_0001,reliable,5,198,1,marked_gaussian_evidence,69,69,0.2462591474489855,0.003833692193001349,67.23329813819214,9,88,False
v2xt_0001,reliable,5,198,2,marked_gaussian_evidence,69,69,0.2462591474489855,0.003833692193001349,67.23329813819214,9,88,False
v2xt_0001,reliable,5,199,1,marked_gaussian_evidence,70,70,0.25855775224778377,0.004940404831959423,68.6590883498707,10,90,False
v2xt_0001,reliable,5,199,2,marked_gaussian_evidence,70,70,0.25855775224778377,0.004940404831959423,68.6590883498707,10,90,False
v2xt_0001,reliable,5,200,1,marked_gaussian_evidence,72,72,0.2433839741328631,0.006129742444094715,69.13130840505175,11,96,False
v2xt_0001,reliable,5,200,2,marked_gaussian_evidence,72,72,0.2433839741328631,0.006129742444094715,69.13130840505175,11,96,False
v2xt_0001,reliable,5,201,1,marked_gaussian_evidence,73,73,0.277035421529489,0.008907400944089693,69.79700302552575,11,100,False
v2xt_0001,reliable,5,201,2,marked_gaussian_evidence,73,73,0.277035421529489,0.008907400944089693,69.79700302552575,11,100,False
v2xt_0001,reliable,5,202,1,marked_gaussian_evidence,77,77,0.25241840384279113,0.004508902534927585,73.33979966561014,14,104,False
v2xt_0001,reliable,5,202,2,marked_gaussian_evidence,77,77,0.25241840384279113,0.004508902534927585,73.33979966561014,14,104,False
v2xt_0001,reliable,5,203,1,marked_gaussian_evidence,78,78,0.2656055386193148,0.003925635341599117,74.12331622655186,13,97,False
v2xt_0001,reliable,5,203,2,marked_gaussian_evidence,78,78,0.2656055386193148,0.003925635341599117,74.12331622655186,13,97,False
v2xt_0001,reliable,5,204,1,marked_gaussian_evidence,79,79,0.25360074861739534,0.003529049380853845,75.51098296304703,14,102,False
v2xt_0001,reliable,5,204,2,marked_gaussian_evidence,79,79,0.25360074861739534,0.003529049380853845,75.51098296304703,14,102,False
v2xt_0001,reliable,5,205,1,marked_gaussian_evidence,80,80,0.2657065045739839,0.003623519400121633,76.91817698064665,14,104,False
v2xt_0001,reliable,5,205,2,marked_gaussian_evidence,80,80,0.2657065045739839,0.003623519400121633,76.91817698064665,14,104,False
v2xt_0001,reliable,5,206,1,marked_gaussian_evidence,81,81,0.2675504706126269,0.0035754628413025686,78.32769303777641,14,108,False
