separation_in_sigma,eta,kla_r,mil_r
1.08,0.864330552009586,0.7756500532547103,0.8
1.09,0.8619892322377526,0.7751776791067453,0.8
1.1,0.8596327636025421,0.7747002357894084,0.8
1.11,0.8572613051781689,0.7742177037788089,0.8
1.12,0.8548750167246695,0.7737300633866183,0.8
1.1300000000000001,0.8524740586700582,0.7732372947608571,0.8
1.1400000000000001,0.8500585920924472,0.7727393778867095,0.8
1.1500000000000001,0.8476287787021358,0.772236292587366,0.8
1.16,0.8451847808236714,0.7717280185248933,0.8
1.17,0.8427267613778847,0.771214535201133,0.8
1.18,0.8402548838639021,0.7706958219586313,0.8
1.19,0.8377693123411386,0.7701718579815968,0.8
1.2,0.835270211411272,0.7696426222968904,0.8
1.21,0.8327577462002039,0.7691080937750461,0.8
1.22,0.8302320823400083,0.7685682511313238,0.8
1.23,0.8276933859508705,0.7680230729267955,0.8
1.24,0.825141823623021,0.767472537569464,0.8
1.25,0.8225775623986646,0.7669166233154169,0.8
1.26,0.8200007697539087,0.7663553082700137,0.8
1.27,0.817411613580694,0.7657885703891112,0.8
1.28,0.8148102621687294,0.7652163874803218,0.8
1.29,0.8121968841874335,0.7646387372043116,0.8
1.3,0.8095716486678869,0.7640555970761349,0.8
1.31,0.8069347249847962,0.7634669444666073,0.8
1.32,0.804286282838474,0.7628727566037182,0.8
1.33,0.8016264922368358,0.7622730105740835,0.8
1.34,0.7989555234774179,0.7616676833244379,0.8
1.35,0.7962735471294193,0.7610567516631709,0.8
1.36,0.7935807340157667,0.7604401922619023,0.8
1.37,0.7908772551952111,0.7598179816571036,0.8
1.3800000000000001,0.7881632819444526,0.7591900962517606,0.8
1.3900000000000001,0.7854389857403005,0.7585565123170833,0.8
1.4000000000000001,0.7827045382418681,0.757917205994259,0.8
1.41,0.7799601112728072,0.7572721532962532,0.8
1.42,0.7772058768035824,0.7566213301096565,0.8
1.43,0.774442006933791,0.7559647121965809,0.8
1.44,0.7716686738745262,0.7553022751966034,0.8
1.45,0.7688860499307919,0.7546339946287602,0.8
1.46,0.7660943074839663,0.7539598458935911,0.8
1.47,0.76329361897432,0.7532798042752348,0.8
1.48,0.7604841568835896,0.7525938449435773,0.8
1.49,0.7576660937176101,0.7519019429564529,0.8
1.5,0.7548396019890073,0.7512040732618988,0.8
1.51,0.7520048541999546,0.750500210700465,0.8
1.52,0.7491620228249927,0.7497903300075803,0.8
1.53,0.7463112802939205,0.7490744058159737,0.8
1.54,0.7434527989747526,0.7483524126581544,0.8
1.55,0.7405867511567518,0.74762432496895,0.8
1.56,0.7377133090335346,0.7468901170881033,0.8
1.57,0.7348326446862543,0.7461497632629305,0.8
1.58,0.7319449300668628,0.7454032376510392,0.8
