sequence,condition,arm,frames,ospa,gospa,loc2,miss2,false2,countError,raw_bytes,delivered_raw_bytes,wire_bytes,runtime_s,experiment,cohort,pd
0001,intermittent,marked_asymmetric,114,4.586707248342138,4.485251321384282,0.9203274389724225,23.05263157894737,22.105263157894736,0.4868421052631579,815120,591144,3764736,4.42352,motion,development,0.9
0001,intermittent,marked_gaussian_evidence_guarded_scalar,114,4.5867066635274885,4.485250678477303,0.9203206584671789,23.05263157894737,22.105263157894736,0.4868421052631579,1239648,899776,3764736,4.265480125,motion,development,0.9
0001,intermittent,marked_gaussian_evidence,114,4.512890296052509,4.413319340859653,0.8996228203345921,22.42105263157895,22.105263157894736,0.4780701754385965,1221696,884640,3764736,3.862489375,motion,development,0.9
0002,reliable,marked_lineage,144,7.892357511989142,6.275864228638056,0.00334985580592186,52.5,9.0,0.6319444444444444,1811088,1811088,4788224,12.13688875,motion,development,0.9
0002,reliable,marked_asymmetric,144,7.7058140147338845,5.845315652696054,0.008680799782778236,51.5,2.5,0.7083333333333334,1943168,1943168,4984832,9.889289916666666,motion,development,0.9
0002,reliable,marked_gaussian_evidence_guarded_scalar,144,7.7058140147338845,5.845315652696054,0.008680799782778236,51.5,2.5,0.7083333333333334,2944192,2944192,5705728,12.066208625,motion,development,0.9
0002,reliable,marked_gaussian_evidence,144,7.736266408303164,6.022605330192265,0.01918935587874385,51.0,6.0,0.6666666666666666,2889280,2889280,5705728,9.590753708333333,motion,development,0.9
0002,intermittent,marked_lineage,144,8.70134119269056,6.8164205171590515,0.005323337462972546,52.0,13.5,0.7152777777777778,1952352,1525352,4837376,7.925996333333333,motion,development,0.9
0002,intermittent,marked_asymmetric,144,7.827876249246218,6.077198828024923,0.005680433491916452,51.5,6.25,0.6770833333333334,2088632,1630656,5165056,9.491731125,motion,development,0.9
0002,intermittent,marked_gaussian_evidence_guarded_scalar,144,7.827876245180856,6.077198823959559,0.005680431695257223,51.5,6.25,0.6770833333333334,3164544,2471008,5853184,12.496785791666667,motion,development,0.9
0002,intermittent,marked_gaussian_evidence,144,7.716756169097617,6.015122586749515,0.022614995875025426,50.25,6.75,0.6666666666666666,3158208,2464672,5853184,9.7026135,motion,development,0.9
0003,reliable,marked_lineage,198,6.445433663737272,15.991350528663817,12.711464782374627,245.45454545454547,66.18181818181819,3.227272727272727,6522048,6522048,10733056,52.01027629166666,motion,development,0.9
0003,reliable,marked_asymmetric,198,6.210149148289664,15.532687058539075,17.571749424427505,253.45454545454547,56.0,3.2474747474747474,7073592,7073592,10814976,58.216278833333334,motion,development,0.9
0003,reliable,marked_gaussian_evidence_guarded_scalar,198,6.219144115405337,15.527047197185901,13.323829786993489,249.8181818181818,59.27272727272727,3.2323232323232323,10511776,10511776,13878784,61.641897416666666,motion,development,0.9
0003,reliable,marked_gaussian_evidence,198,6.212564735546918,15.50804694084763,10.872768739271693,251.27272727272728,58.54545454545455,3.202020202020202,11347072,11347072,14894592,77.53461741666666,motion,development,0.9
