time,reference_eospa,candidate_eospa,reference_rmse,candidate_rmse,reference_count_error,candidate_count_error,reference_disagreement,candidate_disagreement
1,141.096339114,140.461755993,11.9510907762,12.7913583064,21.2222222222,21.0277777778,150,148.666764368
2,138.298358049,138.079549254,11.7124579539,14.6836449777,20.3888888889,20.3055555556,148.958847427,146.058759452
