sequence,recording,condition,arm,frames,ospa,gospa,loc2,miss2,false2,countError
0008,testoutput_CAV_data_2022-03-21-09-35-07,intermittent,marked_gaussian_evidence_decoupled_consensus,375,0.9853558737716481,3.1243586914169517,2.942709685440952,9.792,9.408,0.256
0008,testoutput_CAV_data_2022-03-21-09-35-07,intermittent,marked_gaussian_evidence_fixedx_000,375,0.9924982868908543,3.1380380656826055,2.7179583412626562,10.656,8.352,0.25333333333333335
0008,testoutput_CAV_data_2022-03-21-09-35-07,intermittent,marked_gaussian_evidence_fixedx_050,375,0.9870579475553892,3.1241609564360964,2.7258520675467963,10.368,8.352,0.24933333333333332
0008,testoutput_CAV_data_2022-03-21-09-35-07,intermittent,marked_gaussian_evidence_fixedx_100,375,0.9904604942235712,3.133387056860908,2.724303352611137,10.56,8.352,0.252
0008,testoutput_CAV_data_2022-03-21-09-35-07,intermittent,marked_gaussian_evidence_fixedx_125,375,1.0252483273088695,3.2314776034331105,3.153237075620599,11.904,7.776,0.26266666666666666
0000,testoutput_CAV_data_2022-03-15-09-54-40,intermittent,marked_lineage,147,2.5395482514421954,3.1271579668644116,1.2141880055959131,16.653061224489797,6.122448979591836,0.2891156462585034
0000,testoutput_CAV_data_2022-03-15-09-54-40,intermittent,marked_er,147,2.6175947589940143,3.307663128448342,1.3339431341298043,14.204081632653061,10.53061224489796,0.2755102040816326
0000,testoutput_CAV_data_2022-03-15-09-54-40,intermittent,marked_asymmetric,147,2.4132499879515246,2.986878221061812,1.2732600814521653,15.183673469387756,6.122448979591836,0.2687074829931973
0000,testoutput_CAV_data_2022-03-15-09-54-40,intermittent,marked_gaussian_evidence_guarded_scalar,147,2.4132518976183985,2.9868809486308465,1.2732659723583635,15.183673469387756,6.122448979591836,0.2687074829931973
0000,testoutput_CAV_data_2022-03-15-09-54-40,intermittent,marked_gaussian_evidence_no_curvature,147,2.2984410097241676,2.848731911625065,1.2760808223640328,13.959183673469388,6.122448979591836,0.25170068027210885
0000,testoutput_CAV_data_2022-03-15-09-54-40,intermittent,marked_gaussian_evidence_fixed_025,147,2.532670641536666,3.1650230524457665,1.234474451780692,14.938775510204081,8.571428571428571,0.272108843537415
0000,testoutput_CAV_data_2022-03-15-09-54-40,intermittent,marked_gaussian_evidence,147,2.298442285887365,2.848733695505098,1.2760828103021666,13.959183673469388,6.122448979591836,0.25170068027210885
0000,testoutput_CAV_data_2022-03-15-09-54-40,reliable,marked_lineage,147,2.1112403445538552,2.5475354198425153,0.1435112359521936,16.163265306122447,4.408163265306122,0.24489795918367346
0000,testoutput_CAV_data_2022-03-15-09-54-40,reliable,marked_er,147,2.242465426652271,2.7810313707372782,0.2633034218581524,13.714285714285714,9.306122448979592,0.23809523809523808
0000,testoutput_CAV_data_2022-03-15-09-54-40,reliable,marked_asymmetric,147,1.979611037311224,2.4072117203215764,0.20249777447904754,14.693877551020408,4.408163265306122,0.22448979591836735
0000,testoutput_CAV_data_2022-03-15-09-54-40,reliable,marked_gaussian_evidence_guarded_scalar,147,2.035972427106574,2.463565344850831,0.20281919471732632,14.693877551020408,4.8979591836734695,0.23129251700680273
0000,testoutput_CAV_data_2022-03-15-09-54-40,reliable,marked_gaussian_evidence_no_curvature,147,1.9973690403082813,2.3800081941575324,0.19031832966701753,13.714285714285714,4.8979591836734695,0.23129251700680273
0000,testoutput_CAV_data_2022-03-15-09-54-40,reliable,marked_gaussian_evidence_fixed_025,147,2.1689412707612203,2.640040697651397,0.1629126955975226,14.693877551020408,6.857142857142857,0.24489795918367346
0000,testoutput_CAV_data_2022-03-15-09-54-40,reliable,marked_gaussian_evidence,147,2.0540325088014852,2.4366771750925214,0.19032083902876012,13.714285714285714,5.387755102040816,0.23809523809523808
0001,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_lineage,114,4.671126059490567,4.530136575509032,0.8845635720473002,19.57894736842105,23.36842105263158,0.543859649122807
0001,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_er,114,5.202650085354024,4.925947904739759,0.8845522310610672,19.57894736842105,27.157894736842106,0.5964912280701754
0001,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_asymmetric,114,4.4871998711539325,4.32972941346079,0.8846721525007876,18.94736842105263,21.473684210526315,0.5263157894736842
0001,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_gaussian_evidence_guarded_scalar,114,4.487199868596875,4.329729410357748,0.8846721147567078,18.94736842105263,21.473684210526315,0.5263157894736842
0001,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_gaussian_evidence_no_curvature,114,4.491388169430222,4.352179450121221,0.8622860166126227,18.94736842105263,22.105263157894736,0.5350877192982456
0001,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_gaussian_evidence_fixed_025,114,4.986818121589384,4.762143375396295,0.8751624249634236,19.57894736842105,25.57894736842105,0.5745614035087719
0001,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_gaussian_evidence,114,4.491388169980095,4.352179450052706,0.862286002902925,18.94736842105263,22.105263157894736,0.5350877192982456
0001,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_lineage,114,4.266652951077348,4.3122586637801295,0.8709107637021682,21.473684210526315,20.210526315789473,0.543859649122807
0001,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_er,114,5.284570949201942,4.994748901378376,0.8812895059693315,20.210526315789473,27.157894736842106,0.6228070175438597
0001,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_asymmetric,114,4.048104151053303,3.9357250864807325,0.8950412149618395,18.94736842105263,16.42105263157895,0.45614035087719296
0001,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_gaussian_evidence_guarded_scalar,114,4.048104147664298,3.9357250824380894,0.8950411671475578,18.94736842105263,16.42105263157895,0.45614035087719296
0001,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_gaussian_evidence_no_curvature,114,4.037052223160187,3.92203920439619,0.8615224688226395,18.94736842105263,16.42105263157895,0.45614035087719296
0001,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_gaussian_evidence_fixed_025,114,4.775347042106354,4.50045714446888,0.8667178783592937,20.842105263157894,19.57894736842105,0.5263157894736842
0001,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_gaussian_evidence,114,4.037052225727778,3.9220392071945795,0.8615224587847625,18.94736842105263,16.42105263157895,0.45614035087719296
0002,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_lineage,144,3.954912228731807,3.4963648789971296,0.1023588537686483,22.5,11.25,0.3020833333333333
0002,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_er,144,4.192447439076712,3.7214945421485774,0.11112508125955875,20.0,14.0,0.3472222222222222
0002,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_asymmetric,144,4.092658078600703,3.547163657763145,0.10234618307487765,22.5,10.25,0.2951388888888889
0002,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_gaussian_evidence_guarded_scalar,144,4.092658065279272,3.547163626694582,0.10234571010076057,22.5,10.25,0.2951388888888889
0002,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_gaussian_evidence_no_curvature,144,4.036525444108323,3.5340761547243553,0.0983341750412885,22.0,11.0,0.2986111111111111
0002,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_gaussian_evidence_fixed_025,144,4.208256087821075,3.724824738379679,0.10209018274518258,21.5,13.25,0.3368055555555556
0002,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_gaussian_evidence,144,4.063124806782223,3.560748409955118,0.09833390700661696,22.0,11.25,0.3020833333333333
0002,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_lineage,144,3.95051734733339,3.5041893371967965,0.08339223829578074,23.0,11.0,0.3055555555555556
0002,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_er,144,4.0016379766126455,3.5241810254457397,0.09728976631288716,19.5,12.0,0.3541666666666667
0002,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_asymmetric,144,3.926974960639229,3.4676265610767056,0.08554223387384982,22.5,10.5,0.2916666666666667
0002,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_gaussian_evidence_guarded_scalar,144,3.9269747205540946,3.4676263209915614,0.08554200387392989,22.5,10.5,0.2916666666666667
0002,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_gaussian_evidence_no_curvature,144,3.898063466473439,3.4631169682768452,0.08438529492901009,22.5,10.5,0.2916666666666667
0002,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_gaussian_evidence_fixed_025,144,4.094600363817548,3.63557299431951,0.08511434019889359,22.0,12.0,0.3333333333333333
0002,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_gaussian_evidence,144,3.898063466473439,3.4631169682768452,0.08438529492901009,22.5,10.5,0.2916666666666667
0003,testoutput_CAV_data_2022-03-17-10-50-46,intermittent,marked_lineage,198,6.889729521033739,16.738350711820754,13.273366641957713,268.90909090909093,66.18181818181819,3.4823232323232323
0003,testoutput_CAV_data_2022-03-17-10-50-46,intermittent,marked_er,198,6.705566631599712,16.461443399140787,12.923606215916962,255.63636363636363,70.54545454545455,3.313131313131313
0003,testoutput_CAV_data_2022-03-17-10-50-46,intermittent,marked_asymmetric,198,6.700680570668571,16.31404133910915,11.832249439633204,270.72727272727275,60.72727272727273,3.477272727272727
0003,testoutput_CAV_data_2022-03-17-10-50-46,intermittent,marked_gaussian_evidence_guarded_scalar,198,6.712785816591965,16.40317397601031,10.771406567340245,268.1818181818182,62.54545454545455,3.4065656565656566
0003,testoutput_CAV_data_2022-03-17-10-50-46,intermittent,marked_gaussian_evidence_no_curvature,198,6.573380283646044,16.017474879209832,10.327618725414343,265.09090909090907,57.81818181818182,3.3585858585858586
0003,testoutput_CAV_data_2022-03-17-10-50-46,intermittent,marked_gaussian_evidence_fixed_025,198,6.765001500438266,16.57476545125237,13.464649995520482,260.0,69.27272727272727,3.351010101010101
0003,testoutput_CAV_data_2022-03-17-10-50-46,intermittent,marked_gaussian_evidence,198,6.629738284342926,16.1817846794556,10.327580337150478,262.90909090909093,60.36363636363637,3.3333333333333335
0003,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_lineage,198,6.4276549784294845,15.795180802434816,12.030246211614955,251.27272727272728,58.54545454545455,3.272727272727273
0003,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_er,198,6.3867776624809665,15.9818794752686,12.197885488990838,247.63636363636363,69.0909090909091,3.217171717171717
0003,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_asymmetric,198,6.2273227914264915,15.56610600714813,16.077241740683927,254.54545454545453,56.36363636363637,3.2676767676767677
0003,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_gaussian_evidence_guarded_scalar,198,6.280622916377265,15.70235311463642,12.363729592584807,256.3636363636364,60.0,3.2626262626262625
0003,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_gaussian_evidence_no_curvature,198,6.074512900461867,15.172477466382077,15.013479126871314,245.0909090909091,53.45454545454545,3.1464646464646466
0003,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_gaussian_evidence_fixed_025,198,6.317054702505234,15.848552430951552,14.169458192979336,244.0,66.18181818181819,3.106060606060606
0003,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_gaussian_evidence,198,6.122249479331334,15.250273261067981,11.934718309063507,241.8181818181818,55.63636363636363,3.121212121212121
0004,testoutput_CAV_data_2022-03-17-10-50-46,intermittent,marked_lineage,180,5.196199370650485,21.68809697083468,58.2769063489444,361.2,67.8,4.075
0004,testoutput_CAV_data_2022-03-17-10-50-46,intermittent,marked_er,180,5.179138928084923,21.653094617692346,57.736030624383964,358.6,69.4,4.016666666666667
0004,testoutput_CAV_data_2022-03-17-10-50-46,intermittent,marked_asymmetric,180,5.226589387384028,21.423333123777773,56.40607808441449,367.8,52.8,4.375
0004,testoutput_CAV_data_2022-03-17-10-50-46,intermittent,marked_gaussian_evidence_guarded_scalar,180,5.154998800864758,21.177913489040694,57.341295484783224,355.6,53.2,4.2
0004,testoutput_CAV_data_2022-03-17-10-50-46,intermittent,marked_gaussian_evidence_no_curvature,180,5.233483479484172,21.408302948529126,56.00109009570774,368.2,51.6,4.397222222222222
0004,testoutput_CAV_data_2022-03-17-10-50-46,intermittent,marked_gaussian_evidence_fixed_025,180,5.022675684934023,22.074315738233565,59.29649126411814,332.8,107.4,3.1305555555555555
0004,testoutput_CAV_data_2022-03-17-10-50-46,intermittent,marked_gaussian_evidence,180,5.157977066480075,21.18528848483337,57.55235961007309,354.8,53.2,4.188888888888889
0004,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_lineage,180,5.116871531476196,22.42015663073348,61.49916915327948,350.8,104.0,3.4277777777777776
0004,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_er,180,5.112904317200598,22.473488765532725,59.79748842292349,350.8,107.6,3.3777777777777778
0004,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_asymmetric,180,5.2169768477216865,21.213215028754995,58.75442330297585,366.4,44.0,4.477777777777778
0004,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_gaussian_evidence_guarded_scalar,180,5.004198076160943,20.65008873163957,59.200873973188216,333.6,51.2,3.922222222222222
0004,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_gaussian_evidence_no_curvature,180,5.19076158853357,21.057319318212215,59.7882008728571,362.0,41.2,4.455555555555556
0004,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_gaussian_evidence_fixed_025,180,4.896036070579665,22.29539857414641,59.98699105138274,314.4,132.8,2.533333333333333
0004,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_gaussian_evidence,180,5.001597884237048,20.589116185493626,61.14520940674198,331.2,48.8,3.922222222222222
0005,testoutput_CAV_data_2022-03-17-11-02-23,intermittent,marked_lineage,310,5.025026208561458,15.31360181388053,15.660450665677375,168.8516129032258,81.29032258064517,1.8225806451612903
0005,testoutput_CAV_data_2022-03-17-11-02-23,intermittent,marked_er,310,4.975879793912573,15.139858869905032,16.038598072598283,158.7483870967742,85.58709677419355,1.7225806451612904
0005,testoutput_CAV_data_2022-03-17-11-02-23,intermittent,marked_asymmetric,310,5.032249934750007,15.34861589404967,16.76404060053116,175.3548387096774,75.36774193548388,1.9080645161290322
0005,testoutput_CAV_data_2022-03-17-11-02-23,intermittent,marked_gaussian_evidence_guarded_scalar,310,5.024268753990188,15.441398637151126,17.684100337156096,166.8774193548387,85.35483870967742,1.8290322580645162
0005,testoutput_CAV_data_2022-03-17-11-02-23,intermittent,marked_gaussian_evidence_no_curvature,310,5.005076054896477,15.23035104531178,16.594109590209538,171.63870967741934,74.90322580645162,1.8725806451612903
0005,testoutput_CAV_data_2022-03-17-11-02-23,intermittent,marked_gaussian_evidence_fixed_025,310,4.986674184858402,15.398202366398433,20.556198880322423,158.7483870967742,88.95483870967742,1.7338709677419355
0005,testoutput_CAV_data_2022-03-17-11-02-23,intermittent,marked_gaussian_evidence,310,5.011448071101461,15.427610468183165,17.89637976548887,163.74193548387098,88.02580645161291,1.7903225806451613
0005,testoutput_CAV_data_2022-03-17-11-02-23,reliable,marked_lineage,310,4.69068954888509,14.240416458362985,17.180222627856253,137.03225806451613,72.23225806451613,1.732258064516129
0005,testoutput_CAV_data_2022-03-17-11-02-23,reliable,marked_er,310,4.5987112713477485,14.142873237122231,18.57152141874515,128.20645161290324,77.10967741935484,1.5935483870967742
0005,testoutput_CAV_data_2022-03-17-11-02-23,reliable,marked_asymmetric,310,4.76664846080268,14.494970343702487,13.516733481401943,150.03870967741935,70.3741935483871,1.8741935483870968
0005,testoutput_CAV_data_2022-03-17-11-02-23,reliable,marked_gaussian_evidence_guarded_scalar,310,4.617581671968873,14.45132137899513,14.644181703456463,137.4967741935484,85.00645161290322,1.6516129032258065
0005,testoutput_CAV_data_2022-03-17-11-02-23,reliable,marked_gaussian_evidence_no_curvature,310,4.694694679802807,14.217593289830681,14.085662824837751,142.14193548387098,69.21290322580646,1.8064516129032258
0005,testoutput_CAV_data_2022-03-17-11-02-23,reliable,marked_gaussian_evidence_fixed_025,310,4.602838595421207,14.357148518912958,19.10800068741757,125.65161290322581,87.79354838709678,1.5838709677419356
0005,testoutput_CAV_data_2022-03-17-11-02-23,reliable,marked_gaussian_evidence,310,4.586088315855473,14.251478335838836,15.330175384587886,132.38709677419354,82.68387096774194,1.6516129032258065
0006,testoutput_CAV_data_2022-03-17-11-02-23,intermittent,marked_lineage,304,5.631264060964536,11.128587631569753,2.3966195186032224,67.5,90.23684210526316,1.2105263157894737
0006,testoutput_CAV_data_2022-03-17-11-02-23,intermittent,marked_er,304,5.647541517762509,11.097720026546046,2.544149703439215,64.53947368421052,92.01315789473684,1.256578947368421
0006,testoutput_CAV_data_2022-03-17-11-02-23,intermittent,marked_asymmetric,304,5.493182804098003,10.76696987015027,2.7264821323378747,67.61842105263158,81.35526315789474,1.1842105263157894
0006,testoutput_CAV_data_2022-03-17-11-02-23,intermittent,marked_gaussian_evidence_guarded_scalar,304,5.519530165479254,10.83168338710257,2.700882878056794,65.36842105263158,85.73684210526316,1.2401315789473684
0006,testoutput_CAV_data_2022-03-17-11-02-23,intermittent,marked_gaussian_evidence_no_curvature,304,5.467687729548836,10.67717802828288,2.31389359974698,65.96052631578948,80.28947368421052,1.169407894736842
0006,testoutput_CAV_data_2022-03-17-11-02-23,intermittent,marked_gaussian_evidence_fixed_025,304,5.849235671625639,11.674837741685492,2.475133243408202,62.526315789473685,107.52631578947368,1.4210526315789473
0006,testoutput_CAV_data_2022-03-17-11-02-23,intermittent,marked_gaussian_evidence,304,5.547432849060025,10.922876787450804,2.32710535462426,66.07894736842105,87.51315789473684,1.2351973684210527
0006,testoutput_CAV_data_2022-03-17-11-02-23,reliable,marked_lineage,304,5.849564381847548,11.43724774412391,2.686107317219919,69.15789473684211,92.60526315789474,1.299342105263158
0006,testoutput_CAV_data_2022-03-17-11-02-23,reliable,marked_er,304,5.85709614469049,11.50762819631515,2.8662666653689675,66.78947368421052,98.28947368421052,1.3519736842105263
0006,testoutput_CAV_data_2022-03-17-11-02-23,reliable,marked_asymmetric,304,5.390085124002655,10.540627950312949,4.102441179889945,66.07894736842105,75.07894736842105,1.105263157894737
0006,testoutput_CAV_data_2022-03-17-11-02-23,reliable,marked_gaussian_evidence_guarded_scalar,304,5.529563380703039,10.900735448280079,4.340236685247061,67.73684210526316,82.1842105263158,1.1611842105263157
0006,testoutput_CAV_data_2022-03-17-11-02-23,reliable,marked_gaussian_evidence_no_curvature,304,5.3998843290857135,10.565371516813345,3.888077094056049,64.42105263157895,77.44736842105263,1.1151315789473684
0006,testoutput_CAV_data_2022-03-17-11-02-23,reliable,marked_gaussian_evidence_fixed_025,304,5.883786637480419,11.467200261719308,2.874464091632731,55.421052631578945,105.39473684210526,1.3914473684210527
0006,testoutput_CAV_data_2022-03-17-11-02-23,reliable,marked_gaussian_evidence,304,5.4765182937340855,10.770003801373571,4.905353438209171,64.65789473684211,80.52631578947368,1.1151315789473684
0007,testoutput_CAV_data_2022-03-17-11-51-42,intermittent,marked_lineage,221,3.9074112277399946,12.278713486332537,34.37415722564026,145.6289592760181,58.31674208144796,1.7194570135746607
0007,testoutput_CAV_data_2022-03-17-11-51-42,intermittent,marked_er,221,3.9323992004626063,12.468685585257019,33.38296932738028,137.3212669683258,64.99547511312217,1.6018099547511313
0007,testoutput_CAV_data_2022-03-17-11-51-42,intermittent,marked_asymmetric,221,3.6837244482738805,12.017584059125294,33.31792637074069,140.9049773755656,63.69230769230769,1.4434389140271493
0007,testoutput_CAV_data_2022-03-17-11-51-42,intermittent,marked_gaussian_evidence_guarded_scalar,221,3.6309403577162063,11.898613971592292,33.18062223703642,140.579185520362,61.90045248868778,1.4502262443438914
0007,testoutput_CAV_data_2022-03-17-11-51-42,intermittent,marked_gaussian_evidence_no_curvature,221,3.52685815435193,11.73784747733025,30.1099562851968,141.06787330316743,65.15837104072398,1.3529411764705883
0007,testoutput_CAV_data_2022-03-17-11-51-42,intermittent,marked_gaussian_evidence_fixed_025,221,3.6402112806968328,12.013332915858042,32.921940912794014,133.24886877828055,71.34841628959276,1.2850678733031675
0007,testoutput_CAV_data_2022-03-17-11-51-42,intermittent,marked_gaussian_evidence,221,3.6677597469572776,12.074982670543115,29.543906028110236,144.81447963800906,68.90497737556561,1.4298642533936652
0007,testoutput_CAV_data_2022-03-17-11-51-42,reliable,marked_lineage,221,3.2166540403924393,10.221454709826489,17.01539671293788,82.09954751131222,53.755656108597286,1.0723981900452488
0007,testoutput_CAV_data_2022-03-17-11-51-42,reliable,marked_er,221,3.050297448472989,9.642136580789664,15.658753550441677,70.04524886877829,52.126696832579185,0.9819004524886877
0007,testoutput_CAV_data_2022-03-17-11-51-42,reliable,marked_asymmetric,221,2.9723198672525553,9.439394061155149,15.26475761863361,75.58371040723982,40.39819004524887,0.8959276018099548
0007,testoutput_CAV_data_2022-03-17-11-51-42,reliable,marked_gaussian_evidence_guarded_scalar,221,3.0741824718402118,9.568116538037362,14.321056441964203,83.72850678733032,37.14027149321267,1.0452488687782806
0007,testoutput_CAV_data_2022-03-17-11-51-42,reliable,marked_gaussian_evidence_no_curvature,221,2.869301624837401,9.029110009132896,10.480716414812704,63.203619909502265,48.86877828054298,0.8687782805429864
0007,testoutput_CAV_data_2022-03-17-11-51-42,reliable,marked_gaussian_evidence_fixed_025,221,3.0332287587245044,9.753643552142602,10.809770776124783,74.60633484162896,52.77828054298642,0.8642533936651584
0007,testoutput_CAV_data_2022-03-17-11-51-42,reliable,marked_gaussian_evidence,221,2.889940560312305,8.985144534339545,10.539414288708471,67.76470588235294,45.61085972850679,0.9864253393665159
0008,testoutput_CAV_data_2022-03-21-09-35-07,intermittent,marked_lineage,375,0.9957374762896873,3.1468916861936806,2.717947428448875,10.656,8.448,0.25466666666666665
0008,testoutput_CAV_data_2022-03-21-09-35-07,intermittent,marked_er,375,0.9784445016213171,3.101282878428291,2.719683423779227,10.272,8.352,0.248
0008,testoutput_CAV_data_2022-03-21-09-35-07,intermittent,marked_asymmetric,375,0.9783812306520331,3.103890115156519,2.7680242235956323,9.888,8.352,0.24266666666666667
0008,testoutput_CAV_data_2022-03-21-09-35-07,intermittent,marked_gaussian_evidence_guarded_scalar,375,0.9857109235185262,3.1270900835811903,2.8980294572939145,9.984,8.352,0.244
0008,testoutput_CAV_data_2022-03-21-09-35-07,intermittent,marked_gaussian_evidence_no_curvature,375,1.010776400997401,3.1948165279048073,3.077245923816985,10.56,9.504,0.26266666666666666
0008,testoutput_CAV_data_2022-03-21-09-35-07,intermittent,marked_gaussian_evidence_fixed_025,375,0.9744503350877676,3.0928140150929617,2.7871727278590903,10.08,8.352,0.24533333333333332
0008,testoutput_CAV_data_2022-03-21-09-35-07,intermittent,marked_gaussian_evidence,375,0.9903393894133941,3.141434803827554,2.9417421509378885,9.888,9.888,0.264
0008,testoutput_CAV_data_2022-03-21-09-35-07,reliable,marked_lineage,375,0.8270669190722366,2.707275335973315,2.6361196436986027,6.336,8.256,0.192
0008,testoutput_CAV_data_2022-03-21-09-35-07,reliable,marked_er,375,0.8208861468205313,2.6898326972237525,2.63683612366328,6.336,8.064,0.18933333333333333
0008,testoutput_CAV_data_2022-03-21-09-35-07,reliable,marked_asymmetric,375,0.8215510090586232,2.6929973432461516,2.6875439086544293,5.952,8.064,0.184
0008,testoutput_CAV_data_2022-03-21-09-35-07,reliable,marked_gaussian_evidence_guarded_scalar,375,0.8254245147932215,2.7079278802179965,2.8182424664455286,5.952,8.064,0.184
0008,testoutput_CAV_data_2022-03-21-09-35-07,reliable,marked_gaussian_evidence_no_curvature,375,0.8597134164000146,2.7978837248078894,3.087522925458057,7.296,8.832,0.208
0008,testoutput_CAV_data_2022-03-21-09-35-07,reliable,marked_gaussian_evidence_fixed_025,375,0.8235767327020284,2.6996033568981295,2.703374039501646,6.336,8.064,0.18933333333333333
0008,testoutput_CAV_data_2022-03-21-09-35-07,reliable,marked_gaussian_evidence,375,0.8301047827587411,2.7159118729812035,2.8174220302493196,5.952,9.6,0.20533333333333334
0000,testoutput_CAV_data_2022-03-15-09-54-40,reliable,marked_gaussian_evidence_fixed_050,147,2.3268889856213875,2.8668150578420284,0.27044772350636104,13.224489795918368,10.285714285714286,0.2585034013605442
0000,testoutput_CAV_data_2022-03-15-09-54-40,reliable,marked_gaussian_evidence_fixed_100,147,3.0314651414487708,3.844709172722278,0.27776866791705573,12.244897959183673,21.06122448979592,0.3673469387755102
0000,testoutput_CAV_data_2022-03-15-09-54-40,intermittent,marked_gaussian_evidence_fixed_050,147,2.5484365285583928,3.235648601296734,1.3408738668362246,13.46938775510204,10.775510204081632,0.2619047619047619
0000,testoutput_CAV_data_2022-03-15-09-54-40,intermittent,marked_gaussian_evidence_fixed_100,147,2.910443530597681,3.7663258716930965,1.3825606801421748,12.0,17.877551020408163,0.3197278911564626
0001,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_gaussian_evidence_fixed_050,114,5.38075311531952,4.930358408045256,0.868927212181333,19.57894736842105,25.263157894736842,0.5877192982456141
0001,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_gaussian_evidence_fixed_100,114,6.40772212588102,5.954584136365294,0.8595085346080982,18.94736842105263,39.1578947368421,0.7368421052631579
0001,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_gaussian_evidence_fixed_050,114,5.405885662978741,5.057607662797292,0.8687447923928118,19.57894736842105,28.105263157894736,0.6096491228070176
0001,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_gaussian_evidence_fixed_100,114,6.170132335313221,5.657847583942078,0.8608782956746776,18.94736842105263,34.421052631578945,0.6885964912280702
0002,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_gaussian_evidence_fixed_050,144,4.076542083152997,3.64210294744227,0.08990749627500387,20.5,13.0,0.3541666666666667
0002,testoutput_CAV_data_2022-03-15-10-29-43,reliable,marked_gaussian_evidence_fixed_100,144,4.408563830664621,3.95603194526715,0.09573059154651573,20.0,16.5,0.3958333333333333
0002,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_gaussian_evidence_fixed_050,144,4.216121749404299,3.7760393188116015,0.10546905850557461,20.0,15.0,0.3541666666666667
0002,testoutput_CAV_data_2022-03-15-10-29-43,intermittent,marked_gaussian_evidence_fixed_100,144,4.340738249312879,3.8664795500101263,0.10937873848702602,19.5,15.5,0.375
0003,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_gaussian_evidence_fixed_050,198,6.503815178769789,16.254167035888646,10.147560138419836,230.54545454545453,81.45454545454545,3.0
0003,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_gaussian_evidence_fixed_100,198,6.398930982817899,16.07221260884872,8.855763392509004,216.0,86.54545454545455,2.808080808080808
0003,testoutput_CAV_data_2022-03-17-10-50-46,intermittent,marked_gaussian_evidence_fixed_050,198,6.7383945468255915,16.624943898378334,11.270248259019636,253.27272727272728,74.18181818181819,3.244949494949495
0003,testoutput_CAV_data_2022-03-17-10-50-46,intermittent,marked_gaussian_evidence_fixed_100,198,6.852198198466574,16.944054515721223,12.477329557725918,242.54545454545453,86.54545454545455,3.1464646464646466
0004,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_gaussian_evidence_fixed_050,180,4.790588020080753,22.282319943958484,49.510614150534565,304.8,151.6,2.138888888888889
0004,testoutput_CAV_data_2022-03-17-10-50-46,reliable,marked_gaussian_evidence_fixed_100,180,4.795170722279262,22.563466942135918,42.35654883003808,285.6,189.2,1.9722222222222223
