time,receiver,formation,birthTime,birthLocation,weightedInputLogOdds,spatialLogNormalizer,preEtaExistence,fusedExistence,retained,selectedForOutput,mixtureUsed,fallbackReason
151,8,2,1,8,-4.53415969672,6.03961325396e-14,0.0106218890671,0.0106218890671,1,0,0,
151,8,2,1,9,-4.56928710303,-1.66291185266e-07,0.0102590083323,0.0102590066438,1,0,0,
151,8,2,1,10,0.518661414937,-0.00185394262224,0.626834707121,0.626400944047,1,1,0,
151,8,2,1,11,0.448281528345,-0.00181677687366,0.610230574318,0.609798368918,1,1,0,
151,8,2,1,12,-3.22838451468,-0.00173118803411,0.0381114248875,0.0380480120837,1,0,0,
151,8,2,1,13,-4.46183874593,-1.3658571163e-08,0.0114094447726,0.0114094446185,1,0,0,
151,8,2,1,14,-4.49970907959,-2.41267912315e-08,0.0109901042884,0.0109901040261,1,0,0,
151,8,2,1,15,2.217810631,-2.65421187855e-05,0.901837548786,0.901835199077,1,1,0,
151,9,2,1,1,7.57027644386,-0.0575390308046,0.999484715746,0.999454213862,1,1,0,powered-gm-normalizer-exceeds-one
151,9,2,1,2,5.01195131555,-0.0499311602819,0.993386135481,0.993049867483,1,1,0,powered-gm-normalizer-exceeds-one
151,9,2,1,3,5.51352870398,-0.0972816961842,0.995984335548,0.995575867019,1,1,0,powered-gm-normalizer-exceeds-one
151,9,2,1,4,4.82183709803,-0.0468327207289,0.992012335262,0.991632557721,1,1,0,powered-gm-normalizer-exceeds-one
151,9,2,1,5,-4.27690092469,-0.00403190655356,0.0136954580449,0.0136411021359,1,0,0,
151,9,2,1,6,-4.50337532776,-0.00309889379701,0.0109503260171,0.0109168145209,1,0,0,
151,9,2,1,7,-1.11363342605,-8.42063805351e-08,0.247194126353,0.247194110683,1,0,0,
151,9,2,1,8,-4.49634810774,-0.00241227602405,0.0110266958789,0.0110004207539,1,0,0,
151,9,2,1,9,-4.56578094578,-1.10077180402e-05,0.010294670214,0.0102945580604,1,0,0,
151,9,2,1,10,0.618838316294,-0.000863359875739,0.649954295667,0.649757844038,1,1,0,
151,9,2,1,11,0.547306334808,-0.000787040363845,0.63351041459,0.633327664324,1,1,0,
151,9,2,1,12,-3.10292200426,-0.0018416470974,0.0429868859139,0.0429111861036,1,0,0,
151,9,2,1,13,-4.46221901305,-1.40151001915e-10,0.0114051564341,0.0114051564325,1,0,0,
151,9,2,1,14,-4.50022435115,-2.3444002295e-10,0.0109845050469,0.0109845050443,1,0,0,
151,9,2,1,15,2.22500309734,-9.62944790572e-07,0.902472435575,0.90247235082,1,1,0,
151,10,2,1,1,5.29999001203,-0.0752793550926,0.995033148988,0.994646893022,1,1,0,powered-gm-normalizer-exceeds-one
151,10,2,1,2,3.70991398848,-0.186979734916,0.976105304561,0.971333321167,1,1,0,powered-gm-normalizer-exceeds-one
151,10,2,1,3,3.59573020699,-0.0643845182123,0.973292239489,0.97156661047,1,1,0,powered-gm-normalizer-exceeds-one
151,10,2,1,4,3.24810097968,-0.0836081262947,0.962604814048,0.959475997763,1,1,0,powered-gm-normalizer-exceeds-one
151,10,2,1,5,-4.16326791694,-0.000257917674064,0.0153183351857,0.0153144453234,1,0,0,
151,10,2,1,6,-4.39157906853,-0.000575569789813,0.0122297446091,0.0122227935753,1,0,0,
151,10,2,1,7,-1.11252577149,-1.53384476675e-07,0.247400306606,0.247400278047,1,0,0,
151,10,2,1,8,-4.37915650992,-0.00120555053036,0.0123807242251,0.0123659920882,1,0,0,
151,10,2,1,9,-4.56115587581,-8.79967482348e-06,0.0103419005068,0.010341810443,1,0,0,
151,10,2,1,10,0.686996242368,-0.000187520938351,0.665298393133,0.665256635343,1,1,0,
151,10,2,1,11,0.611405518222,-0.000157271927129,0.648261353082,0.648225491326,1,1,0,
151,10,2,1,12,-3.0445519792,-0.000474408248849,0.0454532637135,0.0454326848753,1,0,0,
151,10,2,1,13,-4.46212950497,-1.13469411644e-09,0.0114061656888,0.0114061656761,1,0,0,
151,10,2,1,14,-4.50010537539,-1.95822025262e-09,0.0109857976563,0.0109857976351,1,0,0,
151,10,2,1,15,2.22884923113,1.55253587764e-12,0.902810433026,0.902810433026,1,1,0,
151,11,2,1,1,5.71985947379,-0.0554186343657,0.996730552529,0.996544893263,1,1,0,powered-gm-normalizer-exceeds-one
151,11,2,1,2,5.46611229334,-0.0462511887552,0.995790161605,0.995591757048,1,1,0,powered-gm-normalizer-exceeds-one
151,11,2,1,3,4.95902292915,-0.125548713769,0.993029150544,0.992104020187,1,1,0,powered-gm-normalizer-exceeds-one
151,11,2,1,4,4.97903091809,-0.166251257691,0.993166293555,0.991940244607,1,1,0,powered-gm-normalizer-exceeds-one
151,11,2,1,5,-4.20765786896,-7.03603285785e-05,0.0146629787858,0.0146619622562,1,0,0,
151,11,2,1,6,-4.35995473026,-6.7663078795e-05,0.0126177246608,0.0126168817069,1,0,0,
151,11,2,1,7,-1.11283821736,-1.11502792777e-07,0.247342135841,0.247342115084,1,0,0,
151,11,2,1,8,-4.29757306972,-0.000287756476816,0.013419009899,0.0134152008416,1,0,0,
151,11,2,1,9,-4.56003064225,-2.62186764743e-07,0.0103534235588,0.0103534208724,1,0,0,
151,11,2,1,10,0.713928683919,-4.9257816638e-05,0.671268673466,0.671257803798,1,1,0,
151,11,2,1,11,0.642125555839,-3.42063144334e-05,0.65523378723,0.655226059898,1,1,0,
151,11,2,1,12,-3.05148712094,-5.84354337985e-05,0.045153313633,0.0451507942859,1,0,0,
151,11,2,1,13,-4.46204800061,-5.1847948157e-10,0.011407084774,0.0114070847681,1,0,0,
151,11,2,1,14,-4.49999723002,-9.33550126092e-10,0.0109869727298,0.0109869727197,1,0,0,
151,12,2,1,1,8.31069818977,-0.276167308918,0.99975418812,0.999676028466,1,1,0,powered-gm-normalizer-exceeds-one
151,12,2,1,2,7.43337335979,-0.0113975355697,0.999409159451,0.999402390849,1,1,0,powered-gm-normalizer-exceeds-one
151,12,2,1,3,7.70275683968,-0.185361712319,0.999548623303,0.999456748689,1,1,0,powered-gm-normalizer-exceeds-one
151,12,2,1,4,7.18107690686,-0.0975700041666,0.999239730411,0.999161876738,1,1,0,powered-gm-normalizer-exceeds-one
151,12,2,1,5,-4.20132244212,-0.00131680097932,0.0147547948903,0.0147356646612,1,0,0,
151,12,2,1,6,-4.32907316261,-0.00145122527112,0.0130083109415,0.0129896916848,1,0,0,
151,12,2,1,7,-1.11352593723,-2.75318089749e-06,0.247214129404,0.247213617039,1,0,0,
151,12,2,1,8,-4.24414565949,-0.000901191498954,0.0141450337569,0.0141324721858,1,0,0,
151,12,2,1,9,-4.56396962054,-1.00810563595e-05,0.0103131416247,0.0103130387301,1,0,0,
151,12,2,1,10,0.731720474733,-0.000337438017739,0.675182705315,0.675108697065,1,1,0,
151,12,2,1,11,0.666624489913,-0.000282311347327,0.660746914471,0.660683628566,1,1,0,
151,12,2,1,12,-3.05258020861,-0.000274869204659,0.0451062091378,0.0450943715508,1,0,0,
151,12,2,1,13,-4.4623410763,-2.18728501977e-08,0.0114037802434,0.0114037799968,1,0,0,
151,12,2,1,14,-4.50039469303,-3.85835434713e-08,0.0109826546331,0.010982654214,1,0,0,
151,13,3,1,1,-4.44102216464,-3.90798504668e-14,0.0116466445422,0.0116466445422,1,0,0,
151,13,3,1,2,-4.561915588,-0.000127976674154,0.0103341277857,0.0103328190076,1,0,0,
151,13,3,1,3,-4.53527958345,-1.70529428889e-05,0.0106101265528,0.0106099475401,1,0,0,
151,13,3,1,4,-3.60733191097,-7.44055483892e-10,0.0264078308038,0.0264078307847,1,0,0,
151,13,3,1,5,0.503747955126,-0.0269464943122,0.62333970947,0.616992302397,1,1,0,
151,13,3,1,6,0.804984258325,-0.0437172055955,0.691039651518,0.681628761416,1,1,0,
151,13,3,1,7,-4.32415831334,-6.75015598972e-14,0.0130715644263,0.0130715644263,1,0,0,
151,13,3,1,8,2.72747104435,-0.0201477209654,0.938628317685,0.937457395962,1,1,0,
151,13,3,1,9,-0.271797209372,-0.0566346274998,0.432465936068,0.418622230252,1,0,0,
151,13,3,1,10,-0.0325043362216,-0.0366940321246,0.491874631325,0.482707307744,1,0,0,
151,13,3,1,11,2.52332418403,-0.00762466920664,0.925760841969,0.925235111826,1,1,0,
151,13,3,1,12,2.71121160851,-0.0409591596002,0.937684982709,0.935248321101,1,1,0,
151,13,3,1,13,9.31018153981,-0.288261071359,0.999909510074,0.999879280537,1,1,0,powered-gm-normalizer-exceeds-one
151,13,3,1,14,5.64247641248,-0.431206655856,0.996468435228,0.994574849709,1,1,1,
151,13,3,1,15,4.87436879331,-0.186111935281,0.992418010692,0.990881203852,1,1,0,powered-gm-normalizer-exceeds-one
151,13,3,1,16,6.41251101737,-0.0797741072562,0.99836178914,0.998225989535,1,1,0,powered-gm-normalizer-exceeds-one
151,14,3,1,1,-4.44097400338,-5.320188734e-11,0.0116471989394,0.0116471989388,1,0,0,
151,14,3,1,2,-4.53970748711,-9.62563815428e-05,0.0105637449882,0.0105627389492,1,0,0,
151,14,3,1,3,-4.52336154939,-0.000947610681589,0.0107359692284,0.0107259095966,1,0,0,
151,14,3,1,4,-3.60886470562,-1.01109184314e-06,0.0263684505471,0.0263684245892,1,0,0,
151,14,3,1,5,0.467330193427,-0.00247514565123,0.614751654636,0.614165294555,1,1,0,
151,14,3,1,6,0.90597971518,-0.0404517438528,0.71217678416,0.703814310601,1,1,0,
151,14,3,1,7,-4.32416695322,-9.21183129776e-11,0.0130714529664,0.0130714529652,1,0,0,
151,14,3,1,8,2.51621139871,-0.0111057297995,0.925270513738,0.924498972146,1,1,0,
151,14,3,1,9,0.336841863713,-0.0161623750526,0.583423170483,0.579489839811,1,0,0,
151,14,3,1,10,0.0763182026098,-0.0114572694795,0.519070295357,0.516209550963,1,0,0,
151,14,3,1,11,2.63590698725,-0.0380404452994,0.933137044229,0.930724147646,1,1,0,
151,14,3,1,12,2.40217669049,-0.0158106784077,0.916993136511,0.915781717885,1,1,0,
151,14,3,1,13,6.7449445178,-0.207332846757,0.998824569294,0.998554150971,1,1,0,powered-gm-normalizer-exceeds-one
151,14,3,1,14,2.71200439693,-0.352250111416,0.937731290736,0.913706433626,1,1,1,
151,14,3,1,15,2.81330684402,-0.265759569073,0.943390679377,0.927408565485,1,1,1,
151,14,3,1,16,2.8972409665,-0.116108333188,0.947709879402,0.94164771074,1,1,0,powered-gm-normalizer-exceeds-one
151,15,3,1,1,-4.44072671956,-5.19861487192e-10,0.0116500459012,0.0116500458952,1,0,0,
151,15,3,1,2,-4.51884489598,-6.24553097115e-05,0.010784045445,0.0107833792078,1,0,0,
151,15,3,1,3,-4.50521484574,-0.00342608855228,0.0109304211838,0.0108934439169,1,0,0,
151,15,3,1,4,-3.61672306548,-9.79766300091e-06,0.0261674508024,0.0261672011325,1,0,0,
151,15,3,1,5,0.796410573105,-0.0533839417513,0.689206144807,0.677657342319,1,1,0,
151,15,3,1,6,1.20943732259,-0.0276283675445,0.770199374621,0.765272902794,1,1,0,
151,15,3,1,7,-4.32421131276,-9.00175933793e-10,0.0130708807145,0.0130708807029,1,0,0,
151,15,3,1,8,2.33657234033,-0.131515546142,0.911860990992,0.900702694463,1,1,0,powered-gm-normalizer-exceeds-one
151,15,3,1,9,1.24353945853,-0.0208226639792,0.776179507294,0.772541301383,1,1,0,
151,15,3,1,10,0.736284091877,-0.00562772561332,0.676182755602,0.674949291112,1,0,0,
151,15,3,1,11,2.53124117314,-0.106358112894,0.926303127725,0.918705187055,1,1,0,powered-gm-normalizer-exceeds-one
151,15,3,1,12,2.24151310932,-0.157494386036,0.903915955052,0.889340152164,1,1,0,powered-gm-normalizer-exceeds-one
151,15,3,1,13,6.6679608996,-0.414304031929,0.998730625577,0.998080284782,1,1,0,powered-gm-normalizer-exceeds-one
151,15,3,1,14,3.9311598943,-1.23340473363,0.980756670293,0.936894051084,1,1,1,
151,15,3,1,15,2.90119750448,-1.56360362364,0.947905602104,0.792093977549,1,1,1,
151,15,3,1,16,4.49288668885,-0.0850525622206,0.988935493016,0.987965070459,1,1,0,powered-gm-normalizer-exceeds-one
151,16,3,1,1,-4.44028824658,-3.02605940306e-10,0.0116550957017,0.0116550956982,1,0,0,
151,16,3,1,2,-4.50880689405,-2.31428087254e-05,0.0108916558828,0.0108914065675,1,0,0,
151,16,3,1,3,-4.4912068993,-7.05300697135e-05,0.0110829024862,0.0110821294983,1,0,0,
151,16,3,1,4,-3.6306335892,-5.56823798448e-06,0.0258152996842,0.0258151596496,1,0,0,
151,16,3,1,5,1.18670858599,-0.00488595496717,0.766151880706,0.765275359404,1,1,0,
151,16,3,1,6,1.55410087061,-0.0358204984056,0.825505235987,0.820285117067,1,1,0,
151,16,3,1,7,-4.32428996382,-5.2434145914e-10,0.0130698661521,0.0130698661454,1,0,0,
151,16,3,1,8,2.70651950246,-0.0255511874262,0.93741025054,0.935894243352,1,1,0,powered-gm-normalizer-exceeds-one
151,16,3,1,9,1.17893699092,-0.150886400976,0.764756618074,0.736537787524,1,1,0,
151,16,3,1,10,0.608759947325,-0.0752328193004,0.647657877434,0.630305382195,1,0,0,
151,16,3,1,11,3.20670816401,-0.0703689765178,0.961085938364,0.958367060453,1,1,0,powered-gm-normalizer-exceeds-one
151,16,3,1,12,2.59028133046,-0.0453066202624,0.930233477443,0.927235184949,1,1,0,powered-gm-normalizer-exceeds-one
151,16,3,1,13,9.29144454952,-0.214480527097,0.999907798739,0.999885745059,1,1,0,powered-gm-normalizer-exceeds-one
151,16,3,1,14,8.32826480888,-0.0414338316285,0.999758467464,0.999748252198,1,1,0,powered-gm-normalizer-exceeds-one
151,16,3,1,15,7.12377530821,-0.313977415319,0.999194929497,0.998898299299,1,1,0,powered-gm-normalizer-exceeds-one
151,16,3,1,16,7.01815766237,-0.131727384072,0.999105327417,0.998979488504,1,1,0,powered-gm-normalizer-exceeds-one
151,17,3,1,1,-4.44149846782,-3.33692852905e-07,0.0116411630913,0.0116411592519,1,0,0,
151,17,3,1,2,-4.5096586293,-6.80659452019e-05,0.0108824839368,0.0108817512956,1,0,0,
151,17,3,1,3,-4.48560099709,1.7763568394e-15,0.0111445122768,0.0111445122768,1,0,0,
151,17,3,1,4,-3.58128161694,-0.00983136259004,0.0270859232006,0.0268280454717,1,0,0,
151,17,3,1,5,1.26565177213,-0.414020639646,0.779997494424,0.700909197758,1,1,0,powered-gm-normalizer-exceeds-one
151,17,3,1,6,1.58370395289,-0.830320922398,0.829728448572,0.679915397319,1,1,0,powered-gm-normalizer-exceeds-one
151,17,3,1,7,-4.32407220077,-5.77131526569e-07,0.0130726753853,0.0130726679393,1,0,0,
151,17,3,1,8,3.79547274451,-0.12062490551,0.978021624541,0.975273631126,1,1,0,powered-gm-normalizer-exceeds-one
151,17,3,1,9,1.88272403676,-0.168682927375,0.867923701729,0.847359700345,1,1,0,powered-gm-normalizer-exceeds-one
151,17,3,1,10,-0.061620325263,-0.396408346109,0.484599791341,0.387453581866,1,0,0,powered-gm-normalizer-exceeds-one
151,17,3,1,11,4.02979665577,-0.170893508362,0.982532590019,0.979344526396,1,1,0,powered-gm-normalizer-exceeds-one
151,17,3,1,12,3.4341954961,-0.231039308939,0.968756305087,0.960952877509,1,1,0,powered-gm-normalizer-exceeds-one
151,17,3,1,13,8.68188939306,-0.472826397347,0.999830398503,0.999727898428,1,1,1,
151,17,3,1,14,7.12747077114,-0.580168817413,0.999197896733,0.998568074026,1,1,0,powered-gm-normalizer-exceeds-one
151,17,3,1,15,5.46419192515,-0.272825658156,0.99578210353,0.994466392039,1,1,0,powered-gm-normalizer-exceeds-one
151,17,3,1,16,4.92649549836,-0.105561707248,0.992800338032,0.992005174401,1,1,1,
151,18,3,1,1,-4.44102339342,0,0.0116466303977,0.0116466303977,1,0,0,
151,18,3,1,2,-4.56841513676,1.7763568394e-15,0.0102678658514,0.0102678658514,1,0,0,
151,18,3,1,3,-4.53796779026,5.3290705182e-15,0.010581944056,0.010581944056,1,0,0,
151,18,3,1,4,-3.60729281584,0,0.0264088359762,0.0264088359762,1,0,0,
151,18,3,1,5,0.905142340703,-0.0118346755125,0.7120051078,0.709572286628,1,1,0,
151,18,3,1,6,1.1364519985,-0.0414317712818,0.757027626241,0.749325883836,1,1,0,
151,18,3,1,7,-4.3241580929,0,0.0130715672702,0.0130715672702,1,0,0,
151,18,3,1,8,4.03539719557,-0.152426819848,0.982628448857,0.979825802674,1,1,0,powered-gm-normalizer-exceeds-one
151,18,3,1,9,0.710507784158,-0.0532809007471,0.670513351836,0.658637171434,1,1,0,
151,18,3,1,10,0.106433404891,-0.0100063993139,0.526583261207,0.524088089695,1,0,0,
151,18,3,1,11,3.92312956838,-0.126355539577,0.980604527208,0.978049578679,1,1,0,
151,18,3,1,12,4.02363536506,-0.054464772524,0.982426533128,0.981461089811,1,1,1,
151,18,3,1,13,10.6861348618,-0.188013611123,0.999977140819,0.999972412529,1,1,0,powered-gm-normalizer-exceeds-one
151,18,3,1,14,9.70234930502,-0.0632892988687,0.999938864047,0.99993486999,1,1,1,
151,18,3,1,15,9.24455692069,-0.410828274541,0.999903373116,0.9998542874,1,1,0,powered-gm-normalizer-exceeds-one
151,18,3,1,16,10.6128113928,-0.147288760524,0.999975401768,0.999971498423,1,1,0,powered-gm-normalizer-exceeds-one
151,19,4,1,1,-4.46189271155,-1.64966706961e-10,0.0114088360958,0.0114088360939,1,0,0,
151,19,4,1,2,-4.51324723744,-4.98931209769e-06,0.0108439236839,0.010843870167,1,0,0,
151,19,4,1,4,-2.78286687588,-1.35845751004e-05,0.0582570702684,0.0582563249798,1,0,0,
151,19,4,1,5,3.43143825376,-0.0650326857168,0.968672742232,0.966637968528,1,1,0,powered-gm-normalizer-exceeds-one
151,19,4,1,6,5.17441278368,-0.0474769144018,0.994372310816,0.994100295686,1,1,0,powered-gm-normalizer-exceeds-one
151,19,4,1,7,-4.32040461594,-2.84561707531e-10,0.0131200783612,0.0131200783576,1,0,0,
151,19,4,1,8,1.91405413795,-0.00861067049325,0.871473924457,0.870506379173,1,1,0,
151,19,4,1,9,5.11204343811,-0.47232895982,0.994012307275,0.990431975967,1,1,1,
151,19,4,1,10,4.45449371459,-0.757931139163,0.988507410632,0.975791912209,1,1,1,
151,19,4,1,11,-3.53465718782,-0.120204602018,0.0283420523091,0.0252129376042,1,0,0,
151,19,4,1,12,-3.43005581944,-0.0524230317034,0.0313692361185,0.0298148930097,1,0,0,
151,19,4,1,13,0.966663460955,-0.253699306929,0.7244539555,0.671055798359,1,1,0,powered-gm-normalizer-exceeds-one
151,19,4,1,14,1.19353982534,-0.249317616803,0.767373561301,0.719951734357,1,1,0,powered-gm-normalizer-exceeds-one
151,19,4,1,15,-0.49788361504,-0.208934827008,0.378038155869,0.330302228939,1,0,0,
151,19,4,1,16,2.1189349828,-0.130783688101,0.89272998275,0.879547416131,1,1,0,
151,20,4,1,1,-4.46171359513,-1.16529008665e-12,0.0114108564685,0.0114108564685,1,0,0,
151,20,4,1,2,-4.5160915692,-6.01471162653e-07,0.0108134568441,0.0108134504104,1,0,0,
151,20,4,1,3,-4.60366511559,-1.7763568394e-15,0.00991575513305,0.00991575513305,0,0,0,
151,20,4,1,4,-2.79302437791,-8.9346379184e-09,0.0577022914303,0.0577022909445,1,0,0,
151,20,4,1,5,4.03211340165,-0.197932198366,0.982572306289,0.978838459226,1,1,0,powered-gm-normalizer-exceeds-one
151,20,4,1,6,6.4358889783,-0.0583757017692,0.998399582391,0.998303539365,1,1,0,powered-gm-normalizer-exceeds-one
151,20,4,1,7,-4.32043690511,-1.76925141204e-12,0.0131196602894,0.0131196602894,1,0,0,
151,20,4,1,8,1.80806042514,-0.0145677012943,0.859127295674,0.857354961053,1,1,0,
151,20,4,1,9,4.32902182118,-1.31243119544,0.986991029865,0.953318033201,1,1,1,
151,20,4,1,10,3.44106062669,-0.144576980363,0.968963428258,0.96430798192,1,1,0,powered-gm-normalizer-exceeds-one
151,20,4,1,11,-3.39544988088,-0.00396882235213,0.0324379701707,0.0323136365969,1,0,0,
151,20,4,1,12,-2.87643936704,-0.00667265687796,0.0533306145158,0.0529947380074,1,0,0,
151,20,4,1,13,0.886973107358,-0.0296204247393,0.708265133454,0.702107257296,1,1,0,powered-gm-normalizer-exceeds-one
151,20,4,1,14,0.889781705009,-0.0372094768329,0.708845122089,0.701106447508,1,1,0,powered-gm-normalizer-exceeds-one
151,20,4,1,15,-0.913797030392,-0.000834907519412,0.286223476214,0.286052935392,1,0,0,
151,20,4,1,16,2.34784506056,-0.0165743460069,0.912762789013,0.911433965125,1,1,0,
151,21,4,1,1,-4.42197348976,-3.50515164055,0.0118679659898,0.000360692094474,0,0,0,
151,21,4,1,2,-4.50922433628,-0.114710628244,0.0108871596841,0.00971872131765,0,0,0,
151,21,4,1,3,-4.51210037948,-0.612350916656,0.010856232168,0.00591429398473,0,0,0,
151,21,4,1,4,-2.86201956223,-2.18043907403,0.0540633260301,0.00641641502253,0,0,0,
151,21,4,1,5,5.96704695897,-0.0303442460562,0.997444750679,0.997366232517,1,1,1,
151,21,4,1,6,9.18913195695,-0.0629238823907,0.999897866941,0.999891234552,1,1,0,powered-gm-normalizer-exceeds-one
151,21,4,1,7,-4.16044056328,-1.31997628879,0.0153610405878,0.00415029532847,0,0,0,
151,21,4,1,8,1.82772917455,-0.00485099885154,0.861490984607,0.860911127023,1,1,0,
151,21,4,1,9,5.94696354006,-2.17959518244,0.997393048884,0.977409325943,1,1,1,
151,21,4,1,10,3.59540780535,-0.392731705646,0.973283857555,0.960934859467,1,1,0,powered-gm-normalizer-exceeds-one
151,21,4,1,11,-2.8821661362,-0.00690727284964,0.0530422286841,0.0526963541778,1,0,0,
151,21,4,1,12,-2.28867838945,-0.0071217322795,0.0920649624995,0.0914713909384,1,0,0,
151,21,4,1,13,0.903000081483,-0.00693796872531,0.711565629904,0.710139593846,1,1,0,
151,21,4,1,14,0.568977210213,-0.0204107456875,0.638527138264,0.633802935915,1,1,0,
151,21,4,1,15,-0.210577715391,-0.0798036932788,0.447549246596,0.427910494476,1,0,0,
151,21,4,1,16,2.64538987689,-0.150751491187,0.9337262789,0.923765095088,1,1,0,
151,22,4,1,1,-4.46214316681,-1.86805237945e-10,0.0114060116381,0.011406011636,1,0,0,
151,22,4,1,2,-4.51290568333,-6.88323185116e-07,0.0108475879192,0.0108475805336,1,0,0,
151,22,4,1,3,-4.59783012439,0,0.00997320388744,0.00997320388744,0,0,0,
151,22,4,1,4,-2.77189179293,-1.56723025952e-05,0.0588621255987,0.0588612574003,1,0,0,
151,22,4,1,5,6.1456185122,-0.351798775421,0.997861731885,0.996962928135,1,1,0,powered-gm-normalizer-exceeds-one
151,22,4,1,6,8.03650148053,-0.272118160608,0.99967666605,0.999575588825,1,1,0,powered-gm-normalizer-exceeds-one
151,22,4,1,7,-4.32035939742,-3.22245341522e-10,0.0131206638609,0.0131206638567,1,0,0,
151,22,4,1,8,1.83210576947,-0.001568321843,0.86201239284,0.861825739684,1,1,0,
151,22,4,1,9,4.00590835484,-0.117184265894,0.982117850915,0.979939224025,1,1,1,
151,22,4,1,10,-0.785383240731,-1.01093006768,0.313160835774,0.14230043627,1,0,1,
151,22,4,1,11,-3.22839319923,-0.0261551633648,0.0381111065223,0.037163791844,1,0,0,
151,22,4,1,12,-2.22497259593,-0.00532865460484,0.0975302490684,0.0970622358357,1,0,0,
151,22,4,1,13,1.13026222181,-0.011356057237,0.755887287954,0.753785764844,1,1,0,
151,22,4,1,14,0.824182021619,-0.0076097399875,0.695123345415,0.693508246595,1,1,0,
151,22,4,1,15,-0.0655766543122,-0.0100399548933,0.483611708878,0.481104850177,1,0,0,
151,22,4,1,16,2.1433594048,-0.0491993634222,0.895046605914,0.890334268625,1,1,0,
151,23,4,1,1,-4.46232225559,-9.00257646208e-12,0.011403992425,0.0114039924249,1,0,0,
151,23,4,1,2,-4.51201427849,-2.62705214027e-07,0.0108571567916,0.0108571539703,1,0,0,
151,23,4,1,3,-4.6047435887,-1.7763568394e-15,0.00990517288981,0.00990517288981,0,0,0,
151,23,4,1,4,-2.76162568697,-2.32510053877e-07,0.0594334231852,0.0594334101876,1,0,0,
151,23,4,1,5,5.60815633857,-0.0892230643238,0.996345578424,0.996005893497,1,1,0,powered-gm-normalizer-exceeds-one
151,23,4,1,6,6.72124726735,-0.17874277213,0.998796416084,0.998561197824,1,1,0,powered-gm-normalizer-exceeds-one
151,23,4,1,7,-4.3203271106,-1.48858703142e-11,0.0131210819337,0.0131210819335,1,0,0,
151,23,4,1,8,1.84795483241,-0.00778046277466,0.863886798021,0.862969328508,1,1,0,
151,23,4,1,9,4.73649895193,-0.116286665995,0.991306937796,0.990245385157,1,1,0,powered-gm-normalizer-exceeds-one
151,23,4,1,10,2.91030072691,-0.797594584324,0.94835329592,0.892132028511,1,1,1,
151,23,4,1,11,-3.50539840705,-0.0216231233593,0.0291590194234,0.0285530880042,1,0,0,
151,23,4,1,12,-2.8413682871,-0.00765960400669,0.0551292203219,0.0547315885185,1,0,0,
151,23,4,1,13,1.0379041637,-0.00971226067542,0.738445410668,0.736565208394,1,1,0,
151,23,4,1,14,1.0326854566,-0.00503028736344,0.737436196268,0.73646104901,1,1,0,
151,23,4,1,15,0.190591699387,-0.00415346466643,0.547504211848,0.54647501701,1,0,0,
151,23,4,1,16,1.83017470299,-0.0130818241927,0.861782537609,0.860216929767,1,1,0,
151,24,4,1,1,-4.46219897504,-2.07908357197e-10,0.0114053823664,0.0114053823641,1,0,0,
151,24,4,1,2,-4.51172733898,-2.46551710603e-06,0.0108602387476,0.0108602122623,1,0,0,
151,24,4,1,4,-2.76705713196,-1.46566856962e-05,0.0591305250358,0.0591297096295,1,0,0,
151,24,4,1,5,7.105670121,-0.310582909604,0.999180232852,0.998881990991,1,1,0,powered-gm-normalizer-exceeds-one
151,24,4,1,6,8.41770344121,-0.138692851214,0.999779127366,0.999746276216,1,1,0,powered-gm-normalizer-exceeds-one
151,24,4,1,7,-4.32034936868,-3.55694140808e-10,0.0131207937188,0.0131207937142,1,0,0,
151,24,4,1,8,2.02117694755,-0.328768557146,0.883002653181,0.844540624133,1,1,0,powered-gm-normalizer-exceeds-one
151,24,4,1,9,7.9083197073,-0.23623433143,0.999632463275,0.999534570961,1,1,0,powered-gm-normalizer-exceeds-one
151,24,4,1,10,7.11930256755,-0.492736787868,0.999191323479,0.99867704791,1,1,1,
151,24,4,1,11,-3.16357480275,-0.730877740722,0.0405597127659,0.0199484731237,1,0,0,
151,24,4,1,12,-3.02895606747,-0.651195463342,0.0461347449168,0.0245987923573,1,0,0,powered-gm-normalizer-exceeds-one
151,24,4,1,13,1.53047984422,-0.681812129686,0.822076510302,0.700287590534,1,1,1,
151,24,4,1,14,1.67096126399,-0.335387287422,0.841703940521,0.791761141216,1,1,1,
151,24,4,1,15,0.616907627629,-0.450706826217,0.649514910456,0.541454819729,1,0,1,
151,24,4,1,16,2.42003451193,-0.0177040976758,0.918342332615,0.91700483671,1,1,1,
