x,input_left_intensity,input_right_intensity,kla_intensity,mil_intensity,conditional_ga_intensity
-6.64,0.0004235317464759486,2.1115132454054774e-21,4.527183174487938e-12,0.0002117658732379743,8.512655498746911e-11
-6.63,0.000439210357885567,2.3250809795717107e-21,4.837750937042656e-12,0.0002196051789427835,9.096629300943235e-11
-6.62,0.00045542382706740213,2.559993881260672e-21,5.169106917151926e-12,0.00022771191353370107,9.719692074726159e-11
-6.61,0.0004721885959382281,2.8183591907405107e-21,5.52260644162926e-12,0.00023609429796911404,1.038439229887531e-10
-6.6,0.0004895215440910185,3.1024895453975687e-21,5.899690726503251e-12,0.00024476077204550924,1.1093439953322538e-10
-6.59,0.0005074399980310061,3.4149227376373336e-21,6.301892154581979e-12,0.00025371999901550304,1.184971644278124e-10
-6.58,0.0005259617405237413,3.758443347506695e-21,6.730839866517531e-12,0.00026298087026187066,1.2656285109863304e-10
-6.57,0.0005451050200535133,4.136106425405398e-21,7.188265683307149e-12,0.00027255251002675663,1.3516402371410464e-10
-6.56,0.0005648885603904301,4.551263416415633e-21,7.676010379153005e-12,0.00028244428019521503,1.443352951361992e-10
-6.55,0.0005853315702642487,5.0075905354080815e-21,8.196030324636042e-12,0.00029266578513212436,1.54113451834873e-10
-6.54,0.0006064537531429683,5.5091198213121056e-21,8.75040452125083e-12,0.00030322687657148415,1.6453758616142375e-10
-6.53,0.0006282753171139749,6.06027311990002e-21,9.341342049491922e-12,0.00031413765855698746,1.7564923639803345e-10
-6.52,0.0006508169848654474,6.66589926730568e-21,9.971189953889608e-12,0.0003254084924327237,1.8749253502345663e-10
-6.51,0.0006741000037655223,7.331314771413812e-21,1.0642441589659256e-11,0.0003370500018827611,2.001143656586256e-10
-6.5,0.0006981461560366082,8.062348315440009e-21,1.1357745456962422e-11,0.0003490730780183041,2.1356452918102817e-10
-6.49,0.0007229777690220196,8.865389437630796e-21,1.2119914550178356e-11,0.0003614888845110098,2.278959195230446e-10
-6.48,0.0007486177255419824,9.74744177330194e-21,1.293193625105885e-11,0.0003743088627709912,2.431647096971555e-10
-6.47,0.0007750894743358775,1.0716181280608964e-20,1.3796982796187945e-11,0.00038754473716793875,2.594305486200484e-10
-6.46,0.0008024170405873902,1.1780019909779167e-20,1.471842235079404e-11,0.0004012085202936951,2.7675676933822756e-10
-6.45,0.0008306250365291283,1.2948175217303508e-20,1.5699830722676336e-11,0.00041531251826456417,2.952106092899654e-10
-6.4399999999999995,0.0008597386721229894,1.4230746472077372e-20,1.6745003751798627e-11,0.0004298693360614947,3.148634432721163e-10
-6.43,0.0008897837658124537,1.5638797850059912e-20,1.7857970412996822e-11,0.00044489188290622685,3.3579102981591113e-10
-6.42,0.0009207867553427877,1.718444936798448e-20,1.9043006671227162e-11,0.00046039337767139385,3.5807377171309526e-10
-6.41,0.0009527747086448935,1.8880976265459006e-20,2.0304650130863607e-11,0.00047638735432244675,3.817969914729122e-10
-6.4,0.0009857753347784143,2.074291760880297e-20,2.1647715522742398e-11,0.0004928876673892072,4.0705122253160313e-10
-6.39,0.0010198169949294682,2.278619495967625e-20,2.3077311074946378e-11,0.0005099084974647341,4.3393251707924384e-10
-6.38,0.001054928713458194,2.5028242027435644e-20,2.4598855815731673e-11,0.000527464356729097,4.625427714140497e-10
-6.37,0.0010911401889911229,2.748814630675979e-20,2.6218097859533034e-11,0.0005455700944955614,4.929900697819293e-10
-6.36,0.0011284818055531062,3.018680379200402e-20,2.794113372963394e-11,0.0005642409027765531,5.253890477088864e-10
-6.35,0.0011669846437333978,3.3147087957568246e-20,2.9774428773880126e-11,0.0005834923218666989,5.598612758863844e-10
-6.34,0.001206680491880246,3.639403430008849e-20,3.172483873273474e-11,0.000603340245940123,5.965356657246803e-10
-6.33,0.0012476018573181532,3.9955041854069056e-20,3.37996325220441e-11,0.0006238009286590766,6.355488977468813e-10
-6.32,0.0012897819775816986,4.3860093218666335e-20,3.600651629609629e-11,0.0006448909887908493,6.770458740568925e-10
-6.31,0.0013332548316596663,4.814199477042334e-20,3.835365885993411e-11,0.0006666274158298332,7.211801961779692e-10
-6.3,0.001378055151242945,5.283663888591448e-20,4.084971850341513e-11,0.0006890275756214725,7.68114669624987e-10
-6.29,0.0014242184319695032,5.798329016048089e-20,4.350387133323325e-11,0.0007121092159847516,8.180218366435193e-10
-6.28,0.0014717809446594223,6.362489778558933e-20,4.632584118298964e-11,0.0007358904723297112,8.710845386216513e-10
-6.27,0.0015207797465328658,6.980843643922313e-20,4.9325931185490945e-11,0.0007603898732664329,9.27496509757361e-10
-6.26,0.001571252692403501,7.658527825215749e-20,5.251505709571814e-11,0.0007856263462017505,9.874630036445062e-10
-6.25,0.0016232384458398147,8.401159863976297e-20,5.590478245738993e-11,0.0008116192229199073,1.0512014545247072e-09
-6.24,0.0016767764902863537,9.214881903530599e-20,5.950735571072886e-11,0.0008383882451431768,1.1189421750404902e-09
-6.23,0.001731907140136847,1.0106408982858689e-19,6.333574934396043e-11,0.0008659535700684235,1.1909290924176128e-09
-6.22,0.0017886715517508344,1.1083081710478171e-19,6.740370119621646e-11,0.0008943357758754173,1.267420525101164e-09
-6.21,0.0018471117344051966,1.2152923709458205e-19,7.172575802490348e-11,0.0009235558672025984,1.3486900019713608e-09
-6.2,0.0019072705611718724,1.3324704259039433e-19,7.631732145624929e-11,0.0009536352805859363,1.4350271263712637e-09
-6.1899999999999995,0.001969191779712564,1.4608006595651136e-19,8.119469644363737e-11,0.000984595889856282,1.5267384872894928e-09
-6.18,0.0020329200229812212,1.601330237668131e-19,8.63751423645294e-11,0.0010164600114906106,1.6241486201574446e-09
-6.17,0.0020985008198248197,1.7552032854376154e-19,9.187692689326585e-11,0.0010492504099124098,1.7276010198425233e-09
-6.16,0.00216598060547256,1.9236697355085183e-19,9.771938279377692e-11,0.00108299030273628,1.8374592085456949e-09
-6.15,0.002235406731903554,2.1080949710994141e-19,1.0392296778336133e-10,0.001117703365951777,1.954107861445636e-09
-6.14,0.002306827478082753,2.3099703347876694e-19,1.1050932762608659e-10,0.0011534137390413768,2.0779539930708324e-09
-6.13,0.002380292060054603,2.530924579361217e-19,1.1750136262212298e-10,0.0011901460300273018,2.2094282075268722e-09
-6.12,0.0024558506408837925,2.772736343866284e-19,1.249232976674597e-10,0.0012279253204418965,2.348986015859145e-09
-6.11,0.00253355434043206,3.037347745183783e-19,1.3280075606690265e-10,0.0012667771702160303,2.49710922399011e-09
-6.1,0.00261345524495994,3.326879183292128e-19,1.411608372921666e-10,0.0013067276224799703,2.6543073948378443e-09
-6.09,0.002695606416541985,3.643645466871461e-19,1.500321988861113e-10,0.0013478032082709927,2.8211193883963047e-09
-6.08,0.0027800619022839506,3.990173375116873e-19,1.5944514272390864e-10,0.0013900309511419755,2.9981149837408312e-09
-6.07,0.002866876743329887,4.369220781628103e-19,1.694317058520196e-10,0.0014334383716649438,3.1858965871121427e-09
-6.06,0.002956106983647231,4.783797477089748e-19,1.8002575613648447e-10,0.0014780534918236157,3.3851010304319153e-09
-6.05,0.0030478096785774484,5.237187839217471e-19,1.9126309296307134e-10,0.0015239048392887244,3.5964014648105967e-09
-6.04,0.003142042903139823,5.732975511208853e-19,2.0318155324340433e-10,0.0015710214515699118,3.820509353825821e-09
-6.03,0.003238865760075541,6.275070263765431e-19,2.1582112299324446e-10,0.0016194328800377708,4.058176571576385e-09
