condition,arm,frame,robot,delivered,phase,pool,output_match,all_components,active_components,near_components,near_active_components,strongest_near_r,strongest_birth_time,strongest_birth_location
reliable,marked_gaussian_evidence,53,1,True,53_96,fused,False,132,131,3,3,0.261401544575907,3,100004
reliable,marked_gaussian_evidence,53,2,True,53_96,fused,False,132,131,3,3,0.261401544575907,3,100004
reliable,marked_gaussian_evidence,54,1,True,53_96,fused,False,136,132,8,8,0.16962237842944403,3,100004
reliable,marked_gaussian_evidence,54,2,True,53_96,fused,False,136,132,8,8,0.16962237842944403,3,100004
reliable,marked_gaussian_evidence,55,1,True,53_96,fused,False,139,137,18,18,0.095391517392623,3,100004
reliable,marked_gaussian_evidence,55,2,True,53_96,fused,False,139,137,18,18,0.095391517392623,3,100004
reliable,marked_gaussian_evidence,56,1,True,53_96,fused,False,143,140,22,22,0.04385664506162759,3,100004
reliable,marked_gaussian_evidence,56,2,True,53_96,fused,False,143,140,22,22,0.04385664506162759,3,100004
reliable,marked_gaussian_evidence,57,1,True,53_96,fused,False,146,144,28,28,0.01443409714159892,3,100004
reliable,marked_gaussian_evidence,57,2,True,53_96,fused,False,146,144,28,28,0.01443409714159892,3,100004
reliable,marked_gaussian_evidence,58,1,True,53_96,fused,False,150,148,33,33,0.004393937535414277,47,100008
reliable,marked_gaussian_evidence,58,2,True,53_96,fused,False,150,148,33,33,0.004393937535414277,47,100008
reliable,marked_gaussian_evidence,59,1,True,53_96,fused,False,155,153,129,129,0.004020903795809621,47,100008
reliable,marked_gaussian_evidence,59,2,True,53_96,fused,False,155,153,129,129,0.004020903795809621,47,100008
reliable,marked_gaussian_evidence,60,1,True,53_96,fused,False,160,158,132,132,0.0038828197614391895,48,100007
reliable,marked_gaussian_evidence,60,2,True,53_96,fused,False,160,158,132,132,0.0038828197614391895,48,100007
reliable,marked_gaussian_evidence,61,1,True,53_96,fused,False,158,153,130,130,0.0038398601057324216,41,100006
reliable,marked_gaussian_evidence,61,2,True,53_96,fused,False,158,153,130,130,0.0038398601057324216,41,100006
reliable,marked_gaussian_evidence,62,1,True,53_96,fused,False,162,160,130,130,0.003759782004566873,41,100006
reliable,marked_gaussian_evidence,62,2,True,53_96,fused,False,162,160,130,130,0.003759782004566873,41,100006
reliable,marked_gaussian_evidence,63,1,True,53_96,fused,False,166,163,128,128,0.0038032551186820323,41,100006
reliable,marked_gaussian_evidence,63,2,True,53_96,fused,False,166,163,128,128,0.0038032551186820323,41,100006
reliable,marked_gaussian_evidence,64,1,True,53_96,fused,False,173,172,132,132,0.0037048898180567385,42,100006
reliable,marked_gaussian_evidence,64,2,True,53_96,fused,False,173,172,132,132,0.0037048898180567385,42,100006
reliable,marked_gaussian_evidence,65,1,True,53_96,fused,False,178,174,132,132,0.0037045225724031505,3,100004
reliable,marked_gaussian_evidence,65,2,True,53_96,fused,False,178,174,132,132,0.0037045225724031505,3,100004
reliable,marked_gaussian_evidence,66,1,True,53_96,fused,False,184,182,131,131,0.003755152488186084,3,100004
reliable,marked_gaussian_evidence,66,2,True,53_96,fused,False,184,182,131,131,0.003755152488186084,3,100004
reliable,marked_gaussian_evidence,67,1,True,53_96,fused,False,186,183,129,129,0.003661942695894366,42,100006
reliable,marked_gaussian_evidence,67,2,True,53_96,fused,False,186,183,129,129,0.003661942695894366,42,100006
reliable,marked_gaussian_evidence,68,1,True,53_96,fused,False,192,191,137,137,0.0036682097958959897,49,100007
reliable,marked_gaussian_evidence,68,2,True,53_96,fused,False,192,191,137,137,0.0036682097958959897,49,100007
reliable,marked_gaussian_evidence,69,1,True,53_96,fused,False,198,196,137,137,0.0036192635649670984,49,100007
reliable,marked_gaussian_evidence,69,2,True,53_96,fused,False,198,196,137,137,0.0036192635649670984,49,100007
reliable,marked_gaussian_evidence,70,1,True,53_96,fused,False,201,200,146,146,0.0036111059932418927,49,100007
reliable,marked_gaussian_evidence,70,2,True,53_96,fused,False,201,200,146,146,0.0036111059932418927,49,100007
reliable,marked_gaussian_evidence,71,1,True,53_96,fused,False,209,207,148,148,0.0035786797915094443,49,100007
reliable,marked_gaussian_evidence,71,2,True,53_96,fused,False,209,207,148,148,0.0035786797915094443,49,100007
reliable,marked_gaussian_evidence,72,1,True,53_96,fused,False,214,211,151,151,0.0035889795990665047,49,100007
reliable,marked_gaussian_evidence,72,2,True,53_96,fused,False,214,211,151,151,0.0035889795990665047,49,100007
reliable,marked_gaussian_evidence,73,1,True,53_96,fused,False,219,216,154,154,0.0034323995468910403,56,100008
reliable,marked_gaussian_evidence,73,2,True,53_96,fused,False,219,216,154,154,0.0034323995468910403,56,100008
reliable,marked_gaussian_evidence,74,1,True,53_96,fused,False,226,225,171,171,0.003453509115584996,55,100007
reliable,marked_gaussian_evidence,74,2,True,53_96,fused,False,226,225,171,171,0.003453509115584996,55,100007
reliable,marked_gaussian_evidence,75,1,True,53_96,fused,False,233,230,170,170,0.0033801512613802986,55,100007
reliable,marked_gaussian_evidence,75,2,True,53_96,fused,False,233,230,170,170,0.0033801512613802986,55,100007
reliable,marked_gaussian_evidence,76,1,True,53_96,fused,False,238,234,178,178,0.003321811680571953,55,100007
reliable,marked_gaussian_evidence,76,2,True,53_96,fused,False,238,234,178,178,0.003321811680571953,55,100007
reliable,marked_gaussian_evidence,77,1,True,53_96,fused,False,225,219,182,182,0.0032656610581919174,55,100007
reliable,marked_gaussian_evidence,77,2,True,53_96,fused,False,225,219,182,182,0.0032656610581919174,55,100007
reliable,marked_gaussian_evidence,78,1,True,53_96,fused,False,227,221,187,187,0.0032139901321435165,56,100007
reliable,marked_gaussian_evidence,78,2,True,53_96,fused,False,227,221,187,187,0.0032139901321435165,56,100007
reliable,marked_gaussian_evidence,79,1,True,53_96,fused,False,227,218,194,194,0.003179258898150218,56,100007
reliable,marked_gaussian_evidence,79,2,True,53_96,fused,False,227,218,194,194,0.003179258898150218,56,100007
reliable,marked_gaussian_evidence,80,1,True,53_96,fused,False,225,223,195,195,0.0030669583996152092,3,100004
reliable,marked_gaussian_evidence,80,2,True,53_96,fused,False,225,223,195,195,0.0030669583996152092,3,100004
reliable,marked_gaussian_evidence,81,1,True,53_96,fused,False,230,225,196,196,0.0031276134497601215,47,100008
reliable,marked_gaussian_evidence,81,2,True,53_96,fused,False,230,225,196,196,0.0031276134497601215,47,100008
reliable,marked_gaussian_evidence,82,1,True,53_96,fused,False,229,225,202,202,0.003088615272836834,3,100004
reliable,marked_gaussian_evidence,82,2,True,53_96,fused,False,229,225,202,202,0.003088615272836834,3,100004
reliable,marked_gaussian_evidence,83,1,True,53_96,fused,False,230,230,206,206,0.0030752209004210594,56,100007
reliable,marked_gaussian_evidence,83,2,True,53_96,fused,False,230,230,206,206,0.0030752209004210594,56,100007
reliable,marked_gaussian_evidence,84,1,True,53_96,fused,False,234,229,208,208,0.0030538461864370926,61,100004
reliable,marked_gaussian_evidence,84,2,True,53_96,fused,False,234,229,208,208,0.0030538461864370926,61,100004
reliable,marked_gaussian_evidence,85,1,True,53_96,fused,False,235,233,211,211,0.0031248924840777477,64,100004
reliable,marked_gaussian_evidence,85,2,True,53_96,fused,False,235,233,211,211,0.0031248924840777477,64,100004
reliable,marked_gaussian_evidence,86,1,True,53_96,fused,False,238,235,214,214,0.0030432874014205673,63,100004
reliable,marked_gaussian_evidence,86,2,True,53_96,fused,False,238,235,214,214,0.0030432874014205673,63,100004
reliable,marked_gaussian_evidence,87,1,True,53_96,fused,False,241,238,217,217,0.0029115699053393358,66,100002
reliable,marked_gaussian_evidence,87,2,True,53_96,fused,False,241,238,217,217,0.0029115699053393358,66,100002
reliable,marked_gaussian_evidence,88,1,True,53_96,fused,False,244,241,220,220,0.0028856722062730695,67,100002
reliable,marked_gaussian_evidence,88,2,True,53_96,fused,False,244,241,220,220,0.0028856722062730695,67,100002
reliable,marked_gaussian_evidence,89,1,True,53_96,fused,False,245,242,224,224,0.0020536468933245104,75,100005
reliable,marked_gaussian_evidence,89,2,True,53_96,fused,False,245,242,224,224,0.0020536468933245104,75,100005
reliable,marked_gaussian_evidence,90,1,True,53_96,fused,False,244,242,223,223,0.002059253033157026,75,100005
reliable,marked_gaussian_evidence,90,2,True,53_96,fused,False,244,242,223,223,0.002059253033157026,75,100005
reliable,marked_gaussian_evidence,91,1,True,53_96,fused,False,244,240,223,223,0.002157130300201211,75,100005
reliable,marked_gaussian_evidence,91,2,True,53_96,fused,False,244,240,223,223,0.002157130300201211,75,100005
reliable,marked_gaussian_evidence,92,1,True,53_96,fused,False,246,242,221,221,0.0023253220521376856,71,100001
reliable,marked_gaussian_evidence,92,2,True,53_96,fused,False,246,242,221,221,0.0023253220521376856,71,100001
reliable,marked_gaussian_evidence,93,1,True,53_96,fused,False,249,247,219,219,0.0024546345003535297,70,100002
reliable,marked_gaussian_evidence,93,2,True,53_96,fused,False,249,247,219,219,0.0024546345003535297,70,100002
reliable,marked_gaussian_evidence,94,1,True,53_96,fused,False,249,246,227,227,0.0020773572244292427,77,100012
reliable,marked_gaussian_evidence,94,2,True,53_96,fused,False,249,246,227,227,0.0020773572244292427,77,100012
reliable,marked_gaussian_evidence,95,1,True,53_96,fused,False,251,245,222,222,0.002372886970113133,73,100003
reliable,marked_gaussian_evidence,95,2,True,53_96,fused,False,251,245,222,222,0.002372886970113133,73,100003
reliable,marked_gaussian_evidence,96,1,True,53_96,fused,False,254,252,219,219,0.0027970863572799936,96,100006
reliable,marked_gaussian_evidence,96,2,True,53_96,fused,False,254,252,219,219,0.0027970863572799936,96,100006
reliable,marked_gaussian_evidence,97,1,True,97_122,fused,False,253,248,231,231,0.002100280535422743,81,100009
reliable,marked_gaussian_evidence,97,2,True,97_122,fused,False,253,248,231,231,0.002100280535422743,81,100009
reliable,marked_gaussian_evidence,98,1,True,97_122,fused,False,255,252,229,229,0.0024132930668631447,80,100011
reliable,marked_gaussian_evidence,98,2,True,97_122,fused,False,255,252,229,229,0.0024132930668631447,80,100011
reliable,marked_gaussian_evidence,99,1,True,97_122,fused,False,258,255,223,223,0.0027592487129629033,87,100008
reliable,marked_gaussian_evidence,99,2,True,97_122,fused,False,258,255,223,223,0.0027592487129629033,87,100008
reliable,marked_gaussian_evidence,100,1,True,97_122,fused,False,264,261,222,222,0.002764262413895715,86,100004
reliable,marked_gaussian_evidence,100,2,True,97_122,fused,False,264,261,222,222,0.002764262413895715,86,100004
reliable,marked_gaussian_evidence,101,1,True,97_122,fused,False,267,262,226,226,0.00279942508001328,85,100007
reliable,marked_gaussian_evidence,101,2,True,97_122,fused,False,267,262,226,226,0.00279942508001328,85,100007
reliable,marked_gaussian_evidence,102,1,True,97_122,fused,False,268,266,243,243,0.0020530056751518876,102,100006
reliable,marked_gaussian_evidence,102,2,True,97_122,fused,False,268,266,243,243,0.0020530056751518876,102,100006
reliable,marked_gaussian_evidence,103,1,True,97_122,fused,False,270,264,242,242,0.0025897563839661487,82,100007
reliable,marked_gaussian_evidence,103,2,True,97_122,fused,False,270,264,242,242,0.0025897563839661487,82,100007
reliable,marked_gaussian_evidence,104,1,True,97_122,fused,False,273,272,239,239,0.0026006001621782866,88,100007
reliable,marked_gaussian_evidence,104,2,True,97_122,fused,False,273,272,239,239,0.0026006001621782866,88,100007
reliable,marked_gaussian_evidence,105,1,True,97_122,fused,False,277,274,248,248,0.0022443214776299357,92,100002
reliable,marked_gaussian_evidence,105,2,True,97_122,fused,False,277,274,248,248,0.0022443214776299357,92,100002
reliable,marked_gaussian_evidence,106,1,True,97_122,fused,False,274,271,244,244,0.0021236249108378077,92,100002
reliable,marked_gaussian_evidence,106,2,True,97_122,fused,False,274,271,244,244,0.0021236249108378077,92,100002
reliable,marked_gaussian_evidence,107,1,True,97_122,fused,False,264,262,243,243,0.0022834175641966957,82,100007
reliable,marked_gaussian_evidence,107,2,True,97_122,fused,False,264,262,243,243,0.0022834175641966957,82,100007
reliable,marked_gaussian_evidence,108,1,True,97_122,fused,False,266,264,242,242,0.0023506422972693008,81,100009
reliable,marked_gaussian_evidence,108,2,True,97_122,fused,False,266,264,242,242,0.0023506422972693008,81,100009
reliable,marked_gaussian_evidence,109,1,True,97_122,fused,False,268,265,240,240,0.0027016211860883686,109,100007
reliable,marked_gaussian_evidence,109,2,True,97_122,fused,False,268,265,240,240,0.0027016211860883686,109,100007
reliable,marked_gaussian_evidence,110,1,True,97_122,fused,False,271,270,240,240,0.0027124513943108473,81,100009
reliable,marked_gaussian_evidence,110,2,True,97_122,fused,False,271,270,240,240,0.0027124513943108473,81,100009
reliable,marked_gaussian_evidence,111,1,True,97_122,fused,False,275,270,250,250,0.0027049945566837946,81,100009
reliable,marked_gaussian_evidence,111,2,True,97_122,fused,False,275,270,250,250,0.0027049945566837946,81,100009
reliable,marked_gaussian_evidence,112,1,True,97_122,fused,False,279,277,254,254,0.00263310813538362,95,100002
reliable,marked_gaussian_evidence,112,2,True,97_122,fused,False,279,277,254,254,0.00263310813538362,95,100002
reliable,marked_gaussian_evidence,113,1,True,97_122,fused,False,283,279,259,259,0.0027362513696669965,98,100002
reliable,marked_gaussian_evidence,113,2,True,97_122,fused,False,283,279,259,259,0.0027362513696669965,98,100002
reliable,marked_gaussian_evidence,114,1,True,97_122,fused,False,287,286,263,263,0.002743680613833123,98,100002
reliable,marked_gaussian_evidence,114,2,True,97_122,fused,False,287,286,263,263,0.002743680613833123,98,100002
reliable,marked_gaussian_evidence,115,1,True,97_122,fused,False,292,288,265,265,0.002672938458388742,98,100002
reliable,marked_gaussian_evidence,115,2,True,97_122,fused,False,292,288,265,265,0.002672938458388742,98,100002
reliable,marked_gaussian_evidence,116,1,True,97_122,fused,False,296,294,268,268,0.0025527078618732594,98,100002
reliable,marked_gaussian_evidence,116,2,True,97_122,fused,False,296,294,268,268,0.0025527078618732594,98,100002
reliable,marked_gaussian_evidence,117,1,True,97_122,fused,False,295,290,271,271,0.0026341612639662437,98,100002
reliable,marked_gaussian_evidence,117,2,True,97_122,fused,False,295,290,271,271,0.0026341612639662437,98,100002
reliable,marked_gaussian_evidence,118,1,True,97_122,fused,False,298,297,275,275,0.0020608669560497755,107,100002
reliable,marked_gaussian_evidence,118,2,True,97_122,fused,False,298,297,275,275,0.0020608669560497755,107,100002
reliable,marked_gaussian_evidence,119,1,True,97_122,fused,False,296,289,271,271,0.002008524811978818,107,100002
reliable,marked_gaussian_evidence,119,2,True,97_122,fused,False,296,289,271,271,0.002008524811978818,107,100002
reliable,marked_gaussian_evidence,120,1,True,97_122,fused,False,296,292,270,270,0.0023017565367346882,98,100002
reliable,marked_gaussian_evidence,120,2,True,97_122,fused,False,296,292,270,270,0.0023017565367346882,98,100002
reliable,marked_gaussian_evidence,121,1,True,97_122,fused,False,298,293,269,269,0.0023763340978115713,98,100002
reliable,marked_gaussian_evidence,121,2,True,97_122,fused,False,298,293,269,269,0.0023763340978115713,98,100002
reliable,marked_gaussian_evidence,122,1,True,97_122,fused,False,299,295,0,0,,,
reliable,marked_gaussian_evidence,122,2,True,97_122,fused,False,299,295,0,0,,,
reliable,marked_lineage,53,1,True,53_96,fused,True,134,133,1,1,0.981249028424232,3,100004
reliable,marked_lineage,53,2,True,53_96,fused,True,134,133,1,1,0.981249028424232,3,100004
reliable,marked_lineage,54,1,True,53_96,fused,True,137,135,1,1,0.9830490419779248,3,100004
reliable,marked_lineage,54,2,True,53_96,fused,True,137,135,1,1,0.983049041977925,3,100004
reliable,marked_lineage,55,1,True,53_96,fused,True,138,136,1,1,0.9840524143846792,3,100004
reliable,marked_lineage,55,2,True,53_96,fused,True,138,136,1,1,0.9840524143846792,3,100004
reliable,marked_lineage,56,1,True,53_96,fused,True,140,140,1,1,0.9851686320558634,3,100004
reliable,marked_lineage,56,2,True,53_96,fused,True,140,140,1,1,0.9851686320558634,3,100004
reliable,marked_lineage,57,1,True,53_96,fused,True,141,138,1,1,0.9842502930586331,3,100004
reliable,marked_lineage,57,2,True,53_96,fused,True,141,138,1,1,0.9842502930586331,3,100004
reliable,marked_lineage,58,1,True,53_96,fused,True,143,143,1,1,0.9852471553701918,3,100004
reliable,marked_lineage,58,2,True,53_96,fused,True,143,143,1,1,0.9852471553701918,3,100004
reliable,marked_lineage,59,1,True,53_96,fused,True,146,145,1,1,0.9828201794013695,3,100004
reliable,marked_lineage,59,2,True,53_96,fused,True,146,145,1,1,0.9828201794013695,3,100004
reliable,marked_lineage,60,1,True,53_96,fused,True,149,149,2,2,0.9848986600297652,3,100004
reliable,marked_lineage,60,2,True,53_96,fused,True,149,149,2,2,0.9848986600297652,3,100004
reliable,marked_lineage,61,1,True,53_96,fused,True,147,145,1,1,0.982405265514312,3,100004
reliable,marked_lineage,61,2,True,53_96,fused,True,147,145,1,1,0.982405265514312,3,100004
reliable,marked_lineage,62,1,True,53_96,fused,True,148,146,2,2,0.9821715081958743,3,100004
reliable,marked_lineage,62,2,True,53_96,fused,True,148,146,2,2,0.9821715081958743,3,100004
reliable,marked_lineage,63,1,True,53_96,fused,True,150,150,1,1,0.98345590398892,3,100004
reliable,marked_lineage,63,2,True,53_96,fused,True,150,150,1,1,0.98345590398892,3,100004
reliable,marked_lineage,64,1,True,53_96,fused,True,153,148,2,2,0.9813160028028493,3,100004
reliable,marked_lineage,64,2,True,53_96,fused,True,153,148,2,2,0.9813160028028493,3,100004
reliable,marked_lineage,65,1,True,53_96,fused,True,155,154,2,2,0.979084332504446,3,100004
reliable,marked_lineage,65,2,True,53_96,fused,True,155,154,2,2,0.979084332504446,3,100004
reliable,marked_lineage,66,1,True,53_96,fused,True,160,159,1,1,0.9794707551850668,3,100004
reliable,marked_lineage,66,2,True,53_96,fused,True,160,159,1,1,0.9794707551850668,3,100004
reliable,marked_lineage,67,1,True,53_96,fused,True,161,157,1,1,0.9757940338086583,3,100004
reliable,marked_lineage,67,2,True,53_96,fused,True,161,157,1,1,0.9757940338086583,3,100004
reliable,marked_lineage,68,1,True,53_96,fused,True,164,164,2,2,0.9759021921344812,3,100004
reliable,marked_lineage,68,2,True,53_96,fused,True,164,164,2,2,0.9759021921344812,3,100004
reliable,marked_lineage,69,1,True,53_96,fused,True,169,169,2,2,0.9739059270989072,3,100004
reliable,marked_lineage,69,2,True,53_96,fused,True,169,169,2,2,0.9739059270989074,3,100004
reliable,marked_lineage,70,1,True,53_96,fused,True,172,172,2,2,0.974010860025856,3,100004
reliable,marked_lineage,70,2,True,53_96,fused,True,172,172,2,2,0.974010860025856,3,100004
reliable,marked_lineage,71,1,True,53_96,fused,True,177,175,2,2,0.9742065214369628,3,100004
reliable,marked_lineage,71,2,True,53_96,fused,True,177,175,2,2,0.9742065214369631,3,100004
reliable,marked_lineage,72,1,True,53_96,fused,True,180,178,1,1,0.9773562204844526,3,100004
reliable,marked_lineage,72,2,True,53_96,fused,True,180,178,1,1,0.9773562204844526,3,100004
reliable,marked_lineage,73,1,True,53_96,fused,True,181,180,2,2,0.969709304563845,3,100004
reliable,marked_lineage,73,2,True,53_96,fused,True,181,180,2,2,0.969709304563845,3,100004
reliable,marked_lineage,74,1,True,53_96,fused,True,183,183,2,2,0.9686114032413771,3,100004
reliable,marked_lineage,74,2,True,53_96,fused,True,183,183,2,2,0.9686114032413771,3,100004
reliable,marked_lineage,75,1,True,53_96,fused,True,186,181,2,2,0.9645418814385457,3,100004
reliable,marked_lineage,75,2,True,53_96,fused,True,186,181,2,2,0.9645418814385459,3,100004
reliable,marked_lineage,76,1,True,53_96,fused,True,188,186,2,2,0.9633284111732624,3,100004
reliable,marked_lineage,76,2,True,53_96,fused,True,188,186,2,2,0.9633284111732626,3,100004
reliable,marked_lineage,77,1,True,53_96,fused,True,174,170,2,2,0.9596847176642058,3,100004
reliable,marked_lineage,77,2,True,53_96,fused,True,174,170,2,2,0.9596847176642062,3,100004
reliable,marked_lineage,78,1,True,53_96,fused,True,172,168,2,2,0.9582720775316674,3,100004
reliable,marked_lineage,78,2,True,53_96,fused,True,172,168,2,2,0.9582720775316674,3,100004
reliable,marked_lineage,79,1,True,53_96,fused,True,169,165,2,2,0.9609504136617179,3,100004
reliable,marked_lineage,79,2,True,53_96,fused,True,169,165,2,2,0.9609504136617179,3,100004
reliable,marked_lineage,80,1,True,53_96,fused,True,170,169,2,2,0.9505082626429274,3,100004
reliable,marked_lineage,80,2,True,53_96,fused,True,170,169,2,2,0.9505082626429274,3,100004
reliable,marked_lineage,81,1,True,53_96,fused,True,169,168,2,2,0.9492796543746009,3,100004
reliable,marked_lineage,81,2,True,53_96,fused,True,169,168,2,2,0.9492796543746009,3,100004
reliable,marked_lineage,82,1,True,53_96,fused,True,170,168,2,2,0.946929884448999,3,100004
reliable,marked_lineage,82,2,True,53_96,fused,True,170,168,2,2,0.9469298844489987,3,100004
reliable,marked_lineage,83,1,True,53_96,fused,True,169,169,2,2,0.9560454117596193,3,100004
reliable,marked_lineage,83,2,True,53_96,fused,True,169,169,2,2,0.9560454117596193,3,100004
reliable,marked_lineage,84,1,True,53_96,fused,True,172,171,2,2,0.9566223289830914,3,100004
reliable,marked_lineage,84,2,True,53_96,fused,True,172,171,2,2,0.9566223289830914,3,100004
reliable,marked_lineage,85,1,True,53_96,fused,True,173,167,2,2,0.9705107114837003,3,100004
reliable,marked_lineage,85,2,True,53_96,fused,True,173,167,2,2,0.9705107114837003,3,100004
reliable,marked_lineage,86,1,True,53_96,fused,True,175,174,2,2,0.9713539444745503,3,100004
reliable,marked_lineage,86,2,True,53_96,fused,True,175,174,2,2,0.9713539444745503,3,100004
reliable,marked_lineage,87,1,True,53_96,fused,True,174,174,2,2,0.9675995035408416,3,100004
reliable,marked_lineage,87,2,True,53_96,fused,True,174,174,2,2,0.9675995035408412,3,100004
reliable,marked_lineage,88,1,True,53_96,fused,True,175,175,2,2,0.9638933391195955,3,100004
reliable,marked_lineage,88,2,True,53_96,fused,True,175,175,2,2,0.9638933391195955,3,100004
reliable,marked_lineage,89,1,True,53_96,fused,True,37,33,2,2,0.9494036418575617,3,100004
reliable,marked_lineage,89,2,True,53_96,fused,True,37,33,2,2,0.9494036418575617,3,100004
reliable,marked_lineage,90,1,True,53_96,fused,True,37,35,2,2,0.9369700813421986,3,100004
reliable,marked_lineage,90,2,True,53_96,fused,True,37,35,2,2,0.9369700813421986,3,100004
reliable,marked_lineage,91,1,True,53_96,fused,True,38,37,2,2,0.9484342881307118,3,100004
reliable,marked_lineage,91,2,True,53_96,fused,True,38,37,2,2,0.9484342881307118,3,100004
reliable,marked_lineage,92,1,True,53_96,fused,True,40,39,1,1,0.9669074209493881,3,100004
reliable,marked_lineage,92,2,True,53_96,fused,True,40,39,1,1,0.9669074209493883,3,100004
reliable,marked_lineage,93,1,True,53_96,fused,True,43,39,1,1,0.9726599402511013,3,100004
reliable,marked_lineage,93,2,True,53_96,fused,True,43,39,1,1,0.972659940251101,3,100004
reliable,marked_lineage,94,1,True,53_96,fused,True,39,38,2,2,0.9642407397920892,3,100004
reliable,marked_lineage,94,2,True,53_96,fused,True,39,38,2,2,0.9642407397920892,3,100004
reliable,marked_lineage,95,1,True,53_96,fused,True,41,36,1,1,0.9765811018966752,3,100004
reliable,marked_lineage,95,2,True,53_96,fused,True,41,36,1,1,0.9765811018966755,3,100004
reliable,marked_lineage,96,1,True,53_96,fused,True,44,43,1,1,0.9786871984763176,3,100004
reliable,marked_lineage,96,2,True,53_96,fused,True,44,43,1,1,0.9786871984763176,3,100004
reliable,marked_lineage,97,1,True,97_122,fused,True,41,38,2,2,0.9724568607946596,3,100004
reliable,marked_lineage,97,2,True,97_122,fused,True,41,38,2,2,0.9724568607946599,3,100004
reliable,marked_lineage,98,1,True,97_122,fused,True,44,42,1,1,0.9718164084369567,3,100004
reliable,marked_lineage,98,2,True,97_122,fused,True,44,42,1,1,0.9718164084369567,3,100004
reliable,marked_lineage,99,1,True,97_122,fused,True,47,44,1,1,0.9764727579579183,3,100004
reliable,marked_lineage,99,2,True,97_122,fused,True,47,44,1,1,0.9764727579579183,3,100004
reliable,marked_lineage,100,1,True,97_122,fused,True,51,50,1,1,0.9816870840589843,3,100004
reliable,marked_lineage,100,2,True,97_122,fused,True,51,50,1,1,0.9816870840589843,3,100004
reliable,marked_lineage,101,1,True,97_122,fused,True,55,52,1,1,0.9814354139759058,3,100004
reliable,marked_lineage,101,2,True,97_122,fused,True,55,52,1,1,0.9814354139759058,3,100004
reliable,marked_lineage,102,1,True,97_122,fused,True,46,44,2,2,0.9720366106196654,3,100004
reliable,marked_lineage,102,2,True,97_122,fused,True,46,44,2,2,0.9720366106196654,3,100004
reliable,marked_lineage,103,1,True,97_122,fused,True,47,44,1,1,0.9863412730796328,3,100004
reliable,marked_lineage,103,2,True,97_122,fused,True,47,44,1,1,0.9863412730796328,3,100004
reliable,marked_lineage,104,1,True,97_122,fused,True,52,52,1,1,0.9773835119530361,3,100004
reliable,marked_lineage,104,2,True,97_122,fused,True,52,52,1,1,0.9773835119530361,3,100004
reliable,marked_lineage,105,1,True,97_122,fused,True,50,47,2,2,0.9791840312464687,3,100004
reliable,marked_lineage,105,2,True,97_122,fused,True,50,47,2,2,0.9791840312464687,3,100004
reliable,marked_lineage,106,1,True,97_122,fused,True,50,48,2,2,0.9708777139992048,3,100004
reliable,marked_lineage,106,2,True,97_122,fused,True,50,48,2,2,0.9708777139992045,3,100004
reliable,marked_lineage,107,1,True,97_122,fused,True,46,45,1,1,0.9756200660443833,3,100004
reliable,marked_lineage,107,2,True,97_122,fused,True,46,45,1,1,0.9756200660443832,3,100004
reliable,marked_lineage,108,1,True,97_122,fused,True,46,46,1,1,0.9673541453334981,3,100004
reliable,marked_lineage,108,2,True,97_122,fused,True,46,46,1,1,0.9673541453334981,3,100004
reliable,marked_lineage,109,1,True,97_122,fused,True,24,22,1,1,0.9657423256748301,3,100004
reliable,marked_lineage,109,2,True,97_122,fused,True,24,22,1,1,0.9657423256748301,3,100004
reliable,marked_lineage,110,1,True,97_122,fused,True,28,28,1,1,0.9666183376329253,3,100004
reliable,marked_lineage,110,2,True,97_122,fused,True,28,28,1,1,0.966618337632925,3,100004
reliable,marked_lineage,111,1,True,97_122,fused,True,32,28,1,1,0.9696337074385083,3,100004
reliable,marked_lineage,111,2,True,97_122,fused,True,32,28,1,1,0.9696337074385085,3,100004
reliable,marked_lineage,112,1,True,97_122,fused,True,35,33,1,1,0.9619275583198504,3,100004
reliable,marked_lineage,112,2,True,97_122,fused,True,35,33,1,1,0.9619275583198509,3,100004
reliable,marked_lineage,113,1,True,97_122,fused,True,39,36,1,1,0.9642808746510971,3,100004
reliable,marked_lineage,113,2,True,97_122,fused,True,39,36,1,1,0.9642808746510971,3,100004
reliable,marked_lineage,114,1,True,97_122,fused,True,44,44,1,1,0.9677059938982713,3,100004
reliable,marked_lineage,114,2,True,97_122,fused,True,44,44,1,1,0.9677059938982713,3,100004
reliable,marked_lineage,115,1,True,97_122,fused,True,49,47,1,1,0.9595474040552934,3,100004
reliable,marked_lineage,115,2,True,97_122,fused,True,49,47,1,1,0.9595474040552929,3,100004
reliable,marked_lineage,116,1,True,97_122,fused,True,53,52,1,1,0.9398452019448866,3,100004
reliable,marked_lineage,116,2,True,97_122,fused,True,53,52,1,1,0.9398452019448866,3,100004
reliable,marked_lineage,117,1,True,97_122,fused,True,52,48,1,1,0.9383064643382508,3,100004
reliable,marked_lineage,117,2,True,97_122,fused,True,52,48,1,1,0.9383064643382504,3,100004
reliable,marked_lineage,118,1,True,97_122,fused,True,24,22,2,2,0.9185077048629754,3,100004
reliable,marked_lineage,118,2,True,97_122,fused,True,24,22,2,2,0.9185077048629754,3,100004
reliable,marked_lineage,119,1,True,97_122,fused,True,24,21,2,2,0.8980862017459763,3,100004
reliable,marked_lineage,119,2,True,97_122,fused,True,24,21,2,2,0.8980862017459763,3,100004
