time,receiver,formation,predictedLabelCount,localLabelCount,fusedLabelCount,predictedMass,localMass,localUpdateMassChange,preEtaMass,fusedMass,poolingMassChangeFromLocal,spatialMassLoss,prunedMass,retainedNotOutputMass,localMapCount,outputMapCount,zeroPdLabelCount,zeroPdMaxAbsLocalChange,weakBeforeSpatialCount,normalizerFallbackCount
3,19,4,24,24,24,4.00074100391279,4.56584108266074,0.565100078747951,4.02596660048221,3.80473615853888,-0.539874482178534,0.221230441943328,0,1.2165561422688,4,4,20,6.93889390390723e-18,21,3
3,20,4,24,24,24,4.42563072092646,4.30049010491354,-0.12514061601292,4.30049010491354,4.30049010491352,0,2.30926389122033e-14,0,1.16178747572306,4,4,20,6.93889390390723e-18,20,0
3,21,4,24,24,24,4.02464206286013,4.01975025390219,-0.00489180895793773,4.22226079105832,4.19722965076994,0.202510537156128,0.0250311402883758,0,1.16406740015201,4,4,20,6.93889390390723e-18,20,3
3,22,4,24,24,24,3.64944009220464,5.09448323375374,1.4450431415491,4.58362092907158,4.15621122270428,-0.510862304682162,0.427409706367298,0,1.19032666709892,5,4,20,6.93889390390723e-18,20,4
3,23,4,24,24,24,4.92106980898755,4.9961873390277,0.0751175300401474,5.07544474900413,5.03355923547347,0.0792574099764307,0.0418855135306613,0,1.07605298567233,5,5,20,6.93889390390723e-18,20,2
3,24,4,24,24,24,3.51432140532054,3.81994640717036,0.305625001849819,4.83739761419706,4.47679864300252,1.0174512070267,0.360598971194541,0,1.15320402139576,4,4,20,6.93889390390723e-18,20,0
3,25,5,24,24,24,4.307620382189,4.59964922985899,0.292028847669988,3.81187507072018,3.46823247687987,-0.78777415913881,0.343642593840305,0,1.31819403369931,4,3,20,6.93889390390723e-18,21,4
3,26,5,24,24,24,4.86189853276624,4.95028809750666,0.0883895647404156,4.95028809750666,4.95028809750666,0,-2.66453525910038e-15,0,1.11592773827631,5,5,20,6.93889390390723e-18,20,0
3,27,5,24,24,24,4.74563469159886,5.1616473000199,0.416012608421041,5.07528302285609,5.02296025840371,-0.0863642771638053,0.0523227644523834,0,1.11551018285459,5,5,20,6.93889390390723e-18,20,2
3,28,5,24,24,24,4.60539233463088,5.12896755017455,0.523575215543668,5.20239123392294,5.08083856122495,0.0734236837483913,0.121552672697987,0,1.05458993155001,5,5,20,6.93889390390723e-18,20,5
3,29,5,24,24,24,2.82148742251274,4.33347024013795,1.51198281762521,5.08721468319899,5.05089245306677,0.753744443061046,0.0363222301322264,0,1.09281289982838,4,5,20,6.93889390390723e-18,20,0
3,30,5,24,24,24,3.89464967776061,3.53194124305124,-0.362708434709367,4.09097348794881,3.93219757327753,0.55903224489757,0.158775914671282,0,1.16306970528138,3,4,20,6.93889390390723e-18,21,3
3,31,6,24,24,24,4.61718759987803,4.17157658576611,-0.445611014111915,5.02129025994713,4.88896640219509,0.849713674181019,0.132323857752038,0,1.11731400000001,4,5,20,6.93889390390723e-18,20,0
3,32,6,24,24,24,4.6457285083257,5.15799135986462,0.512262851538924,4.83749454989015,4.67945345799354,-0.320496809974469,0.158041091896618,0,1.17612000000001,5,4,20,6.93889390390723e-18,20,2
3,33,6,24,24,24,4.13121445088204,4.66746676841467,0.536252317532633,5.12537071770321,5.12138670749963,0.457903949288537,0.00398401020358552,0,1.11731400000001,4,5,20,6.93889390390723e-18,20,4
3,34,6,24,24,24,2.95777075738436,4.33692298750643,1.37915223012207,4.5356631182022,4.30819361077126,0.198740130695768,0.227469507430942,0,1.17432374510478,4,4,20,6.93889390390723e-18,20,5
3,35,6,24,24,24,3.64582624680667,4.37940982620163,0.733583579394961,4.36781246575231,3.93493871476433,-0.0115973604493265,0.432873750987974,0,1.17330427367015,4,4,20,6.93889390390723e-18,20,1
3,36,6,24,24,24,3.68619718312678,5.10562297259666,1.41942578946988,4.82213048631239,3.58039899780497,-0.283492486284276,1.24173148850742,0,1.1826814100623,5,3,20,6.93889390390723e-18,20,1
4,1,1,24,24,24,2.13187896915302,2.13187896915302,0,2.31377352206796,2.28019258731204,0.181894552914939,0.0335809347559239,0,1.25589076493871,2,2,24,6.93889390390723e-18,23,2
4,2,1,24,24,24,1.45144596871693,1.45144596871693,0,1.91954770774495,1.88356217370674,0.468101739028023,0.035985534038218,0,1.27422485530911,1,2,24,6.93889390390723e-18,23,2
4,3,1,24,24,24,1.36314711400265,1.36314711400265,0,1.41487763181681,1.39138764855987,0.0517305178141607,0.0234899832569426,0,1.30609728992498,1,1,24,6.93889390390723e-18,24,0
4,4,1,24,24,24,1.52896261114874,2.98806464706328,1.45910203591453,1.71472482958223,1.58485610819817,-1.27333981748104,0.129868721384064,0,1.38517774732143,3,1,22,6.93889390390723e-18,24,0
4,5,1,24,24,24,2.32268803366449,2.30566190880638,-0.0170261248581052,2.67168942064544,2.556549612123,0.366027511839061,0.115139808522441,0,1.28079468,2,2,22,6.93889390390723e-18,23,2
4,6,1,24,24,24,2.32708498038299,2.32708498038299,0,2.38389321772044,2.31375785094461,0.0568082373374428,0.0701353667758227,0,1.25395678441956,2,2,24,6.93889390390723e-18,23,0
4,7,2,24,24,24,5.11183426474575,5.10755246213375,-0.00428180261200506,5.15499171182672,5.04304769989985,0.0474392496929763,0.11194401192687,0,1.10614086,5,5,20,6.93889390390723e-18,20,2
4,8,2,24,24,24,5.01913626338408,5.1342293032879,0.115093039903821,5.17083624125334,4.99507366117997,0.0366069379654421,0.175762580073368,0,1.02134876075136,5,5,20,6.93889390390723e-18,20,6
4,9,2,24,24,24,4.78159829001341,5.09876205846974,0.31716376845633,5.12349452590731,5.10817620592316,0.0247324674375751,0.0153183199841544,0,1.06047189394201,5,5,20,6.93889390390723e-18,20,5
4,10,2,24,24,24,4.03319599154802,4.51800647085523,0.484810479307208,5.08125560928014,4.10197383317166,0.563249138424915,0.979281776108483,0.00904015805880309,1.06459237158704,4,4,20,6.93889390390723e-18,20,1
4,11,2,24,24,24,4.02290949839546,5.09672524187252,1.07381574347707,4.79021446368098,4.5514121447527,-0.30651077819155,0.238802318928276,0,1.16435880000001,5,4,20,6.93889390390723e-18,20,0
4,12,2,24,24,24,5.08249830326764,5.1598687548431,0.0773704515754616,5.1375016045737,5.01569914894328,-0.0223671502694014,0.121802455630415,0,1.10614086,5,5,20,6.93889390390723e-18,20,1
4,13,3,24,24,24,3.99749021739437,4.44739871841117,0.449908501016797,4.5152448575957,4.28294482715183,0.0678461391845326,0.232300030443877,0,1.09587572258069,4,4,20,6.93889390390723e-18,20,6
4,14,3,24,24,24,5.04431258882302,4.94982980749215,-0.0944827813308677,4.70281018840758,4.20199565189201,-0.247019619084568,0.500814536515572,0,1.11515033257975,5,4,20,6.93889390390723e-18,20,0
4,15,3,24,24,24,5.03094614953105,4.9563440950234,-0.0746020545076522,4.95274633548219,4.91134329401832,-0.00359775954121222,0.0414030414638695,0,1.08374610981528,5,5,21,6.93889390390723e-18,20,1
4,16,3,24,24,24,3.67858368366612,4.40506801945386,0.726484335787747,4.94109255363676,4.64030853884311,0.536024534182895,0.300784014793646,0,1.13374027116962,4,4,20,1.38777878078145e-17,20,4
4,17,3,24,24,24,4.34101880812408,4.59977714640603,0.258758338281951,4.55667704610956,4.13891373982944,-0.0431001002964733,0.417763306280122,0,1.1259700391153,4,4,20,6.93889390390723e-18,20,4
4,18,3,24,24,24,3.95685894385341,4.55296534442145,0.596106400568038,4.65638162803061,3.86485198424457,0.103416283609165,0.791529643786042,0,1.12876552392524,4,4,20,6.93889390390723e-18,20,3
