scene,seed,arm,ospa,count_mae,gospa,miss2,false2,loc2,reunion_ospa,post_departure_false2,remote_acquisitions,remote_queries,wire_bytes,raw_bytes
split_latebirth,2901,confirmation_recency,2.5291111381679645,0.390625,3.5631535083998367,28.125,0.0,0.288950041984563,2.324389355577433,0.0,8,8,26206208.0,2780552
split_latebirth,2902,confirmation_recency,2.644701090800473,0.40625,3.743418200419498,29.325,0.075,0.7685951308846513,2.672265240407534,0.0,8,8,26173440.0,2661096
split_latebirth,2903,confirmation_recency,2.5983537645761126,0.4,3.6538308743569266,28.8,0.0,0.40055961343938334,2.5554154475583686,0.0,8,8,26206208.0,2810232
split_latebirth,2904,confirmation_recency,2.7016854583282406,0.41770833333333335,3.8047742837844227,30.075,0.0,0.514008469361101,3.363027273555209,0.0,8,8,26173440.0,2780936
split_latebirth,2905,confirmation_recency,2.449898231861106,0.38645833333333335,3.4971017212459183,27.825,0.0,0.25441622829872446,2.8101811070087273,0.0,8,8,26206208.0,2817568
split_latebirth,2906,confirmation_recency,2.93465512208089,0.459375,4.204785445630248,33.075,0.0,0.6501597628506975,1.846770323095504,0.0,8,8,26206208.0,2856264
split_latebirth,2907,confirmation_recency,2.413469774239604,0.3802083333333333,3.4501874488998876,27.375,0.0,0.27892724204912034,1.8154072868296587,0.0,8,8,26140672.0,2818224
split_latebirth,2908,confirmation_recency,2.6270452518806215,0.4083333333333333,3.7748472409227807,29.4,0.0,1.1534839332004703,3.7519913429504506,0.0,8,8,26206208.0,2707920
split_latebirth,2909,confirmation_recency,2.82516086133488,0.43645833333333334,3.9603195731052527,31.425,0.0,0.7651357379968633,3.6776960638435505,0.0,8,8,26206208.0,2680424
split_latebirth,2910,confirmation_recency,2.539735714118313,0.39895833333333336,3.6100565320857188,28.725,0.0,0.5943903836269145,2.2787282280107877,0.0,8,8,26173440.0,2770520
split_latebirth,2911,confirmation_recency,2.641488948699625,0.409375,3.739117858309932,29.475,0.0,0.35785989644235483,2.8839124438610133,0.0,8,8,26173440.0,2755288
split_latebirth,2912,confirmation_recency,2.469199117364793,0.384375,3.487125279623244,27.675,0.0,0.19865065821660935,1.7500589672760398,0.0,8,8,26206208.0,2779824
split_latebirth,2913,confirmation_recency,2.658999519264025,0.40520833333333334,3.7726610537629717,29.55,0.375,0.7673120454594968,3.224652491478918,0.0,8,8,26206208.0,2804464
split_latebirth,2914,confirmation_recency,2.5553891033000804,0.396875,3.6237017823302864,28.725,0.15,0.3896327060161752,2.8933467391606094,0.0,8,8,26206208.0,2755184
split_latebirth,2915,confirmation_recency,2.450439304787632,0.38125,3.4828914897590626,27.45,0.0,0.1761650385749198,1.805516826373081,0.0,8,8,26173440.0,2805632
split_latebirth,2916,confirmation_recency,2.517274255082562,0.39375,3.605523809258707,28.35,0.0,0.4779771038212906,3.1011435084200665,0.0,8,8,26206208.0,2755296
split_latebirth,2917,confirmation_recency,2.523000510560551,0.384375,3.6581322256187594,27.675,0.0,0.7539784922000996,2.37152194361974,0.0,8,8,26173440.0,2710432
split_latebirth,2918,confirmation_recency,2.5772114249174156,0.39791666666666664,3.6568109939293545,28.65,0.0,0.5127350981755455,2.4385084509203927,0.0,8,8,26173440.0,2832232
split_latebirth,2919,confirmation_recency,2.66681781776037,0.40729166666666666,3.790074696826749,29.325,0.0,1.1332973386964114,3.0348696172833907,0.0,8,8,26206208.0,2660992
split_latebirth,2920,confirmation_recency,2.531132329034919,0.38958333333333334,3.590872014024072,28.05,0.0,0.7693391473938765,2.206035821619362,0.0,8,8,26206208.0,2808776
churn_departure,2901,confirmation_recency,0.7823208042951834,0.08645833333333333,1.1081745543597705,4.05,2.625,0.1642018488125903,0.9411554777683969,10.5,8,8,27123712.0,2651192
churn_departure,2902,confirmation_recency,1.6463674518942364,0.190625,2.2917350193218717,11.85,6.225,0.1839526895464518,2.0201695855145063,24.9,8,8,26697728.0,2398640
churn_departure,2903,confirmation_recency,0.6918916835757719,0.06875,0.9928950040142882,3.375,1.575,0.25837459313217737,0.6768236686911832,6.3,8,8,27058176.0,2679680
churn_departure,2904,confirmation_recency,0.6978278227942932,0.07604166666666666,0.9862826222648259,3.3,2.175,0.16463984501708354,0.5813225078407449,8.7,8,8,26730496.0,2735992
churn_departure,2905,confirmation_recency,1.3339539884441824,0.19375,1.932875653864422,10.95,3.0,0.17120178255558305,1.6770085357439384,12.0,8,8,27222016.0,2685320
churn_departure,2906,confirmation_recency,0.9181933223637263,0.109375,1.304771022367476,5.4,2.625,0.2144162674066833,1.2732681264133432,10.5,8,8,27058176.0,2667192
churn_departure,2907,confirmation_recency,1.3122206692850171,0.19270833333333334,1.8957581432842547,12.375,1.5,0.14878134104947632,1.5405688901074113,6.0,8,8,26501120.0,2587312
churn_departure,2908,confirmation_recency,0.7571387682645359,0.08958333333333333,1.1336593163399187,3.075,3.375,0.21198127477886447,0.3136836058166203,13.5,8,8,27320320.0,2744760
churn_departure,2909,confirmation_recency,1.0701179602248507,0.12916666666666668,1.4629688150909412,7.05,2.4,0.21012634008758646,1.0573081864038802,9.6,8,8,26959872.0,2793336
churn_departure,2910,confirmation_recency,0.7307078131367185,0.08958333333333333,1.066700025445907,3.9,2.55,0.17744909724915595,0.6720194546677575,10.2,8,8,26894336.0,2545240
churn_departure,2911,confirmation_recency,0.6832318873502323,0.06770833333333333,0.9877799177923481,3.975,1.35,0.20474319027369212,0.6315184084982154,5.4,8,8,26861568.0,2423544
churn_departure,2912,confirmation_recency,1.6716551228189487,0.246875,2.3635194140895512,16.8,0.975,0.16870721040428657,1.6372045689570325,3.9,6,8,26927104.0,2773728
churn_departure,2913,confirmation_recency,1.0967684439419978,0.13125,1.4983391302156936,7.5,2.4,0.1908984414768646,1.2631881268423633,9.6,8,8,27254784.0,2505792
churn_departure,2914,confirmation_recency,1.6577138040611474,0.24479166666666666,2.3537552385121243,15.15,2.775,0.16813990356853464,2.089812778834189,11.1,8,8,27254784.0,2670656
churn_departure,2915,confirmation_recency,0.6486251339954523,0.071875,0.9600984620927677,3.075,2.1,0.17895329870266743,0.582122971218892,8.4,8,8,26796032.0,2703304
churn_departure,2916,confirmation_recency,0.5333251476564145,0.05625,0.8111949944286593,2.475,1.575,0.16009036752718858,0.6359178405307564,6.3,8,8,27156480.0,2623312
churn_departure,2917,confirmation_recency,0.9794993300014195,0.11458333333333333,1.3980519907354818,7.65,1.2,0.21382696310049226,1.1320158786188164,4.8,8,8,26894336.0,2679360
churn_departure,2918,confirmation_recency,0.7044887282592485,0.07604166666666666,1.0237004742693288,3.825,1.65,0.2000631768688861,0.8286276743580555,6.6,8,8,26927104.0,2676344
churn_departure,2919,confirmation_recency,0.9958388154339466,0.11979166666666667,1.3701865181297548,6.6,2.325,0.17746464749236923,1.0848930419450022,9.3,8,8,27287552.0,2643728
churn_departure,2920,confirmation_recency,0.7546617384171158,0.084375,1.0858966711419147,3.45,2.625,0.19503258252560093,0.7551773576971222,10.5,8,8,26959872.0,2774128
split_no_new,2901,confirmation_recency,0.6748812629827404,0.05,0.8085957464098691,2.625,0.975,0.22310206055624354,2.043446179899685,1.2,0,0,26206208.0,2319000
split_no_new,2902,confirmation_recency,0.7139581594272506,0.041666666666666664,0.863288332253444,3.0,0.0,0.5987111166935276,2.4752884000061854,0.0,0,0,26173440.0,2188008
split_no_new,2903,confirmation_recency,1.2691729575334068,0.134375,1.5382930614372488,2.7,6.975,0.31770512762235986,1.6651998125879621,24.3,0,0,26206208.0,2305504
split_no_new,2904,confirmation_recency,0.8051845900068045,0.053125,0.9520613666745739,3.825,0.0,0.4347453871951401,3.3368364902894356,0.0,0,0,26173440.0,2267360
split_no_new,2905,confirmation_recency,0.4287238394565289,0.01875,0.5404252433920668,1.35,0.0,0.19485465260217857,1.7692588267847527,0.0,0,0,26206208.0,2322304
split_no_new,2906,confirmation_recency,0.6449570845101242,0.041666666666666664,0.8181880469833035,1.425,1.575,0.4032351722419984,1.4482184213683273,6.3,0,0,26206208.0,2399528
split_no_new,2907,confirmation_recency,0.40122713335481774,0.015625,0.5146674221633838,1.125,0.0,0.22257072152415144,1.4122406195468011,0.0,0,0,26140672.0,2289416
split_no_new,2908,confirmation_recency,0.887458266441995,0.046875,1.0946255663665574,3.375,0.0,1.0632092300526947,3.8724663852101573,0.0,0,0,26206208.0,2177432
split_no_new,2909,confirmation_recency,1.0421041961172763,0.07604166666666666,1.2151677455593757,5.475,0.0,0.6650470698159625,3.9902934414056594,0.0,0,0,26206208.0,2119024
split_no_new,2910,confirmation_recency,0.6107370739343495,0.029166666666666667,0.7655231527843243,2.1,0.0,0.529444246491549,1.9269703097041984,0.0,0,0,26173440.0,2238296
split_no_new,2911,confirmation_recency,0.6213465023484336,0.03958333333333333,0.7485051158503491,2.775,0.225,0.2457216712402063,2.1843217289369448,0.0,0,0,26173440.0,2267472
split_no_new,2912,confirmation_recency,0.46629216523338607,0.027083333333333334,0.5642818781883404,1.95,0.0,0.1383427409636977,1.3502250602002115,0.0,0,0,26206208.0,2285792
split_no_new,2913,confirmation_recency,0.8264053704964118,0.052083333333333336,0.9880010582078775,3.75,0.0,0.676001643052146,3.133907683936706,0.0,0,0,26206208.0,2268880
split_no_new,2914,confirmation_recency,0.6338712227454368,0.036458333333333336,0.7683262568717459,2.625,0.0,0.32957866600112395,2.4065041615208176,0.0,0,0,26206208.0,2150720
split_no_new,2915,confirmation_recency,0.39530468521866996,0.021875,0.48219601097922066,1.575,0.0,0.10704148926638662,1.542838403918912,0.0,0,0,26173440.0,2262824
split_no_new,2916,confirmation_recency,0.6808182572655052,0.04479166666666667,0.8420109233716189,2.1,1.125,0.386355551949711,2.53962668815319,3.9,0,0,26206208.0,2293240
split_no_new,2917,confirmation_recency,0.5321416986449137,0.017708333333333333,0.6903512759391831,1.275,0.0,0.49796302072849163,1.7667125459531534,0.0,0,0,26173440.0,2239248
split_no_new,2918,confirmation_recency,0.557737520282711,0.026041666666666668,0.699419804960817,1.875,0.0,0.39902226739049274,1.4441659694670261,0.0,0,0,26173440.0,2344304
split_no_new,2919,confirmation_recency,0.8534992887468941,0.04791666666666667,1.0429486249747606,3.45,0.0,1.002604446575729,2.8194883964806414,0.0,0,0,26206208.0,2164944
split_no_new,2920,confirmation_recency,0.6956637321923862,0.034375,0.8630525314473338,2.475,0.0,0.6811411133839826,2.1333864085141636,0.0,0,0,26206208.0,2287248
