cohort,sequence,condition,arm,frames,ospa,gospa,loc2,miss2,false2,countError,matched_sse,matched_support,raw_bytes,wire_bytes
overlap_control,0000,intermittent,lineage,147,4.091729057839244,5.265023787870701,1.2076652120009306,18.612244897959183,26.20408163265306,0.45918367346938777,355.05357232827345,618,844320,4854528
overlap_control,0000,intermittent,qualified_exist,147,3.961330587880159,5.108093094931617,1.3730897827858175,15.918367346938776,27.918367346938776,0.48639455782312924,403.6883961390307,629,740528,4854528
overlap_control,0000,intermittent,conservative_recency,147,4.03491512992238,5.131165569832536,1.2074122574782926,19.102040816326532,24.0,0.46258503401360546,354.9792036986175,616,769856,4854528
overlap_control,0000,intermittent,confirmation_recency,147,4.039412535745053,5.218590961362727,1.2933969455184247,16.653061224489797,28.653061224489797,0.4931972789115646,380.25870198241677,626,753632,4854528
overlap_control,0000,intermittent,mil_support,147,4.350533005505736,5.767710447105769,2.8381477242485875,13.224489795918368,37.714285714285715,0.5986394557823129,834.4154309290835,640,1669664,4854528
overlap_control,0000,intermittent,tc_ospa2_w5,147,5.702797237362822,7.5430163020205185,5.9243121231311315,39.91836734693877,34.285714285714285,0.6972789115646258,1741.747764200552,531,172048,4854528
overlap_control,0000,intermittent,tc_ospa2_w10,147,5.558358230778674,7.225827728780912,5.867123952535269,44.08163265306123,26.93877551020408,0.673469387755102,1724.9344420453674,514,323856,4854528
overlap_control,0000,reliable,local,147,8.326182346059717,10.334458230062754,8.100603681228858,84.9795918367347,27.183673469387756,0.891156462585034,2381.577482281285,347,0,0
overlap_control,0000,reliable,lineage,147,3.434261769691684,4.3244849547903295,0.1385586971799748,18.122448979591837,20.571428571428573,0.3877551020408163,40.73625697091258,620,766320,4854528
overlap_control,0000,reliable,qualified_exist,147,3.848759670084224,4.8705539909890945,0.24537509169123545,15.673469387755102,27.918367346938776,0.48299319727891155,72.14027695722321,630,723264,4854528
overlap_control,0000,reliable,conservative_recency,147,3.171513769330278,3.964711936755799,0.13831587615820493,18.612244897959183,16.653061224489797,0.35374149659863946,40.66486759051229,618,766320,4854528
overlap_control,0000,reliable,confirmation_recency,147,3.853514533653327,4.891138738677339,0.15902880757704857,16.653061224489797,27.428571428571427,0.47619047619047616,46.754469427652346,626,690816,4854528
overlap_control,0000,reliable,mil_support,147,4.499213915046464,5.849110964425053,0.41352272965124537,14.204081632653061,40.6530612244898,0.6394557823129252,121.57568251746618,636,1916768,4854528
overlap_control,0000,reliable,tc_ospa2_w5,147,4.937801714002867,6.592938861823017,3.7312011127753375,14.204081632653061,43.10204081632653,0.7006802721088435,1096.9731271559488,636,172048,4854528
overlap_control,0000,reliable,tc_ospa2_w10,147,4.618658811350888,6.054058529863746,5.14994181286717,18.612244897959183,30.857142857142858,0.6190476190476191,1514.082892982947,618,323856,4854528
reserved,0005,intermittent,local,217,6.297126541882585,14.370087836384782,17.84460294284588,116.62672811059907,89.75115207373273,1.5069124423963134,7744.557677195105,2449,0,0
reserved,0005,intermittent,lineage,217,5.386352334725602,12.304184683621815,18.555799582899514,75.48387096774194,73.16129032258064,1.064516129032258,8053.217018978396,2697,3287600,7166208
reserved,0005,intermittent,qualified_exist,217,5.398310173440676,12.194474387348508,16.732830821562278,76.47926267281106,67.85253456221199,1.096774193548387,7262.048576558023,2691,3168000,7166208
reserved,0005,intermittent,conservative_recency,217,5.47561907388196,12.401134834419498,16.373715418224542,82.78341013824885,69.17972350230414,1.119815668202765,7106.192491509453,2653,3159888,7166208
reserved,0005,intermittent,confirmation_recency,217,5.413069765317609,12.253022842748143,15.881916503844362,78.96774193548387,68.18433179723502,1.0944700460829493,6892.751762668464,2676,3026352,7166208
reserved,0005,intermittent,mil_support,217,5.527344545300574,13.114337406124692,13.799848974449862,71.17050691244239,106.67281105990783,1.096774193548387,5989.134454911237,2723,3218128,7198976
reserved,0005,intermittent,tc_ospa2_w5,217,5.854804310840797,13.75927637280458,15.866205243106378,70.50691244239631,124.7557603686636,1.564516129032258,6885.933075508158,2727,915136,7166208
reserved,0005,intermittent,tc_ospa2_w10,217,5.807599295875569,13.580873804942025,15.238489483722004,79.63133640552995,111.15207373271889,1.433179723502304,6613.504435935342,2672,1784416,7166208
reserved,0005,reliable,local,217,6.297126541882585,14.370087836384782,17.84460294284588,116.62672811059907,89.75115207373273,1.5069124423963134,7744.557677195105,2449,0,0
reserved,0005,reliable,lineage,217,5.247963678280682,11.987420547925934,16.595581251535812,68.35023041474655,72.33179723502305,1.0414746543778801,7202.4822631665465,2740,3325456,7166208
reserved,0005,reliable,qualified_exist,217,5.243395174514552,11.96144577579331,17.579252243955366,66.02764976958525,72.66359447004608,1.0783410138248848,7629.395473876628,2754,3170704,7166208
reserved,0005,reliable,conservative_recency,217,5.2312538071260315,11.937931829152284,16.424475574770828,74.65437788018433,63.705069124423964,1.0276497695852536,7128.222399450529,2702,3415312,7166208
reserved,0005,reliable,confirmation_recency,217,5.188306544720986,11.845454157595169,18.47423163531922,67.02304147465438,68.0184331797235,1.0276497695852536,8017.816529728545,2748,3339808,7166208
reserved,0005,reliable,mil_support,217,5.246184323881049,12.40289192733153,14.83433871039681,53.08755760368663,110.15668202764977,1.1705069124423964,6438.103000312212,2832,3624976,7231744
reserved,0005,reliable,tc_ospa2_w5,217,5.5880544769977245,13.207049172711029,15.483208759152035,46.11981566820276,137.36405529953916,1.6451612903225807,6719.712601471978,2874,915136,7166208
reserved,0005,reliable,tc_ospa2_w10,217,5.488100144398347,12.982378287197326,14.70497184338728,58.064516129032256,120.7741935483871,1.4516129032258065,6381.957780030079,2802,1784416,7166208
reserved,0010,intermittent,local,119,5.618908276023519,19.346861850143572,54.89347273315899,281.0420168067227,67.76470588235294,3.4243697478991595,13064.646510491844,3443,0,0
reserved,0010,intermittent,lineage,119,4.646043623755249,16.639196904348346,73.16923151383688,170.6218487394958,47.49579831932773,1.8445378151260505,17414.277100293173,3808,4911008,6862592
reserved,0010,intermittent,qualified_exist,119,4.617863410035942,16.630500838955175,68.55903676632575,167.89915966386553,52.94117647058823,1.773109243697479,16317.050750385539,3817,4978816,6600448
reserved,0010,intermittent,conservative_recency,119,4.692055220777176,16.768770272154146,72.70342146162643,175.76470588235293,47.49579831932773,1.915966386554622,17303.414307867075,3791,4969664,6846208
reserved,0010,intermittent,confirmation_recency,119,4.612437431301216,16.631884700511392,67.48658696818808,169.109243697479,52.94117647058823,1.773109243697479,16061.807698428765,3813,4659536,6420224
reserved,0010,intermittent,mil_support,119,4.34822592981895,15.963712066443208,45.516995507707584,139.76470588235293,84.70588235294117,1.453781512605042,10833.0449308344,3910,4087328,5535488
reserved,0010,intermittent,tc_ospa2_w5,119,4.708776505622883,16.8654536361545,47.097284616971905,142.48739495798318,112.53781512605042,2.197478991596639,11209.153738839317,3901,915568,3929856
reserved,0010,intermittent,tc_ospa2_w10,119,4.750489847921557,17.051533335892117,50.97985980949209,157.00840336134453,101.6470588235294,2.189075630252101,12133.206634659125,3853,1779488,3929856
reserved,0010,reliable,local,119,5.618908276023519,19.346861850143572,54.89347273315899,281.0420168067227,67.76470588235294,3.4243697478991595,13064.646510491844,3443,0,0
reserved,0010,reliable,lineage,119,4.4217967015451425,15.817786964572488,77.75632873703168,143.39495798319328,44.168067226890756,1.5798319327731092,18506.00623941354,3898,4349408,6731520
reserved,0010,reliable,qualified_exist,119,4.759229569320987,16.89863957452676,85.82556203679815,165.1764705882353,46.588235294117645,1.8487394957983194,20426.483764757977,3826,4732336,7206656
reserved,0010,reliable,conservative_recency,119,4.4747706930894156,15.967429662232037,77.44914876985868,149.4453781512605,43.563025210084035,1.6554621848739495,18432.897407226363,3878,4509152,7010048
reserved,0010,reliable,confirmation_recency,119,4.634494956273356,16.58052829063448,85.53073772334356,156.10084033613447,46.588235294117645,1.7058823529411764,20356.31557815576,3856,4482112,7026432
reserved,0010,reliable,mil_support,119,4.2013950131713855,15.576322053378838,43.7731452549891,128.87394957983193,84.10084033613445,1.2941176470588236,10418.0085706874,3946,4161376,5732096
reserved,0010,reliable,tc_ospa2_w5,119,4.375420926614688,15.864367433555596,42.40095234506213,91.96638655462185,133.71428571428572,1.9075630252100841,10091.42665812478,4068,915568,3929856
reserved,0010,reliable,tc_ospa2_w10,119,4.422066510168036,16.13343446734338,47.162463812266125,113.14285714285714,118.58823529411765,1.8571428571428572,11224.666387319336,3998,1779488,3929856
reserved,0015,intermittent,local,145,6.6744344768275825,18.661946031675022,15.644507775545781,267.39310344827584,78.45517241379311,2.8586206896551722,4536.907254908276,2431,0,0
reserved,0015,intermittent,lineage,145,4.633359280915668,13.431302708645159,4.360139284675492,123.39310344827587,74.48275862068965,1.4655172413793103,1264.4403925558927,3011,2833920,4886784
reserved,0015,intermittent,qualified_exist,145,4.411963515356418,12.49537354501506,4.787172665639532,96.82758620689656,79.2,1.589655172413793,1388.2800730354645,3118,2529616,4788480
reserved,0015,intermittent,conservative_recency,145,4.621772236025045,13.253551663195095,4.306489450400501,123.8896551724138,70.51034482758621,1.513793103448276,1248.8819406161433,3009,2755088,4788480
reserved,0015,intermittent,confirmation_recency,145,4.401511970005805,12.445073215134796,4.644083951533101,97.57241379310345,76.46896551724137,1.5551724137931036,1346.7843459446005,3115,2566640,4788480
reserved,0015,intermittent,mil_support,145,4.866538683450384,14.061508287102294,14.39236232029098,109.48965517241379,96.08275862068966,1.7310344827586206,4173.785072884385,3067,5129824,7704832
reserved,0015,intermittent,tc_ospa2_w5,145,5.127408067434214,14.710145015890596,9.815707796398058,123.1448275862069,107.50344827586207,2.0310344827586206,2846.555260955438,3012,982816,4788480
reserved,0015,intermittent,tc_ospa2_w10,145,5.199745559723028,15.101059820830562,10.778266498114881,147.22758620689655,95.0896551724138,1.8827586206896552,3125.6972844533175,2915,1909072,4788480
reserved,0015,reliable,local,145,6.6744344768275825,18.661946031675022,15.644507775545781,267.39310344827584,78.45517241379311,2.8586206896551722,4536.907254908276,2431,0,0
reserved,0015,reliable,lineage,145,4.329332756762601,12.266102700377713,4.011754379660438,95.33793103448276,69.51724137931035,1.393103448275862,1163.4087701015267,3124,2793984,4788480
reserved,0015,reliable,qualified_exist,145,4.219914895755037,11.731319224797538,5.7926222153198195,73.48965517241379,75.97241379310344,1.4689655172413794,1679.8604424427467,3212,2510896,4788480
reserved,0015,reliable,conservative_recency,145,4.319954404297006,12.190998352763105,3.9018266920998377,96.82758620689656,65.04827586206896,1.393103448275862,1131.529740708952,3118,2708912,4788480
reserved,0015,reliable,confirmation_recency,145,4.201949514789728,11.73032098802931,5.4484047058043465,76.46896551724137,72.99310344827586,1.3862068965517242,1580.037364683261,3200,2597840,4788480
reserved,0015,reliable,mil_support,145,4.639873589129656,13.06921976623454,6.504422913901813,99.3103448275862,81.43448275862069,1.6275862068965516,1886.2826450315258,3108,4210880,6066432
reserved,0015,reliable,tc_ospa2_w5,145,4.682088594711859,13.570593707479489,8.127008517516183,75.97241379310344,118.17931034482758,1.6206896551724137,2356.832470079693,3202,982816,4788480
reserved,0015,reliable,tc_ospa2_w10,145,4.859694758599475,14.310771095817898,11.31973704946062,111.72413793103448,103.28275862068965,1.5103448275862068,3282.723744343582,3058,1909072,4788480
reserved,0020,intermittent,local,275,5.877378907024588,16.042081735283627,16.735829687863006,222.41454545454545,36.39272727272727,2.649090909090909,9204.706328324646,5101,0,0
reserved,0020,intermittent,lineage,275,3.587599290654984,9.967042476765293,8.04733831056931,83.12727272727273,40.18909090909091,1.018181818181818,4426.036070813123,6165,6162752,10621696
reserved,0020,intermittent,qualified_exist,275,3.3765534878486387,9.487913635644988,8.588636386505978,73.04727272727273,42.02181818181818,0.9181818181818182,4723.750012578287,6242,5946016,10113792
reserved,0020,intermittent,conservative_recency,275,3.5918336472601387,9.994007920014937,8.252225212572188,85.74545454545455,37.96363636363636,1.0345454545454544,4538.723866914704,6145,5900880,9966336
reserved,0020,intermittent,confirmation_recency,275,3.394825440624347,9.492409767235827,8.342766917617706,74.48727272727272,41.236363636363635,0.9527272727272728,4588.52180468974,6231,5637136,9442048
reserved,0020,intermittent,mil_support,275,3.608712018145564,10.227624919751221,10.341112695383769,79.2,43.85454545454545,0.9781818181818182,5687.61198246107,6195,8053472,12407552
reserved,0020,intermittent,tc_ospa2_w5,275,4.074301085410205,11.535605430061736,12.506517587617813,98.18181818181819,49.61454545454546,1.209090909090909,6878.584673189792,6050,2210704,9081600
reserved,0020,intermittent,tc_ospa2_w10,275,4.287984886057202,12.08907107753799,12.25592457739188,115.59272727272727,43.723636363636366,1.3181818181818181,6740.758517565525,5917,4343456,9081600
reserved,0020,reliable,local,275,5.877378907024588,16.042081735283627,16.735829687863006,222.41454545454545,36.39272727272727,2.649090909090909,9204.706328324646,5101,0,0
reserved,0020,reliable,lineage,275,3.248669700559976,9.0088791475117,4.683747062362479,62.57454545454546,35.345454545454544,0.88,2576.0608842993606,6322,6123856,9999104
reserved,0020,reliable,qualified_exist,275,2.988685722496579,8.434013298219265,5.928846480375008,43.985454545454544,43.985454545454544,0.7563636363636363,3260.8655642062536,6464,5774000,9278208
reserved,0020,reliable,conservative_recency,275,3.178169490166222,8.83514344587609,4.608105167826095,62.31272727272727,34.56,0.8727272727272727,2534.4578423043513,6324,5897136,9425664
reserved,0020,reliable,confirmation_recency,275,2.9984792839911942,8.358910700567147,5.182035203332595,44.24727272727273,42.414545454545454,0.7963636363636364,2850.1193618329326,6462,5479264,9147136
reserved,0020,reliable,mil_support,275,3.172835310681803,9.061818740912816,7.688626663782664,50.79272727272727,44.50909090909091,0.7781818181818182,4228.7446650804595,6412,8482784,12833536
reserved,0020,reliable,tc_ospa2_w5,275,3.4149825294598823,9.883891579690516,10.17345979668685,49.22181818181818,57.338181818181816,0.8327272727272728,5595.402888177766,6424,2210704,9081600
reserved,0020,reliable,tc_ospa2_w10,275,3.6611761577893995,10.599112263398323,9.794177181429017,73.30909090909091,48.17454545454545,0.9090909090909091,5386.797449785954,6240,4343456,9081600
reserved,0025,intermittent,local,450,5.517114671005388,13.448471386148512,12.539102709390809,101.44,84.96,1.8133333333333332,11285.19243845174,7040,0,0
reserved,0025,intermittent,lineage,450,4.253937608355176,10.489912193127356,8.004224660606635,14.48,117.12,1.6366666666666667,7203.8021945459695,8127,7015728,16204288
reserved,0025,intermittent,qualified_exist,450,4.270000532939029,10.508151731208308,8.350734177977623,10.64,120.88,1.6977777777777778,7515.660760179864,8175,6583504,16122368
reserved,0025,intermittent,conservative_recency,450,4.013577858781507,10.018943568152176,5.9497462759492254,14.08,115.28,1.6166666666666667,5354.771648354293,8132,6610336,15663616
reserved,0025,intermittent,confirmation_recency,450,4.23172506079884,10.483103746126448,9.120097980374817,12.56,118.88,1.6455555555555557,8208.088182337335,8151,6662752,16351744
reserved,0025,intermittent,mil_support,450,4.247691929123946,10.703213541035904,11.398235404968482,15.84,124.8,1.7244444444444444,10258.411864471636,8110,8959488,17662464
reserved,0025,intermittent,tc_ospa2_w5,450,4.463671881979744,11.037720612725142,10.245119739020444,21.12,122.96,1.8277777777777777,9220.607765118395,8044,2375824,14860800
reserved,0025,intermittent,tc_ospa2_w10,450,4.422974089113863,10.950802169167234,11.364472246206072,26.4,113.04,1.6833333333333333,10228.025021585463,7978,4659984,14860800
reserved,0025,reliable,local,450,5.517114671005388,13.448471386148512,12.539102709390809,101.44,84.96,1.8133333333333332,11285.19243845174,7040,0,0
reserved,0025,reliable,lineage,450,4.175530218973322,10.423841651380453,8.837989913255813,13.44,118.88,1.6466666666666667,7954.190921930231,8140,6957280,16400896
reserved,0025,reliable,qualified_exist,450,4.29358361880495,10.613877603268184,4.853940534492518,8.96,130.72,1.8466666666666667,4368.54648104327,8196,6084720,15172096
reserved,0025,reliable,conservative_recency,450,3.8412818645919815,9.711617180485904,8.675691522405204,15.84,107.04,1.488888888888889,7808.122370164683,8110,7154464,16351744
reserved,0025,reliable,confirmation_recency,450,3.7553565767467685,9.567464086005028,8.049045473372164,12.32,110.72,1.5177777777777777,7244.140926034951,8154,6950416,16318976
reserved,0025,reliable,mil_support,450,4.322435031772973,10.868040944739562,11.818497296233527,12.48,130.4,1.8244444444444445,10636.647566610169,8152,8969264,17613312
reserved,0025,reliable,tc_ospa2_w5,450,4.555771465105653,11.4029782762987,8.942721915242677,10.08,146.24,2.0644444444444443,8048.449723718408,8182,2375824,14860800
reserved,0025,reliable,tc_ospa2_w10,450,4.50514655020647,11.280882890428094,10.553943221003102,16.16,133.92,1.8888888888888888,9498.548898902785,8106,4659984,14860800
reserved,0030,intermittent,local,151,6.525006662270396,14.497756677591255,12.995969940324946,136.3708609271523,72.71523178807946,1.8245033112582782,3924.7829219781333,1714,0,0
reserved,0030,intermittent,lineage,151,5.1778703597090265,11.0811961778485,4.216496894196473,68.66225165562913,67.94701986754967,1.7384105960264902,1273.3820620473339,1998,1876256,4986624
reserved,0030,intermittent,qualified_exist,151,5.14370622339426,11.103591149876289,4.00677764983859,65.56291390728477,71.76158940397352,1.6821192052980132,1210.046850251254,2011,1779536,4986624
reserved,0030,intermittent,conservative_recency,151,5.2096768235701365,11.096138785740282,4.146422118548458,71.76158940397352,66.27814569536424,1.804635761589404,1252.2194798016365,1985,1768512,4986624
reserved,0030,intermittent,confirmation_recency,151,5.173001684917873,11.152996678930567,3.9490691068746684,66.03973509933775,72.71523178807946,1.7218543046357615,1192.6188702761503,2009,1700912,4986624
reserved,0030,intermittent,mil_support,151,5.095261530401877,10.972677483783754,4.146605199729817,63.89403973509934,71.04635761589404,1.6821192052980132,1252.2747703184043,2018,2376704,4986624
reserved,0030,intermittent,tc_ospa2_w5,151,5.61044785927655,12.566681946392476,9.828146370397546,78.67549668874172,91.54966887417218,1.8675496688741722,2968.100203860058,1956,759184,4986624
reserved,0030,intermittent,tc_ospa2_w10,151,5.611162051289124,12.427742125232925,14.143471870223367,83.68211920529801,79.1523178807947,1.8576158940397351,4271.328504807454,1935,1479472,4986624
reserved,0030,reliable,local,151,6.525006662270396,14.497756677591255,12.995969940324946,136.3708609271523,72.71523178807946,1.8245033112582782,3924.7829219781333,1714,0,0
reserved,0030,reliable,lineage,151,4.968631024411723,10.646988539032797,3.682124027370709,69.13907284768212,58.64900662251656,1.5629139072847682,1112.0014562659546,1996,1881664,4986624
reserved,0030,reliable,qualified_exist,151,5.136072754101401,11.141534861580993,3.488687701902372,63.89403973509934,75.33774834437087,1.6688741721854305,1053.583685974517,2018,1682400,4986624
reserved,0030,reliable,conservative_recency,151,5.066509071476594,10.798037191061944,3.3760105141446175,72.0,60.079470198675494,1.6754966887417218,1019.5551752716739,1984,1714016,4986624
reserved,0030,reliable,confirmation_recency,151,5.193938702403361,11.249678061906831,3.3234765687741485,66.75496688741723,75.33774834437087,1.7086092715231789,1003.6899237697927,2006,1703408,4986624
reserved,0030,reliable,mil_support,151,5.293652095264831,11.598389856305069,4.548201121731289,62.94039735099338,87.25827814569537,1.8344370860927153,1373.5567387628491,2022,2414560,4986624
reserved,0030,reliable,tc_ospa2_w5,151,5.591345486207739,12.50469626329219,8.568494626816234,65.32450331125828,104.90066225165563,2.0463576158940397,2587.685377298504,2012,759184,4986624
reserved,0030,reliable,tc_ospa2_w10,151,5.474526080954485,12.04539207540204,12.765657249369083,72.95364238410596,82.01324503311258,1.913907284768212,3855.228489309462,1980,1479472,4986624
