cohort,sequence,condition,arm,frames,ospa,gospa,loc2,miss2,false2,countError,matched_sse,matched_support,raw_bytes,wire_bytes
development,0007,intermittent,qualified_exist,221,4.823202479355385,14.866069082198884,40.269171358710686,133.08597285067873,107.34841628959276,1.8642533936651584,17798.97374055013,5127,7718648,11246848
development,0007,intermittent,innovation_recency,221,4.818434345169819,14.873020834370342,41.82758755287199,131.45701357466064,107.51131221719457,1.8257918552036199,18487.793698369456,5137,7319480,10427648
development,0007,intermittent,conservative_recency,221,4.328990783663863,13.513259098881582,38.63818724441731,144.0,75.2579185520362,1.8733031674208145,17078.078762032448,5060,8580416,12901632
development,0007,intermittent,confirmation_recency,221,4.548388205267026,14.19119881148387,47.371876997300035,123.96380090497738,101.6470588235294,1.7262443438914028,20938.369632806654,5183,6999824,10018048
development,0007,intermittent,mil_support,221,4.8639235497343,15.287308025656513,64.27848068971423,106.3710407239819,124.4524886877828,1.9615384615384615,28411.088464853692,5291,13443872,16538880.0
development,0007,intermittent,tc_ospa2_w5,221,5.851101969005355,17.239506110073332,14.102856411006755,213.71945701357467,125.26696832579185,3.3733031674208145,6233.462533664991,4632,1202896,7298304.0
development,0007,intermittent,tc_ospa2_w10,221,5.873976555581853,17.374401685392808,18.151923057339218,232.94117647058823,111.58371040723982,3.3959276018099547,8023.14999134394,4514,2366192,7298304.0
development,0007,reliable,local,221,8.052887305181635,22.76003489928018,15.804288146704206,455.78280542986425,82.42533936651584,5.280542986425339,6985.49536084326,3146,0,0
development,0007,reliable,lineage,221,4.214647499350273,12.413705672327136,17.26931917223622,88.289592760181,75.90950226244344,1.5475113122171946,7633.039074128409,5402,7701408,10870016.0
development,0007,reliable,qualified_exist,221,4.267143711232083,12.813073893752282,19.828090185680505,76.56108597285068,92.85067873303167,1.3665158371040724,8764.015862070784,5474,6834128,10427648
development,0007,reliable,innovation_recency,221,4.183512961680985,12.599816884021875,19.512134312121113,74.60633484162896,90.89592760180996,1.330316742081448,8624.363365957535,5486,6397376,10214656
development,0007,reliable,conservative_recency,221,3.8104326965087725,11.303943965954648,18.024216364418912,86.6606334841629,57.665158371040725,1.3710407239819005,7966.703633073159,5412,7335328,10640640
development,0007,reliable,confirmation_recency,221,3.9284925816835226,11.736523732677178,20.921697886411312,68.41628959276018,78.84162895927602,1.3755656108597285,9247.3904657938,5524,6639984,10280192
development,0007,reliable,mil_support,221,4.593363191764512,13.691703000151012,32.0195025709305,53.10407239819005,126.08144796380091,1.8914027149321266,14152.620136351266,5618,11821056,15441152.0
development,0007,reliable,tc_ospa2_w5,221,4.75525226392103,13.91285545658224,13.629646006117243,54.73303167420814,145.6289592760181,2.1131221719457014,6024.30353470383,5608,1202896,7298304.0
development,0007,reliable,tc_ospa2_w10,221,4.73345379029699,13.954581507829053,18.60541509573078,76.23529411764706,126.40723981900453,2.0452488687782804,8223.593472313007,5476,2366192,7298304.0
development,0008,intermittent,local,375,2.2734554377211085,6.594970567501276,3.58131395751156,52.896,6.432,0.704,2685.98546813367,10231,0,0
development,0008,intermittent,lineage,375,0.9876768721346699,3.1525416093303633,3.1548128804886963,12.48,8.16,0.27066666666666667,2366.1096603665187,10652,9322016,13252352.0
development,0008,intermittent,qualified_exist,375,0.973572067234988,3.117017147745782,3.1727751024057205,11.712,8.256,0.2613333333333333,2379.5813268042903,10660,9481560,13580032
development,0008,intermittent,innovation_recency,375,0.9735874288996686,3.11707829957701,3.1734706689397876,11.712,8.256,0.2613333333333333,2380.103001704838,10660,9612456,13596416
development,0008,intermittent,conservative_recency,375,0.9844368194465772,3.143684925036383,3.1548348259816623,12.48,8.064,0.2693333333333333,2366.1261194862454,10652,9278128,13252352
development,0008,intermittent,confirmation_recency,375,0.973569243837734,3.1170037023954773,3.1725215296998663,11.712,8.256,0.2613333333333333,2379.391147274903,10660,9124832,13137664
development,0008,intermittent,mil_support,375,1.0529802972975864,3.3290505989959445,3.169262468523516,13.152,9.696,0.30133333333333334,2376.9468513926367,10645,9641296,13252352.0
development,0008,intermittent,tc_ospa2_w5,375,1.6419075822664657,4.858616808551114,3.1002893436521677,25.152,15.36,0.5333333333333333,2325.217007739125,10520,2899744,12384000.0
development,0008,intermittent,tc_ospa2_w10,375,1.7426813112328163,5.133985436719658,3.169058709598133,27.36,16.128,0.564,2376.7940321986002,10497,5732160,12384000.0
development,0008,reliable,local,375,2.2734554377211085,6.594970567501276,3.58131395751156,52.896,6.432,0.704,2685.98546813367,10231,0,0
development,0008,reliable,lineage,375,0.8765900162448002,2.8577410544333537,3.065484363902302,9.6,8.064,0.22933333333333333,2299.1132729267238,10682,7726448,12629760.0
development,0008,reliable,qualified_exist,375,0.8646858443030389,2.827351581019581,3.083221317987942,9.024,8.064,0.22133333333333333,2312.41598849096,10688,7884888,12646144
development,0008,reliable,innovation_recency,375,0.8647012096041374,2.827412725582874,3.083915616886397,9.024,8.064,0.22133333333333333,2312.936712664799,10688,8001960,12678912
development,0008,reliable,conservative_recency,375,0.8701096182943759,2.840026376994264,3.0655034448189533,9.6,7.872,0.22666666666666666,2299.127583614213,10682,7693792,12629760
development,0008,reliable,confirmation_recency,375,0.8646833012991025,2.827339399651687,3.082988742110089,9.024,8.064,0.22133333333333333,2312.2415565825695,10688,7582720,12613376
development,0008,reliable,mil_support,375,0.9364494695696687,3.02260323370778,3.082542978913734,9.984,9.792,0.25866666666666666,2311.907234185305,10678,8019104,12613376.0
development,0008,reliable,tc_ospa2_w5,375,1.262038885972181,3.8860114791458487,3.0555558030569157,11.904,18.048,0.39466666666666667,2291.6668522926866,10658,2899744,12384000.0
development,0008,reliable,tc_ospa2_w10,375,1.381484715913996,4.209762885248689,3.142779502313102,14.4,19.008,0.432,2357.0846267348284,10632,5732160,12384000.0
overlap_control,0000,intermittent,local,147,8.326182346059717,10.334458230062754,8.100603681228858,84.9795918367347,27.183673469387756,0.891156462585034,2381.577482281285,347,0,0
