condition,backend,frame,robot,phase,left_count,right_count,common_labels,same_labels,exact,maximum_existence_difference,maximum_mean_difference,maximum_covariance_difference,equal
reliable,Guarded Scalar,27,2,local,7,8,6,False,False,0.01489369496730475,0.0001535980103959389,0.0005413350035166076,False
reliable,Guarded Scalar,27,2,posterior,80,80,72,False,False,0.9928556578485831,2.4510521704377037,27.14995394480144,False
reliable,Guarded Scalar,27,2,fused,81,81,72,False,False,0.9928556578485831,2.4510521704377037,27.14995394480144,False
reliable,Guarded Scalar,27,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,27,2,target_posterior,58,1,1,False,False,0.9928556578485831,0.6097276798138984,2.020733725980983,False
reliable,Guarded Scalar,28,1,predicted,87,87,79,False,False,0.9829271012700973,2.4510521704377037,0.0,False
reliable,Guarded Scalar,28,1,local,83,82,75,False,False,0.9751557305809289,2.005952724451026,27.645421393633338,False
reliable,Guarded Scalar,28,1,posterior,80,82,72,False,False,0.9922554018269311,2.0059527244510225,27.645421393633356,False
reliable,Guarded Scalar,28,1,fused,83,82,75,False,False,0.9922554018269311,2.0059527244510225,27.645421393633356,False
reliable,Guarded Scalar,28,1,target_local,59,1,1,False,False,0.9751557305809289,0.7460775933262478,2.8792823671073666,False
reliable,Guarded Scalar,28,1,target_posterior,59,1,1,False,False,0.9922554018269311,0.7596713049672825,2.3128813566985587,False
reliable,Guarded Scalar,28,2,predicted,80,80,72,False,False,0.9829271012700973,2.4510521704377037,0.0,False
reliable,Guarded Scalar,28,2,local,9,11,9,False,False,0.07187916205976719,0.012707590903055177,0.21510474831740822,False
reliable,Guarded Scalar,28,2,posterior,80,82,71,False,False,0.9922554018269311,2.0059527244510225,27.645421393633356,False
reliable,Guarded Scalar,28,2,fused,83,82,74,False,False,0.9922554018269311,2.0059527244510225,27.645421393633356,False
reliable,Guarded Scalar,28,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,28,2,target_posterior,59,1,1,False,False,0.9922554018269311,0.7596713049672825,2.3128813566985587,False
reliable,Guarded Scalar,29,1,predicted,88,90,80,False,False,0.9823328478086618,2.017146817254325,0.0,False
reliable,Guarded Scalar,29,1,local,86,84,77,False,False,0.9727702719806642,1.8369111108415597,26.843365082453943,False
reliable,Guarded Scalar,29,1,posterior,86,84,77,False,False,0.9922546410464931,1.8369111108415654,26.843365082453925,False
reliable,Guarded Scalar,29,1,fused,86,84,77,False,False,0.9922546410464931,1.8369111108415654,26.843365082453925,False
reliable,Guarded Scalar,29,1,target_local,70,1,1,False,False,0.9727702719806642,0.880530355732577,3.2242099706262604,False
reliable,Guarded Scalar,29,1,target_posterior,70,1,1,False,False,0.9922546410464931,0.8897235136204982,2.6199617771235815,False
reliable,Guarded Scalar,29,2,predicted,80,82,71,False,False,0.9823328478086618,2.017146817254325,0.0,False
reliable,Guarded Scalar,29,2,local,7,11,6,False,False,0.4131197088858346,8.88793138713595e-05,0.00016478127587760127,False
reliable,Guarded Scalar,29,2,posterior,86,84,73,False,False,0.9922546410464931,1.8369111108415654,26.843365082453925,False
reliable,Guarded Scalar,29,2,fused,86,84,73,False,False,0.9922546410464931,1.8369111108415654,26.843365082453925,False
reliable,Guarded Scalar,29,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,29,2,target_posterior,70,1,1,False,False,0.9922546410464931,0.8897235136204982,2.6199617771235815,False
reliable,Guarded Scalar,30,1,predicted,94,92,85,False,False,0.9823320946360282,1.828216170449099,0.0,False
reliable,Guarded Scalar,30,1,local,90,86,80,False,False,0.9731326269594587,1.7308409293341205,26.134032543821665,False
reliable,Guarded Scalar,30,1,posterior,87,84,77,False,False,0.992388402310897,1.7308409293341218,26.134032543821675,False
reliable,Guarded Scalar,30,1,fused,90,86,80,False,False,0.992388402310897,1.7308409293341218,26.134032543821675,False
reliable,Guarded Scalar,30,1,target_local,74,1,1,False,False,0.9731326269594587,0.9681612997040978,3.3795686064458614,False
reliable,Guarded Scalar,30,1,target_posterior,74,1,1,False,False,0.992388402310897,0.9730661608971203,2.824846878242798,False
reliable,Guarded Scalar,30,2,predicted,86,84,73,False,False,0.9823320946360282,1.828216170449099,0.0,False
reliable,Guarded Scalar,30,2,local,10,11,6,False,False,0.516532682489049,5.8331059875627034e-05,0.0002215624528005833,False
reliable,Guarded Scalar,30,2,posterior,87,84,76,False,False,0.992388402310897,1.7308409293341218,26.134032543821675,False
reliable,Guarded Scalar,30,2,fused,90,86,76,False,False,0.992388402310897,1.7308409293341218,26.134032543821675,False
reliable,Guarded Scalar,30,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,30,2,target_posterior,74,1,1,False,False,0.992388402310897,0.9730661608971203,2.824846878242798,False
reliable,Guarded Scalar,31,1,predicted,97,94,87,False,False,0.982464518287788,1.8218391504321572,0.0,False
reliable,Guarded Scalar,31,1,local,95,90,84,False,False,0.9737783457415038,2.139005182988651,31.83862048302055,False
reliable,Guarded Scalar,31,1,posterior,95,89,83,False,False,0.9924025883723891,2.1390051829886474,26.00385411669066,False
reliable,Guarded Scalar,31,1,fused,95,90,84,False,False,0.9924025883723891,2.1390051829886474,40.036128387485235,False
reliable,Guarded Scalar,31,1,target_local,76,1,1,False,False,0.9737783457415038,1.0826264263669652,3.561445626028336,False
reliable,Guarded Scalar,31,1,target_posterior,76,1,1,False,False,0.9924025883723891,1.0849297650245626,2.9960578852684185,False
reliable,Guarded Scalar,31,2,predicted,87,84,76,False,False,0.982464518287788,1.8218391504321572,0.0,False
reliable,Guarded Scalar,31,2,local,8,10,7,False,False,0.5708233635894341,0.3887464691358531,2.71429312870975,False
reliable,Guarded Scalar,31,2,posterior,95,89,82,False,False,0.9924025883723891,2.1390051829886474,26.00385411669066,False
reliable,Guarded Scalar,31,2,fused,95,90,82,False,False,0.9924025883723891,2.1390051829886474,26.00385411669066,False
reliable,Guarded Scalar,31,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,31,2,target_posterior,76,1,1,False,False,0.9924025883723891,1.0849297650245626,2.9960578852684185,False
reliable,Guarded Scalar,32,1,predicted,104,98,92,False,False,0.9824785624886654,2.1390051829886474,0.0,False
reliable,Guarded Scalar,32,1,local,100,94,88,False,False,0.9745715659572578,2.6481911175370954,25.733153153082615,False
reliable,Guarded Scalar,32,1,posterior,97,94,85,False,False,0.9922127303191272,3.3973833315471644,40.14221668534205,False
reliable,Guarded Scalar,32,1,fused,100,94,88,False,False,0.9922127303191272,3.3973833315471644,40.14221668534205,False
reliable,Guarded Scalar,32,1,target_local,79,1,1,False,False,0.9745715659572578,1.217515595469997,3.6029768600888996,False
reliable,Guarded Scalar,32,1,target_posterior,79,1,1,False,False,0.9922127303191272,1.2210605711107414,3.089535275088065,False
reliable,Guarded Scalar,32,2,predicted,95,89,82,False,False,0.9824785624886654,2.1390051829886474,0.0,False
reliable,Guarded Scalar,32,2,local,13,12,11,False,False,0.4878893125660238,2.1390051829886474,25.9463946553727,False
reliable,Guarded Scalar,32,2,posterior,97,94,84,False,False,0.9922127303191272,3.3973833315471644,25.733153153082622,False
reliable,Guarded Scalar,32,2,fused,100,94,86,False,False,0.9922127303191272,3.3973833315471644,25.733153153082622,False
reliable,Guarded Scalar,32,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,32,2,target_posterior,79,1,1,False,False,0.9922127303191272,1.2210605711107414,3.089535275088065,False
reliable,Guarded Scalar,33,1,predicted,107,104,95,False,False,0.9822906030159358,3.434522617879253,0.0,False
reliable,Guarded Scalar,33,1,local,105,98,92,False,False,0.9745839197375388,3.97757872116203,25.46715486336017,False
reliable,Guarded Scalar,33,1,posterior,105,98,92,False,False,0.9924034672242468,2.394814557441123,37.244965071495784,False
reliable,Guarded Scalar,33,1,fused,105,98,92,False,False,0.9924034672242468,2.394814557441123,37.244965071495784,False
reliable,Guarded Scalar,33,1,target_local,82,1,1,False,False,0.9745839197375388,1.3214949030887189,3.611074194652222,False
reliable,Guarded Scalar,33,1,target_posterior,82,1,1,False,False,0.9924034672242468,1.3205226821074096,3.117293063928897,False
reliable,Guarded Scalar,33,2,predicted,97,94,84,False,False,0.9822906030159358,3.434522617879253,0.0,False
reliable,Guarded Scalar,33,2,local,12,16,11,False,False,0.28335539948729804,3.434522617879253,23.55472103781554,False
reliable,Guarded Scalar,33,2,posterior,105,98,88,False,False,0.9924034672242468,2.394814557441123,25.46715486336017,False
reliable,Guarded Scalar,33,2,fused,105,98,88,False,False,0.9924034672242468,2.394814557441123,25.46715486336017,False
reliable,Guarded Scalar,33,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,33,2,target_posterior,82,1,1,False,False,0.9924034672242468,1.3205226821074096,3.117293063928897,False
reliable,Guarded Scalar,34,1,predicted,114,107,101,False,False,0.9824794325520043,2.394814557441123,0.0,False
reliable,Guarded Scalar,34,1,local,110,102,96,False,False,0.9759023125421246,5.550565160800274,25.498713717932326,False
reliable,Guarded Scalar,34,1,posterior,107,100,93,False,False,0.9928262794898931,5.087610447717324,25.49871371793232,False
reliable,Guarded Scalar,34,1,fused,110,102,96,False,False,0.9928262794898931,5.087610447717324,25.49871371793232,False
reliable,Guarded Scalar,34,1,target_local,86,1,1,False,False,0.9759023125421246,1.3388652485813268,3.566143697522337,False
reliable,Guarded Scalar,34,1,target_posterior,86,1,1,False,False,0.9928262794898931,1.3357541802310706,3.176046307058612,False
reliable,Guarded Scalar,34,2,predicted,105,98,88,False,False,0.9824794325520043,2.394814557441123,0.0,False
reliable,Guarded Scalar,34,2,local,16,18,13,False,False,0.08203740622624422,2.394814557441123,18.091529884192965,False
reliable,Guarded Scalar,34,2,posterior,107,100,92,False,False,0.9928262794898931,5.087610447717324,25.49871371793232,False
reliable,Guarded Scalar,34,2,fused,110,102,92,False,False,0.9928262794898931,5.087610447717324,25.49871371793232,False
reliable,Guarded Scalar,34,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,34,2,target_posterior,86,1,1,False,False,0.9928262794898931,1.3357541802310706,3.176046307058612,False
reliable,Guarded Scalar,35,1,predicted,117,110,103,False,False,0.9828980166949942,5.087610447717324,0.0,False
reliable,Guarded Scalar,35,1,local,115,105,99,False,False,0.9775437866038948,5.445250852407707,25.418890964375194,False
reliable,Guarded Scalar,35,1,posterior,115,105,99,False,False,0.9924679614163071,5.331579553593912,32.243686163122334,False
reliable,Guarded Scalar,35,1,fused,115,105,99,False,False,0.9924679614163071,5.331579553593912,32.243686163122334,False
reliable,Guarded Scalar,35,1,target_local,88,1,1,False,False,0.9775437866038948,1.3998708973046887,3.514292487410481,False
reliable,Guarded Scalar,35,1,target_posterior,88,1,1,False,False,0.9924679614163071,1.3992542005128388,3.173451072838916,False
reliable,Guarded Scalar,35,2,predicted,107,100,92,False,False,0.9828980166949942,5.087610447717324,0.0,False
reliable,Guarded Scalar,35,2,local,16,18,15,False,False,0.03120226947984306,5.087610447717324,13.036447177204735,False
reliable,Guarded Scalar,35,2,posterior,115,105,97,False,False,0.9924679614163071,5.331579553593912,25.418890964375198,False
reliable,Guarded Scalar,35,2,fused,115,105,97,False,False,0.9924679614163071,5.331579553593912,25.418890964375198,False
reliable,Guarded Scalar,35,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,35,2,target_posterior,88,1,1,False,False,0.9924679614163071,1.3992542005128388,3.173451072838916,False
reliable,Guarded Scalar,36,1,predicted,124,114,108,False,False,0.9825432818021441,5.331579553593912,0.0,False
reliable,Guarded Scalar,36,1,local,116,105,99,False,False,0.9780473925749834,4.350053893240254,25.230982615884276,False
reliable,Guarded Scalar,36,1,posterior,111,102,94,False,False,0.9927184782337168,4.529338179588962,35.19515278798325,False
reliable,Guarded Scalar,36,1,fused,116,105,99,False,False,0.9927184782337168,4.529338179588962,44.92143129828648,False
reliable,Guarded Scalar,36,1,target_local,91,1,1,False,False,0.9780473925749834,1.4094883845765185,3.4986843470342937,False
reliable,Guarded Scalar,36,1,target_posterior,91,1,1,False,False,0.9927184782337168,1.408586857444552,3.1647904568079888,False
reliable,Guarded Scalar,36,2,predicted,115,105,97,False,False,0.9825432818021441,5.331579553593912,0.0,False
reliable,Guarded Scalar,36,2,local,21,21,18,False,False,0.05180945528526559,5.331579553593912,13.300156695395458,False
reliable,Guarded Scalar,36,2,posterior,111,102,93,False,False,0.9927184782337168,4.529338179588962,40.8571010170419,False
reliable,Guarded Scalar,36,2,fused,116,105,97,False,False,0.9927184782337168,19.720258509378844,40.8571010170419,False
reliable,Guarded Scalar,36,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,36,2,target_posterior,91,1,1,False,False,0.9927184782337168,1.408586857444552,3.1647904568079888,False
reliable,Guarded Scalar,37,1,predicted,120,111,103,False,False,0.9827912934513797,4.529338179588962,0.0,False
reliable,Guarded Scalar,37,1,local,117,107,101,False,False,0.9775176047988947,3.2036990974299746,25.087860489940855,False
reliable,Guarded Scalar,37,1,posterior,115,106,99,False,False,0.9930919173351525,3.5344929446857236,32.379270409359464,False
reliable,Guarded Scalar,37,1,fused,117,107,101,False,False,0.9930919173351525,4.897112095254556,101.45792919808743,False
reliable,Guarded Scalar,37,1,target_local,94,1,1,False,False,0.9775176047988947,1.4459162079071692,3.5328061228954493,False
reliable,Guarded Scalar,37,1,target_posterior,94,1,1,False,False,0.9930919173351525,1.442607118863255,3.1959335576301813,False
reliable,Guarded Scalar,37,2,predicted,111,102,93,False,False,0.9827912934513797,4.529338179588962,0.0,False
reliable,Guarded Scalar,37,2,local,16,17,14,False,False,0.06962983880109519,4.529338179588962,40.8571010170419,False
reliable,Guarded Scalar,37,2,posterior,115,106,96,False,False,0.9930919173351525,3.5344929446857236,25.087860489940866,False
reliable,Guarded Scalar,37,2,fused,117,107,97,False,False,0.9930919173351525,3.5344929446857236,28.523951850011322,False
reliable,Guarded Scalar,37,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,37,2,target_posterior,94,1,1,False,False,0.9930919173351525,1.442607118863255,3.1959335576301813,False
reliable,Guarded Scalar,38,1,predicted,125,116,109,False,False,0.9831609981618009,3.5344929446857236,0.0,False
reliable,Guarded Scalar,38,1,local,119,107,101,False,False,0.9793313841486134,1.557546275737696,25.125122830190588,False
reliable,Guarded Scalar,38,1,posterior,114,103,95,False,False,0.9929788091004299,1.5575462757376888,32.41076962807534,False
reliable,Guarded Scalar,38,1,fused,119,108,101,False,False,0.9929788091004299,12.08439761198393,42.01396168781733,False
reliable,Guarded Scalar,38,1,target_local,97,1,1,False,False,0.9793313841486134,1.4443080407360716,3.609892921194012,False
reliable,Guarded Scalar,38,1,target_posterior,97,1,1,False,False,0.9929788091004299,1.441609388084785,3.208826446981466,False
reliable,Guarded Scalar,38,2,predicted,115,106,96,False,False,0.9831609981618009,3.5344929446857236,0.0,False
reliable,Guarded Scalar,38,2,local,17,19,14,False,False,0.07393265011842132,3.5344929446857236,8.846478608193536,False
reliable,Guarded Scalar,38,2,posterior,114,103,94,False,False,0.9929788091004299,1.5575462757376888,25.125122830190566,False
reliable,Guarded Scalar,38,2,fused,119,108,98,False,False,0.9929788091004299,2.167441329272606,37.88216126590663,False
reliable,Guarded Scalar,38,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,38,2,target_posterior,97,1,1,False,False,0.9929788091004299,1.441609388084785,3.208826446981466,False
reliable,Guarded Scalar,39,1,predicted,124,113,105,False,False,0.9830490210094256,1.5800564202767358,0.0,False
reliable,Guarded Scalar,39,1,local,122,109,103,False,False,0.9796749470489229,1.5380535916695677,25.444662993684084,False
reliable,Guarded Scalar,39,1,posterior,121,107,101,False,False,0.9929836060467412,1.5380535916695655,25.444662993684098,False
reliable,Guarded Scalar,39,1,fused,122,109,103,False,False,0.9929836060467412,6.11989483967043,188.0284395163425,False
reliable,Guarded Scalar,39,1,target_local,99,1,1,False,False,0.9796749470489229,1.4695905087151342,3.7133333548097394,False
reliable,Guarded Scalar,39,1,target_posterior,99,1,1,False,False,0.9929836060467412,1.4685877428210667,3.2525375487417016,False
reliable,Guarded Scalar,39,2,predicted,114,103,94,False,False,0.9830490210094256,1.5800564202767358,0.0,False
reliable,Guarded Scalar,39,2,local,12,14,10,False,False,0.05815933263665474,0.11638840120696159,1.888016825670995,False
reliable,Guarded Scalar,39,2,posterior,121,107,99,False,False,0.9929836060467412,1.5380535916695655,25.444662993684098,False
reliable,Guarded Scalar,39,2,fused,122,109,100,False,False,0.9929836060467412,1.5380535916695655,25.444662993684098,False
reliable,Guarded Scalar,39,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,39,2,target_posterior,99,1,1,False,False,0.9929836060467412,1.4685877428210667,3.2525375487417016,False
reliable,Guarded Scalar,40,1,predicted,131,117,111,False,False,0.9830537699862738,1.5877516559507692,0.0,False
reliable,Guarded Scalar,40,1,local,125,112,106,False,False,0.9795794987526337,1.522703310912348,25.311685070492548,False
reliable,Guarded Scalar,40,1,posterior,120,112,101,False,False,0.9931823707371661,1.5227033109123447,32.34993945978252,False
reliable,Guarded Scalar,40,1,fused,125,112,106,False,False,0.9931823707371661,1.5227033109123447,192.48711873158317,False
reliable,Guarded Scalar,40,1,target_local,102,1,1,False,False,0.9795794987526337,1.4911223018729554,3.7642365752996856,False
reliable,Guarded Scalar,40,1,target_posterior,102,1,1,False,False,0.9931823707371661,1.491211948687484,3.2753249379878637,False
reliable,Guarded Scalar,40,2,predicted,121,107,99,False,False,0.9830537699862738,1.5877516559507692,0.0,False
reliable,Guarded Scalar,40,2,local,14,14,11,False,False,0.0308054018829782,0.0874898864553586,0.7629637467986257,False
reliable,Guarded Scalar,40,2,posterior,120,112,100,False,False,0.9931823707371661,1.5227033109123447,25.31168507049256,False
reliable,Guarded Scalar,40,2,fused,125,112,102,False,False,0.9931823707371661,1.5227033109123447,25.31168507049256,False
reliable,Guarded Scalar,40,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,40,2,target_posterior,102,1,1,False,False,0.9931823707371661,1.491211948687484,3.2753249379878637,False
reliable,Guarded Scalar,41,1,predicted,130,122,111,False,False,0.9832505470297943,1.5784047044540888,0.0,False
reliable,Guarded Scalar,41,1,local,128,114,108,False,False,0.9815330556131538,1.557915609829302,24.918615524719943,False
reliable,Guarded Scalar,41,1,posterior,127,111,105,False,False,0.9930075920534707,1.5579156098292977,39.44856781483725,False
reliable,Guarded Scalar,41,1,fused,128,114,108,False,False,0.9930075920534707,13.596436442983741,39.44856781483725,False
reliable,Guarded Scalar,41,1,target_local,105,1,1,False,False,0.9815330556131538,1.433027520396561,3.6478882425611125,False
reliable,Guarded Scalar,41,1,target_posterior,105,1,1,False,False,0.9930075920534707,1.4331859756704284,3.22133526274472,False
reliable,Guarded Scalar,41,2,predicted,120,112,100,False,False,0.9832505470297943,1.5784047044540888,0.0,False
reliable,Guarded Scalar,41,2,local,10,16,9,False,False,0.011762332474339887,0.06961102453695389,0.8631041924189642,False
reliable,Guarded Scalar,41,2,posterior,127,111,101,False,False,0.9930075920534707,1.5579156098292977,24.918615524719932,False
reliable,Guarded Scalar,41,2,fused,128,114,102,False,False,0.9930075920534707,1.5579156098292977,24.918615524719932,False
reliable,Guarded Scalar,41,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,41,2,target_posterior,105,1,1,False,False,0.9930075920534707,1.4331859756704284,3.22133526274472,False
reliable,Guarded Scalar,42,1,predicted,137,121,115,False,False,0.9830775161329359,1.6069959464545338,0.0,False
reliable,Guarded Scalar,42,1,local,131,116,110,False,False,0.9814441363166844,1.5405765345380802,25.34918344006072,False
reliable,Guarded Scalar,42,1,posterior,126,112,105,False,False,0.9930232003846614,1.5405765345380815,25.349183440060717,False
reliable,Guarded Scalar,42,1,fused,131,116,110,False,False,0.9930232003846614,1.5405765345380815,36.68238665394776,False
reliable,Guarded Scalar,42,1,target_local,108,1,1,False,False,0.9814441363166844,1.4451900719209663,3.714267283413724,False
reliable,Guarded Scalar,42,1,target_posterior,108,1,1,False,False,0.9930232003846614,1.445916110820709,3.277914209276761,False
reliable,Guarded Scalar,42,2,predicted,127,111,101,False,False,0.9830775161329359,1.6069959464545338,0.0,False
reliable,Guarded Scalar,42,2,local,13,12,8,False,False,0.00378589473904678,0.053032192553416735,0.5233195017776833,False
reliable,Guarded Scalar,42,2,posterior,126,112,104,False,False,0.9930232003846614,1.5405765345380815,25.349183440060717,False
reliable,Guarded Scalar,42,2,fused,131,116,105,False,False,0.9930232003846614,1.5405765345380815,25.349183440060717,False
reliable,Guarded Scalar,42,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,42,2,target_posterior,108,1,1,False,False,0.9930232003846614,1.445916110820709,3.277914209276761,False
reliable,Guarded Scalar,43,1,predicted,136,122,115,False,False,0.9830929683808148,1.5796908769522633,0.0,False
reliable,Guarded Scalar,43,1,local,135,119,113,False,False,0.9812034721479028,1.5132806114553055,24.91105142689765,False
reliable,Guarded Scalar,43,1,posterior,135,119,113,False,False,0.9932246984110057,1.5132806114553126,24.911051426897647,False
reliable,Guarded Scalar,43,1,fused,135,119,113,False,False,0.9932246984110057,1.5132806114553126,24.911051426897647,False
reliable,Guarded Scalar,43,1,target_local,111,1,1,False,False,0.9812034721479028,1.448414568955125,3.685406780635107,False
reliable,Guarded Scalar,43,1,target_posterior,111,1,1,False,False,0.9932246984110057,1.4473566909261355,3.2920711491929526,False
reliable,Guarded Scalar,43,2,predicted,126,112,104,False,False,0.9830929683808148,1.5796908769522633,0.0,False
reliable,Guarded Scalar,43,2,local,9,11,8,False,False,0.0009937372315161896,0.014835739529218017,0.018181425556081265,False
reliable,Guarded Scalar,43,2,posterior,135,119,111,False,False,0.9932246984110057,1.5132806114553126,24.911051426897647,False
reliable,Guarded Scalar,43,2,fused,135,119,111,False,False,0.9932246984110057,1.5132806114553126,24.911051426897647,False
reliable,Guarded Scalar,43,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,43,2,target_posterior,111,1,1,False,False,0.9932246984110057,1.4473566909261355,3.2920711491929526,False
reliable,Guarded Scalar,44,1,predicted,145,129,123,False,False,0.9832924514268956,1.5488126910694269,0.0,False
reliable,Guarded Scalar,44,1,local,139,122,116,False,False,0.9818789487877433,1.5233668257254942,24.80685262937902,False
reliable,Guarded Scalar,44,1,posterior,133,121,110,False,False,0.9934924910904999,1.5233668257254975,24.806852629379012,False
reliable,Guarded Scalar,44,1,fused,139,122,116,False,False,0.9934924910904999,1.5233668257254975,24.806852629379012,False
reliable,Guarded Scalar,44,1,target_local,115,1,1,False,False,0.9818789487877433,1.4094191710697554,3.6821274192889764,False
reliable,Guarded Scalar,44,1,target_posterior,115,1,1,False,False,0.9934924910904999,1.4066635199310493,3.2767785878242774,False
reliable,Guarded Scalar,44,2,predicted,136,120,112,False,False,0.9832924514268956,1.5488126910694269,0.0,False
reliable,Guarded Scalar,44,2,local,15,17,13,False,False,0.010683558396770265,0.008728343673471528,0.14907518178828383,False
reliable,Guarded Scalar,44,2,posterior,133,121,109,False,False,0.9934924910904999,1.5233668257254975,24.806852629379012,False
reliable,Guarded Scalar,44,2,fused,139,122,114,False,False,0.9934924910904999,1.5233668257254975,24.806852629379012,False
reliable,Guarded Scalar,44,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,44,2,target_posterior,115,1,1,False,False,0.9934924910904999,1.4066635199310493,3.2767785878242774,False
reliable,Guarded Scalar,45,1,predicted,144,132,121,False,False,0.9835575661795949,1.5621651379410224,0.0,False
reliable,Guarded Scalar,45,1,local,143,125,119,False,False,0.982504723199767,1.5366112211893581,24.75661642005799,False
reliable,Guarded Scalar,45,1,posterior,143,124,118,False,False,0.9890217597016829,1.5366112211893528,24.756616420057995,False
reliable,Guarded Scalar,45,1,fused,143,125,119,False,False,0.9890217597016829,1.5366112211893528,31.520449934826587,False
reliable,Guarded Scalar,45,1,target_local,117,1,1,False,False,0.982504723199767,1.3632109246474342,3.6623788859016244,False
reliable,Guarded Scalar,45,1,target_posterior,117,1,1,False,False,0.9890217597016829,1.3648530008628588,3.2812931355237223,False
reliable,Guarded Scalar,45,2,predicted,133,121,109,False,False,0.9835575661795949,1.5621651379410224,0.0,False
reliable,Guarded Scalar,45,2,local,8,16,7,False,False,0.01102667102958299,0.0046563087178270735,0.004852291902748718,False
reliable,Guarded Scalar,45,2,posterior,143,124,113,False,False,0.9890217597016829,1.5366112211893528,24.756616420057995,False
reliable,Guarded Scalar,45,2,fused,143,125,113,False,False,0.9890217597016829,1.5366112211893528,24.756616420057995,False
reliable,Guarded Scalar,45,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,45,2,target_posterior,117,1,1,False,False,0.9890217597016829,1.3648530008628588,3.2812931355237223,False
reliable,Guarded Scalar,46,1,predicted,153,134,128,False,False,0.979131542104666,1.5786707183061879,0.0,False
reliable,Guarded Scalar,46,1,local,147,128,122,False,False,0.9826635709835566,1.5113180010989544,24.802654717631036,False
reliable,Guarded Scalar,46,1,posterior,142,126,117,False,False,0.9854455376716617,1.5113180010989495,24.802654717631018,False
reliable,Guarded Scalar,46,1,fused,147,128,122,False,False,0.9854455376716617,1.5113180010989495,24.802654717631018,False
reliable,Guarded Scalar,46,1,target_local,120,1,1,False,False,0.9826635709835566,1.3728128010001641,3.6828177634111317,False
reliable,Guarded Scalar,46,1,target_posterior,120,1,1,False,False,0.9854455376716617,1.3717740414858883,3.3068016779301233,False
reliable,Guarded Scalar,46,2,predicted,143,124,113,False,False,0.979131542104666,1.5786707183061879,0.0,False
reliable,Guarded Scalar,46,2,local,14,14,7,False,False,0.0019176604171854406,0.006808921713087557,0.005012142917564688,False
reliable,Guarded Scalar,46,2,posterior,142,126,116,False,False,0.9854455376716617,1.5113180010989495,24.802654717631018,False
reliable,Guarded Scalar,46,2,fused,147,128,116,False,False,0.9854455376716617,1.5113180010989495,24.802654717631018,False
reliable,Guarded Scalar,46,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
reliable,Guarded Scalar,46,2,target_posterior,120,1,1,False,False,0.9854455376716617,1.3717740414858883,3.3068016779301233,False
reliable,Guarded Scalar,47,1,predicted,152,136,127,False,False,0.975591082294945,1.5572120133849787,0.0,False
reliable,Guarded Scalar,47,1,local,151,131,125,False,False,0.9824131389998313,1.462613310222515,24.6054831036871,False
reliable,Guarded Scalar,47,1,posterior,151,130,124,False,False,0.9826376892286365,1.4626133102225132,39.33228936087451,False
reliable,Guarded Scalar,47,1,fused,151,131,125,False,False,0.9826376892286365,1.4626133102225132,39.33228936087451,False
reliable,Guarded Scalar,47,1,target_local,123,1,1,False,False,0.9824131389998313,1.4021149845782617,3.6563211949925325,False
reliable,Guarded Scalar,47,1,target_posterior,123,1,1,False,False,0.9826376892286365,1.4020055602606334,3.294067558731843,False
reliable,Guarded Scalar,47,2,predicted,142,126,116,False,False,0.975591082294945,1.5572120133849787,0.0,False
reliable,Guarded Scalar,47,2,local,11,16,10,False,False,0.004180217490083349,0.011756227990844081,1.5322793143317437,False
reliable,Guarded Scalar,47,2,posterior,151,130,121,False,False,0.9826376892286365,1.4626133102225132,24.605483103687103,False
reliable,Guarded Scalar,47,2,fused,151,131,121,False,False,0.9826376892286365,1.4626133102225132,24.605483103687103,False
reliable,Guarded Scalar,47,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
