sequence,condition,arm,frames,ospa,gospa,loc2,miss2,false2,countError,raw_bytes,delivered_raw_bytes,wire_bytes,runtime_s,reused
v2xt_0001,reliable,marked_gaussian_evidence,240,8.750048563381354,25.35252026215347,22.59616116684202,484.5,142.8,4.745833333333334,14532896,14532896,18853888,240.75200354166665,False
v2xt_0001,reliable,marked_lineage,240,8.574881180595439,24.954895505011375,18.675333194009475,466.8,143.7,4.4875,6863208,6863208,11382784,81.46714616666667,True
v2xt_0001,intermittent,marked_gaussian_evidence,240,8.65398169218026,25.055786637608364,20.84003835463535,474.9,139.5,4.658333333333333,19951584,14535840,24424448,370.06851266666666,False
v2xt_0001,intermittent,marked_lineage,240,8.264497080283986,24.136503587759957,19.018138402599593,431.4,138.6,4.066666666666666,4219368,3446960,9367552,29.005752666666666,True
