age_s,mean_x_er,mean_x_both,existence_er,existence_both
14.0,1.0,1.5436773309008731,0.15517431822764266,0.17555056752524154
14.200000000000001,1.0,1.545810978476369,0.1545607232588647,0.17504085149123122
14.4,1.0,1.5478665277398573,0.15397146440923057,0.17455151645434874
14.600000000000001,1.0,1.5498466337743044,0.15340557165439894,0.17408173620519962
14.8,1.0,1.5517538766364711,0.15286211361640054,0.17363071864293622
15.0,1.0,1.5535907623009835,0.15234019606688695,0.17319770434715498
15.200000000000001,1.0,1.555359723695966,0.15183896048061657,0.17278196520823225
15.4,1.0,1.557063121819326,0.1513575826385905,0.17238280311411464
15.600000000000001,1.0,1.5587032469255129,0.1508952712800955,0.1719995486915819
15.8,1.0,1.5602823197732794,0.1504512668027821,0.17163156010001282
16.0,1.0,1.5618024929256658,0.15002484000979524,0.17127822187570385
16.2,1.0,1.5632658520940559,0.14961529090289472,0.17093894382482358
16.400000000000002,1.0,1.5646744175187906,0.1492219475204298,0.1706131599631188
16.6,1.0,1.5660301453794,0.14884416481898427,0.17030032750053167
16.8,1.0,1.5673349292280776,0.148481323597469,0.1699999258689314
17.0,1.0,1.5685906014405369,0.14813282946241435,0.1697114557912152
17.2,1.0,1.5697989346789059,0.14779811183319766,0.1694344383900807
17.400000000000002,1.0,1.5709616433617608,0.1474766229859356,0.1691684143348277
17.6,1.0,1.5720803851368563,0.14716783713477313,0.16891294302460083
17.8,1.0,1.5731567623525136,0.14687124954930525,0.16866760180653775
18.0,1.0,1.5741923235240227,0.14658637570688282,0.1684319852273421
18.2,1.0,1.575188564791761,0.14631275047857217,0.16820570431685838
18.400000000000002,1.0,1.5761469313680891,0.14604992734755373,0.16798838590227344
18.6,1.0,1.5770688189703779,0.14579747765877651,0.16777967195162904
18.8,1.0,1.5779555752378247,0.14555498989870586,0.1675792189453776
19.0,1.0,1.5788085011299877,0.14532206900403224,0.16738669727476563
19.200000000000003,1.0,1.57962885230521,0.14509833569824046,0.1672017906658798
19.400000000000002,1.0,1.5804178404773455,0.14488342585496655,0.16702419562823842
19.6,1.0,1.5811766347494114,0.14467698988710345,0.166853620926857
19.8,1.0,1.5819063629229828,0.1444786921606493,0.1666897870767646
20.0,1.0,1.5826081127823386,0.1442882104323214,0.1665324258589887
20.200000000000003,1.0,1.5832829333525211,0.14410523530999594,0.16638127985707116
20.400000000000002,1.0,1.583931836130637,0.1439294697350619,0.1662361020132168
20.6,1.0,1.5845557962898564,0.1437606284858113,0.16609665520321693
20.8,1.0,1.5851557538557017,0.14359843770102024,0.16596271182932726
21.0,1.0,1.585732614854329,0.14344263442290348,0.16583405343031568
21.200000000000003,1.0,1.5862872524326113,0.1432929661586595,0.16571047030793104
21.400000000000002,1.0,1.586820507949932,0.1431491904598486,0.16559176116907623
21.6,1.0,1.5873331920416742,0.1430110745188784,0.16547773278300215
21.8,1.0,1.5878260856544772,0.1428783947818987,0.16536819965286925
22.0,1.0,1.5882999410533982,0.14275093657743332,0.16526298370105108
22.200000000000003,1.0,1.5887554828011754,0.14262849376010608,0.16516191396758603
22.400000000000002,1.0,1.5891934087098503,0.14251086836884033,0.16506482632120567
22.6,1.0,1.5896143907650508,0.14239787029893908,0.16497156318239675
22.8,1.0,1.5900190760232829,0.14228931698747524,0.16488197325797774
23.0,1.0,1.5904080874826128,0.14218503311144487,0.16479591128669277
23.200000000000003,1.0,1.5907820249271587,0.14208485029815898,0.16471323779535002
23.400000000000002,1.0,1.591141465745836,0.1419886068473704,0.16463381886505138
23.6,1.0,1.591486965725824,0.14189614746465407,0.16455752590708156
23.8,1.0,1.5918190598212472,0.14180732300557605,0.16448423544804175
24.0,1.0,1.592138262897572,0.1417219902302107,0.16441382892383644
24.200000000000003,1.0,1.5924450704522444,0.14164001156757772,0.16434619248213275
24.400000000000002,1.0,1.5927399593120937,0.1415612548895944,0.164281216792935
24.6,1.0,1.5930233883080471,0.14148559329415,0.1642187968669282
24.8,1.0,1.593295798927695,0.1414129048969297,0.1641588318812622
25.0,1.0,1.593557615946259,0.14134307263162804,0.16410122501246235
25.200000000000003,1.0,1.5938092480365098,0.1412759840582096,0.16404588327616593
25.400000000000002,1.0,1.5940510883581887,0.1412115311788855,0.16399271737339627
25.6,1.0,1.5942835151274806,0.14114961026149112,0.16394164154310079
25.8,1.0,1.5945068921670824,0.14109012166996288,0.1638925734206901
26.0,1.0,1.594721569437413,0.14103296970162246,0.16384543390232656
26.200000000000003,1.0,1.5949278835494978,0.14097806243099237,0.16380014701472242
26.400000000000002,1.0,1.595126158260062,0.14092531155987498,0.1637566397902177
26.6,1.0,1.5953167049493535,0.14087463227344119,0.1637148421469185
26.8,1.0,1.5954998230822148,0.1408259431020828,0.16367468677368427
27.0,1.0,1.5956758006529097,0.14077916578879485,0.16363610901976408
27.200000000000003,1.0,1.5958449146142026,0.14073422516186362,0.1635990467888894
27.400000000000002,1.0,1.5960074312911852,0.14069104901264348,0.16356344043763774
27.6,1.0,1.5961636067803235,0.14064956797821798,0.16352923267789313
27.8,1.0,1.5963136873342032,0.14060971542874534,0.16349636848323226
28.0,1.0,1.596457909732425,0.14057142735930056,0.16346479499907665
28.200000000000003,1.0,1.5965965016391057,0.14053464228603074,0.16343446145645532
28.400000000000002,1.0,1.596729681947421,0.14049930114644993,0.16340531908922948
28.6,1.0,1.596857661111617,0.1404653472037065,0.16337732105463895
28.8,1.0,1.5969806414669094,0.1404327259546623,0.16335042235703248
29.0,1.0,1.597098817537678,0.14040138504163022,0.1633245797746535
29.200000000000003,1.0,1.597212376334346,0.14037127416762282,0.1632997517893562
29.400000000000002,1.0,1.5973214976393386,0.14034234501497042,0.16327589851913202
29.6,1.0,1.597426354282486,0.1403145511671736,0.1632529816533334
29.8,1.0,1.5975271124062391,0.1402878480338597,0.1632309643904842
30.0,1.0,1.5976239317210514,0.140262192778719,0.16320981137857202
