frame,robot,phase,total_count,near_count,near_sum_r,near_max_r,near_birth_labels,near_labels_from_first_three_frames,near_label_age_sum,ancestry_roots,ancestry_memberships,repeated_roots,labels_with_shared_roots,pairs_with_shared_roots,maximum_root_multiplicity,condition,backend
175,2,local,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
175,1,posterior,121,106,0.31021639561037107,0.003017727589084442,1,0,3149,118,120,2,2,1,2,reliable,Guarded Scalar
175,2,posterior,121,106,0.31021639561037107,0.003017727589084442,1,0,3149,118,120,2,2,1,2,reliable,Guarded Scalar
176,1,local,125,106,0.8832069364909859,0.008665854185226902,1,0,3254,117,119,2,2,1,2,reliable,Guarded Scalar
176,2,local,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
176,1,posterior,119,105,0.3039299637726247,0.002949375860924215,0,0,3254,116,118,2,2,1,2,reliable,Guarded Scalar
176,2,posterior,119,105,0.3039299637726247,0.002949375860924215,0,0,3254,116,118,2,2,1,2,reliable,Guarded Scalar
177,1,local,128,107,0.9106445489679443,0.008801902824962956,1,0,3360,119,121,2,2,1,2,reliable,Guarded Scalar
177,2,local,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
177,1,posterior,124,107,0.31190696053524486,0.0029725722319961915,1,0,3360,119,121,2,2,1,2,reliable,Guarded Scalar
177,2,posterior,124,107,0.31190696053524486,0.0029725722319961915,1,0,3360,119,121,2,2,1,2,reliable,Guarded Scalar
178,1,local,128,108,0.9276577581043562,0.008871721024716945,1,0,3467,120,122,2,2,1,2,reliable,Guarded Scalar
178,2,local,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
178,1,posterior,122,108,0.3158030364124764,0.002984408103540079,1,0,3467,120,122,2,2,1,2,reliable,Guarded Scalar
178,2,posterior,122,108,0.3158030364124764,0.002984408103540079,1,0,3467,120,122,2,2,1,2,reliable,Guarded Scalar
179,1,local,128,109,0.8473035410463079,0.00804643844285265,1,0,3575,121,123,2,2,1,2,reliable,Guarded Scalar
179,2,local,16,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
179,1,posterior,123,108,0.30068926989678946,0.0028414345446236416,0,0,3575,120,122,2,2,1,2,reliable,Guarded Scalar
179,2,posterior,123,108,0.30068926989678946,0.0028414345446236416,0,0,3575,120,122,2,2,1,2,reliable,Guarded Scalar
180,1,local,128,109,0.9305645869982806,0.008809987999393115,1,0,3683,121,123,2,2,1,2,reliable,Guarded Scalar
180,2,local,16,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
180,1,posterior,123,109,0.3173483099697818,0.0029739452121248892,1,0,3683,121,123,2,2,1,2,reliable,Guarded Scalar
180,2,posterior,123,109,0.3173483099697818,0.0029739452121248892,1,0,3683,121,123,2,2,1,2,reliable,Guarded Scalar
181,1,local,133,110,0.9667032156184315,0.009115114178726864,1,0,3792,122,124,2,2,1,2,reliable,Guarded Scalar
181,2,local,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
181,1,posterior,133,110,0.32475791703468526,0.003025316671327128,1,0,3792,122,124,2,2,1,2,reliable,Guarded Scalar
181,2,posterior,133,110,0.32475791703468526,0.003025316671327128,1,0,3792,122,124,2,2,1,2,reliable,Guarded Scalar
182,1,local,135,111,0.9428833140050404,0.008853587525170275,1,0,3902,123,125,2,2,1,2,reliable,Guarded Scalar
182,2,local,22,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
182,1,posterior,128,111,0.32195205737306637,0.0029813384347808294,1,0,3902,123,125,2,2,1,2,reliable,Guarded Scalar
182,2,posterior,128,111,0.32195205737306637,0.0029813384347808294,1,0,3902,123,125,2,2,1,2,reliable,Guarded Scalar
183,1,local,138,109,1.0423705607315557,0.009828523226364756,0,0,4010,121,123,2,2,1,2,reliable,Guarded Scalar
183,2,local,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
183,1,posterior,135,109,0.33691191297188444,0.0031422401828160073,0,0,4010,121,123,2,2,1,2,reliable,Guarded Scalar
183,2,posterior,135,109,0.33691191297188444,0.0031422401828160073,0,0,4010,121,123,2,2,1,2,reliable,Guarded Scalar
184,1,local,142,113,0.922366379793209,0.008556239342666876,2,0,4122,125,127,2,2,1,2,reliable,Guarded Scalar
184,2,local,22,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
184,1,posterior,139,113,0.3210986318051016,0.0029305563940576432,2,0,4122,125,127,2,2,1,2,reliable,Guarded Scalar
184,2,posterior,139,113,0.3210986318051016,0.0029305563940576432,2,0,4122,125,127,2,2,1,2,reliable,Guarded Scalar
185,1,local,135,112,0.9108221165755835,0.008454753899624821,1,0,4231,124,126,2,2,1,2,reliable,Guarded Scalar
185,2,local,20,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
185,1,posterior,128,112,0.31796618864465126,0.0029130270342046403,1,0,4231,124,126,2,2,1,2,reliable,Guarded Scalar
185,2,posterior,128,112,0.31796618864465126,0.0029130270342046403,1,0,4231,124,126,2,2,1,2,reliable,Guarded Scalar
186,1,local,134,113,0.9549377072305779,0.00882392953085473,1,0,4343,125,127,2,2,1,2,reliable,Guarded Scalar
186,2,local,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
186,1,posterior,127,112,0.32558418883523266,0.002976311238395217,1,0,4342,124,126,2,2,1,2,reliable,Guarded Scalar
186,2,posterior,127,112,0.32558418883523266,0.002976311238395217,1,0,4342,124,126,2,2,1,2,reliable,Guarded Scalar
187,1,local,134,113,0.9518489756878663,0.008751768306816243,1,0,4454,125,127,2,2,1,2,reliable,Guarded Scalar
187,2,local,131,108,0.443777554826668,0.00417647151430458,0,0,4439,120,122,2,2,1,2,reliable,Guarded Scalar
187,1,posterior,132,112,0.39335046494125786,0.0036150191674606275,0,0,4454,124,126,2,2,1,2,reliable,Guarded Scalar
187,2,posterior,132,112,0.3933504649412584,0.0036150191674606275,0,0,4454,124,126,2,2,1,2,reliable,Guarded Scalar
188,1,local,136,114,0.9796048023407302,0.016121758848563858,1,0,4567,127,129,2,2,1,2,reliable,Guarded Scalar
188,2,local,134,110,0.909038885135187,0.00844726716385106,0,0,4560,122,124,2,2,1,2,reliable,Guarded Scalar
188,1,posterior,132,113,0.8597763970455337,0.007902384771825522,1,0,4566,126,128,2,2,1,2,reliable,Guarded Scalar
188,2,posterior,132,113,0.8597763970455325,0.007902384771825411,1,0,4566,126,128,2,2,1,2,reliable,Guarded Scalar
189,1,local,137,116,1.0366691883891392,0.010661685920766877,1,0,4683,131,133,2,2,1,2,reliable,Guarded Scalar
189,2,local,134,108,0.21827932944851208,0.0020543073498558986,0,0,4655,120,122,2,2,1,2,reliable,Guarded Scalar
189,1,posterior,130,111,0.34957634072206456,0.003231226370068538,1,0,4665,126,128,2,2,1,2,reliable,Guarded Scalar
189,2,posterior,130,111,0.34957634072206417,0.003231226370068538,2,0,4664,126,128,2,2,1,2,reliable,Guarded Scalar
190,1,local,134,112,0.8779058029469162,0.00809188659924199,1,0,4777,128,130,2,2,1,2,reliable,Guarded Scalar
190,2,local,124,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
190,1,posterior,129,110,0.21443171001938185,0.0026633303803431387,1,0,4773,123,125,2,2,1,2,reliable,Guarded Scalar
190,2,posterior,129,110,0.21443171001938166,0.0026633303803431387,1,0,4773,123,125,2,2,1,2,reliable,Guarded Scalar
191,1,local,136,111,0.8366967447358112,0.013978658463122904,1,0,4883,124,126,2,2,1,2,reliable,Guarded Scalar
191,2,local,22,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
191,1,posterior,131,110,0.3029093586970693,0.0037529596027032863,1,0,4882,123,125,2,2,1,2,reliable,Guarded Scalar
191,2,posterior,131,110,0.3029093586970693,0.0037529596027032863,1,0,4882,123,125,2,2,1,2,reliable,Guarded Scalar
192,1,local,138,111,0.9266367917125283,0.012557880358784704,1,0,4992,124,126,2,2,1,2,reliable,Guarded Scalar
192,2,local,26,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
192,1,posterior,129,110,0.3180309597301228,0.0035552718658585832,0,0,4992,123,125,2,2,1,2,reliable,Guarded Scalar
192,2,posterior,129,110,0.3180309597301228,0.0035552718658585832,0,0,4992,123,125,2,2,1,2,reliable,Guarded Scalar
193,1,local,132,111,0.9740750789745023,0.01115607767819392,1,0,5101,124,126,2,2,1,2,reliable,Guarded Scalar
193,2,local,134,109,0.15504998646025203,0.001433327772956747,0,0,5100,121,123,2,2,1,2,reliable,Guarded Scalar
193,1,posterior,131,109,0.2625656475094226,0.002796151005510676,0,0,5100,121,123,2,2,1,2,reliable,Guarded Scalar
193,2,posterior,131,109,0.26256564750942263,0.002796151005510636,0,0,5100,121,123,2,2,1,2,reliable,Guarded Scalar
194,1,local,136,110,1.129356724296161,0.011940704927953275,1,0,5209,122,124,2,2,1,2,reliable,Guarded Scalar
194,2,local,23,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
194,1,posterior,136,109,0.34982713981141145,0.0034462934190423893,0,0,5209,121,123,2,2,1,2,reliable,Guarded Scalar
194,2,posterior,136,109,0.34982713981141145,0.0034462934190423893,0,0,5209,121,123,2,2,1,2,reliable,Guarded Scalar
195,1,local,132,113,0.866042310634885,0.008806310380159742,2,0,5322,128,130,2,2,1,2,reliable,Guarded Scalar
195,2,local,23,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
195,1,posterior,130,112,0.310383602087537,0.0029733207754583366,1,0,5322,127,129,2,2,1,2,reliable,Guarded Scalar
195,2,posterior,130,112,0.310383602087537,0.0029733207754583366,1,0,5322,127,129,2,2,1,2,reliable,Guarded Scalar
196,1,local,133,113,0.8802286794522158,0.00857136324260158,1,0,5434,128,130,2,2,1,2,reliable,Guarded Scalar
196,2,local,20,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
196,1,posterior,136,113,0.314337376001687,0.002933159970472931,1,0,5434,128,130,2,2,1,2,reliable,Guarded Scalar
196,2,posterior,136,113,0.314337376001687,0.002933159970472931,1,0,5434,128,130,2,2,1,2,reliable,Guarded Scalar
197,1,local,135,114,0.9522979351584089,0.008974024312982361,1,0,5547,129,131,2,2,1,2,reliable,Guarded Scalar
197,2,local,19,1,0.0010512048350711713,0.0010512048350711713,0,0,4,2,2,0,0,0,1,reliable,Guarded Scalar
197,1,posterior,127,113,0.3268588090566234,0.0030016689249725576,1,0,5543,127,129,2,2,1,2,reliable,Guarded Scalar
197,2,posterior,127,113,0.3268588090566234,0.0030016689249725576,1,0,5543,127,129,2,2,1,2,reliable,Guarded Scalar
198,1,local,134,114,0.9282742000407881,0.008595858439017829,1,0,5656,128,130,2,2,1,2,reliable,Guarded Scalar
198,2,local,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
198,1,posterior,132,114,0.32393350945931615,0.0029373720431448364,1,0,5656,128,130,2,2,1,2,reliable,Guarded Scalar
198,2,posterior,132,114,0.32393350945931615,0.0029373720431448364,1,0,5656,128,130,2,2,1,2,reliable,Guarded Scalar
199,1,local,140,114,1.0049310610405562,0.009252954469559505,0,0,5770,128,130,2,2,1,2,reliable,Guarded Scalar
199,2,local,20,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
199,1,posterior,136,114,0.3377009973726833,0.0030482474324973713,0,0,5770,128,130,2,2,1,2,reliable,Guarded Scalar
199,2,posterior,136,114,0.3377009973726833,0.0030482474324973713,0,0,5770,128,130,2,2,1,2,reliable,Guarded Scalar
200,1,local,144,118,0.877780061103919,0.007907423499745873,2,0,5886,132,134,2,2,1,2,reliable,Guarded Scalar
200,2,local,20,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
200,1,posterior,140,117,0.3175552479544243,0.0028166551056413632,1,0,5886,131,133,2,2,1,2,reliable,Guarded Scalar
200,2,posterior,140,117,0.3175552479544243,0.0028166551056413632,1,0,5886,131,133,2,2,1,2,reliable,Guarded Scalar
201,1,local,148,116,1.0782956889534763,0.009731582354657679,0,0,6001,130,132,2,2,1,2,reliable,Guarded Scalar
201,2,local,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
201,1,posterior,145,116,0.3528698115907979,0.0031266014851373037,0,0,6001,130,132,2,2,1,2,reliable,Guarded Scalar
201,2,posterior,145,116,0.3528698115907979,0.0031266014851373037,0,0,6001,130,132,2,2,1,2,reliable,Guarded Scalar
202,1,local,153,121,0.9010995429807211,0.008006032302600276,2,0,6122,135,137,2,2,1,2,reliable,Guarded Scalar
202,2,local,22,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
202,1,posterior,148,121,0.326783911537452,0.0028342539515429743,2,0,6122,135,137,2,2,1,2,reliable,Guarded Scalar
202,2,posterior,148,121,0.326783911537452,0.0028342539515429743,2,0,6122,135,137,2,2,1,2,reliable,Guarded Scalar
203,1,local,146,120,0.9681548846469291,0.00860308649766848,1,0,6240,134,136,2,2,1,2,reliable,Guarded Scalar
203,2,local,23,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
203,1,posterior,139,120,0.33786028360899595,0.0029386138202531567,1,0,6240,134,136,2,2,1,2,reliable,Guarded Scalar
203,2,posterior,139,120,0.33786028360899595,0.0029386138202531567,1,0,6240,134,136,2,2,1,2,reliable,Guarded Scalar
204,1,local,147,121,0.8879669651111737,0.007821733210083951,1,0,6360,135,137,2,2,1,2,reliable,Guarded Scalar
204,2,local,22,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
204,1,posterior,146,121,0.32515404467740516,0.0028012741601275365,1,0,6360,135,137,2,2,1,2,reliable,Guarded Scalar
204,2,posterior,146,121,0.32515404467740516,0.0028012741601275365,1,0,6360,135,137,2,2,1,2,reliable,Guarded Scalar
205,1,local,149,122,0.9431151560282877,0.008225675490789302,1,0,6481,136,138,2,2,1,2,reliable,Guarded Scalar
205,2,local,26,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
205,1,posterior,143,122,0.33677461624168864,0.002873075606245611,1,0,6481,136,138,2,2,1,2,reliable,Guarded Scalar
205,2,posterior,143,122,0.33677461624168864,0.002873075606245611,1,0,6481,136,138,2,2,1,2,reliable,Guarded Scalar
206,1,local,151,123,0.9391320802673496,0.00810853997295234,1,0,6603,137,139,2,2,1,2,reliable,Guarded Scalar
206,2,local,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
206,1,posterior,149,123,0.3376190054554995,0.002852436229326972,1,0,6603,137,139,2,2,1,2,reliable,Guarded Scalar
206,2,posterior,149,123,0.3376190054554995,0.002852436229326972,1,0,6603,137,139,2,2,1,2,reliable,Guarded Scalar
207,1,local,150,124,0.9176308297490551,0.007844882340717606,1,0,6726,138,140,2,2,1,2,reliable,Guarded Scalar
207,2,local,29,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
207,1,posterior,145,124,0.3351794698713699,0.002805437425736574,1,0,6726,138,140,2,2,1,2,reliable,Guarded Scalar
207,2,posterior,145,124,0.3351794698713699,0.002805437425736574,1,0,6726,138,140,2,2,1,2,reliable,Guarded Scalar
208,1,local,154,125,0.9709449163030188,0.008220707432326934,1,0,6850,139,141,2,2,1,2,reliable,Guarded Scalar
208,2,local,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
208,1,posterior,152,125,0.34628259581520243,0.002872203169186147,1,0,6850,139,141,2,2,1,2,reliable,Guarded Scalar
208,2,posterior,152,125,0.34628259581520243,0.002872203169186147,1,0,6850,139,141,2,2,1,2,reliable,Guarded Scalar
209,1,local,153,126,0.9570159659208657,0.008026078471667766,1,0,6975,140,142,2,2,1,2,reliable,Guarded Scalar
209,2,local,29,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
209,1,posterior,146,126,0.3452119461185609,0.002837818582412843,1,0,6975,140,142,2,2,1,2,reliable,Guarded Scalar
209,2,posterior,146,126,0.3452119461185609,0.002837818582412843,1,0,6975,140,142,2,2,1,2,reliable,Guarded Scalar
210,1,local,154,127,0.9163263099199443,0.0076133738007541675,1,0,7101,141,143,2,2,1,2,reliable,Guarded Scalar
210,2,local,25,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
210,1,posterior,153,126,0.33718025176475563,0.002763525877173748,0,0,7101,140,142,2,2,1,2,reliable,Guarded Scalar
210,2,posterior,153,126,0.33718025176475563,0.002763525877173748,0,0,7101,140,142,2,2,1,2,reliable,Guarded Scalar
211,1,local,153,127,0.9414392960674413,0.007761959198298474,1,0,7227,141,143,2,2,1,2,reliable,Guarded Scalar
211,2,local,29,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
211,1,posterior,146,126,0.34223242950557636,0.0027904960106609616,0,0,7227,140,142,2,2,1,2,reliable,Guarded Scalar
211,2,posterior,146,126,0.34223242950557636,0.0027904960106609616,0,0,7227,140,142,2,2,1,2,reliable,Guarded Scalar
212,1,local,153,127,0.9834884316095368,0.00804722487652645,1,0,7353,141,143,2,2,1,2,reliable,Guarded Scalar
212,2,local,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
212,1,posterior,150,127,0.3524020523777541,0.002841574126341102,1,0,7353,141,143,2,2,1,2,reliable,Guarded Scalar
212,2,posterior,150,127,0.3524020523777541,0.002841574126341102,1,0,7353,141,143,2,2,1,2,reliable,Guarded Scalar
213,1,local,155,127,1.0625215390512541,0.008644307076764009,0,0,7480,141,143,2,2,1,2,reliable,Guarded Scalar
213,2,local,26,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
213,1,posterior,149,126,0.3649844011191497,0.0029456857482210953,0,0,7479,140,142,2,2,1,2,reliable,Guarded Scalar
213,2,posterior,149,126,0.3649844011191497,0.0029456857482210953,0,0,7479,140,142,2,2,1,2,reliable,Guarded Scalar
214,1,local,158,131,0.9938498480089811,0.00797444352946985,2,0,7609,145,147,2,2,1,2,reliable,Guarded Scalar
214,2,local,27,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
214,1,posterior,153,126,0.3507471477504348,0.002828627901294944,1,0,7600,140,142,2,2,1,2,reliable,Guarded Scalar
214,2,posterior,153,126,0.3507471477504348,0.002828627901294944,1,0,7600,140,142,2,2,1,2,reliable,Guarded Scalar
215,1,local,157,129,0.9755557998875121,0.007875426008211775,1,0,7729,144,146,2,2,1,2,reliable,Guarded Scalar
215,2,local,32,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
215,1,posterior,144,120,0.3371070433960101,0.002810921346741184,0,0,7680,134,136,2,2,1,2,reliable,Guarded Scalar
215,2,posterior,144,120,0.3371070433960101,0.002810921346741184,0,0,7680,134,136,2,2,1,2,reliable,Guarded Scalar
216,1,local,144,122,0.9472216359708789,0.00785500563501556,1,0,7801,137,139,2,2,1,2,reliable,Guarded Scalar
216,2,local,24,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
216,1,posterior,144,120,0.336741747077192,0.0028072561582704945,0,0,7800,134,136,2,2,1,2,reliable,Guarded Scalar
216,2,posterior,144,120,0.336741747077192,0.0028072561582704945,0,0,7800,134,136,2,2,1,2,reliable,Guarded Scalar
217,1,local,144,121,0.9646210599296112,0.008008466934653525,1,0,7920,135,137,2,2,1,2,reliable,Guarded Scalar
217,2,local,25,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
217,1,posterior,141,120,0.3400842632410682,0.002834687113871677,0,0,7920,134,136,2,2,1,2,reliable,Guarded Scalar
217,2,posterior,141,120,0.3400842632410682,0.002834687113871677,0,0,7920,134,136,2,2,1,2,reliable,Guarded Scalar
218,1,local,143,121,0.9292418311363648,0.007713320850727615,1,0,8040,135,137,2,2,1,2,reliable,Guarded Scalar
218,2,local,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
218,1,posterior,140,121,0.3357307847991658,0.002781695675471832,1,0,8040,135,137,2,2,1,2,reliable,Guarded Scalar
218,2,posterior,140,121,0.3357307847991658,0.002781695675471832,1,0,8040,135,137,2,2,1,2,reliable,Guarded Scalar
219,1,local,144,122,0.9315275731735391,0.0077200580619056075,1,0,8161,136,138,2,2,1,2,reliable,Guarded Scalar
219,2,local,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
219,1,posterior,137,121,0.3350774266294894,0.0027829162894537733,0,0,8161,135,137,2,2,1,2,reliable,Guarded Scalar
219,2,posterior,137,121,0.3350774266294894,0.0027829162894537733,0,0,8161,135,137,2,2,1,2,reliable,Guarded Scalar
220,1,local,143,122,0.9714755536312082,0.008053520787603468,1,0,8282,136,138,2,2,1,2,reliable,Guarded Scalar
220,2,local,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
220,1,posterior,140,122,0.344166504467704,0.002842691327221162,1,0,8282,136,138,2,2,1,2,reliable,Guarded Scalar
220,2,posterior,140,122,0.344166504467704,0.002842691327221162,1,0,8282,136,138,2,2,1,2,reliable,Guarded Scalar
221,1,local,144,123,0.9688038713179057,0.00801868746365976,1,0,8404,137,139,2,2,1,2,reliable,Guarded Scalar
221,2,local,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
221,1,posterior,141,123,0.34466501176757347,0.0028365048146220214,1,0,8404,137,139,2,2,1,2,reliable,Guarded Scalar
221,2,posterior,141,123,0.34466501176757347,0.0028365048146220214,1,0,8404,137,139,2,2,1,2,reliable,Guarded Scalar
222,1,local,145,124,0.9513243910769247,0.007860782878816858,1,0,8527,138,140,2,2,1,2,reliable,Guarded Scalar
222,2,local,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
222,1,posterior,139,124,0.34248336421396874,0.0028082935715868914,1,0,8527,138,140,2,2,1,2,reliable,Guarded Scalar
222,2,posterior,139,124,0.34248336421396874,0.0028082935715868914,1,0,8527,138,140,2,2,1,2,reliable,Guarded Scalar
223,1,local,144,125,0.9414935344778447,0.007762951116709341,1,0,8651,139,141,2,2,1,2,reliable,Guarded Scalar
223,2,local,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
223,1,posterior,141,125,0.3417104286472803,0.002790675200308369,1,0,8651,139,141,2,2,1,2,reliable,Guarded Scalar
223,2,posterior,141,125,0.3417104286472803,0.002790675200308369,1,0,8651,139,141,2,2,1,2,reliable,Guarded Scalar
224,1,local,147,126,0.8920009782898923,0.007333717340703661,1,0,8776,140,142,2,2,1,2,reliable,Guarded Scalar
224,2,local,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
224,1,posterior,142,126,0.33363667885546233,0.0027120536351544797,1,0,8776,140,142,2,2,1,2,reliable,Guarded Scalar
224,2,posterior,142,126,0.33363667885546233,0.0027120536351544797,1,0,8776,140,142,2,2,1,2,reliable,Guarded Scalar
225,1,local,148,127,0.9330849678641775,0.007644299234589697,1,0,8902,141,143,2,2,1,2,reliable,Guarded Scalar
225,2,local,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
225,1,posterior,145,127,0.3424172542908481,0.0027691603952676508,1,0,8902,141,143,2,2,1,2,reliable,Guarded Scalar
225,2,posterior,145,127,0.3424172542908481,0.0027691603952676508,1,0,8902,141,143,2,2,1,2,reliable,Guarded Scalar
226,1,local,150,127,0.9355487747765284,0.007638218138148182,1,0,9027,141,143,2,2,1,2,reliable,Guarded Scalar
226,2,local,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
226,1,posterior,145,127,0.34330731128682657,0.0027680533240937726,1,0,9027,141,143,2,2,1,2,reliable,Guarded Scalar
226,2,posterior,145,127,0.34330731128682657,0.0027680533240937726,1,0,9027,141,143,2,2,1,2,reliable,Guarded Scalar
227,1,local,151,128,0.9806117804196284,0.007964634959267192,1,0,9154,142,144,2,2,1,2,reliable,Guarded Scalar
227,2,local,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
227,1,posterior,148,128,0.35279772250860897,0.002826878742522576,1,0,9154,142,144,2,2,1,2,reliable,Guarded Scalar
227,2,posterior,148,128,0.35279772250860897,0.002826878742522576,1,0,9154,142,144,2,2,1,2,reliable,Guarded Scalar
228,1,local,154,129,0.9452803777402989,0.007633600904143286,1,0,9282,143,145,2,2,1,2,reliable,Guarded Scalar
228,2,local,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
228,1,posterior,149,129,0.34759072891783316,0.002767212461690478,1,0,9282,143,145,2,2,1,2,reliable,Guarded Scalar
228,2,posterior,149,129,0.34759072891783316,0.002767212461690478,1,0,9282,143,145,2,2,1,2,reliable,Guarded Scalar
229,1,local,155,130,0.9535238912314946,0.007654196660964347,1,0,9411,144,146,2,2,1,2,reliable,Guarded Scalar
229,2,local,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
229,1,posterior,152,130,0.3503236387039552,0.002770961309396963,1,0,9411,144,146,2,2,1,2,reliable,Guarded Scalar
229,2,posterior,152,130,0.3503236387039552,0.002770961309396963,1,0,9411,144,146,2,2,1,2,reliable,Guarded Scalar
230,1,local,158,131,0.9648708570099725,0.007697526361857474,1,0,9541,145,147,2,2,1,2,reliable,Guarded Scalar
230,2,local,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
230,1,posterior,153,131,0.3536643586855737,0.0027788320551433384,1,0,9541,145,147,2,2,1,2,reliable,Guarded Scalar
230,2,posterior,153,131,0.3536643586855737,0.0027788320551433384,1,0,9541,145,147,2,2,1,2,reliable,Guarded Scalar
231,1,local,159,132,0.917694380579846,0.0072738296041137155,1,0,9672,146,148,2,2,1,2,reliable,Guarded Scalar
231,2,local,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
231,1,posterior,156,132,0.34613691639374566,0.0027009062283694743,1,0,9672,146,148,2,2,1,2,reliable,Guarded Scalar
231,2,posterior,156,132,0.34613691639374566,0.0027009062283694743,1,0,9672,146,148,2,2,1,2,reliable,Guarded Scalar
232,1,local,161,133,0.9510415465393335,0.007488448632345382,1,0,9804,147,149,2,2,1,2,reliable,Guarded Scalar
232,2,local,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
232,1,posterior,156,133,0.3536914374021208,0.0027406496133307438,1,0,9804,147,149,2,2,1,2,reliable,Guarded Scalar
232,2,posterior,156,133,0.3536914374021208,0.0027406496133307438,1,0,9804,147,149,2,2,1,2,reliable,Guarded Scalar
233,1,local,162,134,0.9839499959638286,0.007694994846464195,1,0,9937,148,150,2,2,1,2,reliable,Guarded Scalar
233,2,local,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,reliable,Guarded Scalar
233,1,posterior,161,134,0.36113014935893084,0.00277837281040718,1,0,9937,148,150,2,2,1,2,reliable,Guarded Scalar
233,2,posterior,161,134,0.36113014935893084,0.00277837281040718,1,0,9937,148,150,2,2,1,2,reliable,Guarded Scalar
234,1,local,166,135,0.9253285419707931,0.007184635064157097,1,0,10071,149,151,2,2,1,2,reliable,Guarded Scalar
