frame,robot,phase,total_count,near_count,near_sum_r,near_max_r,near_birth_labels,near_labels_from_first_three_frames,near_label_age_sum,ancestry_roots,ancestry_memberships,repeated_roots,labels_with_shared_roots,pairs_with_shared_roots,maximum_root_multiplicity,condition,backend
92,2,local,16,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
92,1,posterior,232,208,0.4852489767141606,0.0023836644787664793,0,5,9735,209,209,0,0,0,1,intermittent,GCE
92,2,posterior,232,208,0.4852489767141606,0.0023836644787664793,0,5,9735,209,209,0,0,0,1,intermittent,GCE
93,1,local,237,207,1.2681262372409545,0.0062965864975147315,0,5,9938,208,208,0,0,0,1,intermittent,GCE
93,2,local,20,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
93,1,posterior,233,207,0.5126853048463721,0.0025121701881494554,0,5,9938,208,208,0,0,0,1,intermittent,GCE
93,2,posterior,233,207,0.5126853048463721,0.0025121701881494554,0,5,9938,208,208,0,0,0,1,intermittent,GCE
94,1,local,236,214,0.9234590287794433,0.004524748628107533,2,5,10157,215,215,0,0,0,1,intermittent,GCE
94,2,local,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
94,1,posterior,236,214,0.9234590287794433,0.004524748628107533,2,5,10157,215,215,0,0,0,1,intermittent,GCE
94,2,posterior,235,214,0.44359586760831593,0.0021285010523281567,2,5,10157,215,215,0,0,0,1,intermittent,GCE
95,1,local,240,207,1.4224704083576802,0.007017383839620167,0,5,10352,208,208,0,0,0,1,intermittent,GCE
95,2,local,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
95,1,posterior,233,207,0.543126583786833,0.0026526532650653217,0,5,10352,208,208,0,0,0,1,intermittent,GCE
95,2,posterior,233,207,0.543126583786833,0.0026526532650653217,0,5,10352,208,208,0,0,0,1,intermittent,GCE
96,1,local,243,207,1.46744132539669,0.007321073847914352,1,5,10549,208,208,0,0,0,1,intermittent,GCE
96,2,local,16,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
96,1,posterior,242,207,0.5518687468661838,0.0027097039338700533,1,5,10549,208,208,0,0,0,1,intermittent,GCE
96,2,posterior,242,207,0.5518687468661838,0.0027097039338700533,1,5,10549,208,208,0,0,0,1,intermittent,GCE
97,1,local,242,218,0.9261903065884227,0.004606409648072782,2,5,10800,219,219,0,0,0,1,intermittent,GCE
97,2,local,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
97,1,posterior,242,218,0.9261903065884227,0.004606409648072782,2,5,10800,219,219,0,0,0,1,intermittent,GCE
97,2,posterior,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
98,1,local,246,215,1.568715448371976,0.007693255866046158,0,5,11005,216,216,0,0,0,1,intermittent,GCE
98,2,local,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
98,1,posterior,246,215,1.568715448371976,0.007693255866046158,0,5,11005,216,216,0,0,0,1,intermittent,GCE
98,2,posterior,21,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
99,1,local,249,210,1.9232462592844914,0.009401235173893508,1,5,11187,211,211,0,0,0,1,intermittent,GCE
99,2,local,22,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
99,1,posterior,249,210,1.9232462592844914,0.009401235173893508,1,5,11187,211,211,0,0,0,1,intermittent,GCE
99,2,posterior,22,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
100,1,local,248,211,2.041578891893629,0.009970178724229702,1,5,11397,212,212,0,0,0,1,intermittent,GCE
100,2,local,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
100,1,posterior,248,211,2.041578891893629,0.009970178724229702,1,5,11397,212,212,0,0,0,1,intermittent,GCE
100,2,posterior,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
101,1,local,245,212,2.082370305109935,0.010220791984075139,1,5,11601,213,213,0,0,0,1,intermittent,GCE
101,2,local,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
101,1,posterior,245,212,2.082370305109935,0.010220791984075139,1,5,11601,213,213,0,0,0,1,intermittent,GCE
101,2,posterior,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
102,1,local,236,212,1.1445075703982333,0.0057015942377673335,1,5,11844,213,213,0,0,0,1,intermittent,GCE
102,2,local,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
102,1,posterior,236,212,1.1445075703982333,0.0057015942377673335,1,5,11844,213,213,0,0,0,1,intermittent,GCE
102,2,posterior,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
103,1,local,235,212,1.9080720445835746,0.009419223323740782,1,5,12041,213,213,0,0,0,1,intermittent,GCE
103,2,local,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
103,1,posterior,235,212,1.9080720445835746,0.009419223323740782,1,5,12041,213,213,0,0,0,1,intermittent,GCE
103,2,posterior,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
104,1,local,236,212,2.0087625395932074,0.009901767455789674,1,5,12251,213,213,0,0,0,1,intermittent,GCE
104,2,local,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
104,1,posterior,236,212,2.0087625395932074,0.009901767455789674,1,5,12251,213,213,0,0,0,1,intermittent,GCE
104,2,posterior,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
105,1,local,234,212,1.175789128809001,0.005880363902337878,1,5,12477,213,213,0,0,0,1,intermittent,GCE
105,2,local,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
105,1,posterior,234,212,1.175789128809001,0.005880363902337878,1,5,12477,213,213,0,0,0,1,intermittent,GCE
105,2,posterior,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
106,1,local,231,211,1.0484541850939286,0.005293737929968468,1,5,12675,212,212,0,0,0,1,intermittent,GCE
106,2,local,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
106,1,posterior,231,211,1.0484541850939286,0.005293737929968468,1,5,12675,212,212,0,0,0,1,intermittent,GCE
106,2,posterior,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
107,1,local,233,210,1.5715596025672178,0.007954151097648354,0,5,12885,211,211,0,0,0,1,intermittent,GCE
107,2,local,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
107,1,posterior,233,210,1.5715596025672178,0.007954151097648354,0,5,12885,211,211,0,0,0,1,intermittent,GCE
107,2,posterior,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
108,1,local,233,211,1.8617887913555142,0.009406269463404634,1,5,13095,212,212,0,0,0,1,intermittent,GCE
108,2,local,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
108,1,posterior,233,211,1.8617887913555142,0.009406269463404634,1,5,13095,212,212,0,0,0,1,intermittent,GCE
108,2,posterior,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
109,1,local,236,212,2.054160774278577,0.010383668739346376,1,5,13306,213,213,0,0,0,1,intermittent,GCE
109,2,local,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
109,1,posterior,236,212,2.054160774278577,0.010383668739346376,1,5,13306,213,213,0,0,0,1,intermittent,GCE
109,2,posterior,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
110,1,local,235,212,2.1050760544206275,0.010647711887007074,1,5,13516,213,213,0,0,0,1,intermittent,GCE
110,2,local,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
110,1,posterior,235,212,2.1050760544206275,0.010647711887007074,1,5,13516,213,213,0,0,0,1,intermittent,GCE
110,2,posterior,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
111,1,local,233,213,2.113057605312915,0.01068055961924794,1,5,13730,214,214,0,0,0,1,intermittent,GCE
111,2,local,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
111,1,posterior,233,213,2.113057605312915,0.01068055961924794,1,5,13730,214,214,0,0,0,1,intermittent,GCE
111,2,posterior,15,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
112,1,local,234,212,2.0561630513285865,0.010396784141766553,1,5,13936,213,213,0,0,0,1,intermittent,GCE
112,2,local,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
112,1,posterior,234,212,2.0561630513285865,0.010396784141766553,1,5,13936,213,213,0,0,0,1,intermittent,GCE
112,2,posterior,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
113,1,local,235,212,2.0788161369930545,0.010507461194413353,1,5,14146,213,213,0,0,0,1,intermittent,GCE
113,2,local,16,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
113,1,posterior,235,212,2.0788161369930545,0.010507461194413353,1,5,14146,213,213,0,0,0,1,intermittent,GCE
113,2,posterior,16,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
114,1,local,233,212,2.0827221256128188,0.010524934040625438,1,5,14356,213,213,0,0,0,1,intermittent,GCE
114,2,local,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
114,1,posterior,233,212,2.0827221256128188,0.010524934040625438,1,5,14356,213,213,0,0,0,1,intermittent,GCE
114,2,posterior,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
115,1,local,229,212,2.078685133387994,0.010503833921820735,1,5,14566,213,213,0,0,0,1,intermittent,GCE
115,2,local,20,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
115,1,posterior,229,212,2.078685133387994,0.010503833921820735,1,5,14566,213,213,0,0,0,1,intermittent,GCE
115,2,posterior,20,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
116,1,local,229,212,2.034279337897926,0.01027968134251343,1,5,14776,213,213,0,0,0,1,intermittent,GCE
116,2,local,20,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
116,1,posterior,229,212,2.034279337897926,0.01027968134251343,1,5,14776,213,213,0,0,0,1,intermittent,GCE
116,2,posterior,20,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
117,1,local,229,212,2.0732858299080066,0.010475492313019424,1,5,14986,213,213,0,0,0,1,intermittent,GCE
117,2,local,16,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
117,1,posterior,229,212,2.0732858299080066,0.010475492313019424,1,5,14986,213,213,0,0,0,1,intermittent,GCE
117,2,posterior,16,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
118,1,local,228,211,1.1316441504165624,0.005703409782040412,1,5,15195,212,212,0,0,0,1,intermittent,GCE
118,2,local,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
118,1,posterior,228,211,1.1316441504165624,0.005703409782040412,1,5,15195,212,212,0,0,0,1,intermittent,GCE
118,2,posterior,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
119,1,local,228,211,1.0147595506125322,0.005104715060555434,1,5,15405,212,212,0,0,0,1,intermittent,GCE
119,2,local,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
119,1,posterior,228,211,1.0147595506125322,0.005104715060555434,1,5,15405,212,212,0,0,0,1,intermittent,GCE
119,2,posterior,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
120,1,local,231,210,1.6413613719936955,0.008288321780223923,0,5,15615,211,211,0,0,0,1,intermittent,GCE
120,2,local,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
120,1,posterior,231,210,1.6413613719936955,0.008288321780223923,0,5,15615,211,211,0,0,0,1,intermittent,GCE
120,2,posterior,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
121,1,local,233,211,1.9077889238930976,0.009629483800436923,1,5,15825,212,212,0,0,0,1,intermittent,GCE
121,2,local,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
121,1,posterior,233,211,1.9077889238930976,0.009629483800436923,1,5,15825,212,212,0,0,0,1,intermittent,GCE
121,2,posterior,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
122,1,local,235,1,0.0019855163248004805,0.0019855163248004805,1,0,0,1,1,0,0,0,1,intermittent,GCE
122,2,local,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
122,1,posterior,235,1,0.0019855163248004805,0.0019855163248004805,1,0,0,1,1,0,0,0,1,intermittent,GCE
122,2,posterior,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
123,1,local,236,4,0.00960603680256659,0.005273789535024825,1,0,4,4,4,0,0,0,1,intermittent,GCE
123,2,local,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
123,1,posterior,236,4,0.00960603680256659,0.005273789535024825,1,0,4,4,4,0,0,0,1,intermittent,GCE
123,2,posterior,19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
124,1,local,234,214,2.031153625060236,0.010239577618698646,1,5,16403,215,215,0,0,0,1,intermittent,GCE
124,2,local,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
124,1,posterior,234,214,2.031153625060236,0.010239577618698646,1,5,16403,215,215,0,0,0,1,intermittent,GCE
124,2,posterior,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
125,1,local,229,1,0.0017391321640770419,0.0017391321640770419,1,0,0,1,1,0,0,0,1,intermittent,GCE
125,2,local,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
125,1,posterior,229,1,0.0017391321640770419,0.0017391321640770419,1,0,0,1,1,0,0,0,1,intermittent,GCE
125,2,posterior,17,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
126,1,local,231,3,0.008561928018471405,0.005776186277049478,1,0,2,3,3,0,0,0,1,intermittent,GCE
126,2,local,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
126,1,posterior,231,3,0.008561928018471405,0.005776186277049478,1,0,2,3,3,0,0,0,1,intermittent,GCE
126,2,posterior,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
127,1,local,235,214,1.0160099039161918,0.00509516506403057,2,5,17087,215,215,0,0,0,1,intermittent,GCE
127,2,local,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
127,1,posterior,235,214,1.0160099039161918,0.00509516506403057,2,5,17087,215,215,0,0,0,1,intermittent,GCE
127,2,posterior,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
128,1,local,236,213,1.7518538939859676,0.00882234880847619,1,5,17298,214,214,0,0,0,1,intermittent,GCE
128,2,local,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
128,1,posterior,236,213,1.7518538939859676,0.00882234880847619,1,5,17298,214,214,0,0,0,1,intermittent,GCE
128,2,posterior,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
129,1,local,238,212,1.1078816883060032,0.005587939001050541,1,5,17506,213,213,0,0,0,1,intermittent,GCE
129,2,local,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
129,1,posterior,238,212,1.1078816883060032,0.005587939001050541,1,5,17506,213,213,0,0,0,1,intermittent,GCE
129,2,posterior,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
130,1,local,240,210,1.7233896496898728,0.008722886034650492,0,5,17715,211,211,0,0,0,1,intermittent,GCE
130,2,local,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
130,1,posterior,240,210,1.7233896496898728,0.008722886034650492,0,5,17715,211,211,0,0,0,1,intermittent,GCE
130,2,posterior,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
131,1,local,241,211,1.987964837144722,0.01004737055449501,1,5,17925,212,212,0,0,0,1,intermittent,GCE
131,2,local,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
131,1,posterior,241,211,1.987964837144722,0.01004737055449501,1,5,17925,212,212,0,0,0,1,intermittent,GCE
131,2,posterior,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
132,1,local,240,212,2.074311949009006,0.010480866338644689,1,5,18136,213,213,0,0,0,1,intermittent,GCE
132,2,local,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
132,1,posterior,240,212,2.074311949009006,0.010480866338644689,1,5,18136,213,213,0,0,0,1,intermittent,GCE
132,2,posterior,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
133,1,local,239,212,2.069875980394908,0.010462138227072901,1,5,18346,213,213,0,0,0,1,intermittent,GCE
133,2,local,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
133,1,posterior,239,212,2.069875980394908,0.010462138227072901,1,5,18346,213,213,0,0,0,1,intermittent,GCE
133,2,posterior,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
134,1,local,240,212,2.0593236640030783,0.010411168510991813,1,5,18556,213,213,0,0,0,1,intermittent,GCE
134,2,local,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
134,1,posterior,240,212,2.0593236640030783,0.010411168510991813,1,5,18556,213,213,0,0,0,1,intermittent,GCE
134,2,posterior,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
135,1,local,239,211,1.1407887184785879,0.005771729219623905,1,5,18765,212,212,0,0,0,1,intermittent,GCE
135,2,local,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
135,1,posterior,239,211,1.1407887184785879,0.005771729219623905,1,5,18765,212,212,0,0,0,1,intermittent,GCE
135,2,posterior,8,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
136,1,local,243,212,1.7504563706410132,0.008839532482063544,1,5,18976,213,213,0,0,0,1,intermittent,GCE
136,2,local,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
136,1,posterior,243,212,1.7504563706410132,0.008839532482063544,1,5,18976,213,213,0,0,0,1,intermittent,GCE
136,2,posterior,7,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
137,1,local,239,212,1.1016805259056075,0.005570210348082303,1,5,19186,213,213,0,0,0,1,intermittent,GCE
137,2,local,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
137,1,posterior,239,212,1.1016805259056075,0.005570210348082303,1,5,19186,213,213,0,0,0,1,intermittent,GCE
137,2,posterior,6,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
138,1,local,239,210,1.7107770319763869,0.008674409106386264,0,5,19395,211,211,0,0,0,1,intermittent,GCE
138,2,local,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
138,1,posterior,239,210,1.7107770319763869,0.008674409106386264,0,5,19395,211,211,0,0,0,1,intermittent,GCE
138,2,posterior,9,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
139,1,local,238,212,1.1030023103882631,0.005579251434080596,1,5,19606,213,213,0,0,0,1,intermittent,GCE
139,2,local,12,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
139,1,posterior,238,212,1.1030023103882631,0.005579251434080596,1,5,19606,213,213,0,0,0,1,intermittent,GCE
139,2,posterior,12,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
140,1,local,237,210,1.6544596914940066,0.008392713093134845,0,5,19815,211,211,0,0,0,1,intermittent,GCE
140,2,local,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
140,1,posterior,237,210,1.6544596914940066,0.008392713093134845,0,5,19815,211,211,0,0,0,1,intermittent,GCE
140,2,posterior,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
141,1,local,240,211,1.98886244645937,0.010069673518164428,1,5,20025,212,212,0,0,0,1,intermittent,GCE
141,2,local,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
141,1,posterior,240,211,1.98886244645937,0.010069673518164428,1,5,20025,212,212,0,0,0,1,intermittent,GCE
141,2,posterior,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
142,1,local,236,212,1.1389529790589985,0.005766293886052783,1,5,20237,213,213,0,0,0,1,intermittent,GCE
142,2,local,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
142,1,posterior,236,212,1.1389529790589985,0.005766293886052783,1,5,20237,213,213,0,0,0,1,intermittent,GCE
142,2,posterior,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
143,1,local,235,211,1.0673704227876328,0.005411243324114607,1,5,20445,212,212,0,0,0,1,intermittent,GCE
143,2,local,12,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
143,1,posterior,235,211,1.0673704227876328,0.005411243324114607,1,5,20445,212,212,0,0,0,1,intermittent,GCE
143,2,posterior,12,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
144,1,local,237,210,1.460942434625865,0.007421922378921839,0,5,20655,211,211,0,0,0,1,intermittent,GCE
144,2,local,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
144,1,posterior,237,210,1.460942434625865,0.007421922378921839,0,5,20655,211,211,0,0,0,1,intermittent,GCE
144,2,posterior,14,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
145,1,local,238,211,1.8384297506135954,0.009317343254664613,1,5,20865,212,212,0,0,0,1,intermittent,GCE
145,2,local,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
145,1,posterior,237,211,0.6226441709260473,0.0030589017179293286,1,5,20865,212,212,0,0,0,1,intermittent,GCE
145,2,posterior,11,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
146,1,local,243,212,1.7206506052641284,0.008436037619927679,1,5,21076,213,213,0,0,0,1,intermittent,GCE
146,2,local,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
146,1,posterior,238,212,0.6042873482197526,0.002909782970352479,1,5,21076,213,213,0,0,0,1,intermittent,GCE
146,2,posterior,13,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
147,1,local,246,217,0.95989423571591,0.004786448696217514,2,5,21294,218,218,0,0,0,1,intermittent,GCE
147,2,local,12,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
147,1,posterior,246,217,0.95989423571591,0.004786448696217514,2,5,21294,218,218,0,0,0,1,intermittent,GCE
147,2,posterior,242,216,0.4544203534709881,0.002189343757824659,2,5,21291,217,217,0,0,0,1,intermittent,GCE
148,1,local,252,215,1.5858052411527856,0.007638898941412747,0,5,21508,216,216,0,0,0,1,intermittent,GCE
148,2,local,243,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
148,1,posterior,246,211,0.7942476690211026,0.003827158357096575,0,5,21499,212,212,0,0,0,1,intermittent,GCE
148,2,posterior,246,211,0.7942476690211026,0.003827158357096575,0,5,21499,212,212,0,0,0,1,intermittent,GCE
149,1,local,251,212,1.7139164407496255,0.008235715462487287,1,5,21710,213,213,0,0,0,1,intermittent,GCE
149,2,local,242,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
149,1,posterior,248,2,0.003854852807912392,0.002374062656289364,1,0,5,2,2,0,0,0,1,intermittent,GCE
149,2,posterior,248,2,0.003854852807912392,0.002374062656289364,1,0,5,2,2,0,0,0,1,intermittent,GCE
150,1,local,252,8,0.04334602118737416,0.011071332221265828,2,0,15,10,10,0,0,0,1,intermittent,GCE
150,2,local,20,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
150,1,posterior,244,7,0.01521264272838345,0.0033364398060450927,1,0,15,9,9,0,0,0,1,intermittent,GCE
150,2,posterior,244,7,0.01521264272838345,0.0033364398060450927,1,0,15,9,9,0,0,0,1,intermittent,GCE
151,1,local,257,226,1.7540030002498253,0.008098455034156205,2,5,22182,229,229,0,0,0,1,intermittent,GCE
151,2,local,16,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
151,1,posterior,256,226,0.6281678064738501,0.0028506524365540893,2,5,22182,229,229,0,0,0,1,intermittent,GCE
151,2,posterior,256,226,0.6281678064738501,0.0028506524365540893,2,5,22182,229,229,0,0,0,1,intermittent,GCE
152,1,local,263,228,1.6288456178630861,0.007460099996760267,1,5,22409,231,231,0,0,0,1,intermittent,GCE
152,2,local,30,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
152,1,posterior,257,228,0.6079418641913876,0.0027354323717731516,1,5,22409,231,231,0,0,0,1,intermittent,GCE
152,2,posterior,257,228,0.6079418641913876,0.0027354323717731516,1,5,22409,231,231,0,0,0,1,intermittent,GCE
153,1,local,270,230,1.742054708225366,0.008125458618648924,1,5,22638,233,233,0,0,0,1,intermittent,GCE
153,2,local,29,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
153,1,posterior,265,230,0.6316787330694399,0.0028554263041196946,1,5,22638,233,233,0,0,0,1,intermittent,GCE
153,2,posterior,265,230,0.6316787330694399,0.0028554263041196946,1,5,22638,233,233,0,0,0,1,intermittent,GCE
154,1,local,275,235,1.034032430933859,0.008031562532899163,2,5,22872,238,238,0,0,0,1,intermittent,GCE
154,2,local,262,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
154,1,posterior,255,224,0.35093810090984484,0.0028387930026148003,2,5,22837,226,226,0,0,0,1,intermittent,GCE
154,2,posterior,255,224,0.35093810090984484,0.0028387930026148003,2,5,22837,226,226,0,0,0,1,intermittent,GCE
155,1,local,265,226,0.8265763915071795,0.013352930873166795,1,5,23063,228,228,0,0,0,1,intermittent,GCE
155,2,local,25,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
155,1,posterior,260,226,0.4307892292918955,0.003667153501782058,1,5,23063,228,228,0,0,0,1,intermittent,GCE
155,2,posterior,260,226,0.4307892292918955,0.003667153501782058,1,5,23063,228,228,0,0,0,1,intermittent,GCE
156,1,local,268,227,1.3024525467980201,0.00968213081292687,1,5,23289,229,229,0,0,0,1,intermittent,GCE
156,2,local,30,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
156,1,posterior,261,227,0.5432361867441748,0.003118594556103183,1,5,23289,229,229,0,0,0,1,intermittent,GCE
156,2,posterior,261,227,0.5432361867441748,0.003118594556103183,1,5,23289,229,229,0,0,0,1,intermittent,GCE
157,1,local,272,229,0.9763589064267377,0.006985407800641964,2,5,23516,231,231,0,0,0,1,intermittent,GCE
157,2,local,29,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
157,1,posterior,269,229,0.4715638017295447,0.00264657622008229,2,5,23516,231,231,0,0,0,1,intermittent,GCE
157,2,posterior,269,229,0.4715638017295447,0.00264657622008229,2,5,23516,231,231,0,0,0,1,intermittent,GCE
158,1,local,275,224,1.256932865031962,0.006622253945772384,0,5,23734,226,226,0,0,0,1,intermittent,GCE
158,2,local,36,0,0.0,0.0,0,0,0,0,0,0,0,0,0,intermittent,GCE
158,1,posterior,267,224,0.5307217331874292,0.002576573420107589,0,5,23734,226,226,0,0,0,1,intermittent,GCE
