scene,seed,arm,ospa,count_mae,gospa,loc2,miss2,false2,matched_rmse,reunion_ospa,post_departure_false2,worst_node,wire_bytes,raw_bytes,delivered_raw_bytes,matched_support,runtime_s
split_no_new,2907,fov,0.6726498158942015,0.04895833333333333,0.7835332924005286,0.22114694016149594,3.525,0.0,0.3366721521647809,2.9716041035211282,0.0,1.4392147011042937,26140672.0,2376664,2167728,1873,3.0257444166666665
split_no_new,2907,lineage,0.5397782653530621,0.03229166666666667,0.652039996884559,0.22199074440785746,2.325,0.0,0.3358822635799372,3.0749970395066932,0.0,1.03337444048285,26140672.0,2296920,2092184,1889,2.6328203333333335
split_no_new,2907,mil_support,1.7326600575333961,0.026041666666666668,2.3588897669915223,5.2555510915685355,3.3,1.425,1.6399414038471403,2.544091970811049,3.9,2.955115842665009,26140672.0,7886000,7197816,1876,3.413048916666667
split_no_new,2907,qualified_exist,0.4012271667989582,0.015625,0.5146674694605408,0.22257074778459335,1.125,0.0,0.3349054145260273,1.412240619546802,0.0,0.8345096948436641,26140672.0,2289416,2085800,1905,2.589219208333333
split_no_new,2908,local,5.359710790496973,0.5479166666666667,5.6728052319746345,3.946719349583501,39.375,0.075,1.6480357757017736,5.838693400114221,0.0,8.6732733570806,0,0,0,1395,1.7163174166666666
split_no_new,2908,fov,1.0425500441468012,0.065625,1.2480781339871712,1.0738498917011845,4.725,0.0,0.7450775082409598,4.084112307684203,0.0,2.003356211793117,26206208.0,2262048,2022560,1857,2.9505359583333335
split_no_new,2908,lineage,0.9134861812925121,0.05,1.1204522033798745,1.0631095927414265,3.6,0.0,0.7383660383130205,4.080811093547662,0.0,1.667895381851021,26206208.0,2182136,1950488,1872,2.5044748333333335
split_no_new,2908,mil_support,2.795034437100848,0.026041666666666668,3.8657909475631147,16.638011138570967,4.575,2.85,2.931207930478292,3.988036609453778,6.9,4.826140046324535,26206208.0,8108224,7232240,1859,3.345411875
split_no_new,2908,qualified_exist,0.8531853231225903,0.042708333333333334,1.0607977592737123,1.0636376734287025,3.075,0.0,0.7371724262333057,3.7683246249007647,0.0,1.6678905989546498,26206208.0,2177432,1945784,1879,3.0787896666666668
split_no_new,2909,local,7.294733463879862,0.840625,7.542135924634552,5.01990072514016,60.525,0.0,2.080825199182972,7.5943980684071075,0.0,10.802685013278857,0,0,0,1113,1.4125140416666666
split_no_new,2909,fov,1.1807133996013741,0.09270833333333334,1.3526204422674986,0.6634064714766159,6.675,0.0,0.58976812437931,4.406098179971165,0.0,2.336571052435679,26206208.0,2212152,1990920,1831,2.986639041666667
split_no_new,2909,lineage,1.154876496467608,0.08958333333333333,1.3270609275963128,0.6645588976934618,6.45,0.0,0.5897971768386386,4.51002815442383,0.0,2.061114804419899,26206208.0,2124064,1911568,1834,2.439894375
split_no_new,2909,mil_support,3.3823725064772088,0.05,4.612373114202764,28.437659803901948,3.975,0.525,3.8239339729293063,3.7590078954694333,1.5,5.006688742143218,26206208.0,8087840,7276760,1867,3.2447475833333335
