sensor,step,reference_count,candidate_count,common_count,added_count,lost_count,common_reference_squared_error,common_candidate_squared_error,added_squared_error,lost_squared_error
9,28,4,12,4,8,0,51.0592142404628,70.6238827804993,1500.32881769292,0
9,29,4,11,4,7,0,176.535614642459,65.761147516271,1376.63104913384,0
9,30,4,11,4,7,0,66.0246671807103,83.8453124980607,1245.206014887,0
9,31,4,11,4,7,0,132.367187343621,135.502277416197,1353.20865295925,0
9,32,6,11,5,6,1,155.817919339023,144.107759040135,1140.41240487271,17.2173721655543
9,33,6,10,5,5,1,169.504847046135,179.914528729192,1109.25037052871,35.0081706495436
9,34,6,11,5,6,1,251.58623052077,287.667594074321,1278.95112753905,44.801578549626
9,35,8,12,7,5,1,348.407186592621,421.305484448969,1116.43797861708,47.7964270754129
9,36,7,12,7,5,0,522.967288903759,341.704424331018,1109.59559704081,0
9,37,7,12,7,5,0,368.144061098862,251.018623362926,1137.52336074176,0
9,38,8,12,8,4,0,407.653989039376,330.970440025626,1109.66492322122,0
9,39,7,12,7,5,0,151.072289443176,222.043195243931,1141.28573520177,0
9,40,7,11,7,4,0,351.538129707948,294.237796741816,664.564317690336,0
10,1,2,2,2,0,0,165.826710376954,165.826710376954,0,0
10,2,4,4,4,0,0,725.06970039541,725.06970039541,0,0
10,3,4,4,4,0,0,1003.86500328977,1003.86500328977,0,0
10,4,4,7,3,4,1,197.727063273732,1136.18170555277,1017.68312060489,0.327991901240362
10,5,5,6,3,3,2,43.2049684050953,163.608656080095,986.251210229963,130.22449586174
10,6,5,7,4,3,1,499.908732364234,759.916555844011,516.210036203554,0.26468949028224
10,7,5,9,4,5,1,451.199969364164,472.458361930101,963.540780923941,0.62982679360509
10,8,5,10,4,6,1,362.929849363792,360.863727980005,1508.20139748153,8.20662171939502
10,9,4,9,4,5,0,170.70084676574,163.20470187084,1185.5082763172,0
10,10,4,9,3,6,1,231.849170044594,104.208723711256,1622.05443213577,5.62681656451051
10,11,5,11,4,7,1,198.37777467013,301.499512521261,738.494252735796,0.0167532187930896
10,12,4,10,3,7,1,56.7736635027458,225.517270549036,884.115614066389,366.599523432948
10,13,4,11,4,7,0,254.302917334446,57.9110357704638,774.905493083783,0
10,14,4,12,4,8,0,130.160487786897,204.756804330094,646.94905176747,0
10,15,4,11,3,8,1,309.324767104753,175.655455181871,604.173077990286,55.8023564245616
10,16,4,11,3,8,1,97.8043721298118,221.041696032691,596.954914826685,71.1591200201064
10,17,4,14,4,10,0,227.739157055137,311.939314858265,1136.93581483093,0
10,18,4,14,4,10,0,345.523960763419,320.584953470339,1054.95772837672,0
10,19,4,14,4,10,0,324.934762342371,403.345408092218,1122.22350418053,0
10,20,4,14,4,10,0,198.679520007534,236.317994479051,1602.809056739,0
10,21,4,13,4,9,0,220.089112412435,224.046856605449,1464.81453519167,0
10,22,4,13,4,9,0,543.702072615079,280.508716009933,1415.14482223535,0
10,23,6,13,5,8,1,393.371042237478,173.992194916006,1420.21970193175,132.387707912166
10,24,4,13,4,9,0,164.576235267563,193.469736592229,1440.55216257565,0
10,25,4,12,4,8,0,179.820566296855,157.507891076783,1409.70801711639,0
10,26,4,12,4,8,0,288.414590185845,73.4998459712762,1437.62453127248,0
10,27,4,12,4,8,0,86.9449230263644,83.4146783589694,1383.06959965688,0
10,28,5,12,5,7,0,85.5471492343587,136.820747415913,1381.03479360771,0
10,29,4,12,4,8,0,94.61855707087,82.4686422284436,1479.22093861405,0
10,30,6,12,6,6,0,258.513508193189,120.04715419193,1214.95463276476,0
10,31,5,11,5,6,0,256.653380430972,199.340681018054,846.017075740753,0
10,32,7,13,7,6,0,281.812833087697,473.732061864216,795.424847473598,0
10,33,6,11,5,6,1,215.684672981478,124.62917427155,1136.23428819166,65.6516637543232
10,34,7,11,7,4,0,347.055249027222,293.714292934182,1105.56261145818,0
10,35,8,12,7,5,1,331.338587648611,265.105620973713,831.43535931475,43.0981020951155
10,36,8,12,6,6,2,350.137084949221,262.542006217739,1215.54223193354,133.490668397489
10,37,7,12,7,5,0,382.436981949002,420.219333009288,1119.48629269615,0
10,38,8,12,8,4,0,829.228158778474,466.693990605763,1112.54315449779,0
10,39,8,12,8,4,0,693.263439089656,379.40044998854,1116.49592087131,0
10,40,7,12,7,5,0,271.999320949786,316.498951771826,1143.6980980397,0
11,1,3,3,3,0,0,708.496502539874,711.92573324722,0,0
11,2,4,4,4,0,0,961.018856796322,875.668746235554,0,0
11,3,4,4,4,0,0,1817.61776415568,1838.89667892866,0,0
11,4,4,4,4,0,0,724.439118561578,792.981904980559,0,0
11,5,4,6,2,4,2,45.4150585852962,32.5849752819483,1420.08754789761,29.0006013228312
11,6,5,6,3,3,2,111.435016679567,351.231117884895,1523.83349398889,24.2508581756799
11,7,5,7,4,3,1,370.69710334511,1268.0781134067,1007.0122301644,2.49734966951239
11,8,5,9,4,5,1,235.067112682694,446.647033670164,1077.84617488934,0.00363630811839347
11,9,5,10,4,6,1,242.615909199964,230.765067979416,1348.80136995064,13.5573773519283
11,10,4,10,4,6,0,193.59533606194,197.481605809316,1599.43238041268,0
11,11,4,10,4,6,0,225.511219407373,358.948619273398,1284.89438937479,0
11,12,4,12,4,8,0,279.517196213106,244.483882834206,1286.38725880527,0
11,13,4,12,4,8,0,325.446806047714,226.658630554071,895.465047602183,0
11,14,4,12,4,8,0,167.817362968769,146.425375996006,943.519641737329,0
11,15,4,11,4,7,0,159.085505722918,210.091632393528,535.785264329066,0
11,16,4,11,3,8,1,372.597922882553,173.713833349277,570.098515317071,8.475881445419
11,17,4,11,3,8,1,137.308213013212,191.94125606252,612.44087431433,65.3388376327015
11,18,4,14,4,10,0,151.462233072748,401.468865067658,1205.82449913222,0
11,19,4,14,4,10,0,475.146592083206,563.88712294944,1188.34232042686,0
11,20,4,14,4,10,0,199.004827108304,212.951298743917,1201.71791758601,0
11,21,4,13,4,9,0,282.005770656737,343.74377804577,1116.971181089,0
11,22,4,13,4,9,0,179.429717619837,202.511665436477,1501.99363186359,0
11,23,4,13,4,9,0,153.416320290082,178.812757563611,1421.82284476441,0
11,24,6,13,4,9,2,261.220807276821,249.749357467391,1488.342672821,168.443229727158
11,25,5,13,5,8,0,191.279254729286,269.645970575295,1400.31772035368,0
11,26,4,12,4,8,0,190.079564181573,162.680989658873,1425.16382985359,0
11,27,5,12,5,7,0,250.519039901078,57.2912653185942,1379.64674385506,0
11,28,5,12,5,7,0,102.819009920783,113.975969491317,1374.98025594068,0
11,29,5,12,5,7,0,112.828572644761,145.539454428443,927.289992944142,0
11,30,6,12,6,6,0,211.877650305065,336.199639954792,909.664802138541,0
11,31,7,12,5,7,2,329.617599913315,212.562134236264,1264.33736384275,67.4826907737845
11,32,8,13,8,5,0,523.565142003859,348.197352386272,751.863051317184,0
11,33,7,13,7,6,0,315.741661538802,492.558038313975,1246.68652393954,0
11,34,7,12,7,5,0,170.312597046367,283.499204274422,1144.31583748097,0
11,35,7,12,7,5,0,469.507208433247,328.50543451749,1186.69774351671,0
11,36,7,12,7,5,0,312.04049304776,200.788184416453,1139.70041500355,0
11,37,8,12,7,5,1,278.050604858046,358.569260628716,1135.76697048287,48.134271749278
11,38,7,12,7,5,0,218.937713918321,239.229161331639,1129.5588565703,0
11,39,8,12,8,4,0,598.262992479884,489.203575068377,1121.34025798444,0
11,40,8,12,8,4,0,872.970657115743,591.64518216179,1124.22710732431,0
12,1,3,3,3,0,0,635.376056273616,635.376056273616,0,0
12,2,5,5,5,0,0,644.674908164147,645.449673155651,0,0
12,3,5,5,5,0,0,405.412361326807,402.097432718643,0,0
12,4,5,5,5,0,0,679.928243907579,677.96747526259,0,0
12,5,4,4,4,0,0,829.061021713374,792.594121213058,0,0
12,6,4,6,2,4,2,67.4764428492296,18.266829135736,1759.70836843082,120.553677757247
12,7,4,6,3,3,1,217.426321528675,138.531539701659,1347.84603721291,4.6044048040331
12,8,4,6,3,3,1,238.49955526014,153.974491291473,1735.49672108879,15.8584739471803
12,9,5,9,4,5,1,152.078666012917,288.707547817708,1254.34082360035,0.00647175598126797
12,10,5,10,4,6,1,75.0760705697742,80.5043572639768,1824.32052187402,21.1439668835215
12,11,5,10,4,6,1,60.8580712061458,59.8464888294001,1907.55025110439,0.0167532187929866
12,12,4,10,4,6,0,111.657102981586,348.985249133051,1743.98017742545,0
12,13,4,12,4,8,0,266.448803001731,165.675100774561,1346.66058611027,0
12,14,4,11,4,7,0,302.726345553875,217.925040935517,667.940686335104,0
12,15,4,12,4,8,0,128.583993095599,74.0719144391356,987.604425249487,0
12,16,4,11,4,7,0,190.070790486752,121.516690987704,608.330560464529,0
12,17,3,11,3,8,0,88.2414369259515,229.985200946396,624.198083925587,0
12,18,4,11,3,8,1,123.034683255092,154.925085305246,659.15157048764,7.5037955168842
12,19,4,13,3,10,1,43.7775147768849,291.831164993452,897.19953307279,54.206410543925
12,20,4,14,4,10,0,122.883100592921,326.596076366689,1247.97950087016,0
12,21,4,14,4,10,0,263.151534217051,209.272186018086,1299.7979960468,0
12,22,4,13,4,9,0,207.939580202947,258.620800055385,1135.4360351514,0
12,23,4,13,4,9,0,84.7692337643895,96.8673353109947,1547.45175563756,0
12,24,4,13,4,9,0,162.455758547747,308.383049101474,1496.19384138141,0
12,25,5,13,5,8,0,225.339974724034,296.909079436518,1411.65158345166,0
12,26,5,13,5,8,0,118.682033340222,237.873954896727,1425.69306177259,0
12,27,4,12,4,8,0,244.752668352429,386.145497773501,1489.37898748967,0
12,28,4,12,4,8,0,133.570370353426,111.510259104389,1390.7659163126,0
12,29,5,12,5,7,0,221.348618369833,152.942547450947,1381.33739871067,0
12,30,5,12,5,7,0,76.780341715914,55.8622025566572,1385.83741363658,0
12,31,6,12,6,6,0,423.629143163804,260.837542273863,911.008317530038,0
12,32,6,12,6,6,0,306.826844294693,326.853651085663,1229.71050751328,0
12,33,7,13,7,6,0,253.140621492929,267.217343397503,819.087139427929,0
12,34,7,13,7,6,0,378.056714213654,436.887496652718,812.762170353566,0
12,35,7,12,7,5,0,242.619016055156,385.386623851738,1154.99483210558,0
12,36,8,13,8,5,0,704.274232740519,392.660384380315,1142.03001364672,0
12,37,7,12,6,6,1,247.93277127007,193.322916910534,1200.54888172895,108.822809907516
12,38,8,12,7,5,1,296.588382092224,411.416243869079,1144.43590113878,48.6436491975057
12,39,7,12,7,5,0,296.939006889111,349.465512554668,1139.68085896546,0
12,40,8,12,8,4,0,911.424303832972,691.695953262807,1130.49074170794,0
13,1,4,7,4,3,0,1162.23636420077,1167.36631086757,317.379201277943,0
13,2,4,7,3,4,1,545.396581013153,270.92908092737,978.135995799275,292.004525884827
13,3,4,7,3,4,1,337.759112618183,469.526986137958,1210.2446269468,661.076682464578
13,4,4,10,4,6,0,179.136459759386,337.08930219644,1049.36790061657,0
13,5,4,13,3,10,1,109.268954261904,144.007836014518,1558.02176709652,64.6273200507005
13,6,4,13,4,9,0,386.220644994714,393.265091266813,1272.66211692704,0
13,7,4,12,3,9,1,123.384445675213,121.595334659581,1157.42725465438,99.6841591778189
13,8,5,13,4,9,1,267.857669692046,529.466999429404,1949.669485392,8.20662171939589
13,9,4,15,4,11,0,213.007464566782,319.478540663341,2228.52237821714,0
13,10,4,14,4,10,0,414.662089399745,268.581069494672,2697.36630177358,0
13,11,4,14,4,10,0,159.801216684637,104.422605731457,1550.06308569088,0
13,12,4,14,4,10,0,523.959484182279,368.016863394869,1429.4697487599,0
13,13,4,13,4,9,0,225.784703326174,252.209715384816,1241.70130646396,0
13,14,4,12,4,8,0,240.405266409763,291.349002551427,1569.88425896857,0
13,15,4,12,4,8,0,193.608814162648,176.461323492814,1240.09258279311,0
13,16,4,13,3,10,1,286.227676095923,179.744075391857,1506.83555200956,55.6699913508448
13,17,4,12,4,8,0,338.018339260432,504.377503835824,1493.44273140378,0
13,18,4,12,4,8,0,233.913909561206,416.963408975063,1683.37758977036,0
13,19,4,11,4,7,0,159.731696104672,344.553659342533,1405.13327501828,0
13,20,4,11,4,7,0,523.818603579671,505.950456588514,1390.20194366338,0
13,21,4,11,4,7,0,117.932855053615,133.37216629405,1676.4234480998,0
13,22,4,10,4,6,0,230.802206162282,257.872853128217,1345.65844104808,0
13,23,4,10,4,6,0,205.258110385038,194.357031879143,1346.04174062298,0
13,24,4,10,4,6,0,201.46129425547,246.687933890733,1600.43048216084,0
13,25,4,9,4,5,0,205.348060766934,258.212401895685,1620.5374466238,0
13,26,5,11,4,7,1,481.28372081557,513.161411470195,2478.31216776816,31.3879735029769
13,27,5,10,4,6,1,208.072911683476,262.683463480018,2471.42044987523,25.7453733590738
13,28,6,10,4,6,2,231.155440586075,193.9361565448,2861.05229563224,219.539425056153
13,29,5,9,4,5,1,305.862474402949,460.963563516532,2566.37265112423,35.6134359646419
13,30,5,9,3,6,2,170.252749520601,115.971357807028,3324.46783217185,27.0365973996995
13,31,5,9,3,6,2,328.712023271588,82.5037884555247,3976.99932779087,201.41323738955
13,32,4,9,3,6,1,86.2664059010777,65.593637369715,3641.63329558061,84.1193952107047
13,33,4,8,3,5,1,98.4924475008704,47.6333087177923,2256.02801105649,157.66052860438
13,34,4,8,4,4,0,384.338187860357,235.684836408929,2449.66125634465,0
13,35,4,8,4,4,0,257.997953928525,134.413508773512,2312.00087108883,0
13,36,5,8,4,4,1,127.084289902484,108.135527508879,1508.36971907955,5.9130865896982
13,37,5,8,4,4,1,175.412302792016,146.335261974184,4049.95988378063,5.21451001635411
13,38,4,7,4,3,0,223.854882035678,221.375224809969,1542.1024525351,0
13,39,5,7,4,3,1,116.905175690584,247.521537553383,185.148291843098,1.32424581456017
13,40,5,7,4,3,1,165.480384928919,219.888492116579,1112.33065022875,13.0107445894379
14,1,2,2,2,0,0,543.438160381285,543.438160381285,0,0
14,2,4,7,4,3,0,653.750944605581,683.983241240029,317.379201277943,0
14,3,5,8,4,4,1,393.418901213835,283.244660980637,950.058898848225,0.0107475111315627
14,4,4,7,3,4,1,271.864154678797,152.169873129882,1226.8335235444,35.716299835888
14,5,5,10,4,6,1,206.139692171772,238.86082704578,1122.14792719197,0.457678403341365
14,6,5,13,4,9,1,331.877725192488,196.874625914172,1328.93921148351,1.17250914754612
14,7,4,13,4,9,0,443.204320286472,457.09647951103,1375.5509532905,0
14,8,5,12,4,8,1,482.519815582979,528.79786805773,669.239060357967,8.20662171939493
14,9,4,12,4,8,0,260.855648835268,395.450996381788,2033.15936078624,0
14,10,4,14,4,10,0,912.565031828094,903.033780927893,2805.12634376804,0
14,11,4,14,4,10,0,325.011888467844,180.268459501205,3397.67964618715,0
14,12,4,14,4,10,0,249.095145795613,239.807883321875,1596.07490227365,0
14,13,4,13,3,10,1,236.746705127854,140.258413413003,1993.04929138317,149.96999716488
14,14,4,13,4,9,0,379.178544278892,264.985801067115,1967.38818830933,0
14,15,4,12,4,8,0,171.260672611568,277.064271558043,1445.36329885351,0
14,16,4,12,4,8,0,114.826100048867,191.55276963805,1456.65927267854,0
14,17,4,12,3,9,1,238.395688577113,199.509165523638,1644.89971495595,21.7241324494658
14,18,4,12,4,8,0,249.183101049692,386.717173769024,1645.28802938827,0
14,19,4,12,4,8,0,166.015575524585,278.439031701333,1646.78252965298,0
14,20,4,11,4,7,0,92.5200187406083,348.191924510135,1540.03545726808,0
14,21,4,11,4,7,0,268.701004644814,292.207948840732,1731.14417821926,0
14,22,4,11,4,7,0,245.65424547685,130.877954289397,1889.71278709159,0
14,23,4,10,4,6,0,207.007973771386,199.903160720576,1435.96435920829,0
14,24,4,10,4,6,0,270.52095122618,200.200601849566,1450.93768732774,0
14,25,4,10,4,6,0,148.188433621499,114.879767859168,1712.64642896121,0
14,26,4,9,4,5,0,160.100218816303,211.23856056872,1773.47292336984,0
14,27,4,11,3,8,1,173.569680836572,203.798249955462,2886.89770786851,53.1065714197935
14,28,4,10,3,7,1,102.723291483991,53.9192896912537,3099.65344776989,35.9418918057654
14,29,5,10,4,6,1,153.15815640813,124.097031714169,3396.9774877855,21.9607669310435
14,30,5,9,4,5,1,164.94079477411,273.152956022431,3253.21974337884,55.1401577171086
14,31,4,9,3,6,1,270.275734404404,78.3323325353116,4044.61628000666,120.243784912959
14,32,5,9,3,6,2,310.491755812216,107.327678340773,4768.924434746,275.512385802121
14,33,4,8,2,6,2,87.0012227636898,147.065275733268,4641.46038743156,112.957229439728
14,34,4,9,3,6,1,114.523277701741,204.729871988823,3146.91184964588,204.160680505014
14,35,4,8,4,4,0,539.301571697654,253.64813705013,3149.25728376432,0
14,36,4,8,4,4,0,79.4469555090759,79.5209539027881,3094.49769778347,0
14,37,5,8,4,4,1,82.2508849657747,66.7065916379141,2138.37600307933,3.76472751578743
14,38,5,8,4,4,1,205.005534603064,143.387836195771,2360.59469643462,10.3605691930069
14,39,4,7,4,3,0,139.560291121512,102.006080208805,2114.76920855456,0
14,40,5,7,4,3,1,87.4230595232104,254.809634263214,181.339629835208,0.395460054178204
15,1,2,3,2,1,0,209.040920256557,209.040920256557,235.450073719635,0
15,2,5,5,5,0,0,191.275713713922,211.29690209442,0,0
15,3,5,8,4,4,1,821.145556036689,822.122344533777,814.321619357548,0.0107475111315627
15,4,5,8,4,4,1,796.236968863177,780.620220107594,921.077647701281,0.543026975379848
15,5,3,7,2,5,1,139.212619377085,139.291324457491,1241.65532129618,129.188209888129
15,6,5,10,4,6,1,120.035002439974,213.520050837225,1175.15313526851,1.17250914754604
15,7,4,13,4,9,0,545.63993275952,390.76416469654,1384.09327143439,0
15,8,4,12,3,9,1,151.563507740246,204.130798052613,1473.67746790388,17.7920157418899
15,9,4,12,4,8,0,840.408871664037,828.292609004031,701.376508968314,0
15,10,4,12,4,8,0,298.182526837328,282.495650456283,858.840663646295,0
15,11,4,14,4,10,0,951.990772873568,1081.09734752295,3949.82131717944,0
15,12,4,14,4,10,0,466.102443466301,248.697185326259,4592.6250624085,0
15,13,4,13,4,9,0,356.498216015378,310.724733239936,2036.71133772516,0
15,14,4,13,4,9,0,269.085289296403,264.24610851225,1562.61899781402,0
15,15,4,13,4,9,0,398.428621263895,275.952284811131,1950.96422711734,0
15,16,4,12,4,8,0,65.1471535951474,97.5424382983587,1456.25992340595,0
15,17,4,12,4,8,0,179.045058378229,212.224692437535,1789.65366067434,0
15,18,4,12,3,9,1,192.783746934882,241.002184382819,1699.71561087211,2.05745160289607
15,19,4,12,3,9,1,148.486106083872,170.5390308688,1732.75297686279,90.6542594391089
15,20,4,12,4,8,0,146.355451560549,284.988787015264,1764.31128500738,0
15,21,4,11,4,7,0,283.324721443853,453.770959497095,1579.74506560263,0
15,22,4,11,4,7,0,641.337609309254,626.110438938716,1528.25716239815,0
15,23,4,10,3,7,1,214.020238469814,160.55185927555,2201.71509502033,0.707140563367988
15,24,4,10,4,6,0,479.633976586482,342.263291721453,1570.71968919453,0
15,25,4,10,4,6,0,181.215140763023,283.037170759534,1630.07091797392,0
15,26,4,9,4,5,0,137.82589453349,78.4248377458287,1748.7250120049,0
15,27,4,10,4,6,0,107.292862706367,87.0764129357575,2104.35316562535,0
15,28,4,10,4,6,0,271.214702190757,134.860579512201,2965.44466778807,0
15,29,4,10,3,7,1,263.31913001536,203.21263631484,3558.09897676644,45.2897779695816
15,30,5,10,4,6,1,254.165331288401,224.381961068025,4034.02294840522,29.9543789210859
15,31,5,9,4,5,1,201.677660058946,302.390507110834,4057.08059859365,73.8856851152561
15,32,4,9,4,5,0,351.223687639065,487.633799896392,4605.71689047353,0
15,33,4,9,3,6,1,297.218561515066,87.7824959740271,5717.57642318643,310.029870765892
15,34,4,8,3,5,1,427.341527900601,130.873759435911,5763.15709047153,8.83747066748574
15,35,4,8,2,6,2,14.3423493691218,20.149470763435,3743.8458930108,252.038164254454
15,36,4,9,4,5,0,250.146916933331,129.337114716846,4147.18532549611,0
15,37,4,8,4,4,0,98.7325080838013,79.7596778572593,4027.09722666451,0
15,38,4,8,4,4,0,143.678148645477,105.527606482636,2981.13274563653,0
15,39,5,8,4,4,1,131.270657735047,83.2854365454654,3071.16005140017,16.7090147652764
15,40,4,7,4,3,0,160.698147909318,97.4105132515718,2845.10887990181,0
16,1,2,5,1,4,1,269.427669284081,60.4303026820562,840.848636364276,394.039964598723
16,2,4,7,4,3,0,415.917543175789,386.696913282158,227.934686049712,0
16,3,3,7,2,5,1,78.4984550731197,121.916792619642,855.221065963276,164.002036215734
16,4,4,10,4,6,0,405.702650109337,402.013540054007,481.102303758116,0
16,5,4,10,4,6,0,641.136677048585,629.519034556251,720.618564300637,0
16,6,4,10,2,8,2,46.6420367877994,127.013229262051,1609.05117631472,229.393465177083
16,7,4,10,3,7,1,162.310358487745,197.568358251102,1339.51799319967,34.8918690893409
16,8,4,12,4,8,0,423.229580707949,320.054824627071,1344.20887382479,0
16,9,4,12,3,9,1,162.899927006475,225.501925809431,1507.57752094161,77.6447826653181
16,10,4,11,3,8,1,321.917051950616,305.429961912074,1543.48192138208,76.2540066253924
16,11,4,12,4,8,0,280.928017136872,226.909215152408,1590.83706212682,0
16,12,5,12,4,8,1,231.59697707932,209.48960495633,569.440353141595,8.90096009847251
16,13,4,14,4,10,0,320.543754792823,277.068351388285,1481.43525675458,0
16,14,4,14,4,10,0,522.03839979349,410.150166282889,1423.51153946537,0
16,15,4,13,4,9,0,316.375220005438,407.617299677477,1403.67560258339,0
16,16,4,13,4,9,0,326.392473490118,269.479340554298,1333.76875441358,0
16,17,4,13,4,9,0,83.1818666435623,77.6323719007075,1401.76380882007,0
16,18,4,12,4,8,0,210.095873621713,135.243865262629,1520.14504087203,0
16,19,4,12,4,8,0,305.852855340446,366.995917163369,1416.77045827693,0
16,20,4,11,3,8,1,122.309368977296,205.983933986027,1589.06692351929,1.52568727654674
16,21,4,11,4,7,0,243.326199822397,381.361235081544,1667.27559110595,0
16,22,4,11,4,7,0,402.530092081009,659.114905212866,1593.07089746615,0
16,23,4,11,4,7,0,244.436397855561,337.161626318466,1623.59735645603,0
16,24,4,11,3,8,1,181.755893649126,259.301118043283,1754.99722982547,47.5308448150326
16,25,5,12,3,9,2,139.682004504434,282.324085604582,1580.15448578467,138.66838262715
16,26,5,11,4,7,1,312.57457319176,350.515361234755,1966.86360496385,21.34788044585
16,27,5,10,4,6,1,115.659928059577,110.652928939852,2307.2790970844,67.1763971071049
16,28,5,10,4,6,1,98.2663182673386,77.4735063910376,1991.3634659961,4.26221726632962
16,29,3,10,3,7,0,160.904095281776,85.0451350457302,1838.38265795096,0
16,30,3,9,3,6,0,205.31215486429,167.869927512586,1619.22675184007,0
16,31,4,9,3,6,1,207.582309336071,182.429910265555,1573.51960176969,41.906781246287
16,32,4,9,4,5,0,163.676966133659,261.210531653966,1592.75774570433,0
16,33,4,9,4,5,0,345.698800081756,480.373281741066,930.12637339161,0
16,34,4,8,3,5,1,270.116911413788,117.742388457024,1461.10332265742,52.444445828228
16,35,4,8,3,5,1,280.199961273822,33.7482306561109,1025.80169082886,34.2766901301162
16,36,3,7,3,4,0,78.0860469625857,93.8694254951259,453.161535490322,0
16,37,4,8,4,4,0,288.12467035274,193.843401501238,771.255532458308,0
16,38,4,8,4,4,0,90.6127744676196,56.2866436058301,2034.55037082073,0
16,39,4,7,4,3,0,146.417925149937,111.99693736488,356.72980991069,0
16,40,5,7,4,3,1,338.088906993884,254.750530064397,281.149341686674,24.4622353670224
17,1,4,4,4,0,0,1373.18837094403,1373.18837094403,0,0
17,2,3,6,2,4,1,149.275932230103,180.171870633698,840.848636364253,132.834202043443
17,3,4,7,4,3,0,832.769034724403,453.355369338028,233.17590773999,0
17,4,4,7,3,4,1,151.289497944143,93.8834314456083,796.643767664672,420.533235868967
17,5,4,10,3,7,1,192.766178163749,193.686762821129,766.792625519289,4.5839809227999
17,6,4,11,4,7,0,298.344443352465,528.75150581554,1748.37086779082,0
17,7,4,11,4,7,0,366.432545798443,404.308699163235,1066.01784782207,0
17,8,5,10,4,6,1,219.431220480154,370.257785988157,1426.57703683584,8.20662171939463
17,9,4,12,4,8,0,279.412570506858,294.694596547629,2313.88677962106,0
17,10,4,11,3,8,1,222.118587399373,244.023675435614,2379.3291513467,474.518433981588
17,11,4,11,3,8,1,140.531964418745,162.320845787858,1652.165599837,64.3341519021399
17,12,4,11,4,7,0,141.767704707625,193.605578464465,1142.12437640561,0
17,13,4,11,4,7,0,217.650804789119,123.444520445839,590.147261263665,0
17,14,4,14,4,10,0,474.309934510845,724.327577979755,1429.7081380652,0
17,15,4,13,4,9,0,433.46350115867,408.120681674778,1541.44848028575,0
17,16,4,13,3,10,1,204.885156316893,129.113256081033,1621.8049162848,44.2509938777708
17,17,4,13,4,9,0,297.916558133995,520.436934125877,1648.33443188768,0
17,18,4,13,4,9,0,131.841104082571,161.217876915116,1870.66719700386,0
17,19,4,12,4,8,0,218.199847979274,180.908620777759,1545.61086278237,0
17,20,4,12,4,8,0,296.324033091239,242.783524407116,1527.846157177,0
17,21,4,11,4,7,0,122.002550255578,194.207823082378,1574.35164335518,0
17,22,4,10,3,7,1,109.769837023632,200.67441169473,1679.83283572515,124.251901443954
17,23,4,12,4,8,0,272.856992576985,698.594120762027,1845.96158465054,0
17,24,4,12,4,8,0,398.375484267288,192.341549979098,1831.42483331092,0
17,25,4,11,4,7,0,221.631342228058,183.232745284839,1963.95648685841,0
17,26,5,12,3,9,2,190.617418726245,183.833473907704,1914.68856746334,52.9424812798074
17,27,5,11,4,7,1,270.771923797732,262.64164233029,2225.10045893157,13.4784348098179
17,28,5,10,3,7,2,90.6502815918462,97.7830893803119,2812.69256788077,14.3455164208965
17,29,5,9,3,6,2,49.2048054043584,53.4735296094158,2787.41751765321,45.05722081492
17,30,4,10,3,7,1,75.2309160601266,17.6753844492994,2760.41268161022,58.438189307273
17,31,3,9,3,6,0,144.465761396085,70.538619996567,1915.12781534995,0
17,32,4,9,3,6,1,162.806110164502,114.078104338503,1961.13061872407,58.3973306063551
17,33,4,9,4,5,0,184.74223274035,156.162675103845,1682.3051452271,0
17,34,4,8,4,4,0,82.4791699238596,213.346137817764,746.240267165313,0
17,35,4,9,4,5,0,252.21273933219,155.800327966837,1553.49565350575,0
17,36,4,7,3,4,1,248.809745632964,48.9294597502337,603.805184741922,78.8834615859259
17,37,4,7,3,4,1,196.858680508741,86.9142754947438,614.362484521128,120.163536819463
17,38,4,8,4,4,0,119.423413909178,144.828010249994,810.134210197991,0
17,39,4,8,4,4,0,131.348305593841,176.14482723143,1508.331502658,0
17,40,4,7,4,3,0,176.258006383475,155.338092567764,361.368473420473,0
18,1,4,4,4,0,0,1156.79017527311,1156.79017527311,0,0
18,2,4,4,4,0,0,2314.90050181427,2314.90050181427,0,0
18,3,4,7,4,3,0,464.514855244767,840.254572081869,242.189187746321,0
18,4,4,7,3,4,1,107.239070507619,116.780129585054,831.393248845809,86.947229722892
18,5,5,8,4,4,1,247.001221487225,222.663999830602,824.359431096848,1.00114256644624
18,6,5,10,4,6,1,297.704479353014,255.172397352319,700.892971628931,2.32452371272568
18,7,5,10,4,6,1,183.571359004815,378.126363918358,1964.1323935942,4.60440480403317
18,8,4,11,4,7,0,383.730607268298,291.520435133907,1408.4780869262,0
18,9,5,10,4,6,1,266.048423109766,329.450268159155,955.790979989243,13.5573773519293
18,10,4,12,4,8,0,136.952529740806,139.44949987052,1478.30511984034,0
18,11,4,12,4,8,0,407.520863966992,411.318373580205,2400.5689595926,0
18,12,4,11,4,7,0,195.559134921557,333.532807237233,1593.66354390098,0
18,13,4,11,4,7,0,142.156552740663,134.67020343348,1543.25598904446,0
18,14,4,11,4,7,0,189.1075213251,218.968016930166,1154.56385110992,0
18,15,4,13,4,9,0,559.914078530874,607.407333813066,1062.97388485473,0
18,16,4,13,4,9,0,355.375251111158,369.079986979336,1570.86775160767,0
