metric,reference,candidate,change_percent
E-OSPA,135.180029882751,117.117031402955,-13.3621796765858
Count error,19.5013888888889,14.4736111111111,-25.7816394843672
Matched RMSE,8.42531747856148,22.3030751503998,164.714952370053
Disagreement,144.669698909682,115.117106160172,-20.4276313369254
Payload bytes,18435344,18442200,0.0371894335142287
