condition,arm,frame,robot,detected,output_count,active_components,near_active_components,near_total_r,near_max_r,association_has_column,association_effective_labels,association_largest_share,association_nearest_distance_m,association_joint_mass
reliable,marked_gaussian_evidence,29,1,True,6,80,1,0.9974934563366791,0.9974934563366791,True,1.039315823093773,0.9963613276207716,0.06595437955072765,0.9932441185032621
reliable,marked_gaussian_evidence,29,2,True,6,80,1,0.9974934563366791,0.9974934563366791,False,,,,
reliable,marked_gaussian_evidence,30,1,True,6,81,1,0.997590960241634,0.997590960241634,True,1.041193712491614,0.9961977705268198,0.10946912424036814,0.9942573633028982
reliable,marked_gaussian_evidence,30,2,True,6,81,1,0.997590960241634,0.997590960241634,False,,,,
reliable,marked_gaussian_evidence,31,1,True,7,87,1,0.9975354741907847,0.9975354741907847,True,1.0428116172377782,0.9960543470773685,0.08829915880796961,0.9938459846508584
reliable,marked_gaussian_evidence,31,2,True,7,87,1,0.9975354741907847,0.9975354741907847,False,,,,
reliable,marked_gaussian_evidence,32,1,True,7,89,1,0.9972525379412945,0.9972525379412945,True,1.0454444535280627,0.9958125710233645,0.1276275268101563,0.9917308152624814
reliable,marked_gaussian_evidence,32,2,True,7,89,1,0.9972525379412945,0.9972525379412945,False,,,,
reliable,marked_gaussian_evidence,33,1,True,7,95,1,0.9974494598474307,0.9974494598474307,True,1.0480164233960008,0.995569391735299,0.13037048703411427,0.9938061339821971
reliable,marked_gaussian_evidence,33,2,True,7,95,1,0.9974494598474307,0.9974494598474307,False,,,,
reliable,marked_gaussian_evidence,34,1,True,7,97,1,0.9977434288994498,0.9977434288994498,True,1.0465896530656396,0.9957194643683461,0.06686490791099757,0.9959473613955926
reliable,marked_gaussian_evidence,34,2,True,7,97,1,0.9977434288994498,0.9977434288994498,False,,,,
reliable,marked_gaussian_evidence,35,1,True,7,103,1,0.9971853426199342,0.9971853426199342,True,1.0456857847970942,0.9958186573336039,0.07119023561182705,0.9908191483827881
reliable,marked_gaussian_evidence,35,2,True,7,103,1,0.9971853426199342,0.9971853426199342,False,,,,
reliable,marked_gaussian_evidence,36,1,True,8,99,1,0.9973918785905362,0.9973918785905362,True,1.047060630178579,0.9956939385490564,0.06371735568738825,0.9936890597554847
reliable,marked_gaussian_evidence,36,2,True,8,99,1,0.9973918785905362,0.9973918785905362,False,,,,
reliable,marked_gaussian_evidence,37,1,True,8,102,1,0.9978393981446194,0.9978393981446194,True,1.0482549485966421,0.995581611120419,0.09117330618167116,0.9967543095934803
reliable,marked_gaussian_evidence,37,2,True,8,102,1,0.9978393981446194,0.9978393981446194,False,,,,
reliable,marked_gaussian_evidence,38,1,True,8,101,1,0.9975103993123313,0.9975103993123313,True,1.046172546752338,0.9958039325206922,0.11920467821727368,0.9940708799818108
reliable,marked_gaussian_evidence,38,2,True,8,101,1,0.9975103993123313,0.9975103993123313,False,,,,
reliable,marked_gaussian_evidence,39,1,True,8,106,1,0.9974737889450377,0.9974737889450377,True,1.0454032562802569,0.9958878398231752,0.13080897192112637,0.9944294834285448
reliable,marked_gaussian_evidence,39,2,True,8,106,1,0.9974737889450377,0.9974737889450377,False,,,,
reliable,marked_gaussian_evidence,40,1,True,8,105,1,0.9976942914130486,0.9976942914130486,True,1.0447692505805453,0.9959545565708545,0.08858551246905268,0.9959930287058906
reliable,marked_gaussian_evidence,40,2,True,8,105,1,0.9976942914130486,0.9976942914130486,False,,,,
reliable,marked_gaussian_evidence,41,1,True,8,110,1,0.9972718322276465,0.9972718322276465,True,1.0433509241575911,0.9960970813803587,0.07037480290136493,0.9923999653030028
reliable,marked_gaussian_evidence,41,2,True,8,110,1,0.9972718322276465,0.9972718322276465,False,,,,
reliable,marked_gaussian_evidence,42,1,True,8,109,1,0.9972996221416118,0.9972996221416118,True,1.0442607577232779,0.9960180732718246,0.1352366596943447,0.9934330595111458
reliable,marked_gaussian_evidence,42,2,True,8,109,1,0.9972996221416118,0.9972996221416118,False,,,,
reliable,marked_gaussian_evidence,43,1,True,8,116,1,0.997541712660661,0.997541712660661,True,1.0447380265479245,0.9959729976115755,0.0833394835762643,0.9948342565967938
reliable,marked_gaussian_evidence,43,2,True,8,116,1,0.997541712660661,0.997541712660661,True,1.0000017912306485,0.999999895065218,54.83688755796934,4.6138727788911945e-42
reliable,marked_gaussian_evidence,44,1,True,8,114,1,0.9977357808490572,0.9977357808490572,True,1.0460127206247,0.99586693416617,0.07579585839954701,0.9963706053942801
reliable,marked_gaussian_evidence,44,2,True,8,114,1,0.9977357808490572,0.9977357808490572,False,,,,
reliable,marked_gaussian_evidence,45,1,True,8,122,1,0.9827572357561368,0.9827572357561368,True,1.046653672058102,0.9958180354685496,0.07599994338219847,0.9970717493516902
reliable,marked_gaussian_evidence,45,2,True,8,122,1,0.9827572357561368,0.9827572357561368,False,,,,
reliable,marked_gaussian_evidence,46,1,True,8,121,1,0.9577436130725089,0.9577436130725089,True,1.0486197246108298,0.9956329546729759,0.05281856519235835,0.9948255653881246
reliable,marked_gaussian_evidence,46,2,True,8,121,1,0.9577436130725089,0.9577436130725089,False,,,,
reliable,marked_gaussian_evidence,47,1,True,8,128,1,0.9169979419645273,0.9169979419645273,True,1.0545014433654267,0.9950710208412619,0.03337188178640938,0.9932322616866766
reliable,marked_gaussian_evidence,47,2,True,8,128,1,0.9169979419645273,0.9169979419645273,False,,,,
reliable,marked_gaussian_evidence,48,1,True,8,127,2,0.8514909241008599,0.8495927401752679,True,1.0645669228525503,0.994118634825348,0.054656727329486246,0.9919254990588081
reliable,marked_gaussian_evidence,48,2,True,8,127,2,0.8514909241008599,0.8495927401752679,False,,,,
reliable,marked_gaussian_evidence,49,1,True,8,134,2,0.79130718225975,0.7893177199098065,True,1.0822019733770136,0.9923991600469743,0.0581685833824595,0.9956565323446811
reliable,marked_gaussian_evidence,49,2,True,8,134,2,0.79130718225975,0.7893177199098065,False,,,,
reliable,marked_gaussian_evidence,50,1,True,8,133,2,0.6607077045271551,0.6587348997038929,True,1.1003436309122485,0.9906379252912496,0.13003677900754507,0.9854308128283911
reliable,marked_gaussian_evidence,50,2,True,8,133,2,0.6607077045271551,0.6587348997038929,True,1.0,1.0,66.29367577706189,2.6127825799823456e-66
reliable,marked_gaussian_evidence,51,1,True,8,141,2,0.5405095217423036,0.5384382352847037,True,1.1489816755099214,0.9858545802219338,0.08924475283613055,0.9876361543956668
reliable,marked_gaussian_evidence,51,2,True,8,141,2,0.5405095217423036,0.5384382352847037,False,,,,
reliable,marked_gaussian_evidence,52,1,True,8,139,2,0.39754157772651877,0.3953932697434879,True,1.233243905100728,0.9776892255942021,0.04546557902497019,0.9784577023801346
reliable,marked_gaussian_evidence,52,2,True,8,139,2,0.39754157772651877,0.3953932697434879,False,,,,
reliable,marked_gaussian_evidence,53,1,False,8,131,3,0.26517299291289514,0.261401544575907,True,1.4061596074955929,0.9615489809535724,0.06837284706978408,0.9639751828311104
reliable,marked_gaussian_evidence,53,2,False,8,131,3,0.26517299291289514,0.261401544575907,False,,,,
reliable,marked_gaussian_evidence,54,1,False,8,132,8,0.1815287013380228,0.16962237842944403,True,1.8046698301981763,0.9281848094534569,0.04155659970176547,0.9614499369809542
reliable,marked_gaussian_evidence,54,2,False,8,132,8,0.1815287013380228,0.16962237842944403,False,,,,
reliable,marked_gaussian_evidence,55,1,False,8,137,18,0.13351563347673126,0.095391517392623,True,3.164267102160967,0.8448486397252893,0.07864627236752818,0.9432911221870529
reliable,marked_gaussian_evidence,55,2,False,8,137,18,0.13351563347673126,0.095391517392623,False,,,,
reliable,marked_gaussian_evidence,56,1,False,8,140,22,0.10525745842010557,0.04385664506162759,True,10.830140384441455,0.6315197267833814,0.08208080467486802,0.940410826304068
reliable,marked_gaussian_evidence,56,2,False,8,140,22,0.10525745842010557,0.04385664506162759,False,,,,
reliable,marked_gaussian_evidence,57,1,False,8,144,28,0.10594776069983992,0.01443409714159892,True,55.19007802981022,0.27916666228868375,0.09887432377805208,0.9020089518685396
reliable,marked_gaussian_evidence,57,2,False,8,144,28,0.10594776069983992,0.01443409714159892,False,,,,
reliable,marked_gaussian_evidence,58,1,False,7,148,33,0.11534293675136269,0.004393937535414277,True,113.64552789809662,0.0637853489419068,0.039719495252907425,0.9518176389805657
reliable,marked_gaussian_evidence,58,2,False,7,148,33,0.11534293675136269,0.004393937535414277,True,1.0000000000000024,1.0,32.641485575489284,3.869511672669404e-24
reliable,marked_gaussian_evidence,59,1,False,7,153,129,0.4814749075694557,0.004020903795809621,True,126.60092104208393,0.014905530429016092,0.0830707168783325,0.9204341202535464
reliable,marked_gaussian_evidence,59,2,False,7,153,129,0.4814749075694557,0.004020903795809621,True,1.0,1.0,32.593402563315735,0.08845372259400568
reliable,marked_gaussian_evidence,60,1,False,7,158,132,0.48919193634387403,0.0038828197614391895,True,129.27677023472097,0.013356466931224286,0.07681619984072663,0.9713197177988175
reliable,marked_gaussian_evidence,60,2,False,7,158,132,0.48919193634387403,0.0038828197614391895,True,1.6695752554411574,0.7910446787232472,32.43225471951759,0.22120713105452805
reliable,marked_gaussian_evidence,61,1,False,7,153,130,0.4790540656001143,0.0038398601057324216,True,131.7804803784864,0.012854436023676688,0.04629540010971166,0.921595443606825
reliable,marked_gaussian_evidence,61,2,False,7,153,130,0.4790540656001143,0.0038398601057324216,True,2.4025011856611735,0.6309640605377137,32.3352049730279,0.47356378777104224
reliable,marked_gaussian_evidence,62,1,False,7,160,130,0.4696993385520109,0.003759782004566873,True,134.66402832416375,0.012492482406626393,0.0820008669988391,0.944759431260081
reliable,marked_gaussian_evidence,62,2,False,7,160,130,0.4696993385520109,0.003759782004566873,True,3.5229403953356493,0.4260449030556738,32.270453544530376,0.6238570778918142
reliable,marked_gaussian_evidence,63,1,False,7,163,128,0.46930011969121066,0.0038032551186820323,True,137.2517765646672,0.012724501608310488,0.060304704569526225,0.9550166203726271
reliable,marked_gaussian_evidence,63,2,False,7,163,128,0.46930011969121066,0.0038032551186820323,True,4.014072186863692,0.43147333535087923,32.26200262235368,0.6758555262329822
reliable,marked_gaussian_evidence,64,1,False,7,172,132,0.46858467340252374,0.0037048898180567385,True,140.27303812253422,0.012720216110397932,0.0795192752049788,0.9196497888442532
reliable,marked_gaussian_evidence,64,2,False,7,172,132,0.46858467340252374,0.0037048898180567385,True,5.1622484781486,0.2934536243683113,32.24008665436323,0.4423241344053311
reliable,marked_gaussian_evidence,65,1,False,7,174,132,0.46811491108742675,0.0037045225724031505,True,143.3497495067442,0.01255444518634691,0.08209555183358459,0.9108037152764843
reliable,marked_gaussian_evidence,65,2,False,7,174,132,0.46811491108742675,0.0037045225724031505,True,5.646336758406625,0.27807688086076543,32.10116601583492,0.6395125482081125
reliable,marked_gaussian_evidence,66,1,False,7,182,131,0.47202682484577063,0.003755152488186084,True,146.32005425817408,0.012121144716310723,0.06599980548507882,0.9398978120858996
reliable,marked_gaussian_evidence,66,2,False,7,182,131,0.47202682484577063,0.003755152488186084,True,6.833082885682909,0.22624351403738155,31.943306649089752,0.6981664160643675
reliable,marked_gaussian_evidence,67,1,False,7,183,129,0.4546183810774437,0.003661942695894366,True,149.399578001601,0.011722213558996632,0.04927572298403228,0.890765618497472
reliable,marked_gaussian_evidence,67,2,False,7,183,129,0.4546183810774437,0.003661942695894366,True,7.208594847032605,0.24173854647346715,32.058025496969925,0.5913775896965883
reliable,marked_gaussian_evidence,68,1,False,7,191,137,0.4787797720486917,0.0036682097958959897,True,152.53314957518697,0.011036489097528367,0.0349348153204243,0.9224486893778914
reliable,marked_gaussian_evidence,68,2,False,7,191,137,0.4787797720486917,0.0036682097958959897,True,8.705066271489294,0.20639791569043414,31.767677130348332,0.8027066905563649
reliable,marked_gaussian_evidence,69,1,False,7,196,137,0.47310516786899626,0.0036192635649670984,True,155.85167071216173,0.01011291895333985,0.048842939611930904,0.9047199786819331
reliable,marked_gaussian_evidence,69,2,False,7,196,137,0.47310516786899626,0.0036192635649670984,True,9.186838498662125,0.1694247591119362,31.773103596231277,0.8741612329080506
reliable,marked_gaussian_evidence,70,1,False,7,200,146,0.501343375158576,0.0036111059932418927,True,159.01403017819237,0.009098235985628365,0.040988381890688735,0.9224012589574109
reliable,marked_gaussian_evidence,70,2,False,7,200,146,0.501343375158576,0.0036111059932418927,True,9.758430126088959,0.1926154084406712,31.716923557479213,0.8021384832212604
reliable,marked_gaussian_evidence,71,1,False,7,207,148,0.5036490649911638,0.0035786797915094443,True,162.08640507490188,0.008092550290846042,0.07970625736675815,0.9294132071287434
reliable,marked_gaussian_evidence,71,2,False,7,207,148,0.5036490649911638,0.0035786797915094443,True,11.28159799679631,0.13985905651737016,31.722093907388395,0.9448645914944354
reliable,marked_gaussian_evidence,72,1,False,8,211,151,0.5127864404992604,0.0035889795990665047,True,165.53277924547734,0.007242253115705636,0.09955328073333283,0.9548928384027922
reliable,marked_gaussian_evidence,72,2,False,8,211,151,0.5127864404992604,0.0035889795990665047,True,11.874949427540239,0.12012314069745668,31.690189526503122,0.9795697504089916
reliable,marked_gaussian_evidence,73,1,False,8,216,154,0.4987986289764389,0.0034323995468910403,True,168.87836885614792,0.006542220356855347,0.042233186738611615,0.8427667203884059
reliable,marked_gaussian_evidence,73,2,False,8,216,154,0.4987986289764389,0.0034323995468910403,True,12.739600803864686,0.10821192691539012,31.607370832779715,0.952372880097303
reliable,marked_gaussian_evidence,74,1,False,8,225,171,0.5585460563284255,0.003453509115584996,True,172.57289120039385,0.006420852705108809,0.047087991380743204,0.8998000837195236
reliable,marked_gaussian_evidence,74,2,False,8,225,171,0.5585460563284255,0.003453509115584996,True,13.391002675181404,0.10195089063390395,31.508568426791683,0.9554245441315135
reliable,marked_gaussian_evidence,75,1,False,8,230,170,0.5439186511089558,0.0033801512613802986,True,176.28592583574775,0.006327759757042255,0.05412117733474206,0.8726219524847214
reliable,marked_gaussian_evidence,75,2,False,8,230,170,0.5439186511089558,0.0033801512613802986,True,14.267125689977343,0.10625774087447332,31.472848442884164,0.9455239526705659
reliable,marked_gaussian_evidence,76,1,False,9,234,178,0.5605880508422889,0.003321811680571953,True,180.1375414355834,0.006209241413517755,0.06050622674186132,0.8906257952400187
reliable,marked_gaussian_evidence,76,2,False,9,234,178,0.5605880508422889,0.003321811680571953,True,15.251743937832659,0.09732944720700076,31.400538804888537,0.969669289570047
reliable,marked_gaussian_evidence,77,1,False,8,219,182,0.5632885961757801,0.0032656610581919174,True,184.04097246798815,0.006106065974770435,0.05918060669807441,0.8660339867538214
reliable,marked_gaussian_evidence,77,2,False,8,219,182,0.5632885961757801,0.0032656610581919174,True,2.896361815023447,0.6161596624640218,40.117099119661724,0.7387605711853281
reliable,marked_gaussian_evidence,78,1,False,8,221,187,0.5698607664666906,0.0032139901321435165,True,187.34778404667213,0.005982864068268847,0.06272869970874015,0.8849185986367993
reliable,marked_gaussian_evidence,78,2,False,8,221,187,0.5698607664666906,0.0032139901321435165,True,1.000000077528961,0.9999999961982293,31.115789584391614,7.143144552479615e-22
reliable,marked_gaussian_evidence,79,1,False,8,218,194,0.5863641517383723,0.003179258898150218,True,191.07158684203893,0.005849347002181623,0.07063913026894945,0.9075886146060443
reliable,marked_gaussian_evidence,79,2,False,8,218,194,0.5863641517383723,0.003179258898150218,False,,,,
reliable,marked_gaussian_evidence,80,1,False,7,223,195,0.5692730589213655,0.0030669583996152092,True,194.17766930973485,0.005748565818712454,0.089886470798468,0.8114101598233162
reliable,marked_gaussian_evidence,80,2,False,7,223,195,0.5692730589213655,0.0030669583996152092,False,,,,
reliable,marked_gaussian_evidence,81,1,False,8,225,196,0.5865663854305108,0.0031276134497601215,True,197.5351834499096,0.005618225720227527,0.09683389666624291,0.8729968760782185
reliable,marked_gaussian_evidence,81,2,False,8,225,196,0.5865663854305108,0.0031276134497601215,True,1.000000000001177,0.999999999999964,30.75079573750311,2.6148736287487497e-20
reliable,marked_gaussian_evidence,82,1,False,8,225,202,0.5989026465395424,0.003088615272836834,True,200.73494989813213,0.005520821836392108,0.05456438340554461,0.8688243316733537
reliable,marked_gaussian_evidence,82,2,False,8,225,202,0.5989026465395424,0.003088615272836834,False,,,,
reliable,marked_gaussian_evidence,83,1,False,8,230,206,0.6082313077773165,0.0030752209004210594,True,203.75480754985574,0.0054274804597215795,0.10988162286020166,0.9365470192262471
reliable,marked_gaussian_evidence,83,2,False,8,230,206,0.6082313077773165,0.0030752209004210594,True,1.0018875604652597,0.999805609947379,39.147150548792176,2.2985426692820165e-07
reliable,marked_gaussian_evidence,84,1,False,8,229,208,0.6116802727574931,0.0030538461864370926,True,206.6530150203436,0.005347899114539774,0.09778786706145108,0.8989589373172975
reliable,marked_gaussian_evidence,84,2,False,8,229,208,0.6116802727574931,0.0030538461864370926,False,,,,
reliable,marked_gaussian_evidence,85,1,False,8,233,211,0.6354414171401576,0.0031248924840777477,True,209.6143536960192,0.005271040119990365,0.06426381982018775,0.975843681955942
reliable,marked_gaussian_evidence,85,2,False,8,233,211,0.6354414171401576,0.0031248924840777477,False,,,,
reliable,marked_gaussian_evidence,86,1,False,8,235,214,0.6281229003214531,0.0030432874014205673,True,212.5052600458869,0.005175309204861747,0.08472257983545375,0.929987571655988
reliable,marked_gaussian_evidence,86,2,False,8,235,214,0.6281229003214531,0.0030432874014205673,False,,,,
reliable,marked_gaussian_evidence,87,1,False,8,238,217,0.6098378269717767,0.0029115699053393358,True,215.52950497614577,0.005108500106251823,0.08195296594854169,0.8872093664470662
reliable,marked_gaussian_evidence,87,2,False,8,238,217,0.6098378269717767,0.0029115699053393358,False,,,,
reliable,marked_gaussian_evidence,88,1,False,8,241,220,0.6130176306224868,0.0028856722062730695,True,218.50316983264221,0.005030686951458697,0.08739144764921328,0.8787293337258366
reliable,marked_gaussian_evidence,88,2,False,8,241,220,0.6130176306224868,0.0028856722062730695,True,1.0000000012860755,0.9999999999495282,30.441956274636272,2.0003480104036414e-22
reliable,marked_gaussian_evidence,89,1,False,8,242,224,0.4353095747655153,0.0020536468933245104,True,221.54075489763147,0.004962168263042993,0.07896311212900294,0.79233322650082
reliable,marked_gaussian_evidence,89,2,False,8,242,224,0.4353095747655153,0.0020536468933245104,False,,,,
reliable,marked_gaussian_evidence,90,1,False,8,242,223,0.43665313622734164,0.002059253033157026,True,220.76486517563882,0.004907583995334559,0.07416026837806886,0.8217594495757219
reliable,marked_gaussian_evidence,90,2,False,8,242,223,0.43665313622734164,0.002059253033157026,True,1.8349422105324222,0.7044886283085714,32.05388853703006,0.0015644346245116381
reliable,marked_gaussian_evidence,91,1,False,8,240,223,0.46277963839761255,0.002157130300201211,True,220.59218881839348,0.0047994872203794715,0.0642205263939614,0.9258748331827198
reliable,marked_gaussian_evidence,91,2,False,8,240,223,0.46277963839761255,0.002157130300201211,True,1.3769572123134033,0.922361227401933,31.88531971379977,0.032775398216061416
reliable,marked_gaussian_evidence,92,1,False,8,242,221,0.5014841247656123,0.0023253220521376856,True,221.28095664139417,0.004724674215471495,0.054113951884488136,0.9590406887019349
reliable,marked_gaussian_evidence,92,2,False,8,242,221,0.5014841247656123,0.0023253220521376856,True,1.1909640241599284,0.9578354952961569,31.636080327321533,0.036846389497573837
reliable,marked_gaussian_evidence,93,1,False,8,247,219,0.529857435257062,0.0024546345003535297,True,223.93328513108096,0.004654849531259143,0.05445279724919179,0.9454961745473723
reliable,marked_gaussian_evidence,93,2,False,8,247,219,0.529857435257062,0.0024546345003535297,True,1.152569422789565,0.9678924040955166,31.347511980690964,0.11270659201363381
reliable,marked_gaussian_evidence,94,1,False,8,246,227,0.4578882641147044,0.0020773572244292427,True,226.2141490644747,0.004656229179101971,0.07796268354325396,0.8747788487000112
reliable,marked_gaussian_evidence,94,2,False,8,246,227,0.4578882641147044,0.0020773572244292427,True,1.000020687015853,0.9999985712502684,30.7831349125223,0.00011079380364654579
reliable,marked_gaussian_evidence,95,1,False,8,245,222,0.5214209873904614,0.002372886970113133,True,224.42730203732938,0.0046562910982367745,0.08441973851349295,0.9617572742128833
