sequence,condition,arm,frames,ospa,gospa,loc2,miss2,false2,countError,raw_bytes,delivered_raw_bytes,wire_bytes,runtime_s
v2xt_0001,reliable,marked_gaussian_evidence_prune_info,240,8.749327734889867,25.287200133006266,22.31497076211601,484.8,139.8,4.791666666666667,6787040,6787040,11431936,24.868939875
v2xt_0001,reliable,marked_gaussian_evidence_guarded_scalar_prune_info,240,8.92368191635351,25.599581052782565,18.742561755977704,501.6,141.0,5.008333333333334,7508000,7508000,12087296,30.490925458333333
v2xt_0001,reliable,marked_lineage_prune_info,240,8.294486167056943,24.29792954830954,19.983683763775836,432.3,143.4,4.0125,3151512,3151512,7925760,13.303118625
v2xt_0001,intermittent,marked_gaussian_evidence_prune_info,240,8.670273000933438,25.030704758340654,19.195906356038464,477.45,137.7,4.71875,7989728,6015584,12267520,26.593512583333332
v2xt_0001,intermittent,marked_gaussian_evidence_guarded_scalar_prune_info,240,8.715747462299346,25.113014353793595,18.363892106378486,481.65,138.0,4.772916666666666,8091680,6094528,12169216,25.89744225
v2xt_0001,intermittent,marked_lineage_prune_info,240,8.255886200747081,24.100178441849533,18.763293488038887,430.65,138.0,4.064583333333333,3253240,2559904,7942144,12.368561958333334
