condition,arm,frame,robot,detected,output_count,active_components,near_active_components,near_total_r,near_max_r,association_has_column,association_effective_labels,association_largest_share,association_nearest_distance_m,association_joint_mass
reliable,marked_gaussian_evidence_known_censor,1,1,False,0,0,0,0.0,0.0,False,,,,
reliable,marked_gaussian_evidence_known_censor,1,2,False,0,0,0,0.0,0.0,False,,,,
reliable,marked_gaussian_evidence_known_censor,2,1,False,2,9,1,0.010208584972325912,0.010208584972325912,True,2.21867272339712,0.5833123232191996,0.06757423227289326,0.10166537826254675
reliable,marked_gaussian_evidence_known_censor,2,2,False,2,9,1,0.010208584972325912,0.010208584972325912,False,,,,
reliable,marked_gaussian_evidence_known_censor,3,1,False,3,19,1,0.00898572387081437,0.00898572387081437,True,3.6412339107483946,0.37003042845264034,0.07036703932767976,0.14541089494402792
reliable,marked_gaussian_evidence_known_censor,3,2,False,3,19,1,0.00898572387081437,0.00898572387081437,False,,,,
reliable,marked_gaussian_evidence_known_censor,4,1,False,3,25,2,0.024720204818748828,0.014597358996544053,True,5.52682460283359,0.3392845228533405,0.0560528450527953,0.3622434424121846
reliable,marked_gaussian_evidence_known_censor,4,2,False,3,25,2,0.023956219235405245,0.01383337341320047,False,,,,
reliable,marked_gaussian_evidence_known_censor,5,1,False,3,29,3,0.018186231639586034,0.007752239019210665,True,7.638616144047018,0.25795751387153765,0.09935741134367751,0.4637883698514654
reliable,marked_gaussian_evidence_known_censor,5,2,False,3,29,3,0.018186231639586034,0.007752239019210665,False,,,,
reliable,marked_gaussian_evidence_known_censor,6,1,False,4,36,4,0.035649568357783774,0.010823071437799855,True,10.826538192504708,0.15608047338771525,0.10656854480590164,0.4663836473974703
reliable,marked_gaussian_evidence_known_censor,6,2,False,4,36,4,0.02972845357650824,0.009525911783972465,False,,,,
reliable,marked_gaussian_evidence_known_censor,7,1,False,4,40,7,0.07440574238537356,0.013127050305368848,True,13.025094337320239,0.12944516725782265,0.05378356768864491,0.6096999132625839
reliable,marked_gaussian_evidence_known_censor,7,2,False,4,40,7,0.0650504907284713,0.012994564741693514,False,,,,
reliable,marked_gaussian_evidence_known_censor,8,1,False,5,49,13,0.10491749955098867,0.011519580216351844,True,15.919388757516169,0.11749885074308089,0.051262000733259636,0.8264277002289463
reliable,marked_gaussian_evidence_known_censor,8,2,False,5,47,13,0.09399906912809464,0.009921551045375447,True,3.166600527350699,0.39538143224095984,35.07648949985105,4.283390278260051e-14
reliable,marked_gaussian_evidence_known_censor,9,1,False,5,50,15,0.1280359851252022,0.01195856807740999,True,18.690457833256357,0.1056089323985375,0.05706067093004055,0.7188341333574397
reliable,marked_gaussian_evidence_known_censor,9,2,False,5,47,15,0.11108644572059026,0.011905186619761383,True,1.9538343717964632,0.6076573241190015,35.64463907174475,0.002042581985499145
reliable,marked_gaussian_evidence_known_censor,10,1,False,6,56,22,0.16724484741904916,0.010752404183425705,True,21.086301600296807,0.08318768632497434,0.04529137185970938,0.8887356906610385
reliable,marked_gaussian_evidence_known_censor,10,2,False,6,56,22,0.13586837416629222,0.01018016538258542,True,1.7361423723656086,0.7594912675629382,35.80341075488868,0.054943149350277554
reliable,marked_gaussian_evidence_known_censor,11,1,False,7,51,25,0.167006870631258,0.009192041380100541,True,23.716469752639533,0.07725572507891629,0.11247041930649476,0.7954905010706926
reliable,marked_gaussian_evidence_known_censor,11,2,False,7,49,25,0.13066096981624867,0.008828142263063886,True,2.2774749165634733,0.6670665225750859,35.99589844149703,0.327372487606186
reliable,marked_gaussian_evidence_known_censor,12,1,False,7,46,26,0.19945208904178666,0.010201771291134797,True,24.99435890368105,0.07366167057472808,0.051580401947551806,0.8271024173556345
reliable,marked_gaussian_evidence_known_censor,12,2,False,7,47,26,0.14644801525002488,0.009123123497038775,False,,,,
reliable,marked_gaussian_evidence_known_censor,13,1,False,7,47,24,0.18347265275192332,0.00982954647290602,True,27.008423064002283,0.06600751838033601,0.03365421759250316,0.8602570082120935
reliable,marked_gaussian_evidence_known_censor,13,2,False,7,47,24,0.1406157241158884,0.009162298612708246,False,,,,
reliable,marked_gaussian_evidence_known_censor,14,1,False,7,44,29,0.22778977546700202,0.018233555563417197,True,28.817679430417304,0.060605961251191734,0.03193951217151648,0.902105668321921
reliable,marked_gaussian_evidence_known_censor,14,2,False,7,44,29,0.1785891776827369,0.018233555563417197,False,,,,
reliable,marked_gaussian_evidence_known_censor,15,1,False,7,46,23,0.18668174739419596,0.039071606217181004,True,29.291644334020695,0.10112465163309949,0.09931305650821314,0.8610419787842826
reliable,marked_gaussian_evidence_known_censor,15,2,False,7,46,23,0.14954342076729835,0.039071606217181004,False,,,,
reliable,marked_gaussian_evidence_known_censor,16,1,False,7,49,24,0.22801713728231862,0.08057841062808392,True,26.450508463607076,0.19653266450603613,0.11344635573578923,0.8794410795600449
reliable,marked_gaussian_evidence_known_censor,16,2,False,7,48,24,0.1875413570486155,0.08057841062808392,False,,,,
reliable,marked_gaussian_evidence_known_censor,17,1,False,6,57,14,0.23417873690321006,0.15982760227395718,True,19.117931300340704,0.34756957166390784,0.03564853079705343,0.8990273018406855
reliable,marked_gaussian_evidence_known_censor,17,2,False,6,56,14,0.2112932151811412,0.15982760227395718,False,,,,
reliable,marked_gaussian_evidence_known_censor,18,1,False,7,62,10,0.3470812175266585,0.3008538415535821,True,10.006321069257687,0.552724325921474,0.045649281019597344,0.93189376428483
reliable,marked_gaussian_evidence_known_censor,18,2,False,7,61,10,0.3332763821346847,0.3008538415535821,False,,,,
reliable,marked_gaussian_evidence_known_censor,19,1,True,7,70,5,0.520263527624965,0.5030322680720288,True,4.178474283705455,0.7616989334062085,0.041851459391518776,0.9233435860164434
reliable,marked_gaussian_evidence_known_censor,19,2,True,7,69,5,0.5150353151924494,0.5030322680720288,False,,,,
reliable,marked_gaussian_evidence_known_censor,20,1,True,7,68,1,0.755689838356276,0.755689838356276,True,2.030918230794126,0.8992511020240161,0.09105700630675714,0.9868962185453496
reliable,marked_gaussian_evidence_known_censor,20,2,True,7,63,1,0.755689838356276,0.755689838356276,False,,,,
reliable,marked_gaussian_evidence_known_censor,21,1,True,7,76,1,0.9081125956662686,0.9081125956662686,True,1.2817406962097944,0.9703733099348398,0.09168980582450387,0.9805637991555737
reliable,marked_gaussian_evidence_known_censor,21,2,True,7,70,1,0.9081125956662686,0.9081125956662686,False,,,,
reliable,marked_gaussian_evidence_known_censor,22,1,True,7,76,1,0.9768224137285889,0.9768224137285889,True,1.088098955038728,0.9912428069975463,0.06143679940974246,0.9940679472063998
reliable,marked_gaussian_evidence_known_censor,22,2,True,7,70,1,0.9768224137285889,0.9768224137285889,False,,,,
reliable,marked_gaussian_evidence_known_censor,23,1,True,7,80,1,0.9929426641578116,0.9929426641578116,True,1.0438055491631826,0.9958413151412734,0.1200661223864506,0.9928529488324623
reliable,marked_gaussian_evidence_known_censor,23,2,True,7,74,1,0.9929426641578116,0.9929426641578116,False,,,,
reliable,marked_gaussian_evidence_known_censor,24,1,True,7,72,1,0.9967703733598609,0.9967703733598609,True,1.0333069834499171,0.9968990148035163,0.04687810512051207,0.9948823807031332
reliable,marked_gaussian_evidence_known_censor,24,2,True,7,64,1,0.9967703733598609,0.9967703733598609,False,,,,
